estimand,dataset,scenario,model,run_id,cohort,cohort_size,fit_seconds,setup_seconds,explain_seconds,seconds_per_sample
partition,iscx_url2016_binary,s1,xgb,r04,internal,200,0.3656710000000203,0.04099499999983891,0.024540500000057364,0.0001227025000002868
partition,iscx_url2016_binary,s1,xgb,r05,internal,200,0.5264018999996551,0.04831170000034035,0.033355500000197935,0.00016677750000098967
partition,iscx_url2016_binary,s1,xgb,r06,internal,200,0.40011349999986123,0.042825600000014674,0.027325999999902706,0.00013662999999951352
partition,iscx_url2016_binary,s1,xgb,r07,internal,200,0.4369732000000113,0.04054089999999633,0.02452839999978096,0.0001226419999989048
partition,iscx_url2016_binary,s1,xgb,r08,internal,200,0.3816084000000046,0.04965829999991911,0.03092479999986608,0.0001546239999993304
partition,iscx_url2016_binary,s1,xgb,r09,internal,200,0.5566020999999637,0.04911009999977978,0.02648799999997209,0.00013243999999986044
partition,iscx_url2016_binary,s2,lr,r00,internal,200,0.0014873000000079628,0.0009771999998520187,0.004595999999764899,2.2979999998824495e-05
partition,iscx_url2016_binary,s2,lr,r01,internal,200,0.11511120000022856,0.0008956000001489883,0.0063435000001845765,3.171750000092288e-05
partition,iscx_url2016_binary,s2,lr,r02,internal,200,0.09927180000022418,0.0009153999999398366,0.005501000000094791,2.7505000000473957e-05
partition,iscx_url2016_binary,s2,lr,r03,internal,200,0.11532919999990554,0.0009337000001323759,0.005724099999952159,2.8620499999760796e-05
partition,iscx_url2016_binary,s2,lr,r04,internal,200,0.1008176000000276,0.0008959000001595996,0.005173699999886594,2.586849999943297e-05
partition,iscx_url2016_binary,s2,lr,r05,internal,200,0.17071100000021033,0.0011148999997203646,0.01004369999964183,5.0218499998209156e-05
partition,iscx_url2016_binary,s2,lr,r06,internal,200,0.11921690000008311,0.0007715000001553562,0.006456199999774981,3.22809999988749e-05
partition,iscx_url2016_binary,s2,lr,r07,internal,200,0.12168710000014471,0.0007881999999881373,0.005250300000170682,2.625150000085341e-05
partition,iscx_url2016_binary,s2,lr,r08,internal,200,0.1123168999997688,0.0007674000003135006,0.005231099999946309,2.6155499999731545e-05
partition,iscx_url2016_binary,s2,lr,r09,internal,200,0.09747049999987212,0.000816700000086712,0.004722000000128901,2.3610000000644503e-05
partition,iscx_url2016_binary,s2,rf,r00,internal,200,0.0745916999999281,0.010897200000272278,4.091934699999911,0.020459673499999553
partition,iscx_url2016_binary,s2,rf,r01,internal,200,1.341857699999764,0.011642400000255293,4.177171499999986,0.020885857499999928
partition,iscx_url2016_binary,s2,rf,r02,internal,200,1.4342790000000605,0.017029399999955785,4.376079500000287,0.021880397500001435
partition,iscx_url2016_binary,s2,rf,r03,internal,200,1.2400469999997767,0.01123539999980494,3.8754495999996834,0.019377247999998418
partition,iscx_url2016_binary,s2,rf,r04,internal,200,1.2581623999999465,0.014074100000016188,4.0812221000001045,0.020406110500000522
partition,iscx_url2016_binary,s2,rf,r05,internal,200,1.401841500000046,0.012275900000076945,4.381156800000099,0.021905784000000494
partition,iscx_url2016_binary,s2,rf,r06,internal,200,1.3895814000002247,0.014412200000151643,4.526611299999786,0.02263305649999893
partition,iscx_url2016_binary,s2,rf,r07,internal,200,1.3300214000000778,0.013932199999999284,4.171351500000128,0.02085675750000064
partition,iscx_url2016_binary,s2,rf,r08,internal,200,1.268241300000227,0.010805199999595061,3.820401800000127,0.019102009000000635
partition,iscx_url2016_binary,s2,rf,r09,internal,200,1.2508876000001692,0.01251219999994646,4.049532999999883,0.020247664999999415
partition,iscx_url2016_binary,s2,xgb,r00,internal,200,0.008190300000023853,0.037679600000046776,0.023755000000164728,0.00011877500000082364
partition,iscx_url2016_binary,s2,xgb,r01,internal,200,0.33506779999970604,0.03806029999987004,0.025483300000360032,0.00012741650000180015
partition,iscx_url2016_binary,s2,xgb,r02,internal,200,0.6101108000002569,0.04718269999966651,0.03117130000009638,0.0001558565000004819
partition,iscx_url2016_binary,s2,xgb,r03,internal,200,0.39912509999976464,0.052224699999896984,0.02944679999973232,0.0001472339999986616
partition,iscx_url2016_binary,s2,xgb,r04,internal,200,0.338332199999968,0.035760799999934534,0.025654600000052596,0.00012827300000026298
partition,iscx_url2016_binary,s2,xgb,r05,internal,200,0.34311209999987113,0.03802829999995083,0.03068890000031388,0.0001534445000015694
partition,iscx_url2016_binary,s2,xgb,r06,internal,200,0.40904749999981505,0.0363179000000855,0.026220599999760452,0.00013110299999880226
partition,iscx_url2016_binary,s2,xgb,r07,internal,200,0.3658229999996365,0.04321079999999711,0.024020000000291475,0.00012010000000145738
partition,iscx_url2016_binary,s2,xgb,r08,internal,200,0.3586332000004404,0.03953350000028877,0.025474300000041694,0.00012737150000020848
partition,iscx_url2016_binary,s2,xgb,r09,internal,200,0.3548705000002883,0.038054099999953905,0.027602899999692454,0.00013801449999846228
partition,iscx_url2016_binary,s3,lr,r00,external_common,200,0.0016476000000693602,0.0011488000000099419,0.004666999999699328,2.333499999849664e-05
partition,iscx_url2016_binary,s3,lr,r00,internal,200,0.0016476000000693602,0.0011488000000099419,0.005059399999936431,2.5296999999682158e-05
partition,iscx_url2016_binary,s3,lr,r01,external_common,200,0.08999480000011317,0.0010450999998283805,0.004788200000348297,2.3941000001741486e-05
partition,iscx_url2016_binary,s3,lr,r01,internal,200,0.08999480000011317,0.0010450999998283805,0.004789799999798561,2.3948999998992804e-05
partition,iscx_url2016_binary,s3,lr,r02,external_common,200,0.10184410000010757,0.0008396000002903747,0.0044759000002159155,2.237950000107958e-05
partition,iscx_url2016_binary,s3,lr,r02,internal,200,0.10184410000010757,0.0008396000002903747,0.004969200000232377,2.4846000001161884e-05
partition,iscx_url2016_binary,s3,lr,r03,external_common,200,0.0911244999997507,0.000698399999691901,0.006684899999982008,3.342449999991004e-05
partition,iscx_url2016_binary,s3,lr,r03,internal,200,0.0911244999997507,0.000698399999691901,0.004878400000052352,2.439200000026176e-05
partition,iscx_url2016_binary,s3,lr,r04,external_common,200,0.11864949999971941,0.0010683000000426546,0.004409099999975297,2.2045499999876483e-05
partition,iscx_url2016_binary,s3,lr,r04,internal,200,0.11864949999971941,0.0010683000000426546,0.006954599999971833,3.477299999985917e-05
partition,iscx_url2016_binary,s3,lr,r05,external_common,200,0.09806839999964723,0.0006851999996797531,0.0048710000000937725,2.4355000000468863e-05
partition,iscx_url2016_binary,s3,lr,r05,internal,200,0.09806839999964723,0.0006851999996797531,0.0051275999999234045,2.5637999999617023e-05
partition,iscx_url2016_binary,s3,lr,r06,external_common,200,0.08100500000000466,0.0007339000003412366,0.006232199999885779,3.11609999994289e-05
partition,iscx_url2016_binary,s3,lr,r06,internal,200,0.08100500000000466,0.0007339000003412366,0.004706800000349176,2.353400000174588e-05
partition,iscx_url2016_binary,s3,lr,r07,external_common,200,0.13194690000000264,0.0007005999996181345,0.004686100000071747,2.3430500000358734e-05
partition,iscx_url2016_binary,s3,lr,r07,internal,200,0.13194690000000264,0.0007005999996181345,0.00440230000003794,2.20115000001897e-05
partition,iscx_url2016_binary,s3,lr,r08,external_common,200,0.08322469999984605,0.0007040000000415603,0.004827700000078039,2.4138500000390194e-05
partition,iscx_url2016_binary,s3,lr,r08,internal,200,0.08322469999984605,0.0007040000000415603,0.004902700000002369,2.4513500000011847e-05
partition,iscx_url2016_binary,s3,lr,r09,external_common,200,0.08680379999987053,0.0007014999996499682,0.004533100000116974,2.266550000058487e-05
partition,iscx_url2016_binary,s3,lr,r09,internal,200,0.08680379999987053,0.0007014999996499682,0.005890400000225782,2.9452000001128907e-05
partition,iscx_url2016_binary,s3,rf,r00,external_common,200,0.09244820000003529,0.011832899999717483,2.9832555000002685,0.014916277500001343
partition,iscx_url2016_binary,s3,rf,r00,internal,200,0.09244820000003529,0.011832899999717483,3.1985829000000194,0.015992914500000097
partition,iscx_url2016_binary,s3,rf,r01,external_common,200,1.6179995000002236,0.00955809999959456,2.960119400000167,0.014800597000000835
partition,iscx_url2016_binary,s3,rf,r01,internal,200,1.6179995000002236,0.00955809999959456,3.1866868000001887,0.015933434000000943
partition,iscx_url2016_binary,s3,rf,r02,external_common,200,1.942411500000162,0.01279000000022279,3.0899813999999424,0.015449906999999713
partition,iscx_url2016_binary,s3,rf,r02,internal,200,1.942411500000162,0.01279000000022279,3.1583120000000235,0.015791560000000118
partition,iscx_url2016_binary,s3,rf,r03,external_common,200,1.5855129999999917,0.009901999999783584,2.832924400000138,0.01416462200000069
partition,iscx_url2016_binary,s3,rf,r03,internal,200,1.5855129999999917,0.009901999999783584,3.0468149999996967,0.015234074999998484
partition,iscx_url2016_binary,s3,rf,r04,external_common,200,1.512707699999737,0.009880900000098336,2.808294599999954,0.01404147299999977
partition,iscx_url2016_binary,s3,rf,r04,internal,200,1.512707699999737,0.009880900000098336,2.988170600000103,0.014940853000000516
partition,iscx_url2016_binary,s3,rf,r05,external_common,200,1.5822421000002578,0.010511099999803264,2.79723869999998,0.0139861934999999
partition,iscx_url2016_binary,s3,rf,r05,internal,200,1.5822421000002578,0.010511099999803264,2.964737299999797,0.014823686499998984
partition,iscx_url2016_binary,s3,rf,r06,external_common,200,1.5224467999996705,0.00939650000009351,3.0436561000001348,0.015218280500000674
partition,iscx_url2016_binary,s3,rf,r06,internal,200,1.5224467999996705,0.00939650000009351,3.0850854999998774,0.015425427499999388
partition,iscx_url2016_binary,s3,rf,r07,external_common,200,1.5183569000000716,0.011470599999938713,2.862355899999784,0.014311779499998921
partition,iscx_url2016_binary,s3,rf,r07,internal,200,1.5183569000000716,0.011470599999938713,3.0664584999999533,0.015332292499999766
partition,iscx_url2016_binary,s3,rf,r08,external_common,200,1.4674989000000096,0.014263999999911903,2.8883554999997614,0.014441777499998807
partition,iscx_url2016_binary,s3,rf,r08,internal,200,1.4674989000000096,0.014263999999911903,3.1077761000001374,0.015538880500000686
partition,iscx_url2016_binary,s3,rf,r09,external_common,200,1.5155870000003233,0.010007300000324904,2.9079541000000972,0.014539770500000486
partition,iscx_url2016_binary,s3,rf,r09,internal,200,1.5155870000003233,0.010007300000324904,2.958712000000105,0.014793560000000525
partition,iscx_url2016_binary,s3,xgb,r00,external_common,200,0.007334800000080577,0.038464400000066234,0.024376700000175333,0.00012188350000087667
partition,iscx_url2016_binary,s3,xgb,r00,internal,200,0.007334800000080577,0.038464400000066234,0.025604899999962072,0.00012802449999981035
partition,iscx_url2016_binary,s3,xgb,r01,external_common,200,0.35709629999973913,0.038580199999614706,0.023957899999913934,0.00011978949999956968
partition,iscx_url2016_binary,s3,xgb,r01,internal,200,0.35709629999973913,0.038580199999614706,0.024866100000053848,0.00012433050000026924
partition,iscx_url2016_binary,s3,xgb,r02,external_common,200,0.3318767000000662,0.0357904000002236,0.023066199999902892,0.00011533099999951446
partition,iscx_url2016_binary,s3,xgb,r02,internal,200,0.3318767000000662,0.0357904000002236,0.024871600000096805,0.00012435800000048402
partition,iscx_url2016_binary,s3,xgb,r03,external_common,200,0.3313453999999183,0.038834700000279554,0.023878099999819824,0.00011939049999909912
partition,iscx_url2016_binary,s3,xgb,r03,internal,200,0.3313453999999183,0.038834700000279554,0.025546500000018568,0.00012773250000009285
partition,iscx_url2016_binary,s3,xgb,r04,external_common,200,0.33105739999973594,0.0390625,0.0320796999999402,0.000160398499999701
partition,iscx_url2016_binary,s3,xgb,r04,internal,200,0.33105739999973594,0.0390625,0.02809060000026875,0.00014045300000134375
partition,iscx_url2016_binary,s3,xgb,r05,external_common,200,0.3491737999997895,0.04166420000001381,0.024312900000040827,0.00012156450000020414
partition,iscx_url2016_binary,s3,xgb,r05,internal,200,0.3491737999997895,0.04166420000001381,0.026127900000119553,0.00013063950000059778
partition,iscx_url2016_binary,s3,xgb,r06,external_common,200,0.3468090999999731,0.03562929999998232,0.027950500000315515,0.00013975250000157756
partition,iscx_url2016_binary,s3,xgb,r06,internal,200,0.3468090999999731,0.03562929999998232,0.028497999999672174,0.00014248999999836088
partition,iscx_url2016_binary,s3,xgb,r07,external_common,200,0.3724038999998811,0.049233900000217545,0.10074089999989155,0.0005037044999994577
partition,iscx_url2016_binary,s3,xgb,r07,internal,200,0.3724038999998811,0.049233900000217545,0.030875100000230304,0.0001543755000011515
partition,iscx_url2016_binary,s3,xgb,r08,external_common,200,0.9981907999999748,0.06033879999995406,0.03438010000036229,0.00017190050000181144
partition,iscx_url2016_binary,s3,xgb,r08,internal,200,0.9981907999999748,0.06033879999995406,0.04017970000040805,0.00020089850000204023
partition,iscx_url2016_binary,s3,xgb,r09,external_common,200,0.7895831999999245,0.04255269999976008,0.02521999999999025,0.00012609999999995124
partition,iscx_url2016_binary,s3,xgb,r09,internal,200,0.7895831999999245,0.04255269999976008,0.03339629999982208,0.00016698149999911039
partition,phiusiil,s0,lr,r00,internal,200,0.001336099999889484,0.000720500000170432,0.004686999999876207,2.3434999999381034e-05
partition,phiusiil,s0,lr,r01,internal,200,3.4820320000001175,0.000722100000075443,0.004730800000061208,2.365400000030604e-05
partition,phiusiil,s0,lr,r02,internal,200,5.60299370000007,0.0017015000000810687,0.00816320000012638,4.0816000000631904e-05
partition,phiusiil,s0,lr,r03,internal,200,12.301956200000177,0.0016200000000026193,0.006802800000059506,3.401400000029753e-05
partition,phiusiil,s0,lr,r04,internal,200,11.939906900000096,0.0016494000001330278,0.006693599999834987,3.3467999999174934e-05
partition,phiusiil,s0,lr,r05,internal,200,13.335625299999947,0.0031284000001505774,0.006926100000100632,3.4630500000503165e-05
partition,phiusiil,s0,lr,r06,internal,200,10.219873200000166,0.0028399000000263186,0.008326899999929083,4.1634499999645414e-05
partition,phiusiil,s0,lr,r07,internal,200,12.59229479999999,0.0018083999998452782,0.008194400000093083,4.0972000000465414e-05
partition,phiusiil,s0,lr,r08,internal,200,9.154644700000063,0.0011667000001125416,0.008013699999992241,4.0068499999961204e-05
partition,phiusiil,s0,lr,r09,internal,200,13.462539700000207,0.0030242999998790765,0.009125799999992523,4.5628999999962615e-05
partition,phiusiil,s0,rf,r00,internal,200,0.6945150999999896,0.16640370000004623,50.064839599999914,0.25032419799999955
partition,phiusiil,s0,rf,r01,internal,200,20.789530700000114,0.04228600000010374,37.6062993999999,0.1880314969999995
partition,phiusiil,s0,rf,r02,internal,200,10.692903399999977,0.04132960000015373,38.3343483000001,0.19167174150000052
partition,phiusiil,s0,rf,r03,internal,200,10.62428829999999,0.042624799999885,37.91333630000008,0.18956668150000042
partition,phiusiil,s0,rf,r04,internal,200,11.190850899999987,0.05502699999988181,40.622181599999976,0.20311090799999987
partition,phiusiil,s0,rf,r05,internal,200,11.618328100000001,0.0674765000000015,41.3601335,0.2068006675
partition,phiusiil,s0,rf,r06,internal,200,10.962857999999997,0.05532540000000097,40.72631749999999,0.20363158749999996
partition,phiusiil,s0,rf,r07,internal,200,14.444770399999996,0.07638249999999402,40.14500960000001,0.20072504800000004
partition,phiusiil,s0,rf,r08,internal,200,11.475010900000001,0.05644630000000461,39.899789699999985,0.19949894849999994
partition,phiusiil,s0,rf,r09,internal,200,11.42110070000001,0.05443230000000199,37.671693499999975,0.18835846749999988
partition,phiusiil,s0,xgb,r00,internal,200,0.2984357000000273,0.07478649999995923,0.037706200000002354,0.00018853100000001176
partition,phiusiil,s0,xgb,r01,internal,200,1.2751844000000006,0.0399677000000338,0.024384399999973994,0.00012192199999986997
partition,phiusiil,s0,xgb,r02,internal,200,1.3799662000000126,0.043221200000004956,0.02855610000000297,0.00014278050000001485
partition,phiusiil,s0,xgb,r03,internal,200,1.7662988000000155,0.04677409999999327,0.02661110000002509,0.00013305550000012546
partition,phiusiil,s0,xgb,r04,internal,200,1.4725667999999814,0.04443020000002207,0.024275999999986198,0.00012137999999993098
partition,phiusiil,s0,xgb,r05,internal,200,1.588677300000029,0.04449329999999918,0.023915999999985615,0.00011957999999992808
partition,phiusiil,s0,xgb,r06,internal,200,1.3220651999999973,0.0420533000000205,0.025084400000025653,0.00012542200000012827
partition,phiusiil,s0,xgb,r07,internal,200,1.4686892000000284,0.04494220000003679,0.02668889999995372,0.0001334444999997686
partition,phiusiil,s0,xgb,r08,internal,200,1.533989799999972,0.06417540000001054,0.03430350000002136,0.0001715175000001068
partition,phiusiil,s0,xgb,r09,internal,200,1.5570579999999836,0.04393369999996821,0.02416329999999789,0.00012081649999998944
partition,phiusiil,s1,lr,r00,internal,200,0.003525299999978415,0.0017028000000323118,0.00567910000000893,2.8395500000044648e-05
partition,phiusiil,s1,lr,r01,internal,200,2.8464371999999685,0.0007621000000312961,0.005211900000006153,2.6059500000030768e-05
partition,phiusiil,s1,lr,r02,internal,200,2.9317354000000364,0.0008195999999998094,0.004947800000024927,2.4739000000124634e-05
partition,phiusiil,s1,lr,r03,internal,200,3.4366713000000004,0.0008464999999659995,0.004739099999994778,2.369549999997389e-05
partition,phiusiil,s1,lr,r04,internal,200,3.703113499999972,0.0007706000000098356,0.004643600000008519,2.3218000000042593e-05
partition,phiusiil,s1,lr,r05,internal,200,3.611964700000044,0.000988800000015999,0.004699299999970208,2.349649999985104e-05
partition,phiusiil,s1,lr,r06,internal,200,3.5641658999999777,0.0011087000000316038,0.004989099999988866,2.4945499999944333e-05
partition,phiusiil,s1,lr,r07,internal,200,3.4940756999999962,0.0006930999999781307,0.004788700000005974,2.3943500000029872e-05
partition,phiusiil,s1,lr,r08,internal,200,3.968552299999999,0.0008717999999703352,0.006554599999958555,3.2772999999792775e-05
partition,phiusiil,s1,lr,r09,internal,200,3.676221499999997,0.0012863999999694897,0.006341500000019096,3.170750000009548e-05
partition,phiusiil,s1,rf,r00,internal,200,0.34904320000003963,0.06826549999999543,51.5823274,0.25791163699999997
partition,phiusiil,s1,rf,r01,internal,200,27.419132999999988,0.1974260000000072,44.18677009999999,0.22093385049999995
partition,phiusiil,s1,rf,r02,internal,200,25.66742529999999,0.06341210000005049,38.205173400000035,0.19102586700000018
partition,phiusiil,s1,rf,r03,internal,200,20.16212239999993,0.06716850000009345,37.92189410000003,0.18960947050000015
partition,phiusiil,s1,rf,r04,internal,200,17.11691369999994,0.079177399999935,37.08790520000002,0.1854395260000001
partition,phiusiil,s1,rf,r05,internal,200,19.137764199999992,0.04758559999993395,39.0301154,0.195150577
partition,phiusiil,s1,rf,r06,internal,200,18.460972799999922,0.1767502999999806,42.270063100000016,0.21135031550000008
partition,phiusiil,s1,rf,r07,internal,200,15.927601699999968,0.06032670000001872,40.028261799999996,0.200141309
partition,phiusiil,s1,rf,r08,internal,200,15.961820699999976,0.05590040000004137,44.82460860000003,0.22412304300000016
partition,phiusiil,s1,rf,r09,internal,200,15.816798099999914,0.0769434999999703,43.16696860000002,0.21583484300000008
partition,phiusiil,s1,xgb,r00,internal,200,0.06791690000000017,0.10319400000003043,0.034058100000038394,0.00017029050000019196
partition,phiusiil,s1,xgb,r01,internal,200,9.092637599999989,0.08047759999999471,0.053308000000015454,0.00026654000000007726
partition,phiusiil,s1,xgb,r02,internal,200,4.698276300000089,0.06770389999996951,0.03162459999998646,0.0001581229999999323
partition,phiusiil,s1,xgb,r03,internal,200,11.42253549999998,0.08496000000002368,0.08331299999997555,0.00041656499999987774
partition,phiusiil,s1,xgb,r04,internal,200,5.9319732999999815,0.04716940000002978,0.03913980000004358,0.0001956990000002179
partition,phiusiil,s1,xgb,r05,internal,200,7.427507900000023,0.07799809999994523,0.042388599999981125,0.00021194299999990562
partition,phiusiil,s1,xgb,r06,internal,200,2.1225686000000223,0.04722229999993033,0.038755899999955545,0.00019377949999977774
partition,phiusiil,s1,xgb,r07,internal,200,3.2456002999999782,0.12741280000000188,0.04789210000001276,0.0002394605000000638
partition,phiusiil,s1,xgb,r08,internal,200,8.336118599999963,0.05867590000002565,0.030913600000076258,0.0001545680000003813
partition,phiusiil,s1,xgb,r09,internal,200,3.7166279000000486,0.09612760000004528,0.05650059999993573,0.00028250299999967867
partition,phiusiil,s2,lr,r00,internal,200,0.006274200000007113,0.006450699999959397,0.010062899999866204,5.031449999933102e-05
partition,phiusiil,s2,lr,r01,internal,200,8.258522999999968,0.0057005999999546475,0.009427599999980885,4.713799999990442e-05
partition,phiusiil,s2,lr,r02,internal,200,10.021310500000027,0.0008290000000670261,0.005368999999973312,2.684499999986656e-05
partition,phiusiil,s2,lr,r03,internal,200,4.0096057999999175,0.0013447999999698368,0.005180599999903279,2.5902999999516398e-05
partition,phiusiil,s2,lr,r04,internal,200,12.184304200000042,0.002405899999985195,0.014150700000072902,7.075350000036451e-05
partition,phiusiil,s2,lr,r05,internal,200,9.428013100000044,0.002238899999838395,0.010232899999891742,5.116449999945871e-05
partition,phiusiil,s2,lr,r06,internal,200,5.0806795999999395,0.0007577999999739404,0.007799999999861029,3.899999999930515e-05
