estimand,dataset,scenario,model,left_run,right_run,comparison,top10_jaccard,top15_jaccard,top20_jaccard,rank_spearman,direction_agreement_all,direction_agreement_top20_union
seed,iscx_url2016_binary,s0,rf,r00,r07,r00_vs_r07,1.0,0.875,1.0,0.9910364145658265,0.9714285714285714,1.0
seed,iscx_url2016_binary,s0,rf,r00,r08,r00_vs_r08,1.0,0.875,1.0,0.9921568627450981,0.9714285714285714,1.0
seed,iscx_url2016_binary,s0,rf,r00,r09,r00_vs_r09,1.0,0.875,1.0,0.9862745098039217,1.0,1.0
seed,iscx_url2016_binary,s0,rf,r01,r02,r01_vs_r02,0.8181818181818182,1.0,1.0,0.9915966386554622,0.9714285714285714,1.0
seed,iscx_url2016_binary,s0,rf,r01,r03,r01_vs_r03,1.0,1.0,0.9047619047619048,0.9778711484593837,0.9714285714285714,1.0
seed,iscx_url2016_binary,s0,rf,r01,r04,r01_vs_r04,0.8181818181818182,1.0,1.0,0.9873949579831932,0.9714285714285714,1.0
seed,iscx_url2016_binary,s0,rf,r01,r05,r01_vs_r05,0.8181818181818182,1.0,0.9047619047619048,0.9913165266106445,1.0,1.0
seed,iscx_url2016_binary,s0,rf,r01,r06,r01_vs_r06,0.8181818181818182,1.0,1.0,0.9913165266106445,1.0,1.0
seed,iscx_url2016_binary,s0,rf,r01,r07,r01_vs_r07,0.8181818181818182,1.0,1.0,0.9823529411764705,0.9714285714285714,1.0
seed,iscx_url2016_binary,s0,rf,r01,r08,r01_vs_r08,0.8181818181818182,1.0,1.0,0.9929971988795518,0.9714285714285714,1.0
seed,iscx_url2016_binary,s0,rf,r01,r09,r01_vs_r09,0.8181818181818182,1.0,1.0,0.9812324929971991,1.0,1.0
seed,iscx_url2016_binary,s0,rf,r02,r03,r02_vs_r03,0.8181818181818182,1.0,0.9047619047619048,0.9854341736694678,1.0,1.0
seed,iscx_url2016_binary,s0,rf,r02,r04,r02_vs_r04,1.0,1.0,1.0,0.988515406162465,1.0,1.0
seed,iscx_url2016_binary,s0,rf,r02,r05,r02_vs_r05,1.0,1.0,0.9047619047619048,0.9929971988795518,0.9714285714285714,1.0
seed,iscx_url2016_binary,s0,rf,r02,r06,r02_vs_r06,1.0,1.0,1.0,0.9943977591036416,0.9714285714285714,1.0
seed,iscx_url2016_binary,s0,rf,r02,r07,r02_vs_r07,1.0,1.0,1.0,0.9901960784313726,1.0,1.0
seed,iscx_url2016_binary,s0,rf,r02,r08,r02_vs_r08,1.0,1.0,1.0,0.9935574229691878,1.0,1.0
seed,iscx_url2016_binary,s0,rf,r02,r09,r02_vs_r09,1.0,1.0,1.0,0.9913165266106445,0.9714285714285714,1.0
seed,iscx_url2016_binary,s0,rf,r03,r04,r03_vs_r04,0.8181818181818182,1.0,0.9047619047619048,0.992436974789916,1.0,1.0
seed,iscx_url2016_binary,s0,rf,r03,r05,r03_vs_r05,0.8181818181818182,1.0,0.9047619047619048,0.9887955182072831,0.9714285714285714,1.0
seed,iscx_url2016_binary,s0,rf,r03,r06,r03_vs_r06,0.8181818181818182,1.0,0.9047619047619048,0.9820728291316526,0.9714285714285714,1.0
seed,iscx_url2016_binary,s0,rf,r03,r07,r03_vs_r07,0.8181818181818182,1.0,0.9047619047619048,0.9887955182072831,1.0,1.0
seed,iscx_url2016_binary,s0,rf,r03,r08,r03_vs_r08,0.8181818181818182,1.0,0.9047619047619048,0.988515406162465,1.0,1.0
seed,iscx_url2016_binary,s0,rf,r03,r09,r03_vs_r09,0.8181818181818182,1.0,0.9047619047619048,0.9896358543417367,0.9714285714285714,1.0
seed,iscx_url2016_binary,s0,rf,r04,r05,r04_vs_r05,1.0,1.0,0.9047619047619048,0.9949579831932773,0.9714285714285714,1.0
seed,iscx_url2016_binary,s0,rf,r04,r06,r04_vs_r06,1.0,1.0,1.0,0.9901960784313726,0.9714285714285714,1.0
seed,iscx_url2016_binary,s0,rf,r04,r07,r04_vs_r07,1.0,1.0,1.0,0.9938375350140056,1.0,1.0
seed,iscx_url2016_binary,s0,rf,r04,r08,r04_vs_r08,1.0,1.0,1.0,0.9946778711484594,1.0,1.0
seed,iscx_url2016_binary,s0,rf,r04,r09,r04_vs_r09,1.0,1.0,1.0,0.9896358543417367,0.9714285714285714,1.0
seed,iscx_url2016_binary,s0,rf,r05,r06,r05_vs_r06,1.0,1.0,0.9047619047619048,0.9918767507002803,1.0,1.0
seed,iscx_url2016_binary,s0,rf,r05,r07,r05_vs_r07,1.0,1.0,0.9047619047619048,0.992717086834734,0.9714285714285714,1.0
seed,iscx_url2016_binary,s0,rf,r05,r08,r05_vs_r08,1.0,1.0,0.9047619047619048,0.9949579831932773,0.9714285714285714,1.0
seed,iscx_url2016_binary,s0,rf,r05,r09,r05_vs_r09,1.0,1.0,0.9047619047619048,0.9893557422969188,1.0,1.0
seed,iscx_url2016_binary,s0,rf,r06,r07,r06_vs_r07,1.0,1.0,1.0,0.9907563025210085,0.9714285714285714,1.0
seed,iscx_url2016_binary,s0,rf,r06,r08,r06_vs_r08,1.0,1.0,1.0,0.9910364145658265,0.9714285714285714,1.0
seed,iscx_url2016_binary,s0,rf,r06,r09,r06_vs_r09,1.0,1.0,1.0,0.9910364145658265,1.0,1.0
seed,iscx_url2016_binary,s0,rf,r07,r08,r07_vs_r08,1.0,1.0,1.0,0.9899159663865545,1.0,1.0
seed,iscx_url2016_binary,s0,rf,r07,r09,r07_vs_r09,1.0,1.0,1.0,0.9935574229691878,0.9714285714285714,1.0
seed,iscx_url2016_binary,s0,rf,r08,r09,r08_vs_r09,1.0,1.0,1.0,0.9904761904761905,0.9714285714285714,1.0
seed,iscx_url2016_binary,s0,xgb,r00,r01,r00_vs_r01,1.0,0.875,0.8181818181818182,0.9851123595505618,0.9714285714285714,0.9545454545454546
seed,iscx_url2016_binary,s0,xgb,r00,r02,r00_vs_r02,1.0,0.875,0.9047619047619048,0.9873595505617976,0.9714285714285714,0.9523809523809523
seed,iscx_url2016_binary,s0,xgb,r00,r03,r00_vs_r03,1.0,0.875,0.8181818181818182,0.988202247191011,0.9142857142857143,0.9090909090909091
seed,iscx_url2016_binary,s0,xgb,r00,r04,r00_vs_r04,1.0,0.875,0.9047619047619048,0.991011235955056,0.9714285714285714,0.9523809523809523
seed,iscx_url2016_binary,s0,xgb,r00,r05,r00_vs_r05,1.0,1.0,0.9047619047619048,0.9855441023192918,0.9428571428571428,0.9523809523809523
seed,iscx_url2016_binary,s0,xgb,r00,r06,r00_vs_r06,0.8181818181818182,0.7647058823529411,0.9047619047619048,0.9821756804372549,0.9142857142857143,0.9523809523809523
seed,iscx_url2016_binary,s0,xgb,r00,r07,r00_vs_r07,1.0,0.875,0.9047619047619048,0.9858248041427949,0.9428571428571428,0.9523809523809523
seed,iscx_url2016_binary,s0,xgb,r00,r08,r00_vs_r08,0.8181818181818182,0.875,0.9047619047619048,0.9872283132603101,0.9428571428571428,0.9523809523809523
seed,iscx_url2016_binary,s0,xgb,r00,r09,r00_vs_r09,1.0,0.875,0.9047619047619048,0.9855441023192918,0.9428571428571428,1.0
seed,iscx_url2016_binary,s0,xgb,r01,r02,r01_vs_r02,1.0,0.875,0.9047619047619048,0.9876404494382021,0.9428571428571428,0.9047619047619048
seed,iscx_url2016_binary,s0,xgb,r01,r03,r01_vs_r03,1.0,1.0,0.9047619047619048,0.9907303370786515,0.9428571428571428,0.9523809523809523
seed,iscx_url2016_binary,s0,xgb,r01,r04,r01_vs_r04,1.0,0.875,0.9047619047619048,0.990449438202247,1.0,1.0
seed,iscx_url2016_binary,s0,xgb,r01,r05,r01_vs_r05,1.0,0.875,0.9047619047619048,0.993684455200881,0.9714285714285714,1.0
seed,iscx_url2016_binary,s0,xgb,r01,r06,r01_vs_r06,0.8181818181818182,0.875,0.9047619047619048,0.9844212950252795,0.9428571428571428,1.0
seed,iscx_url2016_binary,s0,xgb,r01,r07,r01_vs_r07,1.0,0.875,0.9047619047619048,0.9934037533773779,0.9714285714285714,1.0
seed,iscx_url2016_binary,s0,xgb,r01,r08,r01_vs_r08,0.8181818181818182,0.875,0.8181818181818182,0.9880704187308196,0.9714285714285714,1.0
seed,iscx_url2016_binary,s0,xgb,r01,r09,r01_vs_r09,1.0,0.875,0.9047619047619048,0.9863862077898009,0.9142857142857143,0.9523809523809523
seed,iscx_url2016_binary,s0,xgb,r02,r03,r02_vs_r03,1.0,0.875,0.9047619047619048,0.9865168539325841,0.9428571428571428,0.9523809523809523
seed,iscx_url2016_binary,s0,xgb,r02,r04,r02_vs_r04,1.0,1.0,0.9047619047619048,0.9890449438202247,0.9428571428571428,0.9047619047619048
seed,iscx_url2016_binary,s0,xgb,r02,r05,r02_vs_r05,1.0,0.875,1.0,0.9914388406128564,0.9142857142857143,0.9
seed,iscx_url2016_binary,s0,xgb,r02,r06,r02_vs_r06,0.8181818181818182,0.875,0.9047619047619048,0.9779651530847088,0.8857142857142857,0.9047619047619048
seed,iscx_url2016_binary,s0,xgb,r02,r07,r02_vs_r07,1.0,1.0,1.0,0.9889125242013286,0.9142857142857143,0.9
seed,iscx_url2016_binary,s0,xgb,r02,r08,r02_vs_r08,0.8181818181818182,0.875,0.9047619047619048,0.9855441023192918,0.9142857142857143,0.9047619047619048
seed,iscx_url2016_binary,s0,xgb,r02,r09,r02_vs_r09,1.0,0.875,1.0,0.986105505966298,0.9142857142857143,0.95
seed,iscx_url2016_binary,s0,xgb,r03,r04,r03_vs_r04,1.0,0.875,0.8181818181818182,0.9896067415730335,0.9428571428571428,0.9545454545454546
seed,iscx_url2016_binary,s0,xgb,r03,r05,r03_vs_r05,1.0,0.875,0.9047619047619048,0.9847019968487826,0.9142857142857143,0.9523809523809523
seed,iscx_url2016_binary,s0,xgb,r03,r06,r03_vs_r06,0.8181818181818182,0.875,0.8181818181818182,0.9757195384966842,0.8857142857142857,0.9545454545454546
seed,iscx_url2016_binary,s0,xgb,r03,r07,r03_vs_r07,1.0,0.875,0.9047619047619048,0.9880704187308196,0.9142857142857143,0.9523809523809523
seed,iscx_url2016_binary,s0,xgb,r03,r08,r03_vs_r08,0.8181818181818182,0.875,0.8181818181818182,0.9866669096133039,0.9142857142857143,0.9545454545454546
seed,iscx_url2016_binary,s0,xgb,r03,r09,r03_vs_r09,1.0,0.875,0.9047619047619048,0.9894739278483348,0.8571428571428571,0.9047619047619048
seed,iscx_url2016_binary,s0,xgb,r04,r05,r04_vs_r05,1.0,0.875,0.9047619047619048,0.9863862077898009,0.9714285714285714,1.0
seed,iscx_url2016_binary,s0,xgb,r04,r06,r04_vs_r06,0.8181818181818182,0.875,1.0,0.9894739278483348,0.9428571428571428,1.0
seed,iscx_url2016_binary,s0,xgb,r04,r07,r04_vs_r07,1.0,1.0,0.9047619047619048,0.9872283132603101,0.9714285714285714,1.0
seed,iscx_url2016_binary,s0,xgb,r04,r08,r04_vs_r08,0.8181818181818182,0.875,0.8181818181818182,0.9905967351423471,0.9714285714285714,1.0
seed,iscx_url2016_binary,s0,xgb,r04,r09,r04_vs_r09,1.0,0.875,0.9047619047619048,0.9835791895547703,0.9142857142857143,0.9523809523809523
seed,iscx_url2016_binary,s0,xgb,r05,r06,r05_vs_r06,0.8181818181818182,0.7647058823529411,0.9047619047619048,0.9806451612903228,0.9714285714285714,1.0
seed,iscx_url2016_binary,s0,xgb,r05,r07,r05_vs_r07,1.0,0.875,1.0,0.9957924263674616,1.0,1.0
seed,iscx_url2016_binary,s0,xgb,r05,r08,r05_vs_r08,0.8181818181818182,0.875,0.9047619047619048,0.9913043478260871,1.0,1.0
seed,iscx_url2016_binary,s0,xgb,r05,r09,r05_vs_r09,1.0,0.875,1.0,0.9870967741935487,0.9428571428571428,0.95
seed,iscx_url2016_binary,s0,xgb,r06,r07,r06_vs_r07,0.8181818181818182,0.875,0.9047619047619048,0.9812061711079946,0.9714285714285714,1.0
seed,iscx_url2016_binary,s0,xgb,r06,r08,r06_vs_r08,0.8181818181818182,0.7647058823529411,0.8181818181818182,0.9809256661991587,0.9714285714285714,1.0
seed,iscx_url2016_binary,s0,xgb,r06,r09,r06_vs_r09,0.8181818181818182,0.7647058823529411,0.9047619047619048,0.9663394109396917,0.9142857142857143,0.9523809523809523
seed,iscx_url2016_binary,s0,xgb,r07,r08,r07_vs_r08,0.8181818181818182,0.875,0.9047619047619048,0.9904628330995794,1.0,1.0
seed,iscx_url2016_binary,s0,xgb,r07,r09,r07_vs_r09,1.0,0.875,1.0,0.9882187938288921,0.9428571428571428,0.95
seed,iscx_url2016_binary,s0,xgb,r08,r09,r08_vs_r09,0.8181818181818182,1.0,0.9047619047619048,0.9868162692847126,0.9428571428571428,0.9523809523809523
seed,iscx_url2016_binary,s3,lr,r00,r01,r00_vs_r01,1.0,1.0,1.0,1.0,1.0,1.0
seed,iscx_url2016_binary,s3,lr,r00,r02,r00_vs_r02,1.0,1.0,1.0,1.0,1.0,1.0
seed,iscx_url2016_binary,s3,lr,r00,r03,r00_vs_r03,1.0,1.0,1.0,1.0,1.0,1.0
seed,iscx_url2016_binary,s3,lr,r00,r04,r00_vs_r04,1.0,1.0,1.0,1.0,1.0,1.0
seed,iscx_url2016_binary,s3,lr,r00,r05,r00_vs_r05,1.0,1.0,1.0,1.0,1.0,1.0
seed,iscx_url2016_binary,s3,lr,r00,r06,r00_vs_r06,1.0,1.0,1.0,1.0,1.0,1.0
seed,iscx_url2016_binary,s3,lr,r00,r07,r00_vs_r07,1.0,1.0,1.0,1.0,1.0,1.0
seed,iscx_url2016_binary,s3,lr,r00,r08,r00_vs_r08,1.0,1.0,1.0,1.0,1.0,1.0
seed,iscx_url2016_binary,s3,lr,r00,r09,r00_vs_r09,1.0,1.0,1.0,1.0,1.0,1.0
seed,iscx_url2016_binary,s3,lr,r01,r02,r01_vs_r02,1.0,1.0,1.0,1.0,1.0,1.0
seed,iscx_url2016_binary,s3,lr,r01,r03,r01_vs_r03,1.0,1.0,1.0,1.0,1.0,1.0
seed,iscx_url2016_binary,s3,lr,r01,r04,r01_vs_r04,1.0,1.0,1.0,1.0,1.0,1.0
seed,iscx_url2016_binary,s3,lr,r01,r05,r01_vs_r05,1.0,1.0,1.0,1.0,1.0,1.0
seed,iscx_url2016_binary,s3,lr,r01,r06,r01_vs_r06,1.0,1.0,1.0,1.0,1.0,1.0
seed,iscx_url2016_binary,s3,lr,r01,r07,r01_vs_r07,1.0,1.0,1.0,1.0,1.0,1.0
seed,iscx_url2016_binary,s3,lr,r01,r08,r01_vs_r08,1.0,1.0,1.0,1.0,1.0,1.0
seed,iscx_url2016_binary,s3,lr,r01,r09,r01_vs_r09,1.0,1.0,1.0,1.0,1.0,1.0
seed,iscx_url2016_binary,s3,lr,r02,r03,r02_vs_r03,1.0,1.0,1.0,1.0,1.0,1.0
seed,iscx_url2016_binary,s3,lr,r02,r04,r02_vs_r04,1.0,1.0,1.0,1.0,1.0,1.0
seed,iscx_url2016_binary,s3,lr,r02,r05,r02_vs_r05,1.0,1.0,1.0,1.0,1.0,1.0
seed,iscx_url2016_binary,s3,lr,r02,r06,r02_vs_r06,1.0,1.0,1.0,1.0,1.0,1.0
seed,iscx_url2016_binary,s3,lr,r02,r07,r02_vs_r07,1.0,1.0,1.0,1.0,1.0,1.0
seed,iscx_url2016_binary,s3,lr,r02,r08,r02_vs_r08,1.0,1.0,1.0,1.0,1.0,1.0
seed,iscx_url2016_binary,s3,lr,r02,r09,r02_vs_r09,1.0,1.0,1.0,1.0,1.0,1.0
seed,iscx_url2016_binary,s3,lr,r03,r04,r03_vs_r04,1.0,1.0,1.0,1.0,1.0,1.0
seed,iscx_url2016_binary,s3,lr,r03,r05,r03_vs_r05,1.0,1.0,1.0,1.0,1.0,1.0
seed,iscx_url2016_binary,s3,lr,r03,r06,r03_vs_r06,1.0,1.0,1.0,1.0,1.0,1.0
seed,iscx_url2016_binary,s3,lr,r03,r07,r03_vs_r07,1.0,1.0,1.0,1.0,1.0,1.0
seed,iscx_url2016_binary,s3,lr,r03,r08,r03_vs_r08,1.0,1.0,1.0,1.0,1.0,1.0
seed,iscx_url2016_binary,s3,lr,r03,r09,r03_vs_r09,1.0,1.0,1.0,1.0,1.0,1.0
seed,iscx_url2016_binary,s3,lr,r04,r05,r04_vs_r05,1.0,1.0,1.0,1.0,1.0,1.0
seed,iscx_url2016_binary,s3,lr,r04,r06,r04_vs_r06,1.0,1.0,1.0,1.0,1.0,1.0
seed,iscx_url2016_binary,s3,lr,r04,r07,r04_vs_r07,1.0,1.0,1.0,1.0,1.0,1.0
seed,iscx_url2016_binary,s3,lr,r04,r08,r04_vs_r08,1.0,1.0,1.0,1.0,1.0,1.0
seed,iscx_url2016_binary,s3,lr,r04,r09,r04_vs_r09,1.0,1.0,1.0,1.0,1.0,1.0
seed,iscx_url2016_binary,s3,lr,r05,r06,r05_vs_r06,1.0,1.0,1.0,1.0,1.0,1.0
seed,iscx_url2016_binary,s3,lr,r05,r07,r05_vs_r07,1.0,1.0,1.0,1.0,1.0,1.0
seed,iscx_url2016_binary,s3,lr,r05,r08,r05_vs_r08,1.0,1.0,1.0,1.0,1.0,1.0
seed,iscx_url2016_binary,s3,lr,r05,r09,r05_vs_r09,1.0,1.0,1.0,1.0,1.0,1.0
seed,iscx_url2016_binary,s3,lr,r06,r07,r06_vs_r07,1.0,1.0,1.0,1.0,1.0,1.0
seed,iscx_url2016_binary,s3,lr,r06,r08,r06_vs_r08,1.0,1.0,1.0,1.0,1.0,1.0
seed,iscx_url2016_binary,s3,lr,r06,r09,r06_vs_r09,1.0,1.0,1.0,1.0,1.0,1.0
seed,iscx_url2016_binary,s3,lr,r07,r08,r07_vs_r08,1.0,1.0,1.0,1.0,1.0,1.0
seed,iscx_url2016_binary,s3,lr,r07,r09,r07_vs_r09,1.0,1.0,1.0,1.0,1.0,1.0
seed,iscx_url2016_binary,s3,lr,r08,r09,r08_vs_r09,1.0,1.0,1.0,1.0,1.0,1.0
seed,iscx_url2016_binary,s3,rf,r00,r01,r00_vs_r01,0.8181818181818182,0.875,0.9047619047619048,0.9834641255605381,0.9714285714285714,1.0
seed,iscx_url2016_binary,s3,rf,r00,r02,r00_vs_r02,1.0,0.875,0.9047619047619048,0.9887892376681614,0.9714285714285714,1.0
seed,iscx_url2016_binary,s3,rf,r00,r03,r00_vs_r03,1.0,0.875,0.9047619047619048,0.9862668161434978,1.0,1.0
seed,iscx_url2016_binary,s3,rf,r00,r04,r00_vs_r04,1.0,0.875,0.9047619047619048,0.9913835595460746,0.9142857142857143,1.0
seed,iscx_url2016_binary,s3,rf,r00,r05,r00_vs_r05,1.0,0.875,0.9047619047619048,0.9887892376681614,1.0,1.0
seed,iscx_url2016_binary,s3,rf,r00,r06,r00_vs_r06,1.0,0.875,1.0,0.9871076233183856,0.9714285714285714,1.0
seed,iscx_url2016_binary,s3,rf,r00,r07,r00_vs_r07,1.0,0.7647058823529411,0.9047619047619048,0.9784192825112107,0.9714285714285714,1.0
seed,iscx_url2016_binary,s3,rf,r00,r08,r00_vs_r08,0.8181818181818182,0.875,0.9047619047619048,0.9837443946188341,1.0,1.0
seed,iscx_url2016_binary,s3,rf,r00,r09,r00_vs_r09,1.0,0.7647058823529411,1.0,0.9915919282511211,0.9714285714285714,1.0
seed,iscx_url2016_binary,s3,rf,r01,r02,r01_vs_r02,0.8181818181818182,0.875,1.0,0.9803811659192825,1.0,1.0
seed,iscx_url2016_binary,s3,rf,r01,r03,r01_vs_r03,0.8181818181818182,1.0,1.0,0.9873878923766815,0.9714285714285714,1.0
seed,iscx_url2016_binary,s3,rf,r01,r04,r01_vs_r04,0.8181818181818182,0.875,1.0,0.9883012477442071,0.9428571428571428,1.0
seed,iscx_url2016_binary,s3,rf,r01,r05,r01_vs_r05,0.8181818181818182,1.0,1.0,0.9826233183856503,0.9714285714285714,1.0
seed,iscx_url2016_binary,s3,rf,r01,r06,r01_vs_r06,0.8181818181818182,1.0,0.9047619047619048,0.9815022421524664,1.0,1.0
seed,iscx_url2016_binary,s3,rf,r01,r07,r01_vs_r07,0.8181818181818182,0.875,0.9047619047619048,0.9722533632286996,1.0,1.0
seed,iscx_url2016_binary,s3,rf,r01,r08,r01_vs_r08,0.8181818181818182,1.0,0.9047619047619048,0.9812219730941704,0.9714285714285714,1.0
seed,iscx_url2016_binary,s3,rf,r01,r09,r01_vs_r09,0.8181818181818182,0.875,0.9047619047619048,0.9792600896860988,1.0,1.0
seed,iscx_url2016_binary,s3,rf,r02,r03,r02_vs_r03,1.0,0.875,1.0,0.9871076233183856,0.9714285714285714,1.0
seed,iscx_url2016_binary,s3,rf,r02,r04,r02_vs_r04,1.0,1.0,1.0,0.9936252408565236,0.9428571428571428,1.0
seed,iscx_url2016_binary,s3,rf,r02,r05,r02_vs_r05,1.0,0.875,1.0,0.9904708520179372,0.9714285714285714,1.0
seed,iscx_url2016_binary,s3,rf,r02,r06,r02_vs_r06,1.0,0.875,0.9047619047619048,0.9887892376681614,1.0,1.0
seed,iscx_url2016_binary,s3,rf,r02,r07,r02_vs_r07,1.0,0.875,0.9047619047619048,0.9893497757847535,1.0,1.0
seed,iscx_url2016_binary,s3,rf,r02,r08,r02_vs_r08,0.8181818181818182,0.875,0.9047619047619048,0.9868273542600898,0.9714285714285714,1.0
seed,iscx_url2016_binary,s3,rf,r02,r09,r02_vs_r09,1.0,0.875,0.9047619047619048,0.9910313901345292,1.0,1.0
seed,iscx_url2016_binary,s3,rf,r03,r04,r03_vs_r04,1.0,0.875,1.0,0.9925044002012992,0.9142857142857143,1.0
