accuracy,balanced_accuracy,corpus_version,dataset,dataset_display,fn,fp,fpr,inference_seconds,inference_seconds_per_sample,macro_f1,model,model_seed,n_benign,n_phishing,n_samples,partition_seed,pr_auc,precision,recall,repetition,roc_auc,scenario,scenario_key,selected_candidate,selected_params_json,threshold,tn,total_run_seconds,tp,tuning_seconds,validation_macro_f1,validation_roc_auc,feature_set,n_features,feature_names_json,shap_setup_seconds,shap_explain_seconds,shap_cohort_size,shap_background_size,shap_seconds_per_sample,model_output_scale
0.7753751103265666,0.8466585771794473,,iscx_url2016_binary,,39,1488,0.2805958891193664,0.0012111000000061267,1.781553398067265e-07,0.7446229663444304,lr,20261002,5303,1495,6798,20260903,0.4804575506769113,0.4945652173913043,0.9739130434782609,r01,0.7859234092900024,S3-domain,s3,lr_c01,"{""C"": 0.1, ""class_weight"": null}",0.71,3815,3.9171433999999863,1456,3.770111000000014,0.9821131540448236,0.9910247179687877,f_single,15,"[""subdomain_depth"", ""dot_count"", ""hyphen_count"", ""hostname_length"", ""char_type_transition_count"", ""path_length"", ""special_char_count"", ""token_count"", ""registrable_domain_length"", ""letter_count"", ""question_mark_count"", ""slash_count"", ""url_length"", ""equals_sign_count"", ""digit_ratio""]",0.000839799999994284,0.004587799999995923,200,200,2.2938999999979615e-05,raw_log_odds
0.7737569873492204,0.8444206188583858,,iscx_url2016_binary,,44,1494,0.28172732415613805,0.0015272999999922376,2.2466902029894641e-07,0.7428131604737109,lr,20261002,5303,1495,6798,20260903,0.463934981264871,0.4926994906621392,0.9705685618729097,r01,0.7780972088115706,S3-domain,s3,lr_c1_balanced,"{""C"": 1.0, ""class_weight"": ""balanced""}",0.9,3809,4.039001500000012,1451,3.853931799999998,0.9825669798984278,0.9917689756455087,f_stable,13,"[""subdomain_depth"", ""dot_count"", ""hyphen_count"", ""token_count"", ""special_char_count"", ""hostname_length"", ""registrable_domain_length"", ""path_length"", ""char_type_transition_count"", ""question_mark_count"", ""slash_count"", ""letter_count"", ""equals_sign_count""]",0.0008515000000102191,0.004535399999980427,200,200,2.2676999999902137e-05,raw_log_odds
0.9410120623712857,0.9605100791689188,master,iscx_url2016_binary,ISCX-URL2016-binary,7,394,0.0742975674146709,0.0365434999998797,5.3756251838599165e-06,0.9210074610333374,rf,20261002,5303,1495,6798,20260903,0.998347912872632,0.7906482465462275,0.9953177257525084,r01,0.9992216181034652,S3-domain,s3,rf_unlimited_leaf5_balanced,"{""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 5, ""n_estimators"": 200}",0.56,4909,9.20740479999995,1488,9.149899300000016,0.9987143193561692,0.9999764735405754,f_all,35,"[""url_length"", ""hostname_length"", ""path_length"", ""query_length"", ""fragment_length"", ""digit_count"", ""letter_count"", ""special_char_count"", ""digit_ratio"", ""letter_ratio"", ""special_char_ratio"", ""dot_count"", ""hyphen_count"", ""underscore_count"", ""slash_count"", ""question_mark_count"", ""equals_sign_count"", ""percent_sign_count"", ""at_sign_count"", ""subdomain_depth"", ""path_segment_count"", ""query_parameter_count"", ""has_port"", ""has_userinfo"", ""host_is_ip"", ""tld_length"", ""registrable_domain_length"", ""domain_digit_ratio"", ""domain_hyphen_ratio"", ""url_char_entropy"", ""longest_repeated_char_run"", ""char_type_transition_count"", ""token_count"", ""token_mean_length"", ""token_max_length""]",0.0095580999995945,3.1866868000001887,200,200,0.015933434000000943,positive_class_probability
0.9657252132980289,0.9751493601463675,,iscx_url2016_binary,,12,221,0.041674523854422024,0.0557238999999754,8.197102088846043e-06,0.9523772141571966,rf,20261002,5303,1495,6798,20260903,0.9966551490718603,0.8703051643192489,0.9919732441471572,r01,0.9981746938219483,S3-domain,s3,rf_depth24_leaf2,"{""class_weight"": null, ""max_depth"": 24, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""n_estimators"": 200}",0.54,5082,10.643454099999985,1483,7.0864950000000135,0.998928338982753,0.9995750299869,f_single,15,"[""subdomain_depth"", ""url_length"", ""hyphen_count"", ""dot_count"", ""path_length"", ""hostname_length"", ""longest_repeated_char_run"", ""token_max_length"", ""special_char_count"", ""token_count"", ""char_type_transition_count"", ""token_mean_length"", ""digit_count"", ""digit_ratio"", ""slash_count""]",0.0113316999999995,3.3321354999999926,200,200,0.016660677499999964,positive_class_probability
0.9947043248014121,0.9937237520000353,,iscx_url2016_binary,,12,24,0.004525740147086555,0.042602499999986776,6.266916740215766e-06,0.9923049223870262,rf,20261002,5303,1495,6798,20260903,0.9971382259116359,0.9840743198407432,0.9919732441471572,r01,0.9984523179597338,S3-domain,s3,rf_unlimited_leaf5_balanced,"{""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 5, ""n_estimators"": 200}",0.65,5279,9.867357400000003,1483,7.047558099999975,0.9987136939702371,0.9997017492233777,f_stable,15,"[""subdomain_depth"", ""url_length"", ""dot_count"", ""hyphen_count"", ""path_length"", ""hostname_length"", ""token_count"", ""longest_repeated_char_run"", ""special_char_count"", ""token_max_length"", ""char_type_transition_count"", ""token_mean_length"", ""digit_count"", ""letter_count"", ""slash_count""]",0.010784499999999753,2.6059527000000458,200,200,0.013029763500000228,positive_class_probability
0.7878787878787878,0.863799061173804,master,iscx_url2016_binary,ISCX-URL2016-binary,1,1441,0.2717329813313219,0.0070009999999456,1.029861724028484e-06,0.7585857834602212,xgb,20261002,5303,1495,6798,20260903,0.997791216899824,0.5090289608177172,0.9993311036789296,r01,0.9988365265575048,S3-domain,s3,xgb_d6_lr01_balanced,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.1, ""max_depth"": 6, ""n_estimators"": 200, ""reg_lambda"": 1.0, ""scale_pos_weight"": 3.537326264507809, ""subsample"": 0.9}",0.3,3862,5.402076300000317,1494,5.371670699999868,0.9995716479380692,0.9999982572993018,f_all,35,"[""url_length"", ""hostname_length"", ""path_length"", ""query_length"", ""fragment_length"", ""digit_count"", ""letter_count"", ""special_char_count"", ""digit_ratio"", ""letter_ratio"", ""special_char_ratio"", ""dot_count"", ""hyphen_count"", ""underscore_count"", ""slash_count"", ""question_mark_count"", ""equals_sign_count"", ""percent_sign_count"", ""at_sign_count"", ""subdomain_depth"", ""path_segment_count"", ""query_parameter_count"", ""has_port"", ""has_userinfo"", ""host_is_ip"", ""tld_length"", ""registrable_domain_length"", ""domain_digit_ratio"", ""domain_hyphen_ratio"", ""url_char_entropy"", ""longest_repeated_char_run"", ""char_type_transition_count"", ""token_count"", ""token_mean_length"", ""token_max_length""]",0.0385801999996147,0.0248661000000538,200,200,0.000124330500000269,raw_margin
0.969991173874669,0.9795647948375281,,iscx_url2016_binary,,5,199,0.037525928719592684,0.006637899999986985,9.764489555732546e-07,0.9581684353384285,xgb,20261002,5303,1495,6798,20260903,0.9987170086071137,0.8821788040260509,0.9966555183946488,r01,0.9993869816857626,S3-domain,s3,xgb_d6_lr01_balanced,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.1, ""max_depth"": 6, ""n_estimators"": 200, ""reg_lambda"": 1.0, ""scale_pos_weight"": 3.537326264507809, ""subsample"": 0.9}",0.5,5104,4.868508399999996,1490,4.6138606000000095,0.9991428795707794,0.9999769714550605,f_single,15,"[""subdomain_depth"", ""url_length"", ""dot_count"", ""hostname_length"", ""hyphen_count"", ""token_max_length"", ""path_length"", ""longest_repeated_char_run"", ""token_mean_length"", ""tld_length"", ""digit_ratio"", ""registrable_domain_length"", ""slash_count"", ""token_count"", ""char_type_transition_count""]",0.03818050000000994,0.025782699999979286,200,200,0.00012891349999989644,raw_margin
0.7213886437187408,0.8207013509737973,,iscx_url2016_binary,,3,1891,0.3565906090891948,0.006451000000026852,9.489555751731174e-07,0.6972372270178311,xgb,20261002,5303,1495,6798,20260903,0.9949721646318077,0.4410286727756429,0.9979933110367893,r01,0.997699100086592,S3-domain,s3,xgb_d6_lr01_balanced,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.1, ""max_depth"": 6, ""n_estimators"": 200, ""reg_lambda"": 1.0, ""scale_pos_weight"": 3.537326264507809, ""subsample"": 0.9}",0.62,3412,4.652185400000008,1492,4.403948300000025,0.998928338982753,0.9999482168935414,f_stable,12,"[""subdomain_depth"", ""url_length"", ""dot_count"", ""hostname_length"", ""hyphen_count"", ""token_max_length"", ""path_length"", ""token_mean_length"", ""longest_repeated_char_run"", ""tld_length"", ""token_count"", ""registrable_domain_length""]",0.03975120000001198,0.02632549999998446,200,200,0.0001316274999999223,raw_margin
0.776551927037364,0.8495743243711991,master,iscx_url2016_binary,ISCX-URL2016-binary,30,1489,0.280784461625495,0.0029073000000607,4.2766990292156325e-07,0.7462547920195509,lr,20261003,5303,1495,6798,20260904,0.5146871482940398,0.495937711577522,0.979933110367893,r02,0.8027061100645372,S3-domain,s3,lr_c01,"{""C"": 0.1, ""class_weight"": null}",0.67,3814,4.26879289999988,1465,4.247698000000128,0.9913656007239892,0.9941434053467052,f_all,35,"[""url_length"", ""hostname_length"", ""path_length"", ""query_length"", ""fragment_length"", ""digit_count"", ""letter_count"", ""special_char_count"", ""digit_ratio"", ""letter_ratio"", ""special_char_ratio"", ""dot_count"", ""hyphen_count"", ""underscore_count"", ""slash_count"", ""question_mark_count"", ""equals_sign_count"", ""percent_sign_count"", ""at_sign_count"", ""subdomain_depth"", ""path_segment_count"", ""query_parameter_count"", ""has_port"", ""has_userinfo"", ""host_is_ip"", ""tld_length"", ""registrable_domain_length"", ""domain_digit_ratio"", ""domain_hyphen_ratio"", ""url_char_entropy"", ""longest_repeated_char_run"", ""char_type_transition_count"", ""token_count"", ""token_mean_length"", ""token_max_length""]",0.0008396000002903,0.0049692000002323,200,200,2.48460000011615e-05,raw_log_odds
0.7769932333039129,0.8488965355005087,,iscx_url2016_binary,,34,1482,0.27946445408259474,0.0015681000000427048,2.3067078553143641e-07,0.7464331798250945,lr,20261003,5303,1495,6798,20260904,0.4923121063488317,0.4964322120285423,0.9772575250836121,r02,0.7916732940337299,S3-domain,s3,lr_c01,"{""C"": 0.1, ""class_weight"": null}",0.72,3821,4.4021702000000005,1461,4.223095999999998,0.9887419007703049,0.9939701311058631,f_single,15,"[""subdomain_depth"", ""dot_count"", ""hyphen_count"", ""hostname_length"", ""token_count"", ""registrable_domain_length"", ""special_char_count"", ""path_length"", ""question_mark_count"", ""char_type_transition_count"", ""letter_count"", ""equals_sign_count"", ""slash_count"", ""digit_ratio"", ""url_length""]",0.0006847999999877175,0.005208600000003116,200,200,2.604300000001558e-05,raw_log_odds
0.774786701971168,0.8465215940746609,,iscx_url2016_binary,,38,1493,0.2815387516500094,0.0011994999999842548,1.7644895557285303e-07,0.7441319671124598,lr,20261003,5303,1495,6798,20260904,0.4729386468917749,0.49389830508474575,0.974581939799331,r02,0.782245173269122,S3-domain,s3,lr_c1_balanced,"{""C"": 1.0, ""class_weight"": ""balanced""}",0.9,3810,4.195741399999974,1457,4.029774999999972,0.9896182100127905,0.9946350959008193,f_stable,13,"[""subdomain_depth"", ""dot_count"", ""hyphen_count"", ""token_count"", ""hostname_length"", ""registrable_domain_length"", ""special_char_count"", ""path_length"", ""char_type_transition_count"", ""question_mark_count"", ""slash_count"", ""equals_sign_count"", ""letter_count""]",0.0008723999999915577,0.0046201999999766485,200,200,2.3100999999883243e-05,raw_log_odds
0.875257428655487,0.9188444478641168,master,iscx_url2016_binary,ISCX-URL2016-binary,5,843,0.1589666226664152,0.0508832000000438,7.485025007361558e-06,0.8458301561749837,rf,20261003,5303,1495,6798,20260904,0.9978094564530846,0.6386626660951564,0.9966555183946488,r02,0.99879792910809,S3-domain,s3,rf_depth24_leaf2,"{""class_weight"": null, ""max_depth"": 24, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""n_estimators"": 200}",0.42,4460,9.325061000000003,1490,9.254474100000152,0.9991432958761384,0.9999924068041012,f_all,35,"[""url_length"", ""hostname_length"", ""path_length"", ""query_length"", ""fragment_length"", ""digit_count"", ""letter_count"", ""special_char_count"", ""digit_ratio"", ""letter_ratio"", ""special_char_ratio"", ""dot_count"", ""hyphen_count"", ""underscore_count"", ""slash_count"", ""question_mark_count"", ""equals_sign_count"", ""percent_sign_count"", ""at_sign_count"", ""subdomain_depth"", ""path_segment_count"", ""query_parameter_count"", ""has_port"", ""has_userinfo"", ""host_is_ip"", ""tld_length"", ""registrable_domain_length"", ""domain_digit_ratio"", ""domain_hyphen_ratio"", ""url_char_entropy"", ""longest_repeated_char_run"", ""char_type_transition_count"", ""token_count"", ""token_mean_length"", ""token_max_length""]",0.0127900000002227,3.1583120000000235,200,200,0.015791560000000118,positive_class_probability
0.9445425125036776,0.9622926254275204,,iscx_url2016_binary,,9,368,0.06939468225532718,0.04596670000000813,6.761797587526939e-06,0.9253189136655455,rf,20261003,5303,1495,6798,20260904,0.9966979512320346,0.8015102481121898,0.9939799331103679,r02,0.9980945978076396,S3-domain,s3,rf_depth24_leaf2,"{""class_weight"": null, ""max_depth"": 24, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""n_estimators"": 200}",0.57,4935,11.202750899999955,1486,7.339574900000002,0.997854067345662,0.9998463933813224,f_single,15,"[""url_length"", ""subdomain_depth"", ""hostname_length"", ""dot_count"", ""path_length"", ""hyphen_count"", ""token_count"", ""longest_repeated_char_run"", ""special_char_count"", ""token_max_length"", ""char_type_transition_count"", ""token_mean_length"", ""digit_ratio"", ""digit_count"", ""letter_count""]",0.011510699999973895,3.651575199999968,200,200,0.01825787599999984,positive_class_probability
0.863930567814063,0.9108639206557531,,iscx_url2016_binary,,8,917,0.17292098811993212,0.04212340000003678,6.196440129455249e-06,0.8336846775322537,rf,20261003,5303,1495,6798,20260904,0.9969817684718074,0.6185524126455907,0.9946488294314382,r02,0.9982584477644698,S3-domain,s3,rf_unlimited_leaf5_balanced,"{""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 5, ""n_estimators"": 200}",0.55,4386,10.481464700000004,1487,7.456537099999991,0.9980691312213257,0.9999173461954602,f_stable,13,"[""url_length"", ""subdomain_depth"", ""hostname_length"", ""dot_count"", ""path_length"", ""hyphen_count"", ""token_count"", ""longest_repeated_char_run"", ""special_char_count"", ""token_max_length"", ""char_type_transition_count"", ""token_mean_length"", ""digit_count""]",0.011208000000010543,2.8159178000000225,200,200,0.014079589000000113,positive_class_probability
0.7749338040600177,0.8552617089966744,master,iscx_url2016_binary,ISCX-URL2016-binary,2,1528,0.2881387893645106,0.0079376999997293,1.16765225062215e-06,0.7463512016013547,xgb,20261003,5303,1495,6798,20260904,0.9965491984629335,0.4942072161535915,0.9986622073578596,r02,0.9981395020298348,S3-domain,s3,xgb_d6_lr01_balanced,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.1, ""max_depth"": 6, ""n_estimators"": 200, ""reg_lambda"": 1.0, ""scale_pos_weight"": 3.537326264507809, ""subsample"": 0.9}",0.16,3775,5.909859599999891,1493,5.878750500000024,0.9995718557820568,0.9999935271116928,f_all,35,"[""url_length"", ""hostname_length"", ""path_length"", ""query_length"", ""fragment_length"", ""digit_count"", ""letter_count"", ""special_char_count"", ""digit_ratio"", ""letter_ratio"", ""special_char_ratio"", ""dot_count"", ""hyphen_count"", ""underscore_count"", ""slash_count"", ""question_mark_count"", ""equals_sign_count"", ""percent_sign_count"", ""at_sign_count"", ""subdomain_depth"", ""path_segment_count"", ""query_parameter_count"", ""has_port"", ""has_userinfo"", ""host_is_ip"", ""tld_length"", ""registrable_domain_length"", ""domain_digit_ratio"", ""domain_hyphen_ratio"", ""url_char_entropy"", ""longest_repeated_char_run"", ""char_type_transition_count"", ""token_count"", ""token_mean_length"", ""token_max_length""]",0.0357904000002236,0.0248716000000968,200,200,0.00012435800000048402,raw_margin
0.8000882612533098,0.8709043344557287,,iscx_url2016_binary,,4,1355,0.25551574580426173,0.007142699999974411,1.0507060900227143e-06,0.7700494736217223,xgb,20261003,5303,1495,6798,20260904,0.9974541608327581,0.5238931834153198,0.9973244147157191,r02,0.998590310148165,S3-domain,s3,xgb_d6_lr01_balanced,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.1, ""max_depth"": 6, ""n_estimators"": 200, ""reg_lambda"": 1.0, ""scale_pos_weight"": 3.537326264507809, ""subsample"": 0.9}",0.15,3948,5.9196668999999815,1491,5.564218299999993,0.9995718557820568,0.999991535453752,f_single,15,"[""url_length"", ""subdomain_depth"", ""dot_count"", ""hostname_length"", ""hyphen_count"", ""token_max_length"", ""path_length"", ""longest_repeated_char_run"", ""token_mean_length"", ""special_char_ratio"", ""tld_length"", ""digit_ratio"", ""token_count"", ""registrable_domain_length"", ""slash_count""]",0.11385030000002416,0.029093900000020767,200,200,0.00014546950000010383,raw_margin
