dataset,scenario,repetition,model,selected_candidate,threshold,validation_macro_f1,macro_f1,validation_test_macro_f1_gap,roc_auc,recall,fpr,n_benign,n_phishing,descriptive_instability_flag
iscx_url2016_binary,S3-domain,r04,rf,rf_depth24_leaf2,0.43,0.9989288597508844,0.8691775001998443,0.1297513595510401,0.9984230545340336,0.9953177257525084,0.1310578917593814,5303,1495,True
iscx_url2016_binary,S3-domain,r04,xgb,xgb_d6_lr01_balanced,0.32,0.9989288597508844,0.7595047663892975,0.23942409336158688,0.9985416218623018,0.9986622073578596,0.270224401282293,5303,1495,True
iscx_url2016_binary,S3-domain,r05,lr,lr_c1,0.86,0.74998129040865,0.9867571783273804,-0.2367758879187304,0.9946706967865095,0.960429242119383,0.0003711952487008,5388,1491,True
iscx_url2016_binary,S3-domain,r05,rf,rf_depth24_leaf2,0.6,0.9995710595019596,0.996777170504687,0.00279388899727262,0.9993608022796516,0.9899396378269618,0.0,5388,1491,False
iscx_url2016_binary,S3-domain,r05,xgb,xgb_d6_lr005,0.76,0.9995710595019596,0.9969927605924422,0.002578298909517329,0.9998583433289666,0.9906103286384976,0.0,5388,1491,False
iscx_url2016_binary,S3-domain,r06,lr,lr_c01,0.67,0.991583536834485,0.749617732703356,0.241965804131129,0.8000378406366812,0.9933110367892976,0.2815387516500094,5303,1495,True
iscx_url2016_binary,S3-domain,r06,rf,rf_depth24_leaf2,0.5,0.9989288597508844,0.9637035283341996,0.035225331416684824,0.9992392770672496,0.9973244147157192,0.0324344710541203,5303,1495,False
iscx_url2016_binary,S3-domain,r06,xgb,xgb_d6_lr01_balanced,0.5,0.9993573158505308,0.9193247247266612,0.08003259112386962,0.9993097867869328,0.9979933110367892,0.0769375825004714,5303,1495,True
iscx_url2016_binary,S3-domain,r07,lr,lr_c01,0.68,0.990492774061,0.7460584221734987,0.2444343518875013,0.8007387753634752,0.9792642140468228,0.280784461625495,5303,1495,True
iscx_url2016_binary,S3-domain,r07,rf,rf_depth16_leaf1,0.5,0.9993573158505308,0.9864675618619344,0.012889753988596375,0.9994450039953406,0.9979933110367892,0.0115029228738449,5303,1495,False
iscx_url2016_binary,S3-domain,r07,xgb,xgb_d6_lr01_balanced,0.5,1.0,0.7997005664153702,0.20029943358462976,0.9990875361141576,0.9979933110367892,0.2168583820478974,5303,1495,True
iscx_url2016_binary,S3-domain,r08,lr,lr_c1,0.87,0.7470217927863998,0.9865434408163554,-0.23952164802995557,0.995342383427016,0.960429242119383,0.0005567928730512,5388,1491,True
iscx_url2016_binary,S3-domain,r08,rf,rf_depth24_leaf2,0.62,0.9989273908620202,0.998928338982753,-9.481207328132513e-07,0.9999976349061952,0.9966465459423206,0.0,5388,1491,False
iscx_url2016_binary,S3-domain,r08,xgb,xgb_d6_lr005,0.72,0.9995710595019596,0.9991428795707794,0.0004281799311801615,1.0,0.9973172367538564,0.0,5388,1491,False
iscx_url2016_binary,S3-domain,r09,lr,lr_c1,0.77,0.7474773809692721,0.9771012327876742,-0.22962385181840217,0.9944839788545676,0.97719651240778,0.0137342242019302,5388,1491,True
iscx_url2016_binary,S3-domain,r09,rf,rf_depth24_leaf2,0.57,0.9982817576269754,0.998928338982753,-0.0006465813557776645,0.9995051974803536,0.9966465459423206,0.0,5388,1491,False
iscx_url2016_binary,S3-domain,r09,xgb,xgb_d6_lr005,0.76,0.9984969003188676,0.998928338982753,-0.0004314386638853973,0.9997891332155268,0.9966465459423206,0.0,5388,1491,False
phiusiil,S2-host,r00,lr,lr_c1_balanced,0.34,0.9860984131740012,0.9857581153843682,0.00034029778963295954,0.9928507027068162,0.981244221371021,0.0103327235872843,20227,15142,False
phiusiil,S2-host,r00,rf,rf_unlimited_leaf5_balanced,0.54,0.9894473681983058,0.9895359858682182,-8.861766991241637e-05,0.9946710583784364,0.9831594241183464,0.0052899589657388,20227,15142,False
phiusiil,S2-host,r00,xgb,xgb_d6_lr01_balanced,0.48,0.9914947017953124,0.9917277211215604,-0.00023301932624797406,0.9950721704637048,0.9832915070664378,0.0016314826716764,20227,15142,False
phiusiil,S2-host,r01,lr,lr_c1_balanced,0.43,0.9849600147378424,0.9865506657957636,-0.0015906510579211108,0.9924728897741056,0.977479857350416,0.0061304197359964,20227,15142,False
phiusiil,S2-host,r01,rf,rf_unlimited_leaf5_balanced,0.55,0.9893333692615612,0.9897656563651214,-0.0004322871035601361,0.994485914026506,0.982829216748118,0.004647253670836,20227,15142,False
phiusiil,S2-host,r01,xgb,xgb_d6_lr01_balanced,0.55,0.9912050992575662,0.9915808296907058,-0.0003757304331396538,0.9947520405646606,0.9821027605336152,0.0009887773767736,20227,15142,False
phiusiil,S2-host,r02,lr,lr_c1_balanced,0.49,0.9855905502287812,0.984232413321557,0.0013581369072241944,0.9924483662406328,0.9737815348038568,0.0073169525881247,20227,15142,False
phiusiil,S2-host,r02,rf,rf_unlimited_leaf5_balanced,0.59,0.9891595568492308,0.988695285325344,0.0004642715238868389,0.9943847360852162,0.9813763043191124,0.0053888367034162,20227,15142,False
phiusiil,S2-host,r02,xgb,xgb_d6_lr01_balanced,0.55,0.9914362451590504,0.9915228179429828,-8.657278393242596e-05,0.9948763593052432,0.9819706775855236,0.0009887773767736,20227,15142,False
phiusiil,S2-host,r03,lr,lr_c1,0.37,0.9857989062557252,0.985856506611029,-5.7600355303777384e-05,0.9921050465670588,0.9766873596618676,0.0067236861620606,20227,15142,False
phiusiil,S2-host,r03,rf,rf_unlimited_leaf5_balanced,0.57,0.989621726706276,0.9895064510300552,0.00011527567622082735,0.9938259596532728,0.9828952582221636,0.0051416423592228,20227,15142,False
phiusiil,S2-host,r03,xgb,xgb_d6_lr01_balanced,0.5,0.9917565736415728,0.9917564305333784,1.4310819440588318e-07,0.994410975384478,0.983225465592392,0.0015326049339991,20227,15142,False
phiusiil,S2-host,r04,lr,lr_c1_balanced,0.34,0.9866197779301152,0.986129084991137,0.0004906929389781878,0.9923939645478188,0.9803856822084268,0.0090473129974786,20227,15142,False
phiusiil,S2-host,r04,rf,rf_unlimited_leaf5_balanced,0.58,0.9901410704806766,0.988838598046905,0.0013024724337715732,0.9938854041629488,0.9811121384229295,0.004943886883868,20227,15142,False
phiusiil,S2-host,r04,xgb,xgb_d6_lr01_balanced,0.43,0.9923649764915204,0.9912057123668934,0.0011592641246270796,0.9945285894151702,0.9821027605336152,0.0016314826716764,20227,15142,False
phiusiil,S2-host,r05,lr,lr_c1_balanced,0.35,0.9856325531675988,0.9857513531631364,-0.00011879999553765508,0.9924688770697204,0.9793950600977414,0.0089484352598012,20227,15142,False
phiusiil,S2-host,r05,rf,rf_unlimited_leaf5_balanced,0.64,0.9891790130407068,0.989530037924362,-0.00035102488365523765,0.9940969135172484,0.9809800554748382,0.0036584762940623,20227,15142,False
phiusiil,S2-host,r05,xgb,xgb_d6_lr01_balanced,0.59,0.9914061868726786,0.9917548524543096,-0.0003486655816310469,0.9951929499271892,0.9824990093778894,0.0009887773767736,20227,15142,False
phiusiil,S2-host,r06,lr,lr_c1_balanced,0.37,0.9866188668776262,0.9850839334068944,0.0015349334707318585,0.9916943990032246,0.977942147668736,0.0089978741286399,20227,15142,False
phiusiil,S2-host,r06,rf,rf_unlimited_leaf5_balanced,0.6,0.9901707417999708,0.989358343653027,0.0008123981469437824,0.9943039987751752,0.981442345793158,0.0043011815889652,20227,15142,False
phiusiil,S2-host,r06,xgb,xgb_d6_lr01_balanced,0.42,0.9920180680727564,0.991611879324572,0.00040618874818443285,0.9946308774618228,0.9830933826443006,0.0016809215405151,20227,15142,False
phiusiil,S2-host,r07,lr,lr_c1_balanced,0.31,0.985381211842654,0.985561109499614,-0.00017989765695991533,0.9929665715865778,0.9824329679038436,0.0115686953082513,20227,15142,False
phiusiil,S2-host,r07,rf,rf_depth24_leaf2,0.4,0.9899422173744266,0.9885006497437572,0.0014415676306693825,0.9945364074954391,0.9837537973847575,0.0075147080634795,20227,15142,False
phiusiil,S2-host,r07,xgb,xgb_d6_lr01_balanced,0.5,0.9915242955574012,0.991525326282192,-1.0307247908514228e-06,0.9948397829660428,0.9830933826443006,0.0018292381470311,20227,15142,False
phiusiil,S2-host,r08,lr,lr_c1,0.35,0.986842176449622,0.9868430848835,-9.084338780107615e-07,0.9928055752913062,0.9787346453572844,0.0065753695555445,20227,15142,False
phiusiil,S2-host,r08,rf,rf_unlimited_leaf5_balanced,0.53,0.988987992632396,0.9885576602774936,0.0004303323549024185,0.99387127480719,0.9835556729626204,0.0072675137192861,20227,15142,False
phiusiil,S2-host,r08,xgb,xgb_d6_lr01_balanced,0.66,0.9916665324970046,0.9919567331230886,-0.00029020062608398067,0.9947334381372924,0.9824329679038436,0.0005932664260641,20227,15142,False
phiusiil,S2-host,r09,lr,lr_c1,0.41,0.9888372493719182,0.988897576072925,-6.0326701006863104e-05,0.9927586488521052,0.9815744287412494,0.0051910812280615,20227,15142,False
phiusiil,S2-host,r09,rf,rf_unlimited_leaf5_balanced,0.56,0.9891303696084182,0.9892483938896912,-0.00011802428127305475,0.9942748536118752,0.9833575485404834,0.0059326642606417,20227,15142,False
phiusiil,S2-host,r09,xgb,xgb_d6_lr01_balanced,0.56,0.9915811235575972,0.9916987250355488,-0.00011760147795158993,0.995339096930724,0.983225465592392,0.0016314826716764,20227,15142,False
phiusiil,S3-domain,r00,lr,lr_c1,0.92,0.9868251613366142,0.9854696115222256,0.001355549814388679,0.9947835521789182,0.9767800861902618,0.0073533065037014,20127,15547,False
phiusiil,S3-domain,r00,rf,rf_depth24_leaf2,0.8,0.990427290796563,0.9914000311425488,-0.000972740345985823,0.9992723219200196,0.9941467807294012,0.0104834302181149,20127,15547,False
phiusiil,S3-domain,r00,xgb,xgb_d6_lr01_balanced,0.89,0.9923242695982146,0.9940089256303164,-0.0016846560321017723,0.999316909183896,0.9890654145494308,0.0019873801361355,20127,15547,False
phiusiil,S3-domain,r01,lr,lr_c1,0.86,0.9874052279616876,0.9857824612761404,0.0016227666855471723,0.9935194271889036,0.9853991123689456,0.0135141849257216,20127,15547,False
phiusiil,S3-domain,r01,rf,rf_depth24_leaf2,0.86,0.9907355461121324,0.989449663078028,0.0012858830341044847,0.9989351674882124,0.9861066443686884,0.0076514135241218,20127,15547,False
phiusiil,S3-domain,r01,xgb,xgb_d6_lr01_balanced,0.8,0.9945548701209116,0.9927273604650476,0.0018275096558639792,0.999485456839006,0.9889367723676592,0.0041238137824812,20127,15547,False
phiusiil,S3-domain,r02,lr,lr_c1,0.84,0.9883460708519024,0.985273852407013,0.003072218444889363,0.9932000699526616,0.9861066443686884,0.0149550355244199,20127,15547,False
phiusiil,S3-domain,r02,rf,rf_depth24_leaf2,0.81,0.9916264100822272,0.9893438917709771,0.002282518311250037,0.9989814389183772,0.9893870200038593,0.0103840612113081,20127,15547,False
phiusiil,S3-domain,r02,xgb,xgb_d6_lr01_balanced,0.91,0.994921774720853,0.9924373737697192,0.0024844009511337806,0.9995049941266858,0.9859136810960314,0.0022854871565558,20127,15547,False
phiusiil,S3-domain,r03,lr,lr_c1,0.95,0.9875377045096444,0.9854332990760368,0.00210440543360757,0.9949858774347696,0.9745288480092622,0.0056640333879862,20127,15547,False
phiusiil,S3-domain,r03,rf,rf_depth24_leaf2,0.8,0.9892331090702328,0.9917693479190254,-0.0025362388487926157,0.9994068906414167,0.9940824596385156,0.0097878471704675,20127,15547,False
phiusiil,S3-domain,r03,xgb,xgb_d6_lr01_balanced,0.74,0.992872919247226,0.9948125175295218,-0.0019395982822958402,0.9995437970623212,0.993953817456744,0.0043722362994981,20127,15547,False
phiusiil,S3-domain,r04,lr,lr_c1,0.81,0.9884628817863872,0.9877232009465484,0.0007396808398387744,0.9936740119970628,0.9886158991510162,0.0126198638644606,20127,15548,False
phiusiil,S3-domain,r04,rf,rf_depth24_leaf2,0.79,0.9918246667546188,0.9886635951520464,0.003161071602572396,0.9992065386723812,0.9898379212760484,0.0119242808168132,20127,15548,False
phiusiil,S3-domain,r04,xgb,xgb_d6_lr01_balanced,0.9,0.9949791358968052,0.9924661308015617,0.002513005095243548,0.9995284781488332,0.9859145870851556,0.0022358026531524,20127,15548,False
phiusiil,S3-domain,r05,lr,lr_c1,0.86,0.9884590393189006,0.9865473398738872,0.0019116994450133484,0.9930981938709904,0.9848202225509743,0.0117255428031996,20127,15547,False
phiusiil,S3-domain,r05,rf,rf_depth24_leaf2,0.81,0.9921935706733268,0.989714514756483,0.002479055916843831,0.998869921224384,0.9899015887309448,0.0101356386942912,20127,15547,False
phiusiil,S3-domain,r05,xgb,xgb_d6_lr01_balanced,0.8,0.9946960808078606,0.9934138025091276,0.0012822782987330639,0.9993950151918348,0.990995047276002,0.0045212898097083,20127,15547,False
phiusiil,S3-domain,r06,lr,lr_c1,0.95,0.987559321813846,0.9847771984446928,0.0027821233691531777,0.9946993454623538,0.9740142792821768,0.0064093009390371,20127,15547,False
phiusiil,S3-domain,r06,rf,rf_depth24_leaf2,0.79,0.9902277887020616,0.9910560086276472,-0.0008282199255855716,0.9992495265535324,0.9926030745481444,0.0098872161772743,20127,15547,False
phiusiil,S3-domain,r06,xgb,xgb_d6_lr01_balanced,0.71,0.994242717488401,0.994157426964316,8.529052408501325e-05,0.9995048583068236,0.9935678909114298,0.0052168728573557,20127,15547,False
phiusiil,S3-domain,r07,lr,lr_c1,0.86,0.9875494197485618,0.9863511144649908,0.0011983052835710106,0.9935198298548478,0.9856563967324886,0.0127192328712674,20127,15547,False
phiusiil,S3-domain,r07,rf,rf_depth24_leaf2,0.85,0.9917620049911804,0.9883719396334368,0.0033900653577435547,0.9987853677677012,0.987071460731974,0.0102846922045014,20127,15547,False
phiusiil,S3-domain,r07,xgb,xgb_d6_lr01_balanced,0.88,0.9950371175270948,0.9925264329736792,0.002510684553415632,0.9995287961580326,0.9879719560043738,0.0037263377552541,20127,15547,False
phiusiil,S3-domain,r08,lr,lr_c1_balanced,0.95,0.9867105881267432,0.9850412927811958,0.0016692953455473836,0.9953518927883132,0.976265517463176,0.0077010980275252,20127,15547,False
phiusiil,S3-domain,r08,rf,rf_depth24_leaf2,0.79,0.9901430301658614,0.9910292583520404,-0.0008862281861790056,0.9993973401082964,0.9934392487296584,0.0105827992249217,20127,15547,False
phiusiil,S3-domain,r08,xgb,xgb_d6_lr01_balanced,0.67,0.9926486210858954,0.9944732193929786,-0.0018245983070832583,0.9996164622863764,0.9957548080015436,0.0063596164356337,20127,15547,False
phiusiil,S3-domain,r09,lr,lr_c1,0.95,0.9862206327426356,0.9841128105738766,0.0021078221687590437,0.9949132389951542,0.9711860046308208,0.0053659263675659,20127,15548,False
phiusiil,S3-domain,r09,rf,rf_depth24_leaf2,0.79,0.989434158144183,0.9909733984058162,-0.0015392402616332124,0.9992622627764683,0.993761255466941,0.0109305907487454,20127,15548,False
phiusiil,S3-domain,r09,xgb,xgb_d6_lr01_balanced,0.83,0.992725397842558,0.9945805168704798,-0.0018551190279217922,0.9993814681966324,0.9903524569076408,0.0019873801361355,20127,15548,False
