accuracy,balanced_accuracy,cohort,corpus_version,fn,fp,fpr,inference_seconds_all_target,inference_seconds_per_sample,macro_f1,model,model_seed,n_benign,n_phishing,n_samples,pr_auc,precision,recall,repetition,roc_auc,scenario,selected_candidate,selected_params_json,source_dataset,target_dataset,threshold,tn,tp
0.4183397915094987,0.4951347457283169,primary_domain_filtered,master,959,134740,1.0,0.15667809999968085,6.644730759593408e-07,0.29495033137600374,xgb,20261002,134740,98556,233296,0.4190261420565107,0.42006654127409754,0.9902694914566338,r01,0.41450261883271755,S4-external,xgb_d6_lr01_balanced,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.1, ""max_depth"": 6, ""n_estimators"": 200, ""reg_lambda"": 1.0, ""scale_pos_weight"": 3.537326264507809, ""subsample"": 0.9}",iscx_url2016_binary,phiusiil,0.3,0,97597
0.42402870314216284,0.4952399350134728,unfiltered,master,961,134849,1.0,0.15667809999968085,6.644730759593408e-07,0.2977669636900791,xgb,20261002,134849,100944,235793,0.4225474132224121,0.42576395039858284,0.9904798700269456,r01,0.41092842596361473,S4-external,xgb_d6_lr01_balanced,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.1, ""max_depth"": 6, ""n_estimators"": 200, ""reg_lambda"": 1.0, ""scale_pos_weight"": 3.537326264507809, ""subsample"": 0.9}",iscx_url2016_binary,phiusiil,0.3,0,99983
0.406459355778916,0.48103498770819436,primary_domain_filtered,master,3743,134733,0.9999554694631844,0.14985729999989417,6.355460085748693e-07,0.2890303481728837,lr,20261003,134739,98566,233305,0.5048453364403976,0.41307132028786003,0.9620254448795731,r02,0.43273881691105404,S4-external,lr_c01,"{""C"": 0.1, ""class_weight"": null}",iscx_url2016_binary,phiusiil,0.67,6,94823
0.41038962140521557,0.47930283832491594,unfiltered,master,4183,134843,0.9999555057879554,0.14985729999989417,6.355460085748693e-07,0.2910116755076687,lr,20261003,134849,100944,235793,0.5101557264631413,0.4177863940173745,0.9585611824377873,r02,0.43091773602024075,S4-external,lr_c01,"{""C"": 0.1, ""class_weight"": null}",iscx_url2016_binary,phiusiil,0.67,6,96761
0.4181136280834101,0.494835947486963,primary_domain_filtered,master,1018,134739,1.0,0.6495225000003302,2.7546301204884376e-06,0.29483788873004024,rf,20261003,134739,98566,233305,0.3774187718546611,0.41994601505895723,0.989671894973926,r02,0.4125797688547626,S4-external,rf_depth24_leaf2,"{""class_weight"": null, ""max_depth"": 24, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""n_estimators"": 200}",iscx_url2016_binary,phiusiil,0.42,0,97548
0.42376576064599036,0.4949328340466001,unfiltered,master,1023,134849,1.0,0.6495225000003302,2.7546301204884376e-06,0.2976372745849145,rf,20261003,134849,100944,235793,0.38115237643488725,0.4256123014013716,0.9898656680932002,r02,0.40892285819336704,S4-external,rf_depth24_leaf2,"{""class_weight"": null, ""max_depth"": 24, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""n_estimators"": 200}",iscx_url2016_binary,phiusiil,0.42,0,99921
0.41901373738239645,0.49590122354564453,primary_domain_filtered,master,808,134739,1.0,0.2093990000003032,8.880628347758551e-07,0.2952851874114594,xgb,20261003,134739,98566,233305,0.4025399461843926,0.4204699415476329,0.9918024470912891,r02,0.3904984706739065,S4-external,xgb_d6_lr01_balanced,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.1, ""max_depth"": 6, ""n_estimators"": 200, ""reg_lambda"": 1.0, ""scale_pos_weight"": 3.537326264507809, ""subsample"": 0.9}",iscx_url2016_binary,phiusiil,0.16,0,97758
0.42466909535058295,0.49598787446504994,unfiltered,master,810,134849,1.0,0.2093990000003032,8.880628347758551e-07,0.298082619140468,xgb,20261003,134849,100944,235793,0.40606296618691506,0.42613295429882164,0.9919757489300999,r02,0.38720417563269877,S4-external,xgb_d6_lr01_balanced,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.1, ""max_depth"": 6, ""n_estimators"": 200, ""reg_lambda"": 1.0, ""scale_pos_weight"": 3.537326264507809, ""subsample"": 0.9}",iscx_url2016_binary,phiusiil,0.16,0,100134
0.40037383018038586,0.4710336276171416,primary_domain_filtered,master,5776,134735,0.9999332066733955,0.3338853999998719,1.4160106534115596e-06,0.28595726384771775,lr,20261004,134744,99587,234331,0.4569441178421475,0.4104687896528489,0.9420004619076787,r03,0.3629940009494452,S4-external,lr_c1,"{""C"": 1.0, ""class_weight"": null}",iscx_url2016_binary,phiusiil,0.88,9,93811
0.4029508933683358,0.4706111167360662,unfiltered,master,5940,134840,0.9999332586819332,0.3338853999998719,1.4160106534115596e-06,0.2872690194918348,lr,20261004,134849,100944,235793,0.4620441452192098,0.4133412227423818,0.9411554921540656,r03,0.3639561930036698,S4-external,lr_c1,"{""C"": 1.0, ""class_weight"": null}",iscx_url2016_binary,phiusiil,0.88,9,95004
0.41560869027145364,0.488969443802906,primary_domain_filtered,master,2197,134744,1.0,1.0751200999998218,4.559592948051138e-06,0.29359009529092217,rf,20261004,134744,99587,234331,0.37678167907858034,0.41954216099321945,0.977938887605812,r03,0.39850765662870435,S4-external,rf_depth16_leaf1,"{""class_weight"": null, ""max_depth"": 16, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""n_estimators"": 200}",iscx_url2016_binary,phiusiil,0.64,0,97390
0.418769853218713,0.4890979156760184,unfiltered,master,2201,134849,1.0,1.0751200999998218,4.559592948051138e-06,0.2951640481144032,rf,20261004,134849,100944,235793,0.3789699160784962,0.422715675194356,0.9781958313520368,r03,0.3967546078402993,S4-external,rf_depth16_leaf1,"{""class_weight"": null, ""max_depth"": 16, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""n_estimators"": 200}",iscx_url2016_binary,phiusiil,0.64,0,98743
0.4185361731909137,0.4924136684507014,primary_domain_filtered,master,1511,134744,1.0,0.15591310000036174,6.612287048401002e-07,0.2950479382203143,xgb,20261004,134744,99587,234331,0.5109035492576252,0.4212524697190963,0.9848273369014028,r03,0.4847384126398089,S4-external,xgb_d6_lr005,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.05, ""max_depth"": 6, ""n_estimators"": 250, ""reg_lambda"": 1.0, ""scale_pos_weight"": 1.0, ""subsample"": 0.9}",iscx_url2016_binary,phiusiil,0.65,0,98076
0.42167494370061875,0.49249088603582186,unfiltered,master,1516,134849,1.0,0.15591310000036174,6.612287048401002e-07,0.2966043296810164,xgb,20261004,134849,100944,235793,0.5131769861334614,0.42440359062135846,0.9849817720716437,r03,0.4834234590535902,S4-external,xgb_d6_lr005,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.05, ""max_depth"": 6, ""n_estimators"": 250, ""reg_lambda"": 1.0, ""scale_pos_weight"": 1.0, ""subsample"": 0.9}",iscx_url2016_binary,phiusiil,0.65,0,99428
0.4058868662103138,0.4803743350736026,primary_domain_filtered,master,3873,134733,0.9999554694631844,0.13207370000009178,5.601256186574316e-07,0.2887407659756898,lr,20261005,134739,98560,233299,0.5067825173579129,0.41272338941679015,0.9607041396103896,r04,0.4343479276459862,S4-external,lr_c01,"{""C"": 0.1, ""class_weight"": null}",iscx_url2016_binary,phiusiil,0.68,6,94687
0.40976619322880664,0.4785747118389435,unfiltered,master,4330,134843,0.9999555057879554,0.13207370000009178,5.601256186574316e-07,0.2906980700220586,lr,20261005,134849,100944,235793,0.512058601556265,0.4174166259823639,0.9571049294658425,r04,0.43250905594268657,S4-external,lr_c01,"{""C"": 0.1, ""class_weight"": null}",iscx_url2016_binary,phiusiil,0.68,6,96614
0.41809009039901585,0.494825487012987,primary_domain_filtered,master,1020,134739,1.0,0.9894808999997622,4.196396415499027e-06,0.2948261843373967,rf,20261005,134739,98560,233299,0.4092037107511094,0.4199260372224781,0.989650974025974,r04,0.46223249945686246,S4-external,rf_depth24_leaf2,"{""class_weight"": null, ""max_depth"": 24, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""n_estimators"": 200}",iscx_url2016_binary,phiusiil,0.43,0,97540
0.4237487966139792,0.4949130210809954,unfiltered,master,1027,134849,1.0,0.9894808999997622,4.196396415499027e-06,0.2976289059009264,rf,20261005,134849,100944,235793,0.41366017451777565,0.4256025148445686,0.9898260421619908,r04,0.4598345747799149,S4-external,rf_depth24_leaf2,"{""class_weight"": null, ""max_depth"": 24, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""n_estimators"": 200}",iscx_url2016_binary,phiusiil,0.43,0,99917
0.4179700727392745,0.4946834415584416,primary_domain_filtered,master,1048,134739,1.0,0.13339509999968868,5.657296866305984e-07,0.29476649809105504,xgb,20261005,134739,98560,233299,0.4141553433984014,0.41985610395649536,0.9893668831168831,r04,0.40850589917864766,S4-external,xgb_d6_lr01_balanced,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.1, ""max_depth"": 6, ""n_estimators"": 200, ""reg_lambda"": 1.0, ""scale_pos_weight"": 3.537326264507809, ""subsample"": 0.9}",iscx_url2016_binary,phiusiil,0.32,0,97512
0.4236512534299152,0.4947990965287684,unfiltered,master,1050,134849,1.0,0.13339509999968868,5.657296866305984e-07,0.2975807820976088,xgb,20261005,134849,100944,235793,0.41787078145683376,0.4255462356704992,0.9895981930575368,r04,0.40518173592676693,S4-external,xgb_d6_lr01_balanced,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.1, ""max_depth"": 6, ""n_estimators"": 200, ""reg_lambda"": 1.0, ""scale_pos_weight"": 3.537326264507809, ""subsample"": 0.9}",iscx_url2016_binary,phiusiil,0.32,0,99894
0.4014832948080417,0.47191973987135,primary_domain_filtered,master,5608,134731,0.999933204690515,0.1571483000002445,6.664671979246394e-07,0.28652269328779084,lr,20261006,134740,99738,234478,0.45983765847633973,0.4112976872424747,0.943772684433215,r05,0.36646838101606233,S4-external,lr_c1,"{""C"": 1.0, ""class_weight"": null}",iscx_url2016_binary,phiusiil,0.86,9,94130
0.40430377492122327,0.4721912007430404,unfiltered,master,5621,134840,0.9999332586819332,0.1571483000002445,6.664671979246394e-07,0.2879558960447069,lr,20261006,134849,100944,235793,0.4649480400291708,0.4141543167233656,0.9443156601680139,r05,0.36796967133269004,S4-external,lr_c1,"{""C"": 1.0, ""class_weight"": null}",iscx_url2016_binary,phiusiil,0.86,9,95323
0.4181330444647259,0.49150273717138904,primary_domain_filtered,master,1695,134740,1.0,0.9995848999997179,4.23924756035895e-06,0.29484754346342035,rf,20261006,134740,99738,234478,0.3735039140643298,0.42117766331733847,0.9830054743427781,r05,0.39379435829606985,S4-external,rf_depth24_leaf2,"{""class_weight"": null, ""max_depth"": 24, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""n_estimators"": 200}",iscx_url2016_binary,phiusiil,0.6,0,98043
0.420911562260118,0.49159930258361073,unfiltered,master,1696,134849,1.0,0.9995848999997179,4.23924756035895e-06,0.29622643198892074,rf,20261006,134849,100944,235793,0.37555293073541784,0.42396100761650085,0.9831986051672215,r05,0.39256044005919394,S4-external,rf_depth24_leaf2,"{""class_weight"": null, ""max_depth"": 24, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""n_estimators"": 200}",iscx_url2016_binary,phiusiil,0.6,0,99248
0.4181330444647259,0.49150273717138904,primary_domain_filtered,master,1695,134740,1.0,0.1596892000002299,6.772431751588465e-07,0.29484754346342035,xgb,20261006,134740,99738,234478,0.5134069665299795,0.42117766331733847,0.9830054743427781,r05,0.4989371224152478,S4-external,xgb_d6_lr005,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.05, ""max_depth"": 6, ""n_estimators"": 250, ""reg_lambda"": 1.0, ""scale_pos_weight"": 1.0, ""subsample"": 0.9}",iscx_url2016_binary,phiusiil,0.76,0,98043
0.42089883923610966,0.4915844428594072,unfiltered,master,1699,134849,1.0,0.1596892000002299,6.772431751588465e-07,0.29622013025388166,xgb,20261006,134849,100944,235793,0.5155529876798791,0.42395362546669285,0.9831688857188144,r05,0.4982552197338622,S4-external,xgb_d6_lr005,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.05, ""max_depth"": 6, ""n_estimators"": 250, ""reg_lambda"": 1.0, ""scale_pos_weight"": 1.0, ""subsample"": 0.9}",iscx_url2016_binary,phiusiil,0.76,0,99245
0.4053707892121586,0.47934261694987984,primary_domain_filtered,master,4084,134731,0.9999406259509125,0.14316950000011275,6.071829952547902e-07,0.28849131855993065,lr,20261007,134739,98709,233448,0.5027493773860073,0.4125682345349588,0.9586258598506722,r06,0.4320182251536617,S4-external,lr_c01,"{""C"": 0.1, ""class_weight"": null}",iscx_url2016_binary,phiusiil,0.67,8,94625
0.40935481545253677,0.47809175664223486,unfiltered,master,4429,134841,0.9999406743839405,0.14316950000011275,6.071829952547902e-07,0.29050281645972725,lr,20261007,134849,100944,235793,0.5082605525708261,0.41717094002316774,0.9561241876684102,r06,0.43089906776327325,S4-external,lr_c01,"{""C"": 0.1, ""class_weight"": null}",iscx_url2016_binary,phiusiil,0.67,8,96515
0.4177975394948768,0.4940481617684304,primary_domain_filtered,master,1175,134739,1.0,0.9761643000001641,4.1399206083308834e-06,0.2946806774990785,rf,20261007,134739,98709,233448,0.3572448473106222,0.4199110529420122,0.9880963235368608,r06,0.360931115592419,S4-external,rf_depth24_leaf2,"{""class_weight"": null, ""max_depth"": 24, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""n_estimators"": 200}",iscx_url2016_binary,phiusiil,0.5,0,97534
0.4230956813815508,0.4941502219052148,unfiltered,master,1181,134849,1.0,0.9761643000001641,4.1399206083308834e-06,0.2973065598588611,rf,20261007,134849,100944,235793,0.3609166459776648,0.425225478662643,0.9883004438104296,r06,0.3581100497738769,S4-external,rf_depth24_leaf2,"{""class_weight"": null, ""max_depth"": 24, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""n_estimators"": 200}",iscx_url2016_binary,phiusiil,0.5,0,99763
0.41791748055241423,0.49418999280714015,primary_domain_filtered,master,1147,134739,1.0,0.1370360000000801,5.811707726695877e-07,0.2947403401709918,xgb,20261007,134739,98709,233448,0.4106347348113025,0.41998097296180387,0.9883799856142803,r06,0.44276625774255024,S4-external,xgb_d6_lr01_balanced,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.1, ""max_depth"": 6, ""n_estimators"": 200, ""reg_lambda"": 1.0, ""scale_pos_weight"": 3.537326264507809, ""subsample"": 0.9}",iscx_url2016_binary,phiusiil,0.5,0,97562
0.42323987565364535,0.49431863211285465,unfiltered,master,1147,134849,1.0,0.1370360000000801,5.811707726695877e-07,0.2973777526147978,xgb,20261007,134849,100944,235793,0.41450810613316474,0.42530876298764947,0.9886372642257093,r06,0.4401714508526301,S4-external,xgb_d6_lr01_balanced,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.1, ""max_depth"": 6, ""n_estimators"": 200, ""reg_lambda"": 1.0, ""scale_pos_weight"": 3.537326264507809, ""subsample"": 0.9}",iscx_url2016_binary,phiusiil,0.5,0,99797
0.4053288297749221,0.47971541255388306,primary_domain_filtered,master,4005,134730,0.9999332041947766,0.1401200999998764,5.942504654501042e-07,0.28847601398964895,lr,20261008,134739,98558,233297,0.5090540413489386,0.41238556718116914,0.9593640293025427,r07,0.4412588495294436,S4-external,lr_c01,"{""C"": 0.1, ""class_weight"": null}",iscx_url2016_binary,phiusiil,0.68,9,94553
0.40912580102038654,0.477823036216174,unfiltered,master,4484,134840,0.9999332586819332,0.1401200999998764,5.942504654501042e-07,0.29039338378434754,lr,20261008,134849,100944,235793,0.5143990994713055,0.41703415477734546,0.9555793311142812,r07,0.4394761581542547,S4-external,lr_c01,"{""C"": 0.1, ""class_weight"": null}",iscx_url2016_binary,phiusiil,0.68,9,96460
0.41708208849663736,0.49363826376346925,primary_domain_filtered,master,1254,134739,1.0,0.6093400999998266,2.5842162405153105e-06,0.2943245785705427,rf,20261008,134739,98558,233297,0.3792577273025181,0.41933607133160666,0.9872765275269385,r07,0.409284405074898,S4-external,rf_depth16_leaf1,"{""class_weight"": null, ""max_depth"": 16, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""n_estimators"": 200}",iscx_url2016_binary,phiusiil,0.5,0,97304
0.42274367771731985,0.4937391028689174,unfiltered,master,1264,134849,1.0,0.6093400999998266,2.5842162405153105e-06,0.2971327051655424,rf,20261008,134849,100944,235793,0.38281163325082945,0.42502206550149446,0.9874782057378348,r07,0.40521523955477956,S4-external,rf_depth16_leaf1,"{""class_weight"": null, ""max_depth"": 16, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""n_estimators"": 200}",iscx_url2016_binary,phiusiil,0.5,0,99680
0.4174249990355641,0.4940441161549544,primary_domain_filtered,master,1174,134739,1.0,0.13383090000024822,5.675779179205838e-07,0.2944952990948981,xgb,20261008,134739,98558,233297,0.3714746215076259,0.41953619417291693,0.9880882323099088,r07,0.3509893412080041,S4-external,xgb_d6_lr01_balanced,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.1, ""max_depth"": 6, ""n_estimators"": 200, ""reg_lambda"": 1.0, ""scale_pos_weight"": 3.537326264507809, ""subsample"": 0.9}",iscx_url2016_binary,phiusiil,0.5,0,97384
0.4231168864215647,0.49417498811222066,unfiltered,master,1176,134849,1.0,0.13383090000024822,5.675779179205838e-07,0.2973170302865947,xgb,20261008,134849,100944,235793,0.3750056379287484,0.42523772787138187,0.9883499762244413,r07,0.3479492012446752,S4-external,xgb_d6_lr01_balanced,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.1, ""max_depth"": 6, ""n_estimators"": 200, ""reg_lambda"": 1.0, ""scale_pos_weight"": 3.537326264507809, ""subsample"": 0.9}",iscx_url2016_binary,phiusiil,0.5,0,99768
0.4005538062446134,0.4710886974612108,primary_domain_filtered,master,5771,134726,0.9999035171702328,0.10590880000017933,4.491600683658095e-07,0.28607228810731494,lr,20261009,134739,99639,234378,0.45976656262752796,0.41063195009492814,0.9420809120926544,r08,0.3664115569035239,S4-external,lr_c1,"{""C"": 1.0, ""class_weight"": null}",iscx_url2016_binary,phiusiil,0.87,13,93868
0.40300178546436916,0.4706655740712905,unfiltered,master,5932,134836,0.9999035958739034,0.10590880000017933,4.491600683658095e-07,0.2873181430522982,lr,20261009,134849,100944,235793,0.46485226364190557,0.4133688350562111,0.9412347440164844,r08,0.367553522212145,S4-external,lr_c1,"{""C"": 1.0, ""class_weight"": null}",iscx_url2016_binary,phiusiil,0.87,13,95012
0.4166090674039372,0.48998885978381956,primary_domain_filtered,master,1995,134739,1.0,0.490363399999751,2.0796351036703846e-06,0.2940889459132226,rf,20261009,134739,99639,234378,0.36189432659376186,0.42018564180684476,0.9799777195676391,r08,0.3663880459608445,S4-external,rf_depth24_leaf2,"{""class_weight"": null, ""max_depth"": 24, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""n_estimators"": 200}",iscx_url2016_binary,phiusiil,0.62,0,97644
0.419626536835275,0.4900984704390553,unfiltered,master,1999,134849,1.0,0.490363399999751,2.0796351036703846e-06,0.29558938632602216,rf,20261009,134849,100944,235793,0.3642561981250486,0.42321445374988237,0.9801969408781106,r08,0.3654041193259047,S4-external,rf_depth24_leaf2,"{""class_weight"": null, ""max_depth"": 24, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""n_estimators"": 200}",iscx_url2016_binary,phiusiil,0.62,0,98945
0.41816211419160504,0.4918154537881753,primary_domain_filtered,master,1631,134739,1.0,0.17281130000037592,7.328941062727728e-07,0.2948619977977412,xgb,20261009,134739,99639,234378,0.37758902613375545,0.42109243083691733,0.9836309075763506,r08,0.34944627509773724,S4-external,xgb_d6_lr005,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.05, ""max_depth"": 6, ""n_estimators"": 250, ""reg_lambda"": 1.0, ""scale_pos_weight"": 1.0, ""subsample"": 0.9}",iscx_url2016_binary,phiusiil,0.72,0,98008
0.4211660227402849,0.49189649706768107,unfiltered,master,1636,134849,1.0,0.17281130000037592,7.328941062727728e-07,0.29635244299479857,xgb,20261009,134849,100944,235793,0.3799325909408764,0.42410861088927515,0.9837929941353621,r08,0.3486129249769531,S4-external,xgb_d6_lr005,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.05, ""max_depth"": 6, ""n_estimators"": 250, ""reg_lambda"": 1.0, ""scale_pos_weight"": 1.0, ""subsample"": 0.9}",iscx_url2016_binary,phiusiil,0.72,0,99308
0.4061325082684306,0.4778113945398265,primary_domain_filtered,master,4423,134735,0.9999628914947306,0.09725040000012086,4.12439724674273e-07,0.2888589894538485,lr,20261010,134740,99585,234325,0.45701829321367143,0.41393319617045893,0.9555856805743836,r09,0.36239569834525326,S4-external,lr_c1,"{""C"": 1.0, ""class_weight"": null}",iscx_url2016_binary,phiusiil,0.77,5,95162
0.4090367398523281,0.47772399970833923,unfiltered,master,4501,134844,0.9999629214899628,0.09725040000012086,4.12439724674273e-07,0.29032486526373164,lr,20261010,134849,100944,235793,0.4621100484248259,0.4169840933558739,0.9554109209066413,r09,0.3633745672576732,S4-external,lr_c1,"{""C"": 1.0, ""class_weight"": null}",iscx_url2016_binary,phiusiil,0.77,5,96443
0.41798356982823004,0.4917608073505046,primary_domain_filtered,master,1641,134740,1.0,0.4875011999997696,2.0674964905649005e-06,0.29477321086228325,rf,20261010,134740,99585,234325,0.37344870258868235,0.4209313919306871,0.9835216147010092,r09,0.3924412199376112,S4-external,rf_depth24_leaf2,"{""class_weight"": null, ""max_depth"": 24, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""n_estimators"": 200}",iscx_url2016_binary,phiusiil,0.57,0,97944
0.42113633568426545,0.4918618243778729,unfiltered,master,1643,134849,1.0,0.4875011999997696,2.0674964905649005e-06,0.2963377440360018,rf,20261010,134849,100944,235793,0.375852948816389,0.42409139440529575,0.9837236487557458,r09,0.39121145694611803,S4-external,rf_depth24_leaf2,"{""class_weight"": null, ""max_depth"": 24, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""n_estimators"": 200}",iscx_url2016_binary,phiusiil,0.57,0,99301
0.41776165581990826,0.4914997238539941,primary_domain_filtered,master,1693,134740,1.0,0.1534985000002962,6.509883669163045e-07,0.2946628258036163,xgb,20261010,134740,99585,234325,0.4098260000665854,0.42080195329963205,0.9829994477079882,r09,0.3959143511477336,S4-external,xgb_d6_lr005,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.05, ""max_depth"": 6, ""n_estimators"": 250, ""reg_lambda"": 1.0, ""scale_pos_weight"": 1.0, ""subsample"": 0.9}",iscx_url2016_binary,phiusiil,0.76,0,97892
