accuracy,balanced_accuracy,corpus_version,dataset,dataset_display,fn,fp,fpr,inference_seconds,inference_seconds_per_sample,macro_f1,model,model_seed,n_benign,n_phishing,n_samples,partition_seed,pr_auc,precision,recall,repetition,roc_auc,scenario,scenario_key,selected_candidate,selected_params_json,threshold,tn,total_run_seconds,tp,tuning_seconds,validation_macro_f1,validation_roc_auc
0.9973537194942664,0.9954213309486493,master,iscx_url2016_binary,ISCX-URL2016-binary,12,6,0.0011305822498586771,0.05316880000009405,7.816642164083218e-06,0.9961364565819967,rf,20261004,5307,1495,6802,20260905,0.9995752131985509,0.9959704499664204,0.9919732441471572,r03,0.9998206445327148,S0-row,s0,rf_depth16_leaf1,"{""class_weight"": null, ""max_depth"": 16, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""n_estimators"": 200}",0.36,5301,12.82091249999985,1483,12.730370000000221,0.9967794714039696,0.9999204535283462
0.9988238753307851,0.997564647688766,master,iscx_url2016_binary,ISCX-URL2016-binary,7,1,0.0001884303749764462,0.008432499999798893,1.2397089091148034e-06,0.9982828695919985,xgb,20261004,5307,1495,6802,20260905,0.9997049855302375,0.9993284083277367,0.9953177257525083,r03,0.9998870678153988,S0-row,s0,xgb_d6_lr01_balanced,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.1, ""max_depth"": 6, ""n_estimators"": 200, ""reg_lambda"": 1.0, ""scale_pos_weight"": 3.5505376344086024, ""subsample"": 0.9}",0.42,5306,7.5477624000000105,1488,7.5041323999998895,0.9974217118074554,0.9996818141133845
0.981182005292561,0.9735264776186938,master,iscx_url2016_binary,ISCX-URL2016-binary,60,68,0.012813265498398342,0.004683900000145513,6.88606292288373e-07,0.9726181147605224,lr,20261005,5307,1495,6802,20260906,0.9894986006953956,0.9547571523619428,0.959866220735786,r04,0.9952352953409801,S0-row,s0,lr_c1,"{""C"": 1.0, ""class_weight"": null}",0.33,5239,7.195359800000006,1435,7.166916000000128,0.9774671606123297,0.9941599527007351
0.997794766245222,0.995703976511114,master,iscx_url2016_binary,ISCX-URL2016-binary,12,3,0.0005652911249293386,0.049860399999943184,7.330255807107202e-06,0.9967780504998189,rf,20261005,5307,1495,6802,20260906,0.999803372772206,0.9979811574697174,0.9919732441471572,r04,0.999942399544238,S0-row,s0,rf_depth24_leaf2,"{""class_weight"": null, ""max_depth"": 24, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""n_estimators"": 200}",0.44,5304,9.834200999999666,1483,9.753616399999828,0.996991997108698,0.9997309791275606
0.9979417818288738,0.996038424671649,master,iscx_url2016_binary,ISCX-URL2016-binary,11,3,0.0005652911249293386,0.008812399999897025,1.2955601293585747e-06,0.996993572556913,xgb,20261005,5307,1495,6802,20260906,0.9997011870144896,0.9979825151311366,0.9926421404682274,r04,0.9998927396327058,S0-row,s0,xgb_d6_lr005,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.05, ""max_depth"": 6, ""n_estimators"": 250, ""reg_lambda"": 1.0, ""scale_pos_weight"": 1.0, ""subsample"": 0.9}",0.27,5304,5.415248199999951,1484,5.3797646000002715,0.9978545318999339,0.9998462017505267
0.980152896206998,0.9615760215730722,master,iscx_url2016_binary,ISCX-URL2016-binary,107,28,0.0052760504993404934,0.0029420000000754953,4.32519847114892e-07,0.9704995511499657,lr,20261006,5307,1495,6802,20260907,0.9860435429234119,0.980225988700565,0.928428093645485,r05,0.9935261877258093,S0-row,s0,lr_c1,"{""C"": 1.0, ""class_weight"": null}",0.62,5279,4.506543500000134,1388,4.481983199999831,0.975579453850159,0.9934560105490472
0.9969126727433107,0.996580083224466,master,iscx_url2016_binary,ISCX-URL2016-binary,6,15,0.002826455624646693,0.040671000000202184,5.979270802734811e-06,0.9955087339344137,rf,20261006,5307,1495,6802,20260907,0.9998720794492721,0.9900265957446809,0.9959866220735786,r05,0.9999633222480815,S0-row,s0,rf_depth24_leaf2,"{""class_weight"": null, ""max_depth"": 24, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""n_estimators"": 200}",0.31,5292,9.24438340000006,1489,9.183094499999697,0.9963605789668932,0.9999558775513806
0.9979417818288738,0.998440754402118,master,iscx_url2016_binary,ISCX-URL2016-binary,1,13,0.0024495948746938007,0.00951390000000174,1.3986915613057542e-06,0.9970079684033821,xgb,20261006,5307,1495,6802,20260907,0.999973760890369,0.9913735899137359,0.9993311036789297,r05,0.9999925636173087,S0-row,s0,xgb_d6_lr01_balanced,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.1, ""max_depth"": 6, ""n_estimators"": 200, ""reg_lambda"": 1.0, ""scale_pos_weight"": 3.5505376344086024, ""subsample"": 0.9}",0.2,5294,5.3650815000000875,1494,5.330730199999834,0.9978576234709461,0.9999791994170794
0.9820640987944722,0.9664043136061226,master,iscx_url2016_binary,ISCX-URL2016-binary,92,30,0.005652911249293386,0.0035081999999420077,5.157600705589544e-07,0.9734529161983265,lr,20261007,5307,1495,6802,20260908,0.9848142308917058,0.9790648988136776,0.9384615384615385,r06,0.991503617674139,S0-row,s0,lr_c1,"{""C"": 1.0, ""class_weight"": null}",0.45,5277,4.2050969000001714,1403,4.181008999999904,0.9783992048010746,0.9932686792386229
0.9975007350779183,0.9952753131630906,master,iscx_url2016_binary,ISCX-URL2016-binary,13,4,0.0007537214999057848,0.03480370000033872,5.116686268794284e-06,0.9963484572331283,rf,20261007,5307,1495,6802,20260908,0.9994968378385927,0.9973082099596231,0.991304347826087,r06,0.9998009822327172,S0-row,s0,rf_depth16_leaf1,"{""class_weight"": null, ""max_depth"": 16, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""n_estimators"": 200}",0.33,5303,8.28606469999977,1482,8.232386799999858,0.9974279133737662,0.9999655844900769
0.9975007350779183,0.9955155461361375,master,iscx_url2016_binary,ISCX-URL2016-binary,12,5,0.000942151874882231,0.006934799999726238,1.0195236694687206e-06,0.9963502183212323,xgb,20261007,5307,1495,6802,20260908,0.9994768675542789,0.9966397849462365,0.9919732441471572,r06,0.9997943020923334,S0-row,s0,xgb_d6_lr01_balanced,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.1, ""max_depth"": 6, ""n_estimators"": 200, ""reg_lambda"": 1.0, ""scale_pos_weight"": 3.5505376344086024, ""subsample"": 0.9}",0.3,5302,4.717850300000009,1483,4.688575399999991,0.9974266767465566,0.9999691142859665
0.9835342546309909,0.9699890281845206,master,iscx_url2016_binary,ISCX-URL2016-binary,81,31,0.005841341624269832,0.002388100000189297,3.5108791534685344e-07,0.9757010681241739,lr,20261008,5307,1495,6802,20260909,0.9910161304150915,0.9785467128027682,0.945819397993311,r07,0.9959243581235864,S0-row,s0,lr_c1,"{""C"": 1.0, ""class_weight"": null}",0.5,5276,3.8533810999997513,1414,3.8329540999998244,0.9758634710227272,0.9947016503056425
0.9970596883269627,0.9966742984119541,master,iscx_url2016_binary,ISCX-URL2016-binary,6,14,0.0026380252496702467,0.03915240000014819,5.756012937393148e-06,0.9957215804313316,rf,20261008,5307,1495,6802,20260909,0.9997960209899284,0.9906852960745176,0.9959866220735786,r07,0.9999364756461618,S0-row,s0,rf_depth16_leaf1,"{""class_weight"": null, ""max_depth"": 16, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""n_estimators"": 200}",0.22,5293,7.563226100000065,1489,7.503873300000123,0.9974254382799208,0.9999203274642072
0.9986768597471332,0.9977106654743246,master,iscx_url2016_binary,ISCX-URL2016-binary,6,3,0.0005652911249293386,0.006841800000074727,1.0058512202403304e-06,0.9980696231659599,xgb,20261008,5307,1495,6802,20260909,0.9999232960926183,0.9979892761394102,0.9959866220735786,r07,0.9999774387711566,S0-row,s0,xgb_d6_lr01_balanced,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.1, ""max_depth"": 6, ""n_estimators"": 200, ""reg_lambda"": 1.0, ""scale_pos_weight"": 3.5505376344086024, ""subsample"": 0.9}",0.35,5304,4.646245999999792,1489,4.618541599999844,0.9976394168260536,0.9999190668228182
0.9844163481329021,0.9676715236328872,master,iscx_url2016_binary,ISCX-URL2016-binary,93,13,0.0024495948746938007,0.003006299999924522,4.419729491215116e-07,0.9768308914591926,lr,20261009,5307,1495,6802,20260910,0.9856269368341796,0.9908127208480565,0.9377926421404682,r08,0.9911776772395643,S0-row,s0,lr_c1,"{""C"": 1.0, ""class_weight"": null}",0.64,5294,3.596208099999785,1402,3.575234999999793,0.9750312707317544,0.9931926625628588
0.997794766245222,0.9973856073224422,master,iscx_url2016_binary,ISCX-URL2016-binary,5,10,0.001884303749764462,0.40120240000032936,5.898300499857827e-05,0.9967888794454451,rf,20261009,5307,1495,6802,20260910,0.9998707969776631,0.9933333333333333,0.9966555183946488,r08,0.9999623139250048,S0-row,s0,rf_depth16_leaf1,"{""class_weight"": null, ""max_depth"": 16, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""n_estimators"": 200}",0.27,5297,8.11197200000015,1490,7.692011099999945,0.9980713982490304,0.999868767231392
0.9991179064980888,0.9989542429289768,master,iscx_url2016_binary,ISCX-URL2016-binary,2,4,0.0007537214999057848,0.007226599999739847,1.0624228167803363e-06,0.9987146273716971,xgb,20261009,5307,1495,6802,20260910,0.9997283670181453,0.9973279893119572,0.9986622073578595,r08,0.9998927396327058,S0-row,s0,xgb_d6_lr01_balanced,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.1, ""max_depth"": 6, ""n_estimators"": 200, ""reg_lambda"": 1.0, ""scale_pos_weight"": 3.5505376344086024, ""subsample"": 0.9}",0.28,5303,4.511532299999999,1493,4.48320829999966,0.998072323655123,0.9998266618089953
0.984563363716554,0.9749727280117823,master,iscx_url2016_binary,ISCX-URL2016-binary,63,42,0.00791407574901074,0.0025644000002102985,3.7700676274776515e-07,0.9773807482205641,lr,20261010,5307,1495,6802,20260911,0.9897915386453195,0.9715061058344641,0.9578595317725752,r09,0.9940259378507468,S0-row,s0,lr_c01,"{""C"": 0.1, ""class_weight"": null}",0.4,5265,3.5602669999998398,1432,3.5396072000003187,0.9721553582532894,0.992225876681538
0.997794766245222,0.9966649084033015,master,iscx_url2016_binary,ISCX-URL2016-binary,8,7,0.0013190126248351234,0.04396379999980127,6.463363716524738e-06,0.9967842522598562,rf,20261010,5307,1495,6802,20260911,0.9998858193090261,0.9953145917001339,0.9946488294314382,r09,0.9999669774192349,S0-row,s0,rf_depth24_leaf2,"{""class_weight"": null, ""max_depth"": 24, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""n_estimators"": 200}",0.34,5300,8.056854099999782,1487,7.984044999999696,0.9989285545827946,0.9999077210503161
0.9985298441634813,0.9973762173137894,master,iscx_url2016_binary,ISCX-URL2016-binary,7,3,0.0005652911249293386,0.012593500000093627,1.851440752733553e-06,0.9978546206147935,xgb,20261010,5307,1495,6802,20260911,0.9999513531238671,0.9979879275653923,0.9953177257525083,r09,0.999986135557694,S0-row,s0,xgb_d6_lr005,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.05, ""max_depth"": 6, ""n_estimators"": 250, ""reg_lambda"": 1.0, ""scale_pos_weight"": 1.0, ""subsample"": 0.9}",0.27,5304,5.782038599999851,1488,5.741110299999946,0.9993568238224664,0.9997643861243724
0.9838282857982946,0.9713786234247315,master,iscx_url2016_binary,ISCX-URL2016-binary,76,34,0.006406632749199171,0.004083299999820156,6.00308732699229e-07,0.9761818721706781,lr,20261001,5307,1495,6802,20260902,0.9880586636125124,0.9766001376462491,0.9491638795986622,r00,0.9940190056295937,S1-url,s1,lr_c1,"{""C"": 1.0, ""class_weight"": null}",0.48,5273,5.281484099999943,1419,5.251169300000129,0.979867794744347,0.9932011295739268
0.9969126727433107,0.9973007821436066,master,iscx_url2016_binary,ISCX-URL2016-binary,3,18,0.0033917467495760316,0.07104190000018207,1.0444266392264344e-05,0.995515164131109,rf,20261001,5307,1495,6802,20260902,0.9998068694833178,0.9880794701986755,0.9979933110367893,r00,0.9999363496057772,S1-url,s1,rf_depth24_leaf2,"{""class_weight"": null, ""max_depth"": 24, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""n_estimators"": 200}",0.25,5289,13.94955630000004,1492,13.839440300000206,0.9980714781676605,0.9999631962076969
0.997794766245222,0.9981063062415829,master,iscx_url2016_binary,ISCX-URL2016-binary,2,13,0.0024495948746938007,0.007891799999924842,1.1602175830527554e-06,0.9967934860783776,xgb,20261001,5307,1495,6802,20260902,0.9999423709966309,0.9913678618857902,0.9986622073578595,r00,0.9999828585076944,S1-url,s1,xgb_d6_lr01_balanced,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.1, ""max_depth"": 6, ""n_estimators"": 200, ""reg_lambda"": 1.0, ""scale_pos_weight"": 3.550394265232975, ""subsample"": 0.9}",0.19,5294,6.86627099999987,1493,6.822487299999921,0.9982853466079067,0.9999809679019255
0.9826521611290797,0.9634179127334189,master,iscx_url2016_binary,ISCX-URL2016-binary,106,12,0.0022611644997173543,0.004066699999839329,5.978682740134269e-07,0.9741171726823752,lr,20261002,5307,1495,6802,20260903,0.9908144191017836,0.9914346895074947,0.9290969899665552,r01,0.9953218850852003,S1-url,s1,lr_c1,"{""C"": 1.0, ""class_weight"": null}",0.66,5295,4.337516200000209,1389,4.313347100000101,0.9783879389321062,0.9932986848316069
0.9985298441634813,0.9983371492059772,master,iscx_url2016_binary,ISCX-URL2016-binary,3,7,0.0013190126248351234,0.039396299999680195,5.791870038177035e-06,0.9978587397855718,rf,20261002,5307,1495,6802,20260903,0.9998944723716707,0.9953302201467645,0.9979933110367893,r01,0.9999689940653885,S1-url,s1,rf_depth16_leaf1,"{""class_weight"": null, ""max_depth"": 16, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""n_estimators"": 200}",0.24,5300,8.940851300000304,1492,8.882020499999726,0.9965756252177362,0.9999407610192381
0.9988238753307851,0.9987658125540004,master,iscx_url2016_binary,ISCX-URL2016-binary,2,6,0.0011305822498586771,0.00876349999998638,1.2883710673311348e-06,0.9982869918284574,xgb,20261002,5307,1495,6802,20260903,0.9999096033578206,0.9959973315543695,0.9986622073578595,r01,0.9999740356807725,S1-url,s1,xgb_d6_lr005,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.05, ""max_depth"": 6, ""n_estimators"": 250, ""reg_lambda"": 1.0, ""scale_pos_weight"": 1.0, ""subsample"": 0.9}",0.14,5301,5.388184799999635,1493,5.353147300000273,0.9972170288527191,0.9999470630384681
0.9817700676271685,0.9666963491772399,master,iscx_url2016_binary,ISCX-URL2016-binary,90,34,0.006406632749199171,0.0038213000002542685,5.617906498462612e-07,0.9730577548299388,lr,20261003,5307,1495,6802,20260904,0.9869725281129132,0.9763724808895066,0.939799331103679,r02,0.9922589776990446,S1-url,s1,lr_c1,"{""C"": 1.0, ""class_weight"": null}",0.52,5273,4.42810419999978,1405,4.4036605000001146,0.9747459882316597,0.9928445613258945
0.9961775948250514,0.9951480753948372,master,iscx_url2016_binary,ISCX-URL2016-binary,10,16,0.003014885999623139,0.043155599999863625,6.344545721826466e-06,0.9944353909788215,rf,20261003,5307,1495,6802,20260904,0.9996518236619739,0.9893404397068621,0.9933110367892977,r02,0.9998887063403985,S1-url,s1,rf_unlimited_leaf5_balanced,"{""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 5, ""n_estimators"": 200}",0.41,5291,9.203040800000053,1485,9.13712630000009,0.9959286761317275,0.9999013103788584
0.9973537194942664,0.9966224958138836,master,iscx_url2016_binary,ISCX-URL2016-binary,7,11,0.0020727341247409083,0.007546599999841419,1.1094678035638664e-06,0.9961457316140292,xgb,20261003,5307,1495,6802,20260904,0.9998385347770096,0.9926617745163442,0.9953177257525083,r02,0.999950592169237,S1-url,s1,xgb_d6_lr01_balanced,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.1, ""max_depth"": 6, ""n_estimators"": 200, ""reg_lambda"": 1.0, ""scale_pos_weight"": 3.550394265232975, ""subsample"": 0.9}",0.19,5296,5.753680400000121,1488,5.722022500000094,0.9976417849905612,0.9999731533980802
0.9847103793002058,0.9721841475227078,master,iscx_url2016_binary,ISCX-URL2016-binary,75,29,0.00546448087431694,0.0028526000000965723,4.193766539395137e-07,0.9774589077412513,lr,20261004,5307,1495,6802,20260905,0.9877328252697543,0.9799861973775017,0.9498327759197325,r03,0.9950325593823517,S1-url,s1,lr_c1,"{""C"": 1.0, ""class_weight"": null}",0.48,5278,4.202673100000084,1420,4.176568100000168,0.976170174927006,0.9929736266797246
0.9980887974125258,0.9973338047243717,master,iscx_url2016_binary,ISCX-URL2016-binary,6,7,0.0013190126248351234,0.04976589999978387,7.316362834428678e-06,0.9972143573532872,rf,20261004,5307,1495,6802,20260905,0.9999362865613037,0.9953208556149733,0.9959866220735786,r03,0.9999818501846176,S1-url,s1,rf_depth24_leaf2,"{""class_weight"": null, ""max_depth"": 24, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""n_estimators"": 200}",0.3,5300,8.916647199999716,1489,8.84500479999997,0.9967888794454451,0.9999461807557758
0.9986768597471332,0.9979508984473715,master,iscx_url2016_binary,ISCX-URL2016-binary,5,4,0.0007537214999057848,0.007359300000189251,1.0819317847970083e-06,0.9980705513559138,xgb,20261004,5307,1495,6802,20260905,0.9999509301892977,0.9973226238286479,0.9966555183946488,r03,0.9999860095173094,S1-url,s1,xgb_d6_lr01_balanced,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.1, ""max_depth"": 6, ""n_estimators"": 200, ""reg_lambda"": 1.0, ""scale_pos_weight"": 3.550394265232975, ""subsample"": 0.9}",0.29,5303,5.0354151999999885,1490,5.005081599999812,0.9980733276672671,0.9999773127307721
0.9838282857982946,0.9716188563977785,master,iscx_url2016_binary,ISCX-URL2016-binary,75,35,0.006595063124175617,0.002244400000108726,3.2996177596423494e-07,0.9761935518767519,lr,20261005,5307,1495,6802,20260906,0.9887763093712311,0.9759450171821306,0.9498327759197325,r04,0.9944937997583805,S1-url,s1,lr_c1,"{""C"": 1.0, ""class_weight"": null}",0.46,5272,4.164172700000108,1420,4.143166400000155,0.98035845933875,0.9943986392680079
0.9982358129961776,0.997187786938813,master,iscx_url2016_binary,ISCX-URL2016-binary,7,5,0.000942151874882231,0.05001270000002478,7.352646280509377e-06,0.9974267832445078,rf,20261005,5307,1495,6802,20260906,0.9999492465782696,0.9966510381781648,0.9953177257525083,r04,0.9999857574365403,S1-url,s1,rf_depth24_leaf2,"{""class_weight"": null, ""max_depth"": 24, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""n_estimators"": 200}",0.4,5302,8.913644600000225,1488,8.841559400000278,0.9972130186252087,0.9999397526961613
0.9985298441634813,0.9973762173137894,master,iscx_url2016_binary,ISCX-URL2016-binary,7,3,0.0005652911249293386,0.007063600000037695,1.0384592766888703e-06,0.9978546206147935,xgb,20261005,5307,1495,6802,20260906,0.9999776850668044,0.9979879275653923,0.9953177257525083,r04,0.99999369798077,S1-url,s1,xgb_d6_lr01_balanced,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.1, ""max_depth"": 6, ""n_estimators"": 200, ""reg_lambda"": 1.0, ""scale_pos_weight"": 3.550394265232975, ""subsample"": 0.9}",0.47,5304,5.259556200000134,1488,5.230311799999981,0.9978566832598833,0.9999615576826971
0.9847103793002058,0.974106011307083,master,iscx_url2016_binary,ISCX-URL2016-binary,67,37,0.00697192387412851,0.0024017999999159656,3.5310202880270004e-07,0.9775470509968819,lr,20261006,5307,1495,6802,20260907,0.9899528330278983,0.9747440273037543,0.9551839464882943,r05,0.9947047913622006,S1-url,s1,lr_c1,"{""C"": 1.0, ""class_weight"": null}",0.49,5270,4.085544900000059,1428,4.0619950000000244,0.9796762248053884,0.9940478688776672
0.9980887974125258,0.9961326398591372,master,iscx_url2016_binary,ISCX-URL2016-binary,11,2,0.0003768607499528924,0.04856800000015937,7.1402528668273114e-06,0.9972076437665098,rf,20261006,5307,1495,6802,20260907,0.9998173435370001,0.9986541049798116,0.9926421404682274,r05,0.999943659948084,S1-url,s1,rf_depth16_leaf1,"{""class_weight"": null, ""max_depth"": 16, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""n_estimators"": 200}",0.49,5305,8.138634599999932,1484,8.07097049999993,0.9974280199118599,0.9999237455673171
0.9982358129961776,0.9974280199118599,master,iscx_url2016_binary,ISCX-URL2016-binary,6,6,0.0011305822498586771,0.0075733000003310735,1.1133931197193581e-06,0.9974280199118599,xgb,20261006,5307,1495,6802,20260907,0.9999179068988049,0.9959866220735786,0.9959866220735786,r05,0.9999764304480798,S1-url,s1,xgb_d6_lr01_balanced,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.1, ""max_depth"": 6, ""n_estimators"": 200, ""reg_lambda"": 1.0, ""scale_pos_weight"": 3.550394265232975, ""subsample"": 0.9}",0.39,5301,4.99251379999987,1489,4.96464320000041,0.9980724036038855,0.9998689180000163
0.9825051455454278,0.967167425114681,master,iscx_url2016_binary,ISCX-URL2016-binary,90,29,0.00546448087431694,0.00249630000007528,3.6699500148122315e-07,0.9741121291326419,lr,20261007,5307,1495,6802,20260908,0.9865571719428158,0.9797768479776848,0.939799331103679,r06,0.9930182449758728,S1-url,s1,lr_c01,"{""C"": 0.1, ""class_weight"": null}",0.56,5278,3.9215408000000025,1405,3.899696199999653,0.9760759614283951,0.9928148157951289
0.9967656571596589,0.9931226064143213,master,iscx_url2016_binary,ISCX-URL2016-binary,20,2,0.0003768607499528924,0.039170000000012806,5.758600411645517e-06,0.9952641762038874,rf,20261007,5307,1495,6802,20260908,0.9997562562837736,0.998645903859174,0.9866220735785953,r06,0.9999274007384706,S1-url,s1,rf_depth16_leaf1,"{""class_weight"": null, ""max_depth"": 16, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""n_estimators"": 200}",0.51,5305,7.717383600000176,1475,7.660642100000132,0.9972076437665098,0.9999541213000058
