accuracy,balanced_accuracy,corpus_version,dataset,dataset_display,fn,fp,fpr,inference_seconds,inference_seconds_per_sample,macro_f1,model,model_seed,n_benign,n_phishing,n_samples,partition_seed,pr_auc,precision,recall,repetition,roc_auc,scenario,scenario_key,selected_candidate,selected_params_json,threshold,tn,total_run_seconds,tp,tuning_seconds,validation_macro_f1,validation_roc_auc,feature_set,n_features,feature_names_json,shap_setup_seconds,shap_explain_seconds,shap_cohort_size,shap_background_size,shap_seconds_per_sample,model_output_scale,f_all,macro_f1_delta
0.9997092600668702,0.999329309188464,master,iscx_url2016_binary,ISCX-URL2016-binary,2,0,0.0,0.0077089000001251,1.1206425352704086e-06,0.9995716479380692,xgb,20261001,5388,1491,6879,20260902.0,0.9999991006491626,1.0,0.9986586183769284,r00,0.9999997510427574,S3-domain,s3,xgb_d6_lr01_balanced,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.1, ""max_depth"": 6, ""n_estimators"": 200, ""reg_lambda"": 1.0, ""scale_pos_weight"": 3.537326264507809, ""subsample"": 0.9}",0.91,5388,5.082260000000133,1489,5.046843099999933,0.9989268745006724,0.999186930853174,f_all,35,"[""url_length"", ""hostname_length"", ""path_length"", ""query_length"", ""fragment_length"", ""digit_count"", ""letter_count"", ""special_char_count"", ""digit_ratio"", ""letter_ratio"", ""special_char_ratio"", ""dot_count"", ""hyphen_count"", ""underscore_count"", ""slash_count"", ""question_mark_count"", ""equals_sign_count"", ""percent_sign_count"", ""at_sign_count"", ""subdomain_depth"", ""path_segment_count"", ""query_parameter_count"", ""has_port"", ""has_userinfo"", ""host_is_ip"", ""tld_length"", ""registrable_domain_length"", ""domain_digit_ratio"", ""domain_hyphen_ratio"", ""url_char_entropy"", ""longest_repeated_char_run"", ""char_type_transition_count"", ""token_count"", ""token_mean_length"", ""token_max_length""]",0.0384644000000662,0.025604899999962,200.0,200.0,0.0001280244999998,raw_margin,0.9995716479380692,0.0
0.9941852013374036,0.9865861837692824,,iscx_url2016_binary,,40,0,0.0,0.0104962000000341,1.5258322430635485e-06,0.9913527910409936,xgb,20261001,5388,1491,6879,,0.9999044115738932,1.0,0.9731723675385648,r00,0.999972490224694,S3-domain,s3,xgb_d4_lr005,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.05, ""max_depth"": 4, ""n_estimators"": 300, ""reg_lambda"": 1.0, ""scale_pos_weight"": 1.0, ""subsample"": 0.9}",0.95,5388,,1451,5.383417000000009,0.9816950521709862,0.9976881893696824,f_mi,15,"[""url_length"", ""subdomain_depth"", ""token_count"", ""special_char_count"", ""path_length"", ""hostname_length"", ""dot_count"", ""char_type_transition_count"", ""hyphen_count"", ""token_mean_length"", ""special_char_ratio"", ""digit_ratio"", ""letter_ratio"", ""longest_repeated_char_run"", ""letter_count""]",,,,,,,0.9995716479380692,-0.008218856897075577
0.9992731501671754,0.9983232729711604,,iscx_url2016_binary,,5,0,0.0,0.0060622999999395,8.81276348297655e-07,0.998928338982753,xgb,20261001,5388,1491,6879,,0.9999539410498308,1.0,0.9966465459423206,r00,0.9999868052661428,S3-domain,s3,xgb_d4_lr005,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.05, ""max_depth"": 4, ""n_estimators"": 300, ""reg_lambda"": 1.0, ""scale_pos_weight"": 1.0, ""subsample"": 0.9}",0.79,5388,,1486,5.758515200000147,0.9989268745006724,0.9991222233644488,f_permutation,15,"[""url_length"", ""dot_count"", ""subdomain_depth"", ""hostname_length"", ""hyphen_count"", ""path_length"", ""token_max_length"", ""tld_length"", ""token_mean_length"", ""question_mark_count"", ""special_char_ratio"", ""slash_count"", ""percent_sign_count"", ""longest_repeated_char_run"", ""digit_ratio""]",,,,,,,0.9995716479380692,-0.0006433089553161686
0.9995638901003052,0.998993963782696,,iscx_url2016_binary,,3,0,0.0,0.0074055000000043,1.0765372873970628e-06,0.9993573158505308,xgb,20261001,5388,1491,6879,20260902.0,1.0,1.0,0.9979879275653925,r00,1.0,S3-domain,s3,xgb_d6_lr01_balanced,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.1, ""max_depth"": 6, ""n_estimators"": 200, ""reg_lambda"": 1.0, ""scale_pos_weight"": 3.537326264507809, ""subsample"": 0.9}",0.87,5388,5.006655300000006,1488,4.746815900000001,0.9982842380078384,0.999614530047673,f_single,15,"[""url_length"", ""subdomain_depth"", ""dot_count"", ""hyphen_count"", ""hostname_length"", ""path_length"", ""token_mean_length"", ""longest_repeated_char_run"", ""token_max_length"", ""url_char_entropy"", ""special_char_ratio"", ""slash_count"", ""registrable_domain_length"", ""token_count"", ""digit_ratio""]",0.0381678999999905,0.0280060999999989,200.0,200.0,0.0001400304999999,raw_margin,0.9995716479380692,-0.00021433208753840471
0.9997092600668702,0.999329309188464,,iscx_url2016_binary,,2,0,0.0,0.0081551000000104,1.1855066143349916e-06,0.9995716479380692,xgb,20261001,5388,1491,6879,20260902.0,1.0,1.0,0.9986586183769284,r00,1.0,S3-domain,s3,xgb_d6_lr005,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.05, ""max_depth"": 6, ""n_estimators"": 250, ""reg_lambda"": 1.0, ""scale_pos_weight"": 1.0, ""subsample"": 0.9}",0.79,5388,4.85630279999998,1489,4.504154299999982,0.9989268745006724,0.9992995698150288,f_stable,14,"[""url_length"", ""subdomain_depth"", ""dot_count"", ""hostname_length"", ""hyphen_count"", ""path_length"", ""token_mean_length"", ""longest_repeated_char_run"", ""token_max_length"", ""digit_ratio"", ""tld_length"", ""registrable_domain_length"", ""slash_count"", ""token_count""]",0.1367703999999889,0.0307877000000189,200.0,200.0,0.0001539385,raw_margin,0.9995716479380692,0.0
0.7762577228596647,0.8510668852173662,master,iscx_url2016_binary,ISCX-URL2016-binary,23,1498,0.2824816141806525,0.0037750999999843,5.553250956140596e-07,0.746387550722144,lr,20261002,5303,1495,6798,20260903.0,0.4936915408612404,0.4956228956228956,0.9846153846153848,r01,0.7957819042291326,S3-domain,s3,lr_c01,"{""C"": 0.1, ""class_weight"": null}",0.66,3805,6.699763300000086,1472,6.672647600000346,0.98501293229816,0.9930059197053144,f_all,35,"[""url_length"", ""hostname_length"", ""path_length"", ""query_length"", ""fragment_length"", ""digit_count"", ""letter_count"", ""special_char_count"", ""digit_ratio"", ""letter_ratio"", ""special_char_ratio"", ""dot_count"", ""hyphen_count"", ""underscore_count"", ""slash_count"", ""question_mark_count"", ""equals_sign_count"", ""percent_sign_count"", ""at_sign_count"", ""subdomain_depth"", ""path_segment_count"", ""query_parameter_count"", ""has_port"", ""has_userinfo"", ""host_is_ip"", ""tld_length"", ""registrable_domain_length"", ""domain_digit_ratio"", ""domain_hyphen_ratio"", ""url_char_entropy"", ""longest_repeated_char_run"", ""char_type_transition_count"", ""token_count"", ""token_mean_length"", ""token_max_length""]",0.0010450999998283,0.0047897999997985,200.0,200.0,2.39489999989925e-05,raw_log_odds,0.746387550722144,0.0
0.7728743748161224,0.8493786252118287,,iscx_url2016_binary,,21,1523,0.2871959268338676,0.0016863999999259,2.480729626251729e-07,0.7433410225873139,lr,20261002,5303,1495,6798,,0.4709483360171692,0.4918251584918252,0.9859531772575252,r01,0.7792787196242172,S3-domain,s3,lr_c01,"{""C"": 0.1, ""class_weight"": null}",0.45,3780,,1474,4.760352000000239,0.987699015373478,0.9964361770723326,f_mi,15,"[""url_length"", ""subdomain_depth"", ""token_count"", ""special_char_count"", ""path_length"", ""char_type_transition_count"", ""hostname_length"", ""dot_count"", ""hyphen_count"", ""special_char_ratio"", ""token_mean_length"", ""digit_ratio"", ""longest_repeated_char_run"", ""letter_ratio"", ""letter_count""]",,,,,,,0.746387550722144,-0.0030465281348300843
0.6293027360988526,0.5193547919174922,,iscx_url2016_binary,,1012,1508,0.2843673392419385,0.0012095000001863,1.779199764910828e-07,0.5139251367487756,lr,20261002,5303,1495,6798,,0.4623137871294234,0.2425916624811652,0.3230769230769231,r01,0.7727702562504848,S3-domain,s3,lr_c1_balanced,"{""C"": 1.0, ""class_weight"": ""balanced""}",0.93,3795,,483,4.152725699999792,0.9650322924263556,0.9825955236491952,f_permutation,15,"[""subdomain_depth"", ""dot_count"", ""hyphen_count"", ""char_type_transition_count"", ""slash_count"", ""hostname_length"", ""path_length"", ""tld_length"", ""registrable_domain_length"", ""equals_sign_count"", ""letter_count"", ""special_char_ratio"", ""digit_count"", ""question_mark_count"", ""host_is_ip""]",,,,,,,0.746387550722144,-0.23246241397336842
0.7753751103265666,0.8466585771794473,,iscx_url2016_binary,,39,1488,0.2805958891193664,0.0012111000000061,1.781553398067265e-07,0.7446229663444304,lr,20261002,5303,1495,6798,20260903.0,0.4804575506769113,0.4945652173913043,0.9739130434782608,r01,0.7859234092900024,S3-domain,s3,lr_c01,"{""C"": 0.1, ""class_weight"": null}",0.71,3815,3.9171433999999854,1456,3.770111000000014,0.9821131540448236,0.9910247179687875,f_single,15,"[""subdomain_depth"", ""dot_count"", ""hyphen_count"", ""hostname_length"", ""char_type_transition_count"", ""path_length"", ""special_char_count"", ""token_count"", ""registrable_domain_length"", ""letter_count"", ""question_mark_count"", ""slash_count"", ""url_length"", ""equals_sign_count"", ""digit_ratio""]",0.0008397999999942,0.0045877999999959,200.0,200.0,2.293899999997961e-05,raw_log_odds,0.746387550722144,-0.0017645843777136516
0.7737569873492204,0.8444206188583858,,iscx_url2016_binary,,44,1494,0.281727324156138,0.0015272999999922,2.2466902029894641e-07,0.7428131604737109,lr,20261002,5303,1495,6798,20260903.0,0.463934981264871,0.4926994906621392,0.9705685618729096,r01,0.7780972088115706,S3-domain,s3,lr_c1_balanced,"{""C"": 1.0, ""class_weight"": ""balanced""}",0.9,3809,4.039001500000012,1451,3.853931799999998,0.9825669798984278,0.9917689756455088,f_stable,13,"[""subdomain_depth"", ""dot_count"", ""hyphen_count"", ""token_count"", ""special_char_count"", ""hostname_length"", ""registrable_domain_length"", ""path_length"", ""char_type_transition_count"", ""question_mark_count"", ""slash_count"", ""letter_count"", ""equals_sign_count""]",0.0008515000000102,0.0045353999999804,200.0,200.0,2.2676999999902137e-05,raw_log_odds,0.746387550722144,-0.0035743902484330903
0.9410120623712857,0.9605100791689188,master,iscx_url2016_binary,ISCX-URL2016-binary,7,394,0.0742975674146709,0.0365434999998797,5.3756251838599165e-06,0.9210074610333374,rf,20261002,5303,1495,6798,20260903.0,0.998347912872632,0.7906482465462275,0.9953177257525084,r01,0.9992216181034652,S3-domain,s3,rf_unlimited_leaf5_balanced,"{""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 5, ""n_estimators"": 200}",0.56,4909,9.20740479999995,1488,9.149899300000016,0.9987143193561692,0.9999764735405754,f_all,35,"[""url_length"", ""hostname_length"", ""path_length"", ""query_length"", ""fragment_length"", ""digit_count"", ""letter_count"", ""special_char_count"", ""digit_ratio"", ""letter_ratio"", ""special_char_ratio"", ""dot_count"", ""hyphen_count"", ""underscore_count"", ""slash_count"", ""question_mark_count"", ""equals_sign_count"", ""percent_sign_count"", ""at_sign_count"", ""subdomain_depth"", ""path_segment_count"", ""query_parameter_count"", ""has_port"", ""has_userinfo"", ""host_is_ip"", ""tld_length"", ""registrable_domain_length"", ""domain_digit_ratio"", ""domain_hyphen_ratio"", ""url_char_entropy"", ""longest_repeated_char_run"", ""char_type_transition_count"", ""token_count"", ""token_mean_length"", ""token_max_length""]",0.0095580999995945,3.1866868000001887,200.0,200.0,0.0159334340000009,positive_class_probability,0.9210074610333374,0.0
0.8879082082965578,0.925512094182822,,iscx_url2016_binary,,11,751,0.1416179521025834,0.0401971999999659,5.913092085902613e-06,0.8592377537283785,rf,20261002,5303,1495,6798,,0.9956762569333164,0.6639821029082774,0.9926421404682274,r01,0.9975094554290906,S3-domain,s3,rf_depth24_leaf2,"{""class_weight"": null, ""max_depth"": 24, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""n_estimators"": 200}",0.56,4552,,1484,7.129351499999757,0.9982857591415588,0.9999473455431924,f_mi,15,"[""url_length"", ""subdomain_depth"", ""token_count"", ""special_char_count"", ""path_length"", ""char_type_transition_count"", ""hostname_length"", ""dot_count"", ""hyphen_count"", ""special_char_ratio"", ""token_mean_length"", ""digit_ratio"", ""longest_repeated_char_run"", ""letter_ratio"", ""letter_count""]",,,,,,,0.9210074610333374,-0.0617697073049589
0.9929390997352162,0.9942734503155594,,iscx_url2016_binary,,5,43,0.00810861776353,0.0358947999998235,5.280200058814885e-06,0.9898029694089082,rf,20261002,5303,1495,6798,,0.9988218181020176,0.9719504240052184,0.9966555183946488,r01,0.9993775215265922,S3-domain,s3,rf_unlimited_leaf5_balanced,"{""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 5, ""n_estimators"": 200}",0.61,5260,,1490,6.354844899999989,0.998928338982753,0.9997530344153512,f_permutation,15,"[""url_length"", ""dot_count"", ""subdomain_depth"", ""hostname_length"", ""path_length"", ""token_max_length"", ""hyphen_count"", ""path_segment_count"", ""slash_count"", ""token_mean_length"", ""token_count"", ""question_mark_count"", ""equals_sign_count"", ""registrable_domain_length"", ""query_length""]",,,,,,,0.9210074610333374,0.0687955083755708
0.9657252132980289,0.9751493601463675,,iscx_url2016_binary,,12,221,0.041674523854422,0.0557238999999754,8.197102088846043e-06,0.9523772141571966,rf,20261002,5303,1495,6798,20260903.0,0.9966551490718604,0.8703051643192489,0.9919732441471572,r01,0.9981746938219485,S3-domain,s3,rf_depth24_leaf2,"{""class_weight"": null, ""max_depth"": 24, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""n_estimators"": 200}",0.54,5082,10.643454099999984,1483,7.0864950000000135,0.998928338982753,0.9995750299869,f_single,15,"[""subdomain_depth"", ""url_length"", ""hyphen_count"", ""dot_count"", ""path_length"", ""hostname_length"", ""longest_repeated_char_run"", ""token_max_length"", ""special_char_count"", ""token_count"", ""char_type_transition_count"", ""token_mean_length"", ""digit_count"", ""digit_ratio"", ""slash_count""]",0.0113316999999995,3.3321354999999926,200.0,200.0,0.0166606774999999,positive_class_probability,0.9210074610333374,0.031369753123859145
0.994704324801412,0.9937237520000352,,iscx_url2016_binary,,12,24,0.0045257401470865,0.0426024999999867,6.266916740215766e-06,0.9923049223870262,rf,20261002,5303,1495,6798,20260903.0,0.997138225911636,0.9840743198407432,0.9919732441471572,r01,0.9984523179597338,S3-domain,s3,rf_unlimited_leaf5_balanced,"{""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 5, ""n_estimators"": 200}",0.65,5279,9.867357400000005,1483,7.047558099999975,0.9987136939702372,0.9997017492233776,f_stable,15,"[""subdomain_depth"", ""url_length"", ""dot_count"", ""hyphen_count"", ""path_length"", ""hostname_length"", ""token_count"", ""longest_repeated_char_run"", ""special_char_count"", ""token_max_length"", ""char_type_transition_count"", ""token_mean_length"", ""digit_count"", ""letter_count"", ""slash_count""]",0.0107844999999997,2.6059527000000458,200.0,200.0,0.0130297635000002,positive_class_probability,0.9210074610333374,0.07129746135368875
0.7878787878787878,0.863799061173804,master,iscx_url2016_binary,ISCX-URL2016-binary,1,1441,0.2717329813313219,0.0070009999999456,1.029861724028484e-06,0.7585857834602212,xgb,20261002,5303,1495,6798,20260903.0,0.997791216899824,0.5090289608177172,0.9993311036789296,r01,0.9988365265575048,S3-domain,s3,xgb_d6_lr01_balanced,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.1, ""max_depth"": 6, ""n_estimators"": 200, ""reg_lambda"": 1.0, ""scale_pos_weight"": 3.537326264507809, ""subsample"": 0.9}",0.3,3862,5.402076300000317,1494,5.371670699999868,0.9995716479380692,0.9999982572993018,f_all,35,"[""url_length"", ""hostname_length"", ""path_length"", ""query_length"", ""fragment_length"", ""digit_count"", ""letter_count"", ""special_char_count"", ""digit_ratio"", ""letter_ratio"", ""special_char_ratio"", ""dot_count"", ""hyphen_count"", ""underscore_count"", ""slash_count"", ""question_mark_count"", ""equals_sign_count"", ""percent_sign_count"", ""at_sign_count"", ""subdomain_depth"", ""path_segment_count"", ""query_parameter_count"", ""has_port"", ""has_userinfo"", ""host_is_ip"", ""tld_length"", ""registrable_domain_length"", ""domain_digit_ratio"", ""domain_hyphen_ratio"", ""url_char_entropy"", ""longest_repeated_char_run"", ""char_type_transition_count"", ""token_count"", ""token_mean_length"", ""token_max_length""]",0.0385801999996147,0.0248661000000538,200.0,200.0,0.0001243305000002,raw_margin,0.7585857834602212,0.0
0.7958223006766696,0.8676897093019222,,iscx_url2016_binary,,6,1382,0.2606072034697341,0.0068894999999429,1.0134598411213483e-06,0.7658548351315122,xgb,20261002,5303,1495,6798,,0.9946490390088712,0.5186346220828979,0.9959866220735786,r01,0.9973594803723772,S3-domain,s3,xgb_d6_lr01_balanced,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.1, ""max_depth"": 6, ""n_estimators"": 200, ""reg_lambda"": 1.0, ""scale_pos_weight"": 3.537326264507809, ""subsample"": 0.9}",0.49,3921,,1489,4.889319899999919,0.9987149438142076,0.999975104275741,f_mi,15,"[""url_length"", ""subdomain_depth"", ""token_count"", ""special_char_count"", ""path_length"", ""char_type_transition_count"", ""hostname_length"", ""dot_count"", ""hyphen_count"", ""special_char_ratio"", ""token_mean_length"", ""digit_ratio"", ""longest_repeated_char_run"", ""letter_ratio"", ""letter_count""]",,,,,,,0.7585857834602212,0.007269051671290994
