accuracy,balanced_accuracy,corpus_version,dataset,dataset_display,fn,fp,fpr,inference_seconds,inference_seconds_per_sample,macro_f1,model,model_seed,n_benign,n_phishing,n_samples,partition_seed,pr_auc,precision,recall,repetition,roc_auc,scenario,scenario_key,selected_candidate,selected_params_json,threshold,tn,total_run_seconds,tp,tuning_seconds,validation_macro_f1,validation_roc_auc,feature_set,n_features,feature_names_json,shap_setup_seconds,shap_explain_seconds,shap_cohort_size,shap_background_size,shap_seconds_per_sample,model_output_scale,brier_score,ece_15,inverted_roc_auc,log_loss,model_classes_json,persisted_roc_auc,persisted_pr_auc,roc_auc_persistence_difference,pr_auc_persistence_difference,threshold_prediction_mismatches_after_persistence,prediction_path
0.9994185201337404,0.9986586183769282,,iscx_url2016_binary,,4,0,0.0,0.0472763000002487,6.872554150348705e-06,0.9991428795707794,rf,20261001,5388,1491,6879,,0.999881180337762,1.0,0.9973172367538564,r00,0.9999643991143098,S3-domain,s3,rf_depth24_leaf2,"{""class_weight"": null, ""max_depth"": 24, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""n_estimators"": 200}",0.66,5388,,1487,6.563655800000106,0.998066511046646,0.9985481809059932,f_dcss_15,15,"[""subdomain_depth"", ""url_length"", ""dot_count"", ""hyphen_count"", ""path_length"", ""hostname_length"", ""token_count"", ""longest_repeated_char_run"", ""special_char_count"", ""token_max_length"", ""letter_count"", ""slash_count"", ""token_mean_length"", ""char_type_transition_count"", ""digit_count""]",,,,,,,0.009003696935202187,0.04122662518923217,3.560088569028622e-05,0.04753411180878169,"[0, 1]",0.9999643991143098,0.9998811803377619,0.0,-1.1102230246251565e-16,0,${EXPERIMENT_ROOT}\part11_dcss_innovation\predictions\main_comparison\internal\iscx_url2016_binary\s3\r00\rf\f_dcss_15.parquet
0.9975287105683964,0.994299128101945,,iscx_url2016_binary,,17,0,0.0,0.0362443999997594,5.268847216130176e-06,0.9963456734261432,rf,20261001,5388,1491,6879,,0.9999738091869822,1.0,0.98859825620389,r00,0.9999926557613436,S3-domain,s3,rf_depth24_leaf2,"{""class_weight"": null, ""max_depth"": 24, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""n_estimators"": 200}",0.71,5388,,1474,7.130783399999928,0.998066511046646,0.9986807492698336,f_dcss_20,20,"[""subdomain_depth"", ""url_length"", ""dot_count"", ""hyphen_count"", ""path_length"", ""hostname_length"", ""token_count"", ""longest_repeated_char_run"", ""special_char_count"", ""token_max_length"", ""letter_count"", ""slash_count"", ""char_type_transition_count"", ""token_mean_length"", ""digit_count"", ""registrable_domain_length"", ""digit_ratio"", ""special_char_ratio"", ""question_mark_count"", ""percent_sign_count""]",,,,,,,0.008999111306273474,0.04071338215291028,7.344238656387715e-06,0.04693676790471119,"[0, 1]",0.9999926557613436,0.9999738091869822,0.0,0.0,0,${EXPERIMENT_ROOT}\part11_dcss_innovation\predictions\main_comparison\internal\iscx_url2016_binary\s3\r00\rf\f_dcss_20.parquet
0.9925861317051896,0.9828973843058352,,iscx_url2016_binary,,51,0,0.0,0.0426270000002659,6.196685564800986e-06,0.9889446745923772,rf,20261001,5388,1491,6879,,0.9999411373778728,1.0,0.96579476861167,r00,0.9999831953861252,S3-domain,s3,rf_depth16_leaf1,"{""class_weight"": null, ""max_depth"": 16, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""n_estimators"": 200}",0.82,5388,,1440,6.459810400000151,0.9959201580083552,0.9980856421902916,f_mi,15,"[""url_length"", ""subdomain_depth"", ""token_count"", ""special_char_count"", ""path_length"", ""hostname_length"", ""dot_count"", ""char_type_transition_count"", ""hyphen_count"", ""token_mean_length"", ""special_char_ratio"", ""digit_ratio"", ""letter_ratio"", ""longest_repeated_char_run"", ""letter_count""]",,,,,,,0.002320315352419977,0.014605185727654553,1.6804613874785535e-05,0.0172279972080575,,0.9999831953861253,0.9999411373778727,1.1102230246251565e-16,-1.1102230246251565e-16,0,${EXPERIMENT_ROOT}\part8_traditional_baselines_and_error_analysis\predictions\internal\iscx_url2016_binary\s3\r00\rf\f_mi.parquet
0.9997092600668702,0.999329309188464,,iscx_url2016_binary,,2,0,0.0,0.0417120000001887,6.063672045382863e-06,0.9995716479380692,rf,20261001,5388,1491,6879,,0.9994715538500698,1.0,0.9986586183769284,r00,0.9997587604319308,S3-domain,s3,rf_unlimited_leaf5_balanced,"{""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 5, ""n_estimators"": 200}",0.62,5388,,1489,5.829562200000055,0.9989268745006724,0.9992077432033486,f_permutation,15,"[""url_length"", ""subdomain_depth"", ""dot_count"", ""hostname_length"", ""path_length"", ""hyphen_count"", ""token_max_length"", ""slash_count"", ""longest_repeated_char_run"", ""tld_length"", ""question_mark_count"", ""domain_digit_ratio"", ""host_is_ip"", ""path_segment_count"", ""token_count""]",,,,,,,0.01991950905381848,0.06748384620421137,0.00024123956806914242,0.08115263158878319,,0.9997587604319308,0.9994715538500698,0.0,0.0,0,${EXPERIMENT_ROOT}\part8_traditional_baselines_and_error_analysis\predictions\internal\iscx_url2016_binary\s3\r00\rf\f_permutation.parquet
0.9992731501671754,0.9983232729711604,,iscx_url2016_binary,,5,0,0.0,0.0477445999999872,6.940630905653039e-06,0.998928338982753,rf,20261001,5388,1491,6879,20260902.0,0.999791616051138,1.0,0.9966465459423206,r00,0.9999309143651812,S3-domain,s3,rf_unlimited_leaf5_balanced,"{""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 5, ""n_estimators"": 200}",0.72,5388,11.762366100000008,1486,8.804552399999977,0.9980674432671156,0.9990206843226872,f_single,15,"[""subdomain_depth"", ""url_length"", ""dot_count"", ""hyphen_count"", ""path_length"", ""hostname_length"", ""longest_repeated_char_run"", ""special_char_count"", ""token_count"", ""char_type_transition_count"", ""token_max_length"", ""slash_count"", ""digit_count"", ""letter_count"", ""token_mean_length""]",0.0172198000000207,2.700737900000007,200.0,200.0,0.0135036895,positive_class_probability,0.01305944196376374,0.051516813758019385,6.908563481856248e-05,0.06049696648428989,,0.9999309143651813,0.9997916160511381,1.1102230246251565e-16,1.1102230246251565e-16,0,${EXPERIMENT_ROOT}\part6_stable_feature_selection\predictions\iscx_url2016_binary\s3\r00\rf\f_single.parquet
0.9995638901003052,0.998993963782696,,iscx_url2016_binary,,3,0,0.0,0.0469343999999978,6.822852158743687e-06,0.9993573158505308,rf,20261001,5388,1491,6879,20260902.0,0.9998244959053796,1.0,0.9979879275653925,r00,0.9999406236976424,S3-domain,s3,rf_depth16_leaf1,"{""class_weight"": null, ""max_depth"": 16, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""n_estimators"": 200}",0.65,5388,10.7523951,1488,7.238502299999993,0.998066511046646,0.9987744679133476,f_stable,15,"[""subdomain_depth"", ""url_length"", ""dot_count"", ""hyphen_count"", ""path_length"", ""hostname_length"", ""token_count"", ""longest_repeated_char_run"", ""special_char_count"", ""token_max_length"", ""letter_count"", ""char_type_transition_count"", ""slash_count"", ""token_mean_length"", ""digit_count""]",0.0136942000000033,3.286524799999995,200.0,200.0,0.0164326239999999,positive_class_probability,0.007751791913674716,0.03705048843699636,5.937630235757529e-05,0.0424366817539485,,0.9999406236976425,0.9998244959053795,1.1102230246251565e-16,-1.1102230246251565e-16,0,${EXPERIMENT_ROOT}\part6_stable_feature_selection\predictions\iscx_url2016_binary\s3\r00\rf\f_stable.parquet
0.9997092600668702,0.999329309188464,master,iscx_url2016_binary,ISCX-URL2016-binary,2,0,0.0,0.0077089000001251,1.1206425352704086e-06,0.9995716479380692,xgb,20261001,5388,1491,6879,20260902.0,0.9999991006491626,1.0,0.9986586183769284,r00,0.9999997510427574,S3-domain,s3,xgb_d6_lr01_balanced,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.1, ""max_depth"": 6, ""n_estimators"": 200, ""reg_lambda"": 1.0, ""scale_pos_weight"": 3.537326264507809, ""subsample"": 0.9}",0.91,5388,5.082260000000133,1489,5.046843099999933,0.9989268745006724,0.999186930853174,f_all,35,"[""url_length"", ""hostname_length"", ""path_length"", ""query_length"", ""fragment_length"", ""digit_count"", ""letter_count"", ""special_char_count"", ""digit_ratio"", ""letter_ratio"", ""special_char_ratio"", ""dot_count"", ""hyphen_count"", ""underscore_count"", ""slash_count"", ""question_mark_count"", ""equals_sign_count"", ""percent_sign_count"", ""at_sign_count"", ""subdomain_depth"", ""path_segment_count"", ""query_parameter_count"", ""has_port"", ""has_userinfo"", ""host_is_ip"", ""tld_length"", ""registrable_domain_length"", ""domain_digit_ratio"", ""domain_hyphen_ratio"", ""url_char_entropy"", ""longest_repeated_char_run"", ""char_type_transition_count"", ""token_count"", ""token_mean_length"", ""token_max_length""]",0.0384644000000662,0.025604899999962,200.0,200.0,0.0001280244999998,raw_margin,0.0005144344649798844,0.002890548007927593,2.4895724258945947e-07,0.003432649901405747,,0.9999997510427574,0.9999991006491626,0.0,0.0,0,${EXPERIMENT_ROOT}\part4_baseline_models\predictions\internal\iscx_url2016_binary\s3\r00\xgb.parquet
0.9991277802006104,0.9979879275653925,,iscx_url2016_binary,,6,0,0.0,0.0087247000001298,1.2683093473077213e-06,0.9987136939702372,xgb,20261001,5388,1491,6879,,0.9998344026397028,1.0,0.9959758551307848,r00,0.9999436111845535,S3-domain,s3,xgb_d6_lr005,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.05, ""max_depth"": 6, ""n_estimators"": 250, ""reg_lambda"": 1.0, ""scale_pos_weight"": 1.0, ""subsample"": 0.9}",0.94,5388,,1485,4.539059200000338,0.997204483518255,0.9993009573050404,f_dcss_10,10,"[""subdomain_depth"", ""url_length"", ""dot_count"", ""hostname_length"", ""hyphen_count"", ""token_mean_length"", ""token_max_length"", ""path_length"", ""slash_count"", ""longest_repeated_char_run""]",,,,,,,0.0005767705166917314,0.0032728720640371476,5.63888154465023e-05,0.004901720313585021,"[0, 1]",0.9999436111845535,0.9998344026397027,0.0,-1.1102230246251565e-16,0,${EXPERIMENT_ROOT}\part11_dcss_innovation\predictions\main_comparison\internal\iscx_url2016_binary\s3\r00\xgb\f_dcss_10.parquet
0.9997092600668702,0.999329309188464,,iscx_url2016_binary,,2,0,0.0,0.0087957000000642,1.2786306149242976e-06,0.9995716479380692,xgb,20261001,5388,1491,6879,,0.9999827219131958,1.0,0.9986586183769284,r00,0.9999951453337697,S3-domain,s3,xgb_d6_lr005,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.05, ""max_depth"": 6, ""n_estimators"": 250, ""reg_lambda"": 1.0, ""scale_pos_weight"": 1.0, ""subsample"": 0.9}",0.71,5388,,1489,4.367896200000359,0.9989268745006724,0.9993251753125164,f_dcss_15,15,"[""subdomain_depth"", ""url_length"", ""dot_count"", ""hostname_length"", ""hyphen_count"", ""token_max_length"", ""token_mean_length"", ""longest_repeated_char_run"", ""path_length"", ""slash_count"", ""tld_length"", ""digit_ratio"", ""token_count"", ""url_char_entropy"", ""path_segment_count""]",,,,,,,0.0005967755598325203,0.00387622253657766,4.854666230493566e-06,0.004807566744163025,"[0, 1]",0.9999951453337695,0.9999827219131958,-1.1102230246251565e-16,0.0,0,${EXPERIMENT_ROOT}\part11_dcss_innovation\predictions\main_comparison\internal\iscx_url2016_binary\s3\r00\xgb\f_dcss_15.parquet
0.9997092600668702,0.999329309188464,,iscx_url2016_binary,,2,0,0.0,0.0075564000003396,1.0984736154004412e-06,0.9995716479380692,xgb,20261001,5388,1491,6879,,0.9999995504753274,1.0,0.9986586183769284,r00,0.9999998755213788,S3-domain,s3,xgb_d6_lr01_balanced,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.1, ""max_depth"": 6, ""n_estimators"": 200, ""reg_lambda"": 1.0, ""scale_pos_weight"": 3.537326264507809, ""subsample"": 0.9}",0.9,5388,,1489,4.641086100000393,0.9989268745006724,0.9993032277432412,f_dcss_20,20,"[""subdomain_depth"", ""url_length"", ""dot_count"", ""hostname_length"", ""hyphen_count"", ""token_max_length"", ""token_mean_length"", ""longest_repeated_char_run"", ""path_length"", ""slash_count"", ""tld_length"", ""digit_ratio"", ""token_count"", ""registrable_domain_length"", ""url_char_entropy"", ""path_segment_count"", ""special_char_ratio"", ""percent_sign_count"", ""char_type_transition_count"", ""letter_count""]",,,,,,,0.0005577146268682841,0.0034605140521541573,1.2447862129472973e-07,0.003935484396146189,"[0, 1]",0.9999998755213787,0.9999995504753274,-1.1102230246251565e-16,0.0,0,${EXPERIMENT_ROOT}\part11_dcss_innovation\predictions\main_comparison\internal\iscx_url2016_binary\s3\r00\xgb\f_dcss_20.parquet
0.9941852013374036,0.9865861837692824,,iscx_url2016_binary,,40,0,0.0,0.0104962000000341,1.5258322430635485e-06,0.9913527910409936,xgb,20261001,5388,1491,6879,,0.9999044115738932,1.0,0.9731723675385648,r00,0.999972490224694,S3-domain,s3,xgb_d4_lr005,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.05, ""max_depth"": 4, ""n_estimators"": 300, ""reg_lambda"": 1.0, ""scale_pos_weight"": 1.0, ""subsample"": 0.9}",0.95,5388,,1451,5.383417000000009,0.9816950521709862,0.9976881893696824,f_mi,15,"[""url_length"", ""subdomain_depth"", ""token_count"", ""special_char_count"", ""path_length"", ""hostname_length"", ""dot_count"", ""char_type_transition_count"", ""hyphen_count"", ""token_mean_length"", ""special_char_ratio"", ""digit_ratio"", ""letter_ratio"", ""longest_repeated_char_run"", ""letter_count""]",,,,,,,0.001342947896619626,0.0033332539083507293,2.750977530613043e-05,0.006139457926812288,,0.9999724902246939,0.9999044115738932,-1.1102230246251565e-16,0.0,0,${EXPERIMENT_ROOT}\part8_traditional_baselines_and_error_analysis\predictions\internal\iscx_url2016_binary\s3\r00\xgb\f_mi.parquet
0.9992731501671754,0.9983232729711604,,iscx_url2016_binary,,5,0,0.0,0.0060622999999395,8.81276348297655e-07,0.998928338982753,xgb,20261001,5388,1491,6879,,0.9999539410498308,1.0,0.9966465459423206,r00,0.9999868052661428,S3-domain,s3,xgb_d4_lr005,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.05, ""max_depth"": 4, ""n_estimators"": 300, ""reg_lambda"": 1.0, ""scale_pos_weight"": 1.0, ""subsample"": 0.9}",0.79,5388,,1486,5.758515200000147,0.9989268745006724,0.9991222233644488,f_permutation,15,"[""url_length"", ""dot_count"", ""subdomain_depth"", ""hostname_length"", ""hyphen_count"", ""path_length"", ""token_max_length"", ""tld_length"", ""token_mean_length"", ""question_mark_count"", ""special_char_ratio"", ""slash_count"", ""percent_sign_count"", ""longest_repeated_char_run"", ""digit_ratio""]",,,,,,,0.0010758206513185962,0.006522389345712404,1.3194733857238969e-05,0.007801874210833867,,0.9999868052661427,0.9999539410498307,-1.1102230246251565e-16,-1.1102230246251565e-16,0,${EXPERIMENT_ROOT}\part8_traditional_baselines_and_error_analysis\predictions\internal\iscx_url2016_binary\s3\r00\xgb\f_permutation.parquet
