accuracy,balanced_accuracy,cohort,corpus_version,fn,fp,fpr,inference_seconds_all_target,inference_seconds_per_sample,macro_f1,model,model_seed,n_benign,n_phishing,n_samples,pr_auc,precision,recall,repetition,roc_auc,scenario,selected_candidate,selected_params_json,source_dataset,target_dataset,threshold,tn,tp,feature_set,n_features,feature_names_json,source_validation_threshold,brier_score,ece_15,inverted_roc_auc,log_loss,model_classes_json,persisted_roc_auc,persisted_pr_auc,roc_auc_persistence_difference,pr_auc_persistence_difference,threshold_prediction_mismatches_after_persistence,prediction_path
0.3991560785384543,0.4694391765323197,primary_domain_filtered,,6097,134730,0.9999332041947766,0.0417016999999759,1.7685724342951645e-07,0.2853355677303755,lr,20261001,134739,99643,234382,0.4553653296440658,0.4097934079798139,0.938811557259416,r00,0.3590344585812255,S4-external,lr_c1,"{""C"": 1.0, ""class_weight"": null}",iscx_url2016_binary,phiusiil,0.8,9,93546,f_permutation,15,"[""subdomain_depth"", ""dot_count"", ""token_count"", ""char_type_transition_count"", ""slash_count"", ""hyphen_count"", ""special_char_ratio"", ""tld_length"", ""registrable_domain_length"", ""query_length"", ""equals_sign_count"", ""special_char_count"", ""letter_count"", ""url_length"", ""question_mark_count""]",0.8,0.5868060179052004,0.5911476382449073,0.6409655414187744,6.114755966403101,,0.35903445858122557,0.45536532964406584,5.551115123125783e-17,5.551115123125783e-17,0,${EXPERIMENT_ROOT}\part8_traditional_baselines_and_error_analysis\predictions\external\iscx_url2016_binary\r00\lr\f_permutation.parquet
0.4018270262475985,0.4692985077647554,unfiltered,,6205,134840,0.9999332586819332,0.0417016999999759,1.7685724342951645e-07,0.2866974092288937,lr,20261001,134849,100944,235793,0.4602152226133408,0.4126640502833447,0.938530274211444,r00,0.3599650884685198,S4-external,lr_c1,"{""C"": 1.0, ""class_weight"": null}",iscx_url2016_binary,phiusiil,0.8,9,94739,f_permutation,15,"[""subdomain_depth"", ""dot_count"", ""token_count"", ""char_type_transition_count"", ""slash_count"", ""hyphen_count"", ""special_char_ratio"", ""tld_length"", ""registrable_domain_length"", ""query_length"", ""equals_sign_count"", ""special_char_count"", ""letter_count"", ""url_length"", ""question_mark_count""]",0.8,0.5838647348086164,0.5882874810620431,0.6400349115314802,6.085131001239255,,0.3599650884685198,0.4602152226133408,0.0,0.0,0,${EXPERIMENT_ROOT}\part8_traditional_baselines_and_error_analysis\predictions\external\iscx_url2016_binary\r00\lr\f_permutation.parquet
0.404135129830789,0.4753068454382144,primary_domain_filtered,master,4921,134739,1.0,0.0580395999999971,2.4614640807826014e-07,0.2878178326608002,lr,20261001,134739,99643,234382,0.4622748734773821,0.4128021755330971,0.9506136908764288,r00,0.3641396383698967,S4-external,lr_c1,"{""C"": 1.0, ""class_weight"": null}",iscx_url2016_binary,phiusiil,0.76,0,94722,f_single,15,"[""subdomain_depth"", ""token_count"", ""dot_count"", ""registrable_domain_length"", ""hyphen_count"", ""char_type_transition_count"", ""special_char_count"", ""slash_count"", ""question_mark_count"", ""equals_sign_count"", ""special_char_ratio"", ""query_length"", ""letter_count"", ""domain_hyphen_ratio"", ""path_length""]",0.76,0.5856998551535685,0.5899358968601438,0.6358603616301032,5.998049357439247,,0.36413963836989677,0.4622748734773821,5.551115123125783e-17,0.0,0,${EXPERIMENT_ROOT}\part7_external_transfer\predictions\iscx_url2016_binary\r00\lr\f_single.parquet
0.4068144516588702,0.4751347281661119,unfiltered,master,5020,134849,1.0,0.0580395999999971,2.4614640807826014e-07,0.2891742057235535,lr,20261001,134849,100944,235793,0.4670545695882455,0.415663877490001,0.9502694563322238,r00,0.3650256420068198,S4-external,lr_c1,"{""C"": 1.0, ""class_weight"": null}",iscx_url2016_binary,phiusiil,0.76,0,95924,f_single,15,"[""subdomain_depth"", ""token_count"", ""dot_count"", ""registrable_domain_length"", ""hyphen_count"", ""char_type_transition_count"", ""special_char_count"", ""slash_count"", ""question_mark_count"", ""equals_sign_count"", ""special_char_ratio"", ""query_length"", ""letter_count"", ""domain_hyphen_ratio"", ""path_length""]",0.76,0.5827725488673662,0.5870953599594474,0.6349743579931801,5.968862257648608,,0.36502564200681986,0.46705456958824554,5.551115123125783e-17,5.551115123125783e-17,0,${EXPERIMENT_ROOT}\part7_external_transfer\predictions\iscx_url2016_binary\r00\lr\f_single.parquet
0.4041607290662252,0.4753369529219313,primary_domain_filtered,master,4915,134739,1.0,0.0472686000000024,2.004665108803164e-07,0.2878308164443499,lr,20261001,134739,99643,234382,0.4583923088511535,0.4128175293179411,0.9506739058438626,r00,0.3852335320264513,S4-external,lr_c1,"{""C"": 1.0, ""class_weight"": null}",iscx_url2016_binary,phiusiil,0.67,0,94728,f_stable,11,"[""subdomain_depth"", ""token_count"", ""dot_count"", ""registrable_domain_length"", ""char_type_transition_count"", ""special_char_count"", ""hyphen_count"", ""slash_count"", ""equals_sign_count"", ""special_char_ratio"", ""question_mark_count""]",0.67,0.5875891601168645,0.5920788033332107,0.6147664679735487,6.198396487935394,,0.3852335320264513,0.45839230885115356,0.0,5.551115123125783e-17,0,${EXPERIMENT_ROOT}\part7_external_transfer\predictions\iscx_url2016_binary\r00\lr\f_stable.parquet
0.4071155632270678,0.4754864083055952,unfiltered,master,4949,134849,1.0,0.0472686000000024,2.004665108803164e-07,0.2893263168047066,lr,20261001,134849,100944,235793,0.4632258166110411,0.4158436000069311,0.9509728166111904,r00,0.3857701086818557,S4-external,lr_c1,"{""C"": 1.0, ""class_weight"": null}",iscx_url2016_binary,phiusiil,0.67,0,95995,f_stable,11,"[""subdomain_depth"", ""token_count"", ""dot_count"", ""registrable_domain_length"", ""char_type_transition_count"", ""special_char_count"", ""hyphen_count"", ""slash_count"", ""equals_sign_count"", ""special_char_ratio"", ""question_mark_count""]",0.67,0.5846355226951474,0.5891877055575285,0.6142298913181443,6.168225099530548,,0.38577010868185574,0.4632258166110411,5.551115123125783e-17,0.0,0,${EXPERIMENT_ROOT}\part7_external_transfer\predictions\iscx_url2016_binary\r00\lr\f_stable.parquet
0.4117722350692459,0.4842889114137471,primary_domain_filtered,master,3131,134739,1.0,0.727852299999995,3.0868274291433376e-06,0.2916704443114713,rf,20261001,134739,99643,234382,0.3532648452346486,0.4173473844437429,0.9685778228274942,r00,0.35614715128754,S4-external,rf_unlimited_leaf5_balanced,"{""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 5, ""n_estimators"": 200}",iscx_url2016_binary,phiusiil,0.73,0,96512,f_all,35,"[""url_length"", ""hostname_length"", ""path_length"", ""query_length"", ""fragment_length"", ""digit_count"", ""letter_count"", ""special_char_count"", ""digit_ratio"", ""letter_ratio"", ""special_char_ratio"", ""dot_count"", ""hyphen_count"", ""underscore_count"", ""slash_count"", ""question_mark_count"", ""equals_sign_count"", ""percent_sign_count"", ""at_sign_count"", ""subdomain_depth"", ""path_segment_count"", ""query_parameter_count"", ""has_port"", ""has_userinfo"", ""host_is_ip"", ""tld_length"", ""registrable_domain_length"", ""domain_digit_ratio"", ""domain_hyphen_ratio"", ""url_char_entropy"", ""longest_repeated_char_run"", ""char_type_transition_count"", ""token_count"", ""token_mean_length"", ""token_max_length""]",0.73,0.5772560294557479,0.581407496942823,0.6438528487869433,17.60653341613455,,0.3561471512130566,0.35326485071511593,-7.448336392101851e-11,5.480467357710239e-09,0,${EXPERIMENT_ROOT}\part4_baseline_models\predictions\s4\iscx_url2016_binary\r00\rf\s4_predictions.parquet
0.4148045107361117,0.4844666349659217,unfiltered,master,3136,134849,1.0,0.727852299999995,3.0868274291433376e-06,0.2931885695786284,rf,20261001,134849,100944,235793,0.3553084332124437,0.4203956897922693,0.9689332699318434,r00,0.3545875002255771,S4-external,rf_unlimited_leaf5_balanced,"{""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 5, ""n_estimators"": 200}",iscx_url2016_binary,phiusiil,0.73,0,97808,f_all,35,"[""url_length"", ""hostname_length"", ""path_length"", ""query_length"", ""fragment_length"", ""digit_count"", ""letter_count"", ""special_char_count"", ""digit_ratio"", ""letter_ratio"", ""special_char_ratio"", ""dot_count"", ""hyphen_count"", ""underscore_count"", ""slash_count"", ""question_mark_count"", ""equals_sign_count"", ""percent_sign_count"", ""at_sign_count"", ""subdomain_depth"", ""path_segment_count"", ""query_parameter_count"", ""has_port"", ""has_userinfo"", ""host_is_ip"", ""tld_length"", ""registrable_domain_length"", ""domain_digit_ratio"", ""domain_hyphen_ratio"", ""url_char_entropy"", ""longest_repeated_char_run"", ""char_type_transition_count"", ""token_count"", ""token_mean_length"", ""token_max_length""]",0.73,0.5742858993489236,0.5784391226144348,0.6454124998478863,17.513001583438882,,0.35458750015211354,0.35530843858409905,-7.346356856174907e-11,5.3716553427562985e-09,0,${EXPERIMENT_ROOT}\part4_baseline_models\predictions\s4\iscx_url2016_binary\r00\rf\s4_predictions.parquet
0.4093445742420493,0.4814337183745973,primary_domain_filtered,,3700,134739,1.0,0.530227400000058,2.248698646694592e-06,0.2904503140846136,rf,20261001,134739,99643,234382,0.3826030145220905,0.415910214060915,0.9628674367491946,r00,0.4117268919601158,S4-external,rf_unlimited_leaf5_balanced,"{""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 5, ""n_estimators"": 200}",iscx_url2016_binary,phiusiil,0.85,0,95943,f_dcss_10,10,"[""subdomain_depth"", ""url_length"", ""dot_count"", ""hyphen_count"", ""path_length"", ""hostname_length"", ""token_count"", ""longest_repeated_char_run"", ""special_char_count"", ""token_max_length""]",0.85,0.5789860397153961,0.5821127526500645,0.588273108039884,19.37700217021892,"[0, 1]",0.41172689196011586,0.3826030145220905,5.551115123125783e-17,0.0,0,${EXPERIMENT_ROOT}\part11_dcss_innovation\predictions\main_comparison\external\iscx_url2016_binary\r00\rf\f_dcss_10.parquet
0.4123701721425148,0.4816234744016484,unfiltered,,3710,134849,1.0,0.530227400000058,2.248698646694592e-06,0.291970320724746,rf,20261001,134849,100944,235793,0.3847069655684643,0.4189621816332949,0.9632469488032968,r00,0.4100910822844003,S4-external,rf_unlimited_leaf5_balanced,"{""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 5, ""n_estimators"": 200}",iscx_url2016_binary,phiusiil,0.85,0,97234,f_dcss_10,10,"[""subdomain_depth"", ""url_length"", ""dot_count"", ""hyphen_count"", ""path_length"", ""hostname_length"", ""token_count"", ""longest_repeated_char_run"", ""special_char_count"", ""token_max_length""]",0.85,0.576001235962604,0.5790991662092233,0.5899089177155997,19.276657498325346,"[0, 1]",0.4100910822844003,0.3847069655684643,0.0,0.0,0,${EXPERIMENT_ROOT}\part11_dcss_innovation\predictions\main_comparison\external\iscx_url2016_binary\r00\rf\f_dcss_10.parquet
0.4139951020129532,0.4869032445831618,primary_domain_filtered,,2610,134739,1.0,0.5304564999996728,2.249670261626396e-06,0.2927839717574642,rf,20261001,134739,99643,234382,0.3760633948151787,0.4186571285573753,0.9738064891663236,r00,0.3975389861470879,S4-external,rf_depth24_leaf2,"{""class_weight"": null, ""max_depth"": 24, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""n_estimators"": 200}",iscx_url2016_binary,phiusiil,0.66,0,97033,f_dcss_15,15,"[""subdomain_depth"", ""url_length"", ""dot_count"", ""hyphen_count"", ""path_length"", ""hostname_length"", ""token_count"", ""longest_repeated_char_run"", ""special_char_count"", ""token_max_length"", ""letter_count"", ""slash_count"", ""token_mean_length"", ""char_type_transition_count"", ""digit_count""]",0.66,0.5796397567444644,0.583355147541101,0.6024610138529122,19.663100848546858,"[0, 1]",0.3975389861470879,0.3760633948151787,0.0,0.0,0,${EXPERIMENT_ROOT}\part11_dcss_innovation\predictions\main_comparison\external\iscx_url2016_binary\r00\rf\f_dcss_15.parquet
0.417018316913564,0.4870522269773339,unfiltered,,2614,134849,1.0,0.5304564999996728,2.249670261626396e-06,0.2942928203086887,rf,20261001,134849,100944,235793,0.3785139780054829,0.4216932056488792,0.974104453954668,r00,0.3966777725237839,S4-external,rf_depth24_leaf2,"{""class_weight"": null, ""max_depth"": 24, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""n_estimators"": 200}",iscx_url2016_binary,phiusiil,0.66,0,98330,f_dcss_15,15,"[""subdomain_depth"", ""url_length"", ""dot_count"", ""hyphen_count"", ""path_length"", ""hostname_length"", ""token_count"", ""longest_repeated_char_run"", ""special_char_count"", ""token_max_length"", ""letter_count"", ""slash_count"", ""token_mean_length"", ""char_type_transition_count"", ""digit_count""]",0.66,0.5766602374082384,0.5803966785794425,0.6033222274762158,19.561070636619935,"[0, 1]",0.39667777252378394,0.3785139780054829,5.551115123125783e-17,0.0,0,${EXPERIMENT_ROOT}\part11_dcss_innovation\predictions\main_comparison\external\iscx_url2016_binary\r00\rf\f_dcss_15.parquet
0.4128943348891979,0.4856086227833365,primary_domain_filtered,,2868,134739,1.0,0.6209890999998606,2.6336197427398637e-06,0.292232989186398,rf,20261001,134739,99643,234382,0.3868508344948816,0.4180092780566186,0.971217245566673,r00,0.4225600422192314,S4-external,rf_depth24_leaf2,"{""class_weight"": null, ""max_depth"": 24, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""n_estimators"": 200}",iscx_url2016_binary,phiusiil,0.71,0,96775,f_dcss_20,20,"[""subdomain_depth"", ""url_length"", ""dot_count"", ""hyphen_count"", ""path_length"", ""hostname_length"", ""token_count"", ""longest_repeated_char_run"", ""special_char_count"", ""token_max_length"", ""letter_count"", ""slash_count"", ""char_type_transition_count"", ""token_mean_length"", ""digit_count"", ""registrable_domain_length"", ""digit_ratio"", ""special_char_ratio"", ""question_mark_count"", ""percent_sign_count""]",0.71,0.5788130125225245,0.5826876799153508,0.5774399577807685,17.839422421302817,"[0, 1]",0.4225600422192314,0.38685083449488167,0.0,5.551115123125783e-17,0,${EXPERIMENT_ROOT}\part11_dcss_innovation\predictions\main_comparison\external\iscx_url2016_binary\r00\rf\f_dcss_20.parquet
0.4159241368488462,0.4857742906958313,unfiltered,,2872,134849,1.0,0.6209890999998606,2.6336197427398637e-06,0.2937474727809144,rf,20261001,134849,100944,235793,0.3890242216514631,0.4210526315789473,0.9715485813916628,r00,0.4211135752349315,S4-external,rf_depth24_leaf2,"{""class_weight"": null, ""max_depth"": 24, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""n_estimators"": 200}",iscx_url2016_binary,phiusiil,0.71,0,98072,f_dcss_20,20,"[""subdomain_depth"", ""url_length"", ""dot_count"", ""hyphen_count"", ""path_length"", ""hostname_length"", ""token_count"", ""longest_repeated_char_run"", ""special_char_count"", ""token_max_length"", ""letter_count"", ""slash_count"", ""char_type_transition_count"", ""token_mean_length"", ""digit_count"", ""registrable_domain_length"", ""digit_ratio"", ""special_char_ratio"", ""question_mark_count"", ""percent_sign_count""]",0.71,0.5758464903564868,0.5797542875640116,0.5788864247650685,17.74634692102934,"[0, 1]",0.42111357523493154,0.3890242216514631,5.551115123125783e-17,0.0,0,${EXPERIMENT_ROOT}\part11_dcss_innovation\predictions\main_comparison\external\iscx_url2016_binary\r00\rf\f_dcss_20.parquet
0.4075739604577143,0.4793512840841805,primary_domain_filtered,,4115,134739,1.0,0.3955881000001682,1.6776922979060796e-06,0.2895577581764724,rf,20261001,134739,99643,234382,0.3895860771202438,0.4148575349485597,0.9587025681683612,r00,0.4259230214555309,S4-external,rf_depth16_leaf1,"{""class_weight"": null, ""max_depth"": 16, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""n_estimators"": 200}",iscx_url2016_binary,phiusiil,0.82,0,95528,f_mi,15,"[""url_length"", ""subdomain_depth"", ""token_count"", ""special_char_count"", ""path_length"", ""hostname_length"", ""dot_count"", ""char_type_transition_count"", ""hyphen_count"", ""token_mean_length"", ""special_char_ratio"", ""digit_ratio"", ""letter_ratio"", ""longest_repeated_char_run"", ""letter_count""]",0.82,0.5804357511491399,0.5837036693627607,0.574076978544469,19.85391889441485,,0.4259230214555309,0.38958607712024385,0.0,5.551115123125783e-17,0,${EXPERIMENT_ROOT}\part8_traditional_baselines_and_error_analysis\predictions\external\iscx_url2016_binary\r00\rf\f_mi.parquet
