relative_path,bytes,sha256,source_path,source_sha256
code/part11_dcss_innovation/results/stage11b_validation.json,548,d82844c287f2fac7c6f8064f0177a6c1c9b4bffe430d25982900758d9cde568e,part11_dcss_innovation/results/stage11b_validation.json,c2110e753a7a0c542438236e44d16bb6e6f1ce64fcb9afb57170051adc0f5688
code/part11_dcss_innovation/results/stage11c_validation.json,627,a2203122f675f8ca2ab9435123631afb45cd8a263318d30e9325362e739fef2a,part11_dcss_innovation/results/stage11c_validation.json,7999cb8add2ce7eee881150530f5d25d302d512b40adb60e081cbda8ac9f7a3f
code/part11_dcss_innovation/results/stage11d_validation.json,630,c9eb27a881f59cc7fdb07f0fdb21bcece07e7926455b2436e6fa0f14117ffbaf,part11_dcss_innovation/results/stage11d_validation.json,d2bef754482f26728df18c784ed73bb96e39faab1321574477989f48d02680ac
code/part11_dcss_innovation/results/stage11e_validation.json,862,01269f3e6b1609ba5fac71faea0292aad1ce923678f3fe490f9df490854d6988,part11_dcss_innovation/results/stage11e_validation.json,249908af7333a876ac1cd430e149f357cef380bef7fb0bc70b6258be64960cdb
code/part11_dcss_innovation/results/stage11f_validation.json,460,5e4a0ec901fe79e99466207db181d3465c10da613173e4efb852721d78277eff,part11_dcss_innovation/results/stage11f_validation.json,cdf08a105ba01134e78b6581886c883de9d3a61d70f0d1dcbc53175e9ad088ad
code/part11_dcss_innovation/results/stage11g_conclusion.json,351,6631db2a4f81a3c17c25d0c5906e145e63fef151a85e09209e9f856075a0b9fe,part11_dcss_innovation/results/stage11g_conclusion.json,4b20f7f33390645ec56be62d89dab1b6bce686100dbfca88ca981d5ef8ef7d08
code/part11_dcss_innovation/results/stage11g_h2_cluster_bootstrap_summary.csv,652,70e9ba883cf2aabc7c4e45e3f2ded5e9c5032ac5c55ab66fb24a9302cfefdabb,part11_dcss_innovation/results/stage11g_h2_cluster_bootstrap_summary.csv,ec7f928392bc8f4913755b323843331ecc0f7b180fe8e0eaa2cc130a302babfa
code/part11_dcss_innovation/results/stage11g_validation.json,445,86a6a87c831595768489754d0a7d12518ad1a4c33a6d07c1a16b633b76c1366b,part11_dcss_innovation/results/stage11g_validation.json,19323589b73607493898c4098d96a380f52af5abb042662bad4aaa5be08698ec
code/part11_dcss_innovation/scripts/ablation_utils.py,2744,af33a9e188749e7b1949560b4ed4b060dc9658e23f8cc1ee16767ce2db483982,part11_dcss_innovation/scripts/ablation_utils.py,af33a9e188749e7b1949560b4ed4b060dc9658e23f8cc1ee16767ce2db483982
code/part11_dcss_innovation/scripts/analyze_stage11b.py,4630,6c7f0db7967dfc5f533e08fc8ce38565cb0bcf3ef22472732a7a12b9d6dd282a,part11_dcss_innovation/scripts/analyze_stage11b.py,6c7f0db7967dfc5f533e08fc8ce38565cb0bcf3ef22472732a7a12b9d6dd282a
code/part11_dcss_innovation/scripts/analyze_stage11c.py,6521,252398f9e4d2c14a3cf0e148ca2823e17cff9ae06aa38ca9cd98e2942138bce6,part11_dcss_innovation/scripts/analyze_stage11c.py,252398f9e4d2c14a3cf0e148ca2823e17cff9ae06aa38ca9cd98e2942138bce6
code/part11_dcss_innovation/scripts/analyze_stage11d.py,13792,22c0b8d3da9556d32f7abf6f706aa5bf98ab86c2e67f3306cafb6d70ee67ecd3,part11_dcss_innovation/scripts/analyze_stage11d.py,22c0b8d3da9556d32f7abf6f706aa5bf98ab86c2e67f3306cafb6d70ee67ecd3
code/part11_dcss_innovation/scripts/analyze_stage11e.py,15682,0fc0c9e56756fb67930fa7e637794fb559818aa5a0d2b8d69a7eec9a1e58be14,part11_dcss_innovation/scripts/analyze_stage11e.py,0fc0c9e56756fb67930fa7e637794fb559818aa5a0d2b8d69a7eec9a1e58be14
code/part11_dcss_innovation/scripts/analyze_stage11f.py,3467,3fc7b127304aea72696fb3138a95e8a1bfda1dd24d73545fca3e371ec264d956,part11_dcss_innovation/scripts/analyze_stage11f.py,3fc7b127304aea72696fb3138a95e8a1bfda1dd24d73545fca3e371ec264d956
code/part11_dcss_innovation/scripts/audit_probability_orientation.py,28053,94aafa39cd53350ea59ebe6e4d4f81ee6f57e56267ffd1787387bf6d81a7b265,part11_dcss_innovation/scripts/audit_probability_orientation.py,94aafa39cd53350ea59ebe6e4d4f81ee6f57e56267ffd1787387bf6d81a7b265
code/part11_dcss_innovation/scripts/build_fixed_role_assignments.py,8687,9f01821a1fc61060b5f41b2d4295b38f618a90bfe88975dfff618f7c71ae907d,part11_dcss_innovation/scripts/build_fixed_role_assignments.py,9f01821a1fc61060b5f41b2d4295b38f618a90bfe88975dfff618f7c71ae907d
code/part11_dcss_innovation/scripts/build_input_manifest.py,6187,a2c5d8871e248ed441448ee3a049bba1e4bb597d9356968c76fb23c3b8c16a19,part11_dcss_innovation/scripts/build_input_manifest.py,2bf357ad26a1b299c26579359bfe0d02c8099c54c6e3641b58e734b0f32b14b0
code/part11_dcss_innovation/scripts/build_stage11e_feature_sets.py,4065,276b2e88182440830d6f1e6d147dd6ea17d0c024e316fdb4b155c9e27f584aa1,part11_dcss_innovation/scripts/build_stage11e_feature_sets.py,276b2e88182440830d6f1e6d147dd6ea17d0c024e316fdb4b155c9e27f584aa1
code/part11_dcss_innovation/scripts/dcss_utils.py,7262,f374fcc853d9fe02ce00d1a6db73d51907f442b7dde7e83f94dbd504abb81e4f,part11_dcss_innovation/scripts/dcss_utils.py,f374fcc853d9fe02ce00d1a6db73d51907f442b7dde7e83f94dbd504abb81e4f
code/part11_dcss_innovation/scripts/evaluate_stage11f.py,7264,0e320d444e774702c083b0fc284feacc7bca1fbb87a6642dab5f8a22c45cf816,part11_dcss_innovation/scripts/evaluate_stage11f.py,0e320d444e774702c083b0fc284feacc7bca1fbb87a6642dab5f8a22c45cf816
code/part11_dcss_innovation/scripts/main_comparison_utils.py,2916,0b5d148e32d796ee5397f1a84284c885edf049cc2d45458c22966069e1096a4b,part11_dcss_innovation/scripts/main_comparison_utils.py,0b5d148e32d796ee5397f1a84284c885edf049cc2d45458c22966069e1096a4b
code/part11_dcss_innovation/scripts/prepare_stage11f_url_phish.py,8218,927fe6cc3238890989a140999e455b168def31d169b07973e20c35e51a8fb207,part11_dcss_innovation/scripts/prepare_stage11f_url_phish.py,927fe6cc3238890989a140999e455b168def31d169b07973e20c35e51a8fb207
code/part11_dcss_innovation/scripts/run_dcss_selection.py,16777,0b252f727c574110da0f1713fc8902ff2335fe14afbe193dc0cc10d53ea9843b,part11_dcss_innovation/scripts/run_dcss_selection.py,0b252f727c574110da0f1713fc8902ff2335fe14afbe193dc0cc10d53ea9843b
code/part11_dcss_innovation/scripts/run_held_domain_diagnostics.py,8968,156655d2be9fbcd293f29ee6362e925691ecd8cf22d54e1146f4b3246a49c63b,part11_dcss_innovation/scripts/run_held_domain_diagnostics.py,156655d2be9fbcd293f29ee6362e925691ecd8cf22d54e1146f4b3246a49c63b
code/part11_dcss_innovation/scripts/run_stage11g_statistics.py,10488,487c4e3d17023057862d9e1ea7ba637f7bf3afbfb8201ff712a5eb6b17e37f14,part11_dcss_innovation/scripts/run_stage11g_statistics.py,487c4e3d17023057862d9e1ea7ba637f7bf3afbfb8201ff712a5eb6b17e37f14
code/part11_dcss_innovation/scripts/stage11g_utils.py,1793,9f632cddb11a9a3fc65281ff388eafeb078d4f519906bebf4f15c69293eea9e4,part11_dcss_innovation/scripts/stage11g_utils.py,9f632cddb11a9a3fc65281ff388eafeb078d4f519906bebf4f15c69293eea9e4
code/part11_dcss_innovation/scripts/train_dcss_main_comparison.py,16139,270e758204e8975f4bfea1d1422b39e242255c9f725062607b30b36820b512f3,part11_dcss_innovation/scripts/train_dcss_main_comparison.py,270e758204e8975f4bfea1d1422b39e242255c9f725062607b30b36820b512f3
code/part11_dcss_innovation/scripts/train_fixed_role_deduplicated.py,12177,d8737407d088c31166c8992c6df290737fb3eacc3514842d877e87a66f41582e,part11_dcss_innovation/scripts/train_fixed_role_deduplicated.py,d8737407d088c31166c8992c6df290737fb3eacc3514842d877e87a66f41582e
code/part11_dcss_innovation/scripts/train_stage11e.py,13016,df13c39f2ea12bb6d4a76b87040242e14ecf5d181c3dd0ee060292879e6d6077,part11_dcss_innovation/scripts/train_stage11e.py,df13c39f2ea12bb6d4a76b87040242e14ecf5d181c3dd0ee060292879e6d6077
code/part11_dcss_innovation/scripts/validate_stage11a.py,6097,da3cb43517fc1489c3a4bc0651d61123bb79edc3dcdb34eeff2b7c295ecf8dc5,part11_dcss_innovation/scripts/validate_stage11a.py,7a0ace61610324f51434d5b5ddb88df986e28a2552414c44a9cb8e06ddcd3831
code/part11_dcss_innovation/scripts/validate_stage11b.py,5258,351c98a61bc876b377df89d7384e1fb11a59361f2634c079b953af239b080510,part11_dcss_innovation/scripts/validate_stage11b.py,351c98a61bc876b377df89d7384e1fb11a59361f2634c079b953af239b080510
code/part11_dcss_innovation/scripts/validate_stage11c.py,11108,030ab9828974080394be9fdc8ae053ee10a9817b1eb5f74dc77a1decf4540504,part11_dcss_innovation/scripts/validate_stage11c.py,030ab9828974080394be9fdc8ae053ee10a9817b1eb5f74dc77a1decf4540504
code/part11_dcss_innovation/scripts/validate_stage11d.py,12168,2f46987729d59a78a5f2cbc4159f2a9878940ec21bb93089b42d926bac91230a,part11_dcss_innovation/scripts/validate_stage11d.py,2f46987729d59a78a5f2cbc4159f2a9878940ec21bb93089b42d926bac91230a
code/part11_dcss_innovation/scripts/validate_stage11e.py,14903,bf86ec2d717d503c699d900a2c7f3d91bc546f07d924f26dc966a424f88e3adf,part11_dcss_innovation/scripts/validate_stage11e.py,bf86ec2d717d503c699d900a2c7f3d91bc546f07d924f26dc966a424f88e3adf
code/part11_dcss_innovation/scripts/validate_stage11f.py,4686,102c26bcb61936c3140f2f462c5e712f08fb8e42f850e6826ff099f007891c10,part11_dcss_innovation/scripts/validate_stage11f.py,102c26bcb61936c3140f2f462c5e712f08fb8e42f850e6826ff099f007891c10
code/part11_dcss_innovation/scripts/validate_stage11g.py,3704,a77c7c819c738963737a2380fddd839036ba72ce152e493c30309f3b372ac746,part11_dcss_innovation/scripts/validate_stage11g.py,a77c7c819c738963737a2380fddd839036ba72ce152e493c30309f3b372ac746
code/part11_dcss_innovation/scripts/verify_dcss_determinism.py,1698,ad01856a8fdfc8e3a783180007c2ab9529f7324abc04ebda493f9c9d042f3548,part11_dcss_innovation/scripts/verify_dcss_determinism.py,ad01856a8fdfc8e3a783180007c2ab9529f7324abc04ebda493f9c9d042f3548
code/part12_security_privacy_revision/results/low_fpr_operating_point_runs.csv,106371,b0cc954795d4f5c7de6ed3c48e3adfc47d7cf0d79a54ce6d50abd68244134157,part12_security_privacy_revision/results/low_fpr_operating_point_runs.csv,2761cc0a4cfc6ccc4de61755db819747ccb41c526ff2dd622e22727312709be4
code/part12_security_privacy_revision/results/low_fpr_operating_point_summary.csv,9588,bd3f6a769a9cbf58799c7ed1ea1ddc4f5d961aa66579cdfb1acb13e6b73ab7e3,part12_security_privacy_revision/results/low_fpr_operating_point_summary.csv,08740b253893da3db61f88a2c47eb04c390ed1092a3deec84971d8285ab11f5c
code/part12_security_privacy_revision/scripts/compute_low_fpr_operating_points.py,11565,b9e5c7497681a5ff05ffc4fe489ffa9f55eb25a6f0a42861159f967b2eff00af,part12_security_privacy_revision/scripts/compute_low_fpr_operating_points.py,b9e5c7497681a5ff05ffc4fe489ffa9f55eb25a6f0a42861159f967b2eff00af
code/part12_security_privacy_revision/scripts/plot_low_fpr_operating_points.py,3423,3a521a5b1f4fe6c7d374cecbeb9b0999b0e91c5afec4098111b0c9602a2e4302,part12_security_privacy_revision/scripts/plot_low_fpr_operating_points.py,3a521a5b1f4fe6c7d374cecbeb9b0999b0e91c5afec4098111b0c9602a2e4302
code/part13_reverse_ranking_mechanism/results/feature_label_association_summary.csv,8424,a4e9eca24a1d1e5b1ec4db76267b7eecb8de9f78437739fc058375f26ea11ddc,part13_reverse_ranking_mechanism/results/feature_label_association_summary.csv,ad1778941a13148b872fde7489ef2f2055fe3ca3cb300ec48a0bbdea2205d489
code/part13_reverse_ranking_mechanism/results/grouped_source_discrimination.csv,820,57055dc4f4991c41b06307a1e9b9dba17c2b352cccad48fd0211af944ba4588f,part13_reverse_ranking_mechanism/results/grouped_source_discrimination.csv,82bb280dd727fc2803e11c26c0042edfa14eccf6a3d7c21ee87efbec641d50fd
code/part13_reverse_ranking_mechanism/results/probability_orientation_summary.csv,5209,50fb323b23fa90f23e071fd1f58dfab8e03ab189f76e49ceea4abc311ab3886d,part13_reverse_ranking_mechanism/results/probability_orientation_summary.csv,c17af73701ac7910e985f5aa50f0e64364fb731ac25b28fce258f059629b21eb
code/part13_reverse_ranking_mechanism/scripts/run_part13_mechanism_audit.py,26096,00af07dfa6a881bd90cb9482ee9faf440b0fa81b04add5c8969a54723d07ccd5,part13_reverse_ranking_mechanism/scripts/run_part13_mechanism_audit.py,00af07dfa6a881bd90cb9482ee9faf440b0fa81b04add5c8969a54723d07ccd5
code/part13_reverse_ranking_mechanism/scripts/validate_part13_outputs.py,4428,13c1ec6385d9ef6d5c03951661a2227bfb6fcb0574e627e8309173a0b12cbcc6,part13_reverse_ranking_mechanism/scripts/validate_part13_outputs.py,13c1ec6385d9ef6d5c03951661a2227bfb6fcb0574e627e8309173a0b12cbcc6
code/part14_low_fpr_uncertainty/results/adjacent_threshold_sensitivity.csv,360743,76afd0ac33b9d34938fd6ec95e5b0e75cf04c3e7a077db4b44365b0d29243544,part14_low_fpr_uncertainty/results/adjacent_threshold_sensitivity.csv,4bef9cc58be2673817a2efd7e40718fdc1aa3b99414a18ea5c3c80aabf597b97
code/part14_low_fpr_uncertainty/results/threshold_uncertainty_runs.csv,55281,d6d5a9f25f349de45a687465e2ed3d518473713a35f416ac8d612c508303d5bb,part14_low_fpr_uncertainty/results/threshold_uncertainty_runs.csv,0c1803bbfea9756080b221547f9e4032dd9a163a599998e2e91fff5ab429c360
code/part14_low_fpr_uncertainty/results/validation_reuse_sensitivity.csv,1489036,cbc33452a8a32bef82f08e60f53bc6d7496b9057498e55851e1697b64bc0d0ca,part14_low_fpr_uncertainty/results/validation_reuse_sensitivity.csv,bad070975609fda7b6ac9da8aa81aaabc1581058f75e92b5dd916db4120767f7
code/part14_low_fpr_uncertainty/results/validation_summary.json,257,630463fe41273df987467d4a138a38a4c39148ad0f29592b713486b3757ce975,part14_low_fpr_uncertainty/results/validation_summary.json,98ab17a26c82ed4efd123ac222c18c55aaab441e6e1369d69abfa644c76dbeb1
code/part14_low_fpr_uncertainty/scripts/run_part14_low_fpr_uncertainty.py,34776,fa0bd907989e403c55f06c2d57a341dd00a2366e31d0c1110700eb41383cab66,part14_low_fpr_uncertainty/scripts/run_part14_low_fpr_uncertainty.py,fa0bd907989e403c55f06c2d57a341dd00a2366e31d0c1110700eb41383cab66
code/part14_low_fpr_uncertainty/scripts/validate_part14_outputs.py,4409,b1accca0e984cf9978b0e3f1c76faf404c622eaa8907ad2e544762345dd2462e,part14_low_fpr_uncertainty/scripts/validate_part14_outputs.py,b1accca0e984cf9978b0e3f1c76faf404c622eaa8907ad2e544762345dd2462e
code/part15_statistical_inference_robustness/results/effect_size_and_auxiliary_tests.csv,3714,80923c871d029709ac501fc3bd550ef9c35d447b2675da8e98bd811a0f27aeb7,part15_statistical_inference_robustness/results/effect_size_and_auxiliary_tests.csv,85d755da0458442893a8c3bcd7158b2e9cddd31e15fdcf41dbee674bad354cba
code/part15_statistical_inference_robustness/results/paired_differences_long.csv,9630,a31e36fed4a761eef7095560a201d3cbf0f2204d9984adbbefd5d637f4cdc3c3,part15_statistical_inference_robustness/results/paired_differences_long.csv,760f9c4644fbc3d70e1e94a0310bf68146727163cbbb1e5dfc6ec9aba871b785
code/part15_statistical_inference_robustness/results/repetition_dependence_sensitivity.csv,9025,3ef0fd285258e3f186e2d3b260c345e8a97c952dbfa3f94c81e397a849757803,part15_statistical_inference_robustness/results/repetition_dependence_sensitivity.csv,5e459c82a194751ad076749312c6385061c4ee3c21675dd96ed5b19dc8551db3
code/part15_statistical_inference_robustness/results/robustness_verdicts.csv,1330,9220d0f02133c82cac965175f730baeed31d2ca73571cb38a6a16b8b02ccf67e,part15_statistical_inference_robustness/results/robustness_verdicts.csv,1f7a1d3713fa771774bb5049bf915f3c16ff228f45b3afb10850014a3ab2b15d
code/part15_statistical_inference_robustness/results/validation_summary.json,172,224bd78cc803905453a5562f4e467a57287a5ffb3412129398540c307a912717,part15_statistical_inference_robustness/results/validation_summary.json,5fa7a83b6e73758619c51df022585462840224137711845a0115f2ef63212abf
code/part15_statistical_inference_robustness/scripts/run_part15_robust_inference.py,24886,505f1ffabc3b7419a4caee553ba55079540a3f63d047c224a6218b474f19051d,part15_statistical_inference_robustness/scripts/run_part15_robust_inference.py,505f1ffabc3b7419a4caee553ba55079540a3f63d047c224a6218b474f19051d
code/part15_statistical_inference_robustness/scripts/validate_part15_outputs.py,4261,ac9babb46946d3bfd4f5b9de35d2d749ec84624842ca358849a2efb9a185d267,part15_statistical_inference_robustness/scripts/validate_part15_outputs.py,ac9babb46946d3bfd4f5b9de35d2d749ec84624842ca358849a2efb9a185d267
code/part2_url_normalization_leakage_audit/data/iscx_url2016_binary_master_features.parquet,2792070,8c49f094ffd36e947346f92843f8246d8a4a9a01978fb3ad52231f764c6f15ce,part2_url_normalization_leakage_audit/data/iscx_url2016_binary_master_features.parquet,a4fc1451386cea434a6d73fb9f4dfe2709f84bef15ec8638fb10755dfc685132
code/part2_url_normalization_leakage_audit/data/phiusiil_master_features.parquet,11979869,6da5b75a9898e5bec5f5eac868e728934dec35c92dc4ad1226d2b9616903540e,part2_url_normalization_leakage_audit/data/phiusiil_master_features.parquet,a6a67002666229e980bce07eef317e8dae15b03c5663fc568fd38a625a52e681
code/part2_url_normalization_leakage_audit/resources/public_suffix_list_tldextract_5.1.3.dat,316061,91aeeed5dfc84a53265d95cfbb0e7bb52df8ed75a24a27568817cd69578a2f80,part2_url_normalization_leakage_audit/resources/public_suffix_list_tldextract_5.1.3.dat,91aeeed5dfc84a53265d95cfbb0e7bb52df8ed75a24a27568817cd69578a2f80
code/part2_url_normalization_leakage_audit/results/feature_dictionary.csv,3843,10257d8403c0ce8dece75906f3a7fff7a272dd36831c0bc06d70d5a67120c715,part2_url_normalization_leakage_audit/results/feature_dictionary.csv,b5f16fdf80a4bdcfaa27d77f9b9cb6a1c4ce5db1a1870607088220f5a8ce5115
code/part2_url_normalization_leakage_audit/results/feature_run_metadata.json,1392,4b8f44f126605df53a48ab5749fa885916cb6a0969adbc2ef363651906e2f6ad,part2_url_normalization_leakage_audit/results/feature_run_metadata.json,d6c6f744c534d0348925eb4c570f3fe9ece9a856a7857e7ed58899949623fa0e
code/part2_url_normalization_leakage_audit/scripts/__init__.py,33,f308397c54b090be9b787009114b19160c2bc10d35415019bbabaa6ed8d4b251,part2_url_normalization_leakage_audit/scripts/__init__.py,f308397c54b090be9b787009114b19160c2bc10d35415019bbabaa6ed8d4b251
code/part2_url_normalization_leakage_audit/scripts/extract_and_audit_features.py,22526,4a191a16ef135864f937c9e45899adc06ccc556de24f7f9d758fd6a0289236a7,part2_url_normalization_leakage_audit/scripts/extract_and_audit_features.py,4a191a16ef135864f937c9e45899adc06ccc556de24f7f9d758fd6a0289236a7
code/part2_url_normalization_leakage_audit/scripts/feature_extraction.py,9112,2acfe9fd52663cf60d700c3b7f9ac4f3359d9b500ac283d526bac9e79bde9c0d,part2_url_normalization_leakage_audit/scripts/feature_extraction.py,2acfe9fd52663cf60d700c3b7f9ac4f3359d9b500ac283d526bac9e79bde9c0d
code/part2_url_normalization_leakage_audit/scripts/normalize_and_audit.py,15057,d9a6cda3351a4d2be78b8f43bc9c67e20fb31291f5820b7f67c2835a015a31f9,part2_url_normalization_leakage_audit/scripts/normalize_and_audit.py,d9a6cda3351a4d2be78b8f43bc9c67e20fb31291f5820b7f67c2835a015a31f9
code/part2_url_normalization_leakage_audit/scripts/url_normalization.py,3879,021c97c3486a71c10796e6c5f244b37c390fff29373fe3a9f98b395e4a0fe229,part2_url_normalization_leakage_audit/scripts/url_normalization.py,021c97c3486a71c10796e6c5f244b37c390fff29373fe3a9f98b395e4a0fe229
code/part2_url_normalization_leakage_audit/scripts/validate_feature_outputs.py,4026,a59ac1dfb31730a781958df05cad258c581787e30d911875046830613ea1934b,part2_url_normalization_leakage_audit/scripts/validate_feature_outputs.py,a59ac1dfb31730a781958df05cad258c581787e30d911875046830613ea1934b
code/part2_url_normalization_leakage_audit/scripts/validate_outputs.py,2376,aacd129eeb36d544dc96922f39f1f5e71b6ab1d6096769368e87b8a9e05bb052,part2_url_normalization_leakage_audit/scripts/validate_outputs.py,aacd129eeb36d544dc96922f39f1f5e71b6ab1d6096769368e87b8a9e05bb052
code/part3_s0_s4_data_splits/data/assignments/iscx_url2016_binary_master_s0_row_assignments.parquet,3331317,17a8317f57b8537fbaed44204c46a6b2365a6b0f411ee43021b0b8adb128cf53,part3_s0_s4_data_splits/data/assignments/iscx_url2016_binary_master_s0_row_assignments.parquet,7bf39c93514c55147c42a6047be01846ac03b82ebfcd3c005aabee12173b8a22
code/part3_s0_s4_data_splits/data/assignments/iscx_url2016_binary_master_s1_url_assignments.parquet,3331456,66e8adffa411662710ad86ed4c11b20d5d8124d6b2f1af0b80d2569f76bd6319,part3_s0_s4_data_splits/data/assignments/iscx_url2016_binary_master_s1_url_assignments.parquet,7eb5777d7cd50f2b7fc429bb4446414399f661308ab22a3d2bdf4373a15d32e4
code/part3_s0_s4_data_splits/data/assignments/iscx_url2016_binary_master_s2_host_assignments.parquet,3295579,01aba6c00b0f37960fe450f3215fad354eefad03ecedf534b56673c884866a36,part3_s0_s4_data_splits/data/assignments/iscx_url2016_binary_master_s2_host_assignments.parquet,40d3f2c7b350d5645060d6667bee8c9a88a4d2d77f24cb03831bbe880cc8c2c9
code/part3_s0_s4_data_splits/data/assignments/iscx_url2016_binary_master_s3_domain_assignments.parquet,3293356,349b2d7d450a816aea108c969e0f449083f1125f7d3687a8acd1b66e8fc2e09e,part3_s0_s4_data_splits/data/assignments/iscx_url2016_binary_master_s3_domain_assignments.parquet,00cd8e5b030d88f0ed1506ad26b300e6030170ad2640c71917fbab459a7fd7c4
code/part3_s0_s4_data_splits/data/assignments/phiusiil_master_s0_row_assignments.parquet,17030734,dbd57bfed3ce8d6ca4ca8068e62d199bf9496556c32f33f0ebe55713073ea569,part3_s0_s4_data_splits/data/assignments/phiusiil_master_s0_row_assignments.parquet,941e8f9b966a412cccd23275b8a2e6ad79ea99efacf47ab7417bd0777d7e2b36
code/part3_s0_s4_data_splits/data/assignments/phiusiil_master_s1_url_assignments.parquet,17030725,3dfe2825104cceefdb9777480ac649d23d571601e872a2a004248d8c772c7cbe,part3_s0_s4_data_splits/data/assignments/phiusiil_master_s1_url_assignments.parquet,297244754b99a2ed35d98aaac517615223a10cc79db9bba9d22ebea59df2bdac
code/part3_s0_s4_data_splits/data/assignments/phiusiil_master_s2_host_assignments.parquet,17031020,6173bc970ec3de1829bf9a1af5c1d2ca01b6aab3cae04250dd7db203064ccef1,part3_s0_s4_data_splits/data/assignments/phiusiil_master_s2_host_assignments.parquet,6d43cc12063cd7ec3bc6b321443da242fbc4ff89e00f129e0129ae590521eff9
code/part3_s0_s4_data_splits/data/assignments/phiusiil_master_s3_domain_assignments.parquet,17032512,8f57b1240fe11fcf76c7c40a5735061b1a499303ed7b2109b3475032c2e83016,part3_s0_s4_data_splits/data/assignments/phiusiil_master_s3_domain_assignments.parquet,aae95bb08ed6986c92767e6609fab6e9e4d3c1fa4e64a4b3ce173cc2e5dba69c
code/part3_s0_s4_data_splits/data/assignments/s4_iscx_url2016_binary_to_phiusiil_master_assignments.parquet,19922007,7615161b486625f90f841d5dcbc08c1e123461a993bba8d43fbb52aaa1890ef9,part3_s0_s4_data_splits/data/assignments/s4_iscx_url2016_binary_to_phiusiil_master_assignments.parquet,b380369ccccfb5fd98bfb4b41344459a94502d5c3126d14cd10ae1d3395cd324
code/part3_s0_s4_data_splits/data/assignments/s4_phiusiil_to_iscx_url2016_binary_master_assignments.parquet,20295252,be403acf671fa92594f140802c0be9e584cb915305f2c1713d1e6616d80a69e0,part3_s0_s4_data_splits/data/assignments/s4_phiusiil_to_iscx_url2016_binary_master_assignments.parquet,8111ccd2b957a739c33650425c4efa144bfaa759d5da5849d05cc8428041ffa4
