relative_path,bytes,sha256
code/part11_dcss_innovation/results/stage11f_validation.json,460,5e4a0ec901fe79e99466207db181d3465c10da613173e4efb852721d78277eff
code/part11_dcss_innovation/results/stage11g_conclusion.json,351,6631db2a4f81a3c17c25d0c5906e145e63fef151a85e09209e9f856075a0b9fe
code/part11_dcss_innovation/results/stage11g_h2_cluster_bootstrap_summary.csv,652,70e9ba883cf2aabc7c4e45e3f2ded5e9c5032ac5c55ab66fb24a9302cfefdabb
code/part11_dcss_innovation/results/stage11g_validation.json,445,86a6a87c831595768489754d0a7d12518ad1a4c33a6d07c1a16b633b76c1366b
code/part11_dcss_innovation/scripts/ablation_utils.py,2744,af33a9e188749e7b1949560b4ed4b060dc9658e23f8cc1ee16767ce2db483982
code/part11_dcss_innovation/scripts/analyze_stage11b.py,4630,6c7f0db7967dfc5f533e08fc8ce38565cb0bcf3ef22472732a7a12b9d6dd282a
code/part11_dcss_innovation/scripts/analyze_stage11c.py,6521,252398f9e4d2c14a3cf0e148ca2823e17cff9ae06aa38ca9cd98e2942138bce6
code/part11_dcss_innovation/scripts/analyze_stage11d.py,13792,22c0b8d3da9556d32f7abf6f706aa5bf98ab86c2e67f3306cafb6d70ee67ecd3
code/part11_dcss_innovation/scripts/analyze_stage11e.py,15682,0fc0c9e56756fb67930fa7e637794fb559818aa5a0d2b8d69a7eec9a1e58be14
code/part11_dcss_innovation/scripts/analyze_stage11f.py,3467,3fc7b127304aea72696fb3138a95e8a1bfda1dd24d73545fca3e371ec264d956
code/part11_dcss_innovation/scripts/audit_probability_orientation.py,28053,94aafa39cd53350ea59ebe6e4d4f81ee6f57e56267ffd1787387bf6d81a7b265
code/part11_dcss_innovation/scripts/build_fixed_role_assignments.py,8687,9f01821a1fc61060b5f41b2d4295b38f618a90bfe88975dfff618f7c71ae907d
code/part11_dcss_innovation/scripts/build_input_manifest.py,6187,a2c5d8871e248ed441448ee3a049bba1e4bb597d9356968c76fb23c3b8c16a19
code/part11_dcss_innovation/scripts/build_stage11e_feature_sets.py,4065,276b2e88182440830d6f1e6d147dd6ea17d0c024e316fdb4b155c9e27f584aa1
code/part11_dcss_innovation/scripts/dcss_utils.py,7262,f374fcc853d9fe02ce00d1a6db73d51907f442b7dde7e83f94dbd504abb81e4f
code/part11_dcss_innovation/scripts/evaluate_stage11f.py,7264,0e320d444e774702c083b0fc284feacc7bca1fbb87a6642dab5f8a22c45cf816
code/part11_dcss_innovation/scripts/main_comparison_utils.py,2916,0b5d148e32d796ee5397f1a84284c885edf049cc2d45458c22966069e1096a4b
code/part11_dcss_innovation/scripts/prepare_stage11f_url_phish.py,8218,927fe6cc3238890989a140999e455b168def31d169b07973e20c35e51a8fb207
code/part11_dcss_innovation/scripts/run_dcss_selection.py,16777,0b252f727c574110da0f1713fc8902ff2335fe14afbe193dc0cc10d53ea9843b
code/part11_dcss_innovation/scripts/run_held_domain_diagnostics.py,8968,156655d2be9fbcd293f29ee6362e925691ecd8cf22d54e1146f4b3246a49c63b
code/part11_dcss_innovation/scripts/run_stage11g_statistics.py,10488,487c4e3d17023057862d9e1ea7ba637f7bf3afbfb8201ff712a5eb6b17e37f14
code/part11_dcss_innovation/scripts/stage11g_utils.py,1793,9f632cddb11a9a3fc65281ff388eafeb078d4f519906bebf4f15c69293eea9e4
code/part11_dcss_innovation/scripts/train_dcss_main_comparison.py,16139,270e758204e8975f4bfea1d1422b39e242255c9f725062607b30b36820b512f3
code/part11_dcss_innovation/scripts/train_fixed_role_deduplicated.py,12177,d8737407d088c31166c8992c6df290737fb3eacc3514842d877e87a66f41582e
code/part11_dcss_innovation/scripts/train_stage11e.py,13016,df13c39f2ea12bb6d4a76b87040242e14ecf5d181c3dd0ee060292879e6d6077
code/part11_dcss_innovation/scripts/validate_stage11a.py,6097,da3cb43517fc1489c3a4bc0651d61123bb79edc3dcdb34eeff2b7c295ecf8dc5
code/part11_dcss_innovation/scripts/validate_stage11b.py,5258,351c98a61bc876b377df89d7384e1fb11a59361f2634c079b953af239b080510
code/part11_dcss_innovation/scripts/validate_stage11c.py,11108,030ab9828974080394be9fdc8ae053ee10a9817b1eb5f74dc77a1decf4540504
code/part11_dcss_innovation/scripts/validate_stage11d.py,12168,2f46987729d59a78a5f2cbc4159f2a9878940ec21bb93089b42d926bac91230a
code/part11_dcss_innovation/scripts/validate_stage11e.py,14903,bf86ec2d717d503c699d900a2c7f3d91bc546f07d924f26dc966a424f88e3adf
code/part11_dcss_innovation/scripts/validate_stage11f.py,4686,102c26bcb61936c3140f2f462c5e712f08fb8e42f850e6826ff099f007891c10
code/part11_dcss_innovation/scripts/validate_stage11g.py,3704,a77c7c819c738963737a2380fddd839036ba72ce152e493c30309f3b372ac746
code/part11_dcss_innovation/scripts/verify_dcss_determinism.py,1698,ad01856a8fdfc8e3a783180007c2ab9529f7324abc04ebda493f9c9d042f3548
code/part12_security_privacy_revision/results/low_fpr_operating_point_runs.csv,106371,b0cc954795d4f5c7de6ed3c48e3adfc47d7cf0d79a54ce6d50abd68244134157
code/part12_security_privacy_revision/results/low_fpr_operating_point_summary.csv,9588,bd3f6a769a9cbf58799c7ed1ea1ddc4f5d961aa66579cdfb1acb13e6b73ab7e3
code/part12_security_privacy_revision/scripts/compute_low_fpr_operating_points.py,11565,b9e5c7497681a5ff05ffc4fe489ffa9f55eb25a6f0a42861159f967b2eff00af
code/part12_security_privacy_revision/scripts/plot_low_fpr_operating_points.py,3593,4b7d68cb244f9a82fc673b4b6c189d80fd9c94a71d71a7bc1058d70e49a3e963
code/part13_reverse_ranking_mechanism/results/feature_label_association_summary.csv,8424,a4e9eca24a1d1e5b1ec4db76267b7eecb8de9f78437739fc058375f26ea11ddc
code/part13_reverse_ranking_mechanism/results/grouped_source_discrimination.csv,820,57055dc4f4991c41b06307a1e9b9dba17c2b352cccad48fd0211af944ba4588f
code/part13_reverse_ranking_mechanism/results/probability_orientation_summary.csv,5209,50fb323b23fa90f23e071fd1f58dfab8e03ab189f76e49ceea4abc311ab3886d
code/part13_reverse_ranking_mechanism/scripts/run_part13_mechanism_audit.py,26096,00af07dfa6a881bd90cb9482ee9faf440b0fa81b04add5c8969a54723d07ccd5
code/part13_reverse_ranking_mechanism/scripts/validate_part13_outputs.py,4428,13c1ec6385d9ef6d5c03951661a2227bfb6fcb0574e627e8309173a0b12cbcc6
code/part14_low_fpr_uncertainty/results/adjacent_threshold_sensitivity.csv,360743,76afd0ac33b9d34938fd6ec95e5b0e75cf04c3e7a077db4b44365b0d29243544
code/part14_low_fpr_uncertainty/results/threshold_uncertainty_runs.csv,55281,d6d5a9f25f349de45a687465e2ed3d518473713a35f416ac8d612c508303d5bb
code/part14_low_fpr_uncertainty/results/validation_reuse_sensitivity.csv,1489036,cbc33452a8a32bef82f08e60f53bc6d7496b9057498e55851e1697b64bc0d0ca
code/part14_low_fpr_uncertainty/results/validation_summary.json,257,630463fe41273df987467d4a138a38a4c39148ad0f29592b713486b3757ce975
code/part14_low_fpr_uncertainty/scripts/run_part14_low_fpr_uncertainty.py,34776,fa0bd907989e403c55f06c2d57a341dd00a2366e31d0c1110700eb41383cab66
code/part14_low_fpr_uncertainty/scripts/validate_part14_outputs.py,4409,b1accca0e984cf9978b0e3f1c76faf404c622eaa8907ad2e544762345dd2462e
code/part15_statistical_inference_robustness/results/effect_size_and_auxiliary_tests.csv,3714,80923c871d029709ac501fc3bd550ef9c35d447b2675da8e98bd811a0f27aeb7
code/part15_statistical_inference_robustness/results/paired_differences_long.csv,9630,a31e36fed4a761eef7095560a201d3cbf0f2204d9984adbbefd5d637f4cdc3c3
code/part15_statistical_inference_robustness/results/repetition_dependence_sensitivity.csv,9025,3ef0fd285258e3f186e2d3b260c345e8a97c952dbfa3f94c81e397a849757803
code/part15_statistical_inference_robustness/results/robustness_verdicts.csv,1330,9220d0f02133c82cac965175f730baeed31d2ca73571cb38a6a16b8b02ccf67e
code/part15_statistical_inference_robustness/results/validation_summary.json,172,224bd78cc803905453a5562f4e467a57287a5ffb3412129398540c307a912717
code/part15_statistical_inference_robustness/scripts/run_part15_robust_inference.py,24886,505f1ffabc3b7419a4caee553ba55079540a3f63d047c224a6218b474f19051d
code/part15_statistical_inference_robustness/scripts/validate_part15_outputs.py,4261,ac9babb46946d3bfd4f5b9de35d2d749ec84624842ca358849a2efb9a185d267
code/part2_url_normalization_leakage_audit/data/iscx_url2016_binary_master_features.parquet,2792070,8c49f094ffd36e947346f92843f8246d8a4a9a01978fb3ad52231f764c6f15ce
code/part2_url_normalization_leakage_audit/data/phiusiil_master_features.parquet,11979869,6da5b75a9898e5bec5f5eac868e728934dec35c92dc4ad1226d2b9616903540e
code/part2_url_normalization_leakage_audit/resources/public_suffix_list_tldextract_5.1.3.dat,316061,91aeeed5dfc84a53265d95cfbb0e7bb52df8ed75a24a27568817cd69578a2f80
code/part2_url_normalization_leakage_audit/results/feature_dictionary.csv,3843,10257d8403c0ce8dece75906f3a7fff7a272dd36831c0bc06d70d5a67120c715
code/part2_url_normalization_leakage_audit/results/feature_run_metadata.json,1392,4b8f44f126605df53a48ab5749fa885916cb6a0969adbc2ef363651906e2f6ad
code/part2_url_normalization_leakage_audit/scripts/__init__.py,33,f308397c54b090be9b787009114b19160c2bc10d35415019bbabaa6ed8d4b251
code/part2_url_normalization_leakage_audit/scripts/extract_and_audit_features.py,22526,4a191a16ef135864f937c9e45899adc06ccc556de24f7f9d758fd6a0289236a7
code/part2_url_normalization_leakage_audit/scripts/feature_extraction.py,9112,2acfe9fd52663cf60d700c3b7f9ac4f3359d9b500ac283d526bac9e79bde9c0d
code/part2_url_normalization_leakage_audit/scripts/normalize_and_audit.py,15057,d9a6cda3351a4d2be78b8f43bc9c67e20fb31291f5820b7f67c2835a015a31f9
code/part2_url_normalization_leakage_audit/scripts/url_normalization.py,3879,021c97c3486a71c10796e6c5f244b37c390fff29373fe3a9f98b395e4a0fe229
code/part2_url_normalization_leakage_audit/scripts/validate_feature_outputs.py,4026,a59ac1dfb31730a781958df05cad258c581787e30d911875046830613ea1934b
code/part2_url_normalization_leakage_audit/scripts/validate_outputs.py,2376,aacd129eeb36d544dc96922f39f1f5e71b6ab1d6096769368e87b8a9e05bb052
code/part3_s0_s4_data_splits/data/assignments/iscx_url2016_binary_master_s0_row_assignments.parquet,3331317,17a8317f57b8537fbaed44204c46a6b2365a6b0f411ee43021b0b8adb128cf53
code/part3_s0_s4_data_splits/data/assignments/iscx_url2016_binary_master_s1_url_assignments.parquet,3331456,66e8adffa411662710ad86ed4c11b20d5d8124d6b2f1af0b80d2569f76bd6319
code/part3_s0_s4_data_splits/data/assignments/iscx_url2016_binary_master_s2_host_assignments.parquet,3295579,01aba6c00b0f37960fe450f3215fad354eefad03ecedf534b56673c884866a36
code/part3_s0_s4_data_splits/data/assignments/iscx_url2016_binary_master_s3_domain_assignments.parquet,3293356,349b2d7d450a816aea108c969e0f449083f1125f7d3687a8acd1b66e8fc2e09e
code/part3_s0_s4_data_splits/data/assignments/phiusiil_master_s0_row_assignments.parquet,17030734,dbd57bfed3ce8d6ca4ca8068e62d199bf9496556c32f33f0ebe55713073ea569
code/part3_s0_s4_data_splits/data/assignments/phiusiil_master_s1_url_assignments.parquet,17030725,3dfe2825104cceefdb9777480ac649d23d571601e872a2a004248d8c772c7cbe
code/part3_s0_s4_data_splits/data/assignments/phiusiil_master_s2_host_assignments.parquet,17031020,6173bc970ec3de1829bf9a1af5c1d2ca01b6aab3cae04250dd7db203064ccef1
code/part3_s0_s4_data_splits/data/assignments/phiusiil_master_s3_domain_assignments.parquet,17032512,8f57b1240fe11fcf76c7c40a5735061b1a499303ed7b2109b3475032c2e83016
code/part3_s0_s4_data_splits/data/assignments/s4_iscx_url2016_binary_to_phiusiil_master_assignments.parquet,19922007,7615161b486625f90f841d5dcbc08c1e123461a993bba8d43fbb52aaa1890ef9
code/part3_s0_s4_data_splits/data/assignments/s4_phiusiil_to_iscx_url2016_binary_master_assignments.parquet,20295252,be403acf671fa92594f140802c0be9e584cb915305f2c1713d1e6616d80a69e0
code/part3_s0_s4_data_splits/results/seed_registry.csv,193,b23002c51fb316cc4b13be383d270ae1fca983d5dbcc6afc5d1710b2d73f9507
code/part3_s0_s4_data_splits/scripts/__init__.py,39,619458414d2eafbdbf4cc5b5066b34923758e3a7d8b757e5744d59c8b8ac68ae
code/part3_s0_s4_data_splits/scripts/generate_splits.py,25443,71e76149f53cf303ad1fc4d6a4a5191a8cb124ec7a22ff2ccf57b6516302b8b9
code/part3_s0_s4_data_splits/scripts/split_utils.py,4311,e3f0dde1698d4131c09d6cf4c021000ba3fdf8712911df39b2588f5fb871c2c3
code/part3_s0_s4_data_splits/scripts/validate_splits.py,5657,35e7562e014fd2c81988cb9d8789b2dad7fc23a28c97537c952450e7adf0fe93
code/part4_baseline_models/results/internal_metrics.csv,122217,f49aba880012bd19d4c1cdc677e0d1c66eaa963e345d5d4470a3ecf8bf4d4328
code/part4_baseline_models/results/s4_metrics.csv,52864,317aff4f2a32c2df361493b3e882d2adf8fec82911e846fe760cce53ef72fd40
code/part4_baseline_models/results/threshold_instability_audit.csv,21863,075be439c11d7340796a119c207720c2aedfb9990147d49cc04cc00db3fa24f3
code/part4_baseline_models/results/tuning_results.csv,265085,88c7264d2fe6ed652cf7d08bc4b01423fe8f809496f4845113e3ce0943b7e232
code/part4_baseline_models/scripts/__init__.py,42,b1f6951fc2e9586cdd1ee7c39c4a41330f707c30fee02382005b33a3b88f69de
code/part4_baseline_models/scripts/analyze_results.py,16232,c19666f285ab4aafe45b679764df3dfd0667a52c547dd4962791a026834ec577
code/part4_baseline_models/scripts/model_utils.py,8404,5ccf2d6e57369ed433b10677b76330c03b632b15a1e1283854b84b5890c8d774
code/part4_baseline_models/scripts/train_baselines.py,19876,c660463524f0c87894aaa8edf0470a908dbfbda075201ea0e1ce76653f4c8688
code/part4_baseline_models/scripts/validate_outputs.py,5308,2b4cbc6fcfaea9c48005f2f12be2bfa6eb09a4031802c2d126a51c59b7aa219c
code/part5_shap_stability/results/pairwise_stability.csv,267010,b035b7ce8f35bd3acf4d41d40eda51f3f62690ba681db1b24793fdbaf097a42e
code/part5_shap_stability/results/shap_run_timing.csv,54057,357401993622120600c8e1d85a8ee82f3fa8c640d38ab0ed3c41e0b37ec7c0ae
code/part5_shap_stability/results/stability_summary.csv,55488,3522840eb7e0b32dc630567dfe53eff3f7663109387be2f57fcf7df2934505ba
code/part5_shap_stability/scripts/__init__.py,37,c3a7772948520d92887f9c494b90a3f3be122f4f78761b4596033b6da2a819f1
code/part5_shap_stability/scripts/aggregate_results.py,9100,230b0f11f3a41a1494a2e0177ab9dfbbfbe8c8aded8671e221832fc05b98a560
code/part5_shap_stability/scripts/benchmark_shap_scaling.py,4574,7755d23a1ccbc48037d466ca3c90e2eaaca3a79e7a8e90e59599165c9d59dd79
code/part5_shap_stability/scripts/run_shap_stability.py,14842,527bc7c744fc707b524a7fe084b433e5ed567056214a047dc41d8fd5b511694f
code/part5_shap_stability/scripts/shap_utils.py,6878,0e975a5573162556ea9353c52e34252161793883a21cce20cec930043cd57a4d
code/part5_shap_stability/scripts/validate_outputs.py,4329,6e360171ecf755d89cfff2f6716ec713b677f3be1b3a2cdacc48736cbc220d34
code/part6_stable_feature_selection/results/internal_metrics.csv,187467,f30d7590a2086c27052261668ac726f56161d6db46767770479503b80bb976d1
code/part6_stable_feature_selection/results/paired_metric_deltas.csv,79872,1d7049ff4002927875178ab89a06f528a82772df9952af1c0e0c2173a17c5c54
code/part6_stable_feature_selection/scripts/__init__.py,48,64b141d0d163650adcf43a9c04692dbcddc408f1734992a7ba3318153de22c9a
code/part6_stable_feature_selection/scripts/aggregate_results.py,7248,4f9d5c0f24d39b26ca98151626c72ad0ac9c6149ad9ef95e63a2a4cf4e5394c8
code/part6_stable_feature_selection/scripts/run_training_side_selection.py,15526,0e72d5f4f6586471b2553c5ec5ce1330fbbd7a91f90d26410d53abd3f2f2fb1e
code/part6_stable_feature_selection/scripts/selection_utils.py,3880,975ea7e03341511907cc5606df6969353d591f40855fcda42469f2a57e8f5fdd
code/part6_stable_feature_selection/scripts/train_selected_feature_sets.py,10666,d905d3c4f7bf38534d6185a734fc09f861b0501a0f92e3deacff72edd0d01737
code/part6_stable_feature_selection/scripts/validate_outputs.py,4719,ec93f556ebf75124fc59682c26ead31956e02ef67a79328920f53820f15f6faf
code/part7_external_transfer/results/external_metrics.csv,325428,d3dfcc91644069d7debb3d8d902e6969089c64f466e7b5338a93c72f39b270e9
code/part7_external_transfer/results/paired_external_deltas.csv,224893,62f2a018f196cb5f066cde503d17f225edc622d438707b3a7a986b005a2c923a
code/part7_external_transfer/scripts/__init__.py,44,0d4c7d03fb6fd38481aad91034fd8b2063e6a63ab3eb04c2fc2ff986d8508515
code/part7_external_transfer/scripts/aggregate_results.py,13181,4ebc566684c086e9cc9aeedb4c212c1af79edb2afc45aeac533bab2a9f72e7b9
code/part7_external_transfer/scripts/run_reduced_external_transfer.py,9486,99fe61cbf749ef40e95e79e5e4df7421b9a7023756956166df9ac5647b5f4c76
code/part7_external_transfer/scripts/transfer_utils.py,964,e77a5f4f75500c013de2e527d6cb3d408d23e5414a670481430266462bf21243
code/part7_external_transfer/scripts/validate_outputs.py,5907,b9e43249e058c736614e2c948c36de853caf2c8190aecf6d65b30324ea23b284
code/part8_traditional_baselines_and_error_analysis/results/external_metrics_all_five.csv,508002,2a37c37ccc88d5e9c1da00e28309f8f7c344dc9f301be938fe9f06677d24815e
code/part8_traditional_baselines_and_error_analysis/results/internal_metrics_all_five.csv,282862,976c57c8e11c34de393625ce47d2f5ab31cfac4bc1ceb194d945df5633265c05
code/part8_traditional_baselines_and_error_analysis/scripts/__init__.py,54,a2c4f67fb0b41bedd828c3be3e18715c908e54789a1438efc4d956cfd5828e1e
code/part8_traditional_baselines_and_error_analysis/scripts/aggregate_results.py,17537,4da63afbacebd1c23e244ec0c651a2f57c74b423d18491efa18387e380e88a27
code/part8_traditional_baselines_and_error_analysis/scripts/select_traditional_features.py,12115,e6866451d6c11b2f463bdc061949728f80eac67e9d3fb34a0049e612ecc9bd3f
code/part8_traditional_baselines_and_error_analysis/scripts/selection_utils.py,795,cbbad65957d6628055f0778f392ecec8d24e4888304ee07a853982263b47a37f
code/part8_traditional_baselines_and_error_analysis/scripts/train_and_evaluate_baselines.py,13394,08a3323fdf471585fce8c24ebde3a5dc03596fece7fea7ae4ed94dfd5a84e05c
code/part8_traditional_baselines_and_error_analysis/scripts/validate_outputs.py,9820,55c3cd331b28fa5b5c2028e1230630032161e2b063abaec5b3edba8ef2354564
code/part9_publication_artifacts/figure_data/fig1_internal_regime_performance.csv,2544,775c240e85999d4dd7afc209a07be704af08f902eaf6c021955e262b0787d0ae
code/part9_publication_artifacts/figure_data/fig2_shap_stability_estimands.csv,658,ba0e12d3c9cdffb5dd35341164f16681426d6700c741fb9a5c977a10c7d0c92a
code/part9_publication_artifacts/figure_data/fig3_feature_count.csv,609,482d062a54f79d7754c9c0cdad8666d89e64b727fed13898c31af5e1d5d43fba
code/part9_publication_artifacts/figure_data/fig3_feature_reduction_internal_delta.csv,293338,328aee52a78ff82a69255701ba0e517d9a61ca12510e2e5d9ec2915d5a54d1e4
code/part9_publication_artifacts/figure_data/fig4_external_transfer_performance.csv,1899,3a93a322a06ce963f11552591e2714b525bd2b72342764e5f7c92c2bdd69e698
code/part9_publication_artifacts/figure_data/fig5_stability_vs_external_performance.csv,1858,7f172777253b4aaa5f92672051809d04c0ae36cd0e5df468d27889cc255b8eef
code/part9_publication_artifacts/figure_data/fig6_false_positive_domain_structure.csv,2056,1970e229dadde4e954570a83f038ede1e31b472cc083ce40944291187e6fbf2c
code/part9_publication_artifacts/scripts/build_publication_artifacts.py,22924,c80d93c6c7aab55e655d219ee789d9adc1b65f4c466134590a0d65cad494b94b
code/part9_publication_artifacts/scripts/validate_publication_artifacts.py,6761,4edc222db9ffe48623faf6f236919a94ebb5c1870fefdef841f457d60776ac76
configs/model_candidates.json,1629,054846168ef4303d48504cbbd111b471130f1de8288c7742641630f3f1faba55
configs/outer_seed_registry.csv,193,b23002c51fb316cc4b13be383d270ae1fca983d5dbcc6afc5d1710b2d73f9507
configs/shap_config.json,734,433b30bc1198e82bfea358b68174631ebc16ad3184c373a1900a161e61deb033
DATA_AVAILABILITY.md,724,2673afdd564ef6a34a62cd0fc73ecea36784b6e9f297454aacbb045efa2782d9
data_metadata/original_input_manifest.csv,3997,f960869ddc1acb3ba13a8059455f2139386abaa3ab397cee8f72582403c95d0f
data_metadata/source_notes.md,3267,405863d8fdfeaad35a55a30a1257ca9522f74e480da41ed19bc53296462608a6
environment/environment_notes.md,852,4f3f206ec172d55b491a3e2068efe293bcbd14ca38af665337425234831d7e76
environment/requirements.lock.txt,749,4e7e096c7163ee301a38d3ebc939fa35d84cef8760155e97f659d11269f82cd1
environment/requirements.txt,187,7f4c63e795677e2e8fee68c69a370648fcb2724eb660a37466f0a2636459b11f
features/FEATURE_DEFINITIONS.md,5164,028e8302bb0befaa3df1e3f1980feb7ed4ee1a314e842bcee7a82675b28a6346
features/feature_dictionary.csv,3843,10257d8403c0ce8dece75906f3a7fff7a272dd36831c0bc06d70d5a67120c715
features/feature_run_metadata.json,1392,4b8f44f126605df53a48ab5749fa885916cb6a0969adbc2ef363651906e2f6ad
issues/EXPERIMENT_ISSUES_PART1_TO_PART3.md,18518,0ee0519f60e3bee4f587507b8b7be4bea230c3db8bb21352a6a4c9f4a1ea7365
issues/part10_robustness_extensions__PART10_ISSUES.md,2686,019b11d545529a7bca56fb902a52c557f74ba96a50ff40fd3d638308d8fccb0a
issues/part11_dcss_innovation__issues__ISSUE_LOG.md,40911,dbfef83083b0cf7a1d613384d359d6a34940d23e2aa1badecbd18012178e9597
issues/part13_reverse_ranking_mechanism__logs__issues_and_resolutions.md,2152,5b57fe8865955fb1056deaf1747c6eb89f9df844eedaccfeeb3a2d4aea9de9b9
issues/part14_low_fpr_uncertainty__logs__issues_and_resolutions.md,1856,e52916bc93830dcabb781dc0c647e1dcd4c323bd1f31d30cf251955459a7f77c
issues/part15_statistical_inference_robustness__logs__issues_and_resolutions.md,1557,b63553473eeb892ade506f163920aa24d7f1ed06e81b7ce9163551e61f0328fb
issues/part4_baseline_models__PART4_ISSUES.md,7545,51e7325ea7265f5cca59d035d93a20427a84e3e9406b77bf2d6ea67fe9c5650a
issues/part5_shap_stability__PART5_ISSUES.md,5285,959c9ca84fe8759cb69611f276534b85a0c991b96296d82dba99749987f6b78b
issues/part6_stable_feature_selection__PART6_ISSUES.md,4769,92f343544c7f641aec1f4909b551aa0a21840b35c0f9b3037c49b2edb1e5722a
issues/part7_external_transfer__PART7_ISSUES.md,4024,2dfbe69676690d5593df2efeb9e13364abad883593c98383329dafa9efef1006
issues/part8_traditional_baselines_and_error_analysis__PART8_ISSUES.md,4146,4fd779af4a0a0fb542a0cd06a32056ec7fe38a86c7f6bc345abf3ac662170f3b
issues/part9_publication_artifacts__PART9_ISSUES.md,2765,34a950934cf35a6a156abb4c7e0365d89dd3410d201d17009c697618d52803fd
LICENSE-CODE,1197,0b7dc8fffacbe3c0e3e7cbf16e9f0daa132739dceee92851a109053aed1893a1
LICENSE-DOCUMENTATION,851,a83574807407e15b7bf70459e8e250f08f2c43f16b88da09958f7ef3e74c32b2
LICENSE_SCOPE.md,2461,c760f097f0dca54147f8a8abe6a6ce5ada9f7a821244a2b4583077ff1706dc2a
manuscript/build_submission.py,3802,2ea5287da374d6b1e82419823240477333ca1550de84b54c8ade2657cd35c7c5
manuscript/figures/Figure_1.pdf,23299,96488781ed172277154b6c89e49d9007fe9a7edb0e967dd44c17474657ad939c
manuscript/figures/Figure_2.pdf,22309,b0228320f7dfffc0d3794f3989b1ffd2aca5a4da97ec0b4b2d1161c83b2164e6
manuscript/figures/Figure_3.pdf,22543,348e6fd822892cb6264c10d49431580a515a0e0fc09b5cecc40f7f02a621cf8e
manuscript/figures/Figure_4.pdf,22147,599b4e81500b8f2e901a3b5ef68639571c7456bbad14b62e67325752ff8f8cd5
manuscript/figures/Figure_5.pdf,15358,3fcf30770ebe3c7dd53e1ec95c467bb698ffccf74bec7344c7e040f33fca2208
manuscript/figures/Figure_6.pdf,17473,f24d2ba9f7aba083bac13288aa8b31b1f799e752a3babe894900764e367e04fe
manuscript/figures/Figure_7.pdf,22379,0cea2a4372ea7b9ea9b35429f94fd0bb1b216fdd8d14b7f5a919c4d31a14f40e
manuscript/main.md,102500,08229dfdcc6ca4f4d01b625042dec25f73cea7791448bd7f95365c5e849e6e11
manuscript/main.tex,118294,fc7aedadb75439509b0950a0c7d0324bd74704c7d2a53711bc3ccf499f92c1f5
manuscript/paper.pdf,307718,038fb2927c666aac3bc4727119fce8bd5c09d3f572853c61d35c94a25dcad3f3
protocols/dcss_ablation_lock.md,4725,ea5e6d8e6e5c2263e7dcbc2ea8b6ffcbf59ecc8fa108250319d5c7403d46651c
