accuracy,balanced_accuracy,cohort,corpus_version,fn,fp,fpr,inference_seconds_all_target,inference_seconds_per_sample,macro_f1,model,model_seed,n_benign,n_phishing,n_samples,pr_auc,precision,recall,repetition,roc_auc,scenario,selected_candidate,selected_params_json,source_dataset,target_dataset,threshold,tn,tp,feature_set,n_features,feature_names_json,source_validation_threshold
0.4210981666122404,0.4918172452052623,unfiltered,master,1652,134849,1.0,0.1492813999998361,6.33103612065821e-07,0.296318844472298,xgb,20261001,134849,100944,235793,0.3990996856551122,0.424069257413268,0.9836344904105246,r00,0.3833943672481502,S4-external,xgb_d6_lr01_balanced,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.1, ""max_depth"": 6, ""n_estimators"": 200, ""reg_lambda"": 1.0, ""scale_pos_weight"": 3.537326264507809, ""subsample"": 0.9}",iscx_url2016_binary,phiusiil,0.91,0,99292,f_all,35,"[""url_length"", ""hostname_length"", ""path_length"", ""query_length"", ""fragment_length"", ""digit_count"", ""letter_count"", ""special_char_count"", ""digit_ratio"", ""letter_ratio"", ""special_char_ratio"", ""dot_count"", ""hyphen_count"", ""underscore_count"", ""slash_count"", ""question_mark_count"", ""equals_sign_count"", ""percent_sign_count"", ""at_sign_count"", ""subdomain_depth"", ""path_segment_count"", ""query_parameter_count"", ""has_port"", ""has_userinfo"", ""host_is_ip"", ""tld_length"", ""registrable_domain_length"", ""domain_digit_ratio"", ""domain_hyphen_ratio"", ""url_char_entropy"", ""longest_repeated_char_run"", ""char_type_transition_count"", ""token_count"", ""token_mean_length"", ""token_max_length""]",0.91
0.41609423931871903,0.48937205824794516,primary_domain_filtered,master,2118,134739,1.0,0.12352300000000227,5.238620315276631e-07,0.29383230844784836,xgb,20261001,134739,99643,234382,0.4256974694911386,0.4198885750697482,0.9787441164958903,r00,0.44769904334604693,S4-external,xgb_d6_lr01_balanced,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.1, ""max_depth"": 6, ""n_estimators"": 200, ""reg_lambda"": 1.0, ""scale_pos_weight"": 3.537326264507809, ""subsample"": 0.9}",iscx_url2016_binary,phiusiil,0.87,0,97525,f_single,15,"[""url_length"", ""subdomain_depth"", ""dot_count"", ""hyphen_count"", ""hostname_length"", ""path_length"", ""token_mean_length"", ""longest_repeated_char_run"", ""token_max_length"", ""url_char_entropy"", ""special_char_ratio"", ""slash_count"", ""registrable_domain_length"", ""token_count"", ""digit_ratio""]",0.87
0.41910065184293005,0.48948426850530985,unfiltered,master,2123,134849,1.0,0.12352300000000227,5.238620315276631e-07,0.2953283484851202,xgb,20261001,134849,100944,235793,0.42836071978191,0.42290837505884366,0.9789685370106197,r00,0.44729692418737416,S4-external,xgb_d6_lr01_balanced,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.1, ""max_depth"": 6, ""n_estimators"": 200, ""reg_lambda"": 1.0, ""scale_pos_weight"": 3.537326264507809, ""subsample"": 0.9}",iscx_url2016_binary,phiusiil,0.87,0,98821,f_single,15,"[""url_length"", ""subdomain_depth"", ""dot_count"", ""hyphen_count"", ""hostname_length"", ""path_length"", ""token_mean_length"", ""longest_repeated_char_run"", ""token_max_length"", ""url_char_entropy"", ""special_char_ratio"", ""slash_count"", ""registrable_domain_length"", ""token_count"", ""digit_ratio""]",0.87
0.4185816316952667,0.4922975020824343,primary_domain_filtered,master,1535,134739,1.0,0.14106660000000204,5.982645795252702e-07,0.2950705284369455,xgb,20261001,134739,99643,234382,0.44113945426628465,0.4213410522789643,0.9845950041648686,r00,0.44446696243525696,S4-external,xgb_d6_lr005,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.05, ""max_depth"": 6, ""n_estimators"": 250, ""reg_lambda"": 1.0, ""scale_pos_weight"": 1.0, ""subsample"": 0.9}",iscx_url2016_binary,phiusiil,0.79,0,98108,f_stable,14,"[""url_length"", ""subdomain_depth"", ""dot_count"", ""hostname_length"", ""hyphen_count"", ""path_length"", ""token_mean_length"", ""longest_repeated_char_run"", ""token_max_length"", ""digit_ratio"", ""tld_length"", ""registrable_domain_length"", ""slash_count"", ""token_count""]",0.79
0.42156891850054923,0.49236705500079253,unfiltered,master,1541,134849,1.0,0.14106660000000204,5.982645795252702e-07,0.29655186816071794,xgb,20261001,134849,100944,235793,0.44345813710503995,0.4243421614329867,0.9847341100015851,r00,0.44351732727318727,S4-external,xgb_d6_lr005,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.05, ""max_depth"": 6, ""n_estimators"": 250, ""reg_lambda"": 1.0, ""scale_pos_weight"": 1.0, ""subsample"": 0.9}",iscx_url2016_binary,phiusiil,0.79,0,99403,f_stable,14,"[""url_length"", ""subdomain_depth"", ""dot_count"", ""hostname_length"", ""hyphen_count"", ""path_length"", ""token_mean_length"", ""longest_repeated_char_run"", ""token_max_length"", ""digit_ratio"", ""tld_length"", ""registrable_domain_length"", ""slash_count"", ""token_count""]",0.79
0.406569336808175,0.4811954052468363,primary_domain_filtered,master,3711,134734,0.9999554697936768,0.1743071000000782,7.392378060420717e-07,0.2890859544072465,lr,20261002,134740,98556,233296,0.5052404781822695,0.4131257649872157,0.9623462802873494,r01,0.4321349279815467,S4-external,lr_c01,"{""C"": 0.1, ""class_weight"": null}",iscx_url2016_binary,phiusiil,0.66,6,94845,f_all,35,"[""url_length"", ""hostname_length"", ""path_length"", ""query_length"", ""fragment_length"", ""digit_count"", ""letter_count"", ""special_char_count"", ""digit_ratio"", ""letter_ratio"", ""special_char_ratio"", ""dot_count"", ""hyphen_count"", ""underscore_count"", ""slash_count"", ""question_mark_count"", ""equals_sign_count"", ""percent_sign_count"", ""at_sign_count"", ""subdomain_depth"", ""path_segment_count"", ""query_parameter_count"", ""has_port"", ""has_userinfo"", ""host_is_ip"", ""tld_length"", ""registrable_domain_length"", ""domain_digit_ratio"", ""domain_hyphen_ratio"", ""url_char_entropy"", ""longest_repeated_char_run"", ""char_type_transition_count"", ""token_count"", ""token_mean_length"", ""token_max_length""]",0.66
0.4105083696292935,0.4794415290841488,unfiltered,master,4155,134843,0.9999555057879554,0.1743071000000782,7.392378060420717e-07,0.291071378469415,lr,20261002,134849,100944,235793,0.5105736606231761,0.4178567728120467,0.958838563956253,r01,0.4303176981478543,S4-external,lr_c01,"{""C"": 0.1, ""class_weight"": null}",iscx_url2016_binary,phiusiil,0.66,6,96789,f_all,35,"[""url_length"", ""hostname_length"", ""path_length"", ""query_length"", ""fragment_length"", ""digit_count"", ""letter_count"", ""special_char_count"", ""digit_ratio"", ""letter_ratio"", ""special_char_ratio"", ""dot_count"", ""hyphen_count"", ""underscore_count"", ""slash_count"", ""question_mark_count"", ""equals_sign_count"", ""percent_sign_count"", ""at_sign_count"", ""subdomain_depth"", ""path_segment_count"", ""query_parameter_count"", ""has_port"", ""has_userinfo"", ""host_is_ip"", ""tld_length"", ""registrable_domain_length"", ""domain_digit_ratio"", ""domain_hyphen_ratio"", ""url_char_entropy"", ""longest_repeated_char_run"", ""char_type_transition_count"", ""token_count"", ""token_mean_length"", ""token_max_length""]",0.66
0.3963034085453673,0.46905312715613456,primary_domain_filtered,master,6100,134740,1.0,0.05837749999999886,2.4757944468240727e-07,0.28382327660306,lr,20261002,134740,98556,233296,0.4767525381065954,0.4069437842215532,0.9381062543122691,r01,0.393032009009865,S4-external,lr_c01,"{""C"": 0.1, ""class_weight"": null}",iscx_url2016_binary,phiusiil,0.71,0,92456,f_single,15,"[""subdomain_depth"", ""dot_count"", ""hyphen_count"", ""hostname_length"", ""char_type_transition_count"", ""path_length"", ""special_char_count"", ""token_count"", ""registrable_domain_length"", ""letter_count"", ""question_mark_count"", ""slash_count"", ""url_length"", ""equals_sign_count"", ""digit_ratio""]",0.71
0.40006700792644395,0.4672541210968458,unfiltered,master,6611,134849,1.0,0.05837749999999886,2.4757944468240727e-07,0.2857484717956174,lr,20261002,134849,100944,235793,0.48249310049481153,0.41160736881605015,0.9345082421936916,r01,0.3919220964685953,S4-external,lr_c01,"{""C"": 0.1, ""class_weight"": null}",iscx_url2016_binary,phiusiil,0.71,0,94333,f_single,15,"[""subdomain_depth"", ""dot_count"", ""hyphen_count"", ""hostname_length"", ""char_type_transition_count"", ""path_length"", ""special_char_count"", ""token_count"", ""registrable_domain_length"", ""letter_count"", ""question_mark_count"", ""slash_count"", ""url_length"", ""equals_sign_count"", ""digit_ratio""]",0.71
0.3915455044235649,0.46342181095011975,primary_domain_filtered,master,7210,134740,1.0,0.050489600000002355,2.1412679765727716e-07,0.2813745602848676,lr,20261002,134740,98556,233296,0.44831241044644515,0.40403209398193607,0.9268436219002395,r01,0.3551193335595598,S4-external,lr_c1_balanced,"{""C"": 1.0, ""class_weight"": ""balanced""}",iscx_url2016_binary,phiusiil,0.9,0,91346,f_stable,13,"[""subdomain_depth"", ""dot_count"", ""hyphen_count"", ""token_count"", ""special_char_count"", ""hostname_length"", ""registrable_domain_length"", ""path_length"", ""char_type_transition_count"", ""question_mark_count"", ""slash_count"", ""letter_count"", ""equals_sign_count""]",0.9
0.39542310416339754,0.46183032176256145,unfiltered,master,7706,134849,1.0,0.050489600000002355,2.1412679765727716e-07,0.2833714756360343,lr,20261002,134849,100944,235793,0.4544974993631177,0.4087826136518083,0.9236606435251229,r01,0.35418993778075564,S4-external,lr_c1_balanced,"{""C"": 1.0, ""class_weight"": ""balanced""}",iscx_url2016_binary,phiusiil,0.9,0,93238,f_stable,13,"[""subdomain_depth"", ""dot_count"", ""hyphen_count"", ""token_count"", ""special_char_count"", ""hostname_length"", ""registrable_domain_length"", ""path_length"", ""char_type_transition_count"", ""question_mark_count"", ""slash_count"", ""letter_count"", ""equals_sign_count""]",0.9
0.4154078938344421,0.4916646373635294,primary_domain_filtered,master,1643,134740,1.0,0.6012359000001197,2.549846263460407e-06,0.293489880651345,rf,20261002,134740,98556,233296,0.3404491918095385,0.4183541762895365,0.9833292747270588,r01,0.3293754724184268,S4-external,rf_unlimited_leaf5_balanced,"{""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 5, ""n_estimators"": 200}",iscx_url2016_binary,phiusiil,0.56,0,96913,f_all,35,"[""url_length"", ""hostname_length"", ""path_length"", ""query_length"", ""fragment_length"", ""digit_count"", ""letter_count"", ""special_char_count"", ""digit_ratio"", ""letter_ratio"", ""special_char_ratio"", ""dot_count"", ""hyphen_count"", ""underscore_count"", ""slash_count"", ""question_mark_count"", ""equals_sign_count"", ""percent_sign_count"", ""at_sign_count"", ""subdomain_depth"", ""path_segment_count"", ""query_parameter_count"", ""has_port"", ""has_userinfo"", ""host_is_ip"", ""tld_length"", ""registrable_domain_length"", ""domain_digit_ratio"", ""domain_hyphen_ratio"", ""url_char_entropy"", ""longest_repeated_char_run"", ""char_type_transition_count"", ""token_count"", ""token_mean_length"", ""token_max_length""]",0.56
0.4210939256042376,0.4918122919638611,unfiltered,master,1653,134849,1.0,0.6012359000001197,2.549846263460407e-06,0.296316744458106,rf,20261002,134849,100944,235793,0.3441209462403496,0.4240667976424361,0.9836245839277225,r01,0.3259011183785461,S4-external,rf_unlimited_leaf5_balanced,"{""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 5, ""n_estimators"": 200}",iscx_url2016_binary,phiusiil,0.56,0,99291,f_all,35,"[""url_length"", ""hostname_length"", ""path_length"", ""query_length"", ""fragment_length"", ""digit_count"", ""letter_count"", ""special_char_count"", ""digit_ratio"", ""letter_ratio"", ""special_char_ratio"", ""dot_count"", ""hyphen_count"", ""underscore_count"", ""slash_count"", ""question_mark_count"", ""equals_sign_count"", ""percent_sign_count"", ""at_sign_count"", ""subdomain_depth"", ""path_segment_count"", ""query_parameter_count"", ""has_port"", ""has_userinfo"", ""host_is_ip"", ""tld_length"", ""registrable_domain_length"", ""domain_digit_ratio"", ""domain_hyphen_ratio"", ""url_char_entropy"", ""longest_repeated_char_run"", ""char_type_transition_count"", ""token_count"", ""token_mean_length"", ""token_max_length""]",0.56
0.4133289897812221,0.4892041073095499,primary_domain_filtered,master,2128,134740,1.0,0.8804034999999999,3.7337982891773714e-06,0.29245065569991874,rf,20261002,134740,98556,233296,0.3770412618355911,0.4171338593576966,0.9784082146190998,r01,0.40513886390790715,S4-external,rf_depth24_leaf2,"{""class_weight"": null, ""max_depth"": 24, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""n_estimators"": 200}",iscx_url2016_binary,phiusiil,0.54,0,96428,f_single,15,"[""subdomain_depth"", ""url_length"", ""hyphen_count"", ""dot_count"", ""path_length"", ""hostname_length"", ""longest_repeated_char_run"", ""token_max_length"", ""special_char_count"", ""token_count"", ""char_type_transition_count"", ""token_mean_length"", ""digit_count"", ""digit_ratio"", ""slash_count""]",0.54
0.4190158316828744,0.48938520367728644,unfiltered,master,2143,134849,1.0,0.8804034999999999,3.7337982891773714e-06,0.2952862274876417,rf,20261002,134849,100944,235793,0.38044716484823105,0.42285897710250375,0.9787704073545729,r01,0.40079337459178854,S4-external,rf_depth24_leaf2,"{""class_weight"": null, ""max_depth"": 24, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""n_estimators"": 200}",iscx_url2016_binary,phiusiil,0.54,0,98801,f_single,15,"[""subdomain_depth"", ""url_length"", ""hyphen_count"", ""dot_count"", ""path_length"", ""hostname_length"", ""longest_repeated_char_run"", ""token_max_length"", ""special_char_count"", ""token_count"", ""char_type_transition_count"", ""token_mean_length"", ""digit_count"", ""digit_ratio"", ""slash_count""]",0.54
0.4112415129277827,0.4867334307398839,primary_domain_filtered,master,2615,134740,1.0,0.890150399999996,3.7751349700796716e-06,0.29140406454924567,rf,20261002,134740,98556,233296,0.38192409838590696,0.41590334704635407,0.9734668614797678,r01,0.41404542029235547,S4-external,rf_unlimited_leaf5_balanced,"{""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 5, ""n_estimators"": 200}",iscx_url2016_binary,phiusiil,0.65,0,95941,f_stable,15,"[""subdomain_depth"", ""url_length"", ""dot_count"", ""hyphen_count"", ""path_length"", ""hostname_length"", ""token_count"", ""longest_repeated_char_run"", ""special_char_count"", ""token_max_length"", ""char_type_transition_count"", ""token_mean_length"", ""digit_count"", ""letter_count"", ""slash_count""]",0.65
0.4169504607855195,0.4869729751149152,unfiltered,master,2630,134849,1.0,0.890150399999996,3.7751349700796716e-06,0.29425902480343125,rf,20261002,134849,100944,235793,0.38556527719430794,0.4216535213563044,0.9739459502298304,r01,0.41015568823820325,S4-external,rf_unlimited_leaf5_balanced,"{""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 5, ""n_estimators"": 200}",iscx_url2016_binary,phiusiil,0.65,0,98314,f_stable,15,"[""subdomain_depth"", ""url_length"", ""dot_count"", ""hyphen_count"", ""path_length"", ""hostname_length"", ""token_count"", ""longest_repeated_char_run"", ""special_char_count"", ""token_max_length"", ""char_type_transition_count"", ""token_mean_length"", ""digit_count"", ""letter_count"", ""slash_count""]",0.65
