accuracy,balanced_accuracy,cohort,corpus_version,fn,fp,fpr,inference_seconds_all_target,inference_seconds_per_sample,macro_f1,model,model_seed,n_benign,n_phishing,n_samples,pr_auc,precision,recall,repetition,roc_auc,scenario,selected_candidate,selected_params_json,source_dataset,target_dataset,threshold,tn,tp,feature_set,n_features,feature_names_json,source_validation_threshold
0.42023724198767565,0.4908117372008242,unfiltered,,1855,134849,1.0,0.44151259999989634,1.8724584699286931e-06,0.29589228444646176,rf,20261001,134849,100944,235793,0.38284082138930814,0.42356949277158906,0.9816234744016484,r00,0.4075064859241343,S4-external,rf_unlimited_leaf5_balanced,"{""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 5, ""n_estimators"": 200}",iscx_url2016_binary,phiusiil,0.62,0,99089,f_permutation,15,"[""url_length"", ""subdomain_depth"", ""dot_count"", ""hostname_length"", ""path_length"", ""hyphen_count"", ""token_max_length"", ""slash_count"", ""longest_repeated_char_run"", ""tld_length"", ""question_mark_count"", ""domain_digit_ratio"", ""host_is_ip"", ""path_segment_count"", ""token_count""]",0.62
0.4118660989325118,0.4843993055207089,primary_domain_filtered,master,3109,134739,1.0,0.8984969000000014,3.810532543374915e-06,0.2917175355679386,rf,20261001,134739,99643,234382,0.357458055109192,0.417402809666498,0.9687986110414178,r00,0.3574499416519868,S4-external,rf_unlimited_leaf5_balanced,"{""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 5, ""n_estimators"": 200}",iscx_url2016_binary,phiusiil,0.72,0,96534,f_single,15,"[""subdomain_depth"", ""url_length"", ""dot_count"", ""hyphen_count"", ""path_length"", ""hostname_length"", ""longest_repeated_char_run"", ""special_char_count"", ""token_count"", ""char_type_transition_count"", ""token_max_length"", ""slash_count"", ""digit_count"", ""letter_count"", ""token_mean_length""]",0.72
0.414897812912173,0.4845756062767475,unfiltered,master,3114,134849,1.0,0.8984969000000014,3.810532543374915e-06,0.2932351786297707,rf,20261001,134849,100944,235793,0.3596223331685194,0.4204504918793703,0.969151212553495,r00,0.3560714353922019,S4-external,rf_unlimited_leaf5_balanced,"{""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 5, ""n_estimators"": 200}",iscx_url2016_binary,phiusiil,0.72,0,97830,f_single,15,"[""subdomain_depth"", ""url_length"", ""dot_count"", ""hyphen_count"", ""path_length"", ""hostname_length"", ""longest_repeated_char_run"", ""special_char_count"", ""token_count"", ""char_type_transition_count"", ""token_max_length"", ""slash_count"", ""digit_count"", ""letter_count"", ""token_mean_length""]",0.72
0.414370557466017,0.4873448210110093,primary_domain_filtered,master,2522,134739,1.0,0.904046300000001,3.834067593185553e-06,0.2929717076466879,rf,20261001,134739,99643,234382,0.4112558244672377,0.4188777710687484,0.9746896420220186,r00,0.4699758043294172,S4-external,rf_depth16_leaf1,"{""class_weight"": null, ""max_depth"": 16, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""n_estimators"": 200}",iscx_url2016_binary,phiusiil,0.65,0,97121,f_stable,15,"[""subdomain_depth"", ""url_length"", ""dot_count"", ""hyphen_count"", ""path_length"", ""hostname_length"", ""token_count"", ""longest_repeated_char_run"", ""special_char_count"", ""token_max_length"", ""letter_count"", ""char_type_transition_count"", ""slash_count"", ""token_mean_length"", ""digit_count""]",0.65
0.4173915256178088,0.4874881122206372,unfiltered,master,2526,134849,1.0,0.904046300000001,3.834067593185553e-06,0.2944786377468126,rf,20261001,134849,100944,235793,0.4134697332148983,0.4219113719471678,0.9749762244412744,r00,0.4685173399897234,S4-external,rf_depth16_leaf1,"{""class_weight"": null, ""max_depth"": 16, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""n_estimators"": 200}",iscx_url2016_binary,phiusiil,0.65,0,98418,f_stable,15,"[""subdomain_depth"", ""url_length"", ""dot_count"", ""hyphen_count"", ""path_length"", ""hostname_length"", ""token_count"", ""longest_repeated_char_run"", ""special_char_count"", ""token_max_length"", ""letter_count"", ""char_type_transition_count"", ""slash_count"", ""token_mean_length"", ""digit_count""]",0.65
0.4181037793004582,0.4917354957197194,primary_domain_filtered,master,1647,134739,1.0,0.1492813999998361,6.33103612065821e-07,0.2948329913532183,xgb,20261001,134739,99643,234382,0.39722834662163,0.4210625819064601,0.9834709914394388,r00,0.3849590340076806,S4-external,xgb_d6_lr01_balanced,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.1, ""max_depth"": 6, ""n_estimators"": 200, ""reg_lambda"": 1.0, ""scale_pos_weight"": 3.537326264507809, ""subsample"": 0.9}",iscx_url2016_binary,phiusiil,0.91,0,97996,f_all,35,"[""url_length"", ""hostname_length"", ""path_length"", ""query_length"", ""fragment_length"", ""digit_count"", ""letter_count"", ""special_char_count"", ""digit_ratio"", ""letter_ratio"", ""special_char_ratio"", ""dot_count"", ""hyphen_count"", ""underscore_count"", ""slash_count"", ""question_mark_count"", ""equals_sign_count"", ""percent_sign_count"", ""at_sign_count"", ""subdomain_depth"", ""path_segment_count"", ""query_parameter_count"", ""has_port"", ""has_userinfo"", ""host_is_ip"", ""tld_length"", ""registrable_domain_length"", ""domain_digit_ratio"", ""domain_hyphen_ratio"", ""url_char_entropy"", ""longest_repeated_char_run"", ""char_type_transition_count"", ""token_count"", ""token_mean_length"", ""token_max_length""]",0.91
0.4210981666122404,0.4918172452052623,unfiltered,master,1652,134849,1.0,0.1492813999998361,6.33103612065821e-07,0.296318844472298,xgb,20261001,134849,100944,235793,0.3990996856551122,0.424069257413268,0.9836344904105246,r00,0.3833943672481502,S4-external,xgb_d6_lr01_balanced,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.1, ""max_depth"": 6, ""n_estimators"": 200, ""reg_lambda"": 1.0, ""scale_pos_weight"": 3.537326264507809, ""subsample"": 0.9}",iscx_url2016_binary,phiusiil,0.91,0,99292,f_all,35,"[""url_length"", ""hostname_length"", ""path_length"", ""query_length"", ""fragment_length"", ""digit_count"", ""letter_count"", ""special_char_count"", ""digit_ratio"", ""letter_ratio"", ""special_char_ratio"", ""dot_count"", ""hyphen_count"", ""underscore_count"", ""slash_count"", ""question_mark_count"", ""equals_sign_count"", ""percent_sign_count"", ""at_sign_count"", ""subdomain_depth"", ""path_segment_count"", ""query_parameter_count"", ""has_port"", ""has_userinfo"", ""host_is_ip"", ""tld_length"", ""registrable_domain_length"", ""domain_digit_ratio"", ""domain_hyphen_ratio"", ""url_char_entropy"", ""longest_repeated_char_run"", ""char_type_transition_count"", ""token_count"", ""token_mean_length"", ""token_max_length""]",0.91
0.4121092916691555,0.4846853266160192,primary_domain_filtered,,3052,134739,1.0,0.251377400000365,1.0660935651201054e-06,0.2918395156100346,xgb,20261001,134739,99643,234382,0.32455746304034183,0.417546362339515,0.9693706532320384,r00,0.2491504460964161,S4-external,xgb_d4_lr005,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.05, ""max_depth"": 4, ""n_estimators"": 300, ""reg_lambda"": 1.0, ""scale_pos_weight"": 1.0, ""subsample"": 0.9}",iscx_url2016_binary,phiusiil,0.95,0,96591,f_mi,15,"[""url_length"", ""subdomain_depth"", ""token_count"", ""special_char_count"", ""path_length"", ""hostname_length"", ""dot_count"", ""char_type_transition_count"", ""hyphen_count"", ""token_mean_length"", ""special_char_ratio"", ""digit_ratio"", ""letter_ratio"", ""longest_repeated_char_run"", ""letter_count""]",0.95
0.41512258633632043,0.4848381280710097,unfiltered,,3061,134849,1.0,0.251377400000365,1.0660935651201054e-06,0.2933474388328798,xgb,20261001,134849,100944,235793,0.3262734041034321,0.4205824725435265,0.9696762561420194,r00,0.24749791320541065,S4-external,xgb_d4_lr005,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.05, ""max_depth"": 4, ""n_estimators"": 300, ""reg_lambda"": 1.0, ""scale_pos_weight"": 1.0, ""subsample"": 0.9}",iscx_url2016_binary,phiusiil,0.95,0,97883,f_mi,15,"[""url_length"", ""subdomain_depth"", ""token_count"", ""special_char_count"", ""path_length"", ""hostname_length"", ""dot_count"", ""char_type_transition_count"", ""hyphen_count"", ""token_mean_length"", ""special_char_ratio"", ""digit_ratio"", ""letter_ratio"", ""longest_repeated_char_run"", ""letter_count""]",0.95
0.41777952231826676,0.49135413425930574,primary_domain_filtered,,1723,134739,1.0,0.15968270000030316,6.772156086071392e-07,0.2946717142839947,xgb,20261001,134739,99643,234382,0.40178377688296296,0.4208734671772852,0.9827082685186115,r00,0.4085657435918419,S4-external,xgb_d4_lr005,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.05, ""max_depth"": 4, ""n_estimators"": 300, ""reg_lambda"": 1.0, ""scale_pos_weight"": 1.0, ""subsample"": 0.9}",iscx_url2016_binary,phiusiil,0.79,0,97920,f_permutation,15,"[""url_length"", ""dot_count"", ""subdomain_depth"", ""hostname_length"", ""hyphen_count"", ""path_length"", ""token_max_length"", ""tld_length"", ""token_mean_length"", ""question_mark_count"", ""special_char_ratio"", ""slash_count"", ""percent_sign_count"", ""longest_repeated_char_run"", ""digit_ratio""]",0.79
0.4207885730280373,0.4914556585829767,unfiltered,,1725,134849,1.0,0.15968270000030316,6.772156086071392e-07,0.2961655104891765,xgb,20261001,134849,100944,235793,0.40424388634396113,0.4238896389083514,0.9829113171659534,r00,0.40777013369383497,S4-external,xgb_d4_lr005,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.05, ""max_depth"": 4, ""n_estimators"": 300, ""reg_lambda"": 1.0, ""scale_pos_weight"": 1.0, ""subsample"": 0.9}",iscx_url2016_binary,phiusiil,0.79,0,99219,f_permutation,15,"[""url_length"", ""dot_count"", ""subdomain_depth"", ""hostname_length"", ""hyphen_count"", ""path_length"", ""token_max_length"", ""tld_length"", ""token_mean_length"", ""question_mark_count"", ""special_char_ratio"", ""slash_count"", ""percent_sign_count"", ""longest_repeated_char_run"", ""digit_ratio""]",0.79
0.416094239318719,0.4893720582479451,primary_domain_filtered,master,2118,134739,1.0,0.1235230000000022,5.238620315276631e-07,0.2938323084478483,xgb,20261001,134739,99643,234382,0.4256974694911386,0.4198885750697482,0.9787441164958904,r00,0.4476990433460469,S4-external,xgb_d6_lr01_balanced,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.1, ""max_depth"": 6, ""n_estimators"": 200, ""reg_lambda"": 1.0, ""scale_pos_weight"": 3.537326264507809, ""subsample"": 0.9}",iscx_url2016_binary,phiusiil,0.87,0,97525,f_single,15,"[""url_length"", ""subdomain_depth"", ""dot_count"", ""hyphen_count"", ""hostname_length"", ""path_length"", ""token_mean_length"", ""longest_repeated_char_run"", ""token_max_length"", ""url_char_entropy"", ""special_char_ratio"", ""slash_count"", ""registrable_domain_length"", ""token_count"", ""digit_ratio""]",0.87
0.41910065184293,0.4894842685053098,unfiltered,master,2123,134849,1.0,0.1235230000000022,5.238620315276631e-07,0.2953283484851202,xgb,20261001,134849,100944,235793,0.42836071978191,0.4229083750588436,0.9789685370106196,r00,0.4472969241873741,S4-external,xgb_d6_lr01_balanced,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.1, ""max_depth"": 6, ""n_estimators"": 200, ""reg_lambda"": 1.0, ""scale_pos_weight"": 3.537326264507809, ""subsample"": 0.9}",iscx_url2016_binary,phiusiil,0.87,0,98821,f_single,15,"[""url_length"", ""subdomain_depth"", ""dot_count"", ""hyphen_count"", ""hostname_length"", ""path_length"", ""token_mean_length"", ""longest_repeated_char_run"", ""token_max_length"", ""url_char_entropy"", ""special_char_ratio"", ""slash_count"", ""registrable_domain_length"", ""token_count"", ""digit_ratio""]",0.87
0.4185816316952667,0.4922975020824343,primary_domain_filtered,master,1535,134739,1.0,0.141066600000002,5.982645795252702e-07,0.2950705284369455,xgb,20261001,134739,99643,234382,0.4411394542662846,0.4213410522789643,0.9845950041648686,r00,0.4444669624352569,S4-external,xgb_d6_lr005,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.05, ""max_depth"": 6, ""n_estimators"": 250, ""reg_lambda"": 1.0, ""scale_pos_weight"": 1.0, ""subsample"": 0.9}",iscx_url2016_binary,phiusiil,0.79,0,98108,f_stable,14,"[""url_length"", ""subdomain_depth"", ""dot_count"", ""hostname_length"", ""hyphen_count"", ""path_length"", ""token_mean_length"", ""longest_repeated_char_run"", ""token_max_length"", ""digit_ratio"", ""tld_length"", ""registrable_domain_length"", ""slash_count"", ""token_count""]",0.79
0.4215689185005492,0.4923670550007925,unfiltered,master,1541,134849,1.0,0.141066600000002,5.982645795252702e-07,0.2965518681607179,xgb,20261001,134849,100944,235793,0.4434581371050399,0.4243421614329867,0.9847341100015852,r00,0.4435173272731872,S4-external,xgb_d6_lr005,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.05, ""max_depth"": 6, ""n_estimators"": 250, ""reg_lambda"": 1.0, ""scale_pos_weight"": 1.0, ""subsample"": 0.9}",iscx_url2016_binary,phiusiil,0.79,0,99403,f_stable,14,"[""url_length"", ""subdomain_depth"", ""dot_count"", ""hostname_length"", ""hyphen_count"", ""path_length"", ""token_mean_length"", ""longest_repeated_char_run"", ""token_max_length"", ""digit_ratio"", ""tld_length"", ""registrable_domain_length"", ""slash_count"", ""token_count""]",0.79
0.406569336808175,0.4811954052468363,primary_domain_filtered,master,3711,134734,0.9999554697936768,0.1743071000000782,7.392378060420717e-07,0.2890859544072465,lr,20261002,134740,98556,233296,0.5052404781822695,0.4131257649872157,0.9623462802873494,r01,0.4321349279815467,S4-external,lr_c01,"{""C"": 0.1, ""class_weight"": null}",iscx_url2016_binary,phiusiil,0.66,6,94845,f_all,35,"[""url_length"", ""hostname_length"", ""path_length"", ""query_length"", ""fragment_length"", ""digit_count"", ""letter_count"", ""special_char_count"", ""digit_ratio"", ""letter_ratio"", ""special_char_ratio"", ""dot_count"", ""hyphen_count"", ""underscore_count"", ""slash_count"", ""question_mark_count"", ""equals_sign_count"", ""percent_sign_count"", ""at_sign_count"", ""subdomain_depth"", ""path_segment_count"", ""query_parameter_count"", ""has_port"", ""has_userinfo"", ""host_is_ip"", ""tld_length"", ""registrable_domain_length"", ""domain_digit_ratio"", ""domain_hyphen_ratio"", ""url_char_entropy"", ""longest_repeated_char_run"", ""char_type_transition_count"", ""token_count"", ""token_mean_length"", ""token_max_length""]",0.66
