source_dataset,target_dataset,repetition,model,fpr_budget,threshold_variant,threshold,evaluation_scope,validation_within_budget,n_samples,n_benign,n_phishing,accuracy,balanced_accuracy,precision,recall,macro_f1,roc_auc,pr_auc,fpr,tn,fp,fn,tp,fpr_wilson_upper_95,fpr_clopper_pearson_upper_95,alerts_per_10000_benign
phiusiil,iscx_url2016_binary,r00,lr,0.01,safer_neighbor,0.9147406172949526,source_s3_test,True,35674,20127,15547,0.9861523798845098,0.9852177529061463,0.990166069684142,0.9779378658262045,0.9859000818627786,0.9947835521789182,0.9965415837561087,0.007502360013911661,19976,151,343,15204,0.008571138671993564,0.008582384366694751,75.02360013911661
phiusiil,iscx_url2016_binary,r00,lr,0.01,safer_neighbor,0.9147406172949526,external_primary,True,41108,32552,8556,0.2599250754111122,0.5315814831487371,0.21912811159349552,0.9969611968209444,0.24168798205108738,0.5547280893886213,0.22807048405494593,0.9337982305234701,2155,30397,26,8530,0.9360291008224764,0.9360516439654771,9337.982305234702
phiusiil,iscx_url2016_binary,r00,lr,0.01,selected,0.9143669714288533,source_validation,True,35674,20127,15547,0.9870774233335202,0.9866449655928182,0.9870222107438017,0.9832765163697176,0.9868551430233228,0.9928290724070032,0.9953397391567005,0.009986585184081085,19926,201,260,15287,0.011207082092529868,0.011218368513589174,99.86585184081085
phiusiil,iscx_url2016_binary,r00,lr,0.01,selected,0.9143669714288533,source_s3_test,True,35674,20127,15547,0.9861523798845098,0.9852177529061463,0.990166069684142,0.9779378658262045,0.9859000818627786,0.9947835521789182,0.9965415837561087,0.007502360013911661,19976,151,343,15204,0.008571138671993564,0.008582384366694751,75.02360013911661
phiusiil,iscx_url2016_binary,r00,lr,0.01,selected,0.9143669714288533,external_primary,True,41108,32552,8556,0.2599250754111122,0.5315814831487371,0.21912811159349552,0.9969611968209444,0.24168798205108738,0.5547280893886213,0.22807048405494593,0.9337982305234701,2155,30397,26,8530,0.9360291008224764,0.9360516439654771,9337.982305234702
phiusiil,iscx_url2016_binary,r00,lr,0.01,more_permissive_neighbor,0.9137270409754162,source_validation,False,35674,20127,15547,0.9869652968548522,0.9865455965860115,0.9867673638006713,0.9832765163697176,0.9867414809852564,0.9928290724070032,0.9953397391567005,0.01018532319769464,19922,205,260,15287,0.011417070525742699,0.011428360729312501,101.8532319769464
phiusiil,iscx_url2016_binary,r00,lr,0.01,more_permissive_neighbor,0.9137270409754162,source_s3_test,True,35674,20127,15547,0.9860682850255088,0.9851432261510413,0.9899726526891522,0.9779378658262045,0.9858147796841934,0.9947835521789182,0.9965415837561087,0.007651413524121827,19973,154,343,15204,0.00872996260955738,0.008741210312524436,76.51413524121827
phiusiil,iscx_url2016_binary,r00,lr,0.01,more_permissive_neighbor,0.9137270409754162,external_primary,True,41108,32552,8556,0.25990074924588885,0.5315661231094154,0.21912248253185368,0.9969611968209444,0.2416571933070713,0.5547280893886213,0.22807048405494593,0.9338289506021136,2154,30398,26,8530,0.9360593297628484,0.9360818733032138,9338.289506021136
phiusiil,iscx_url2016_binary,r00,rf,0.001,safer_neighbor,0.9838128966652772,source_validation,True,35674,20127,15547,0.904972809328923,0.8911001619423358,0.99860552866869,0.7830449604425291,0.9000252617653088,0.9987411671909618,0.9985063931374408,0.0008446365578576042,20110,17,3373,12174,0.001255133554005273,0.0012666490726384563,8.446365578576042
phiusiil,iscx_url2016_binary,r00,rf,0.001,safer_neighbor,0.9838128966652772,source_s3_test,True,35674,20127,15547,0.9241464371811403,0.9130321103815753,0.9993777708641207,0.8264616967903776,0.9208597164218385,0.9992723219200195,0.9991864396718476,0.00039747602722710784,20119,8,2698,12849,0.0007052719270726329,0.0007170637630863528,3.9747602722710784
phiusiil,iscx_url2016_binary,r00,rf,0.001,safer_neighbor,0.9838128966652772,external_primary,True,41108,32552,8556,0.20550744380655833,0.49343016865107747,0.20596272079633063,0.9866760168302945,0.17057763670492718,0.4576532674128414,0.19445476511934742,0.9998156795281395,6,32546,114,8442,0.9999046824347211,0.999919725038237,9998.156795281395
phiusiil,iscx_url2016_binary,r00,rf,0.001,selected,0.9838077870454245,source_validation,True,35674,20127,15547,0.9049447777092561,0.891075319690634,0.9985236220472441,0.7830449604425291,0.8999970827582305,0.9987411671909618,0.9985063931374408,0.0008943210612609927,20109,18,3373,12174,0.0013143827299275795,0.0013258809847501352,8.943210612609928
phiusiil,iscx_url2016_binary,r00,rf,0.001,selected,0.9838077870454245,source_s3_test,True,35674,20127,15547,0.9241464371811403,0.9130321103815753,0.9993777708641207,0.8264616967903776,0.9208597164218385,0.9992723219200195,0.9991864396718476,0.00039747602722710784,20119,8,2698,12849,0.0007052719270726329,0.0007170637630863528,3.9747602722710784
phiusiil,iscx_url2016_binary,r00,rf,0.001,selected,0.9838077870454245,external_primary,True,41108,32552,8556,0.20550744380655833,0.49343016865107747,0.20596272079633063,0.9866760168302945,0.17057763670492718,0.4576532674128414,0.19445476511934742,0.9998156795281395,6,32546,114,8442,0.9999046824347211,0.999919725038237,9998.156795281395
phiusiil,iscx_url2016_binary,r00,rf,0.001,more_permissive_neighbor,0.9837501150358748,source_validation,False,35674,20127,15547,0.9048326512305881,0.8909759506838273,0.9981961298786487,0.7830449604425291,0.8998843724685928,0.9987411671909618,0.9985063931374408,0.0010930590748745466,20105,22,3373,12174,0.0015490224537526582,0.0015604641541001004,10.930590748745466
phiusiil,iscx_url2016_binary,r00,rf,0.001,more_permissive_neighbor,0.9837501150358748,source_s3_test,True,35674,20127,15547,0.9241744688008073,0.913064270927018,0.999377819256494,0.8265260178812632,0.9208899055871982,0.9992723219200195,0.9991864396718476,0.00039747602722710784,20119,8,2697,12850,0.0007052719270726329,0.0007170637630863528,3.9747602722710784
phiusiil,iscx_url2016_binary,r00,rf,0.001,more_permissive_neighbor,0.9837501150358748,external_primary,True,41108,32552,8556,0.20550744380655833,0.49343016865107747,0.20596272079633063,0.9866760168302945,0.17057763670492718,0.4576532674128414,0.19445476511934742,0.9998156795281395,6,32546,114,8442,0.9999046824347211,0.999919725038237,9998.156795281395
phiusiil,iscx_url2016_binary,r00,rf,0.01,safer_neighbor,0.7968799065213176,source_validation,True,35674,20127,15547,0.9906935022705612,0.9907644027799813,0.9873790761740022,0.9913166527304303,0.9905417981364377,0.9987411671909618,0.9985063931374408,0.009787847170467531,19930,197,135,15412,0.010996977782989756,0.011008260483849215,97.8784717046753
phiusiil,iscx_url2016_binary,r00,rf,0.01,safer_neighbor,0.7968799065213176,source_s3_test,True,35674,20127,15547,0.9915064192409038,0.9918214695914237,0.9863450740173558,0.9942754229111725,0.9913718614302853,0.9992723219200195,0.9991864396718476,0.010632483728325136,19913,214,89,15458,0.01188913782402603,0.011900436750690338,106.32483728325136
phiusiil,iscx_url2016_binary,r00,rf,0.01,safer_neighbor,0.7968799065213176,external_primary,True,41108,32552,8556,0.2078427556679965,0.4992987377279102,0.20790344559081175,0.9985974754558204,0.17207766051719972,0.4576532674128414,0.19445476511934742,1.0,0,32552,12,8544,1.0,1.0,10000.0
phiusiil,iscx_url2016_binary,r00,rf,0.01,selected,0.7949099920871463,source_validation,True,35674,20127,15547,0.9906654706508942,0.9907395605282797,0.9873158231902627,0.9913166527304303,0.9905133780242414,0.9987411671909618,0.9985063931374408,0.00983753167387092,19929,198,135,15412,0.011049514912161154,0.011060798537055197,98.37531673870919
phiusiil,iscx_url2016_binary,r00,rf,0.01,selected,0.7949099920871463,source_s3_test,True,35674,20127,15547,0.9914503560015697,0.9917791033817616,0.9861571829548355,0.9943397440020583,0.9913151569809898,0.9992723219200195,0.9991864396718476,0.010781537238535302,19910,217,88,15459,0.012046373093707383,0.012057674989344878,107.81537238535302
phiusiil,iscx_url2016_binary,r00,rf,0.01,selected,0.7949099920871463,external_primary,True,41108,32552,8556,0.2078427556679965,0.4992987377279102,0.20790344559081175,0.9985974754558204,0.17207766051719972,0.4576532674128414,0.19445476511934742,1.0,0,32552,12,8544,1.0,1.0,10000.0
phiusiil,iscx_url2016_binary,r00,rf,0.01,more_permissive_neighbor,0.7948282343605355,source_validation,False,35674,20127,15547,0.9905533441722263,0.9906401915214729,0.9870628922761624,0.9913166527304303,0.9903997015231032,0.9987411671909618,0.9985063931374408,0.010036269687484474,19925,202,135,15412,0.011259589931342061,0.011270877292309339,100.36269687484474
phiusiil,iscx_url2016_binary,r00,rf,0.01,more_permissive_neighbor,0.7948282343605355,source_s3_test,True,35674,20127,15547,0.9914503560015697,0.9917791033817616,0.9861571829548355,0.9943397440020583,0.9913151569809898,0.9992723219200195,0.9991864396718476,0.010781537238535302,19910,217,88,15459,0.012046373093707383,0.012057674989344878,107.81537238535302
phiusiil,iscx_url2016_binary,r00,rf,0.01,more_permissive_neighbor,0.7948282343605355,external_primary,True,41108,32552,8556,0.2078427556679965,0.4992987377279102,0.20790344559081175,0.9985974754558204,0.17207766051719972,0.4576532674128414,0.19445476511934742,1.0,0,32552,12,8544,1.0,1.0,10000.0
phiusiil,iscx_url2016_binary,r00,xgb,0.001,safer_neighbor,0.950896680355072,source_validation,True,35674,20127,15547,0.991113976565566,0.9899514729694394,0.9986902423051736,0.9808966360069467,0.9909461479609074,0.9993649654468358,0.9994281774418854,0.0009936900680677697,20107,20,297,15250,0.001432139113093784,0.0014436068885975365,9.936900680677697
phiusiil,iscx_url2016_binary,r00,xgb,0.001,safer_neighbor,0.950896680355072,source_s3_test,True,35674,20127,15547,0.9931602848012558,0.992226009849356,0.9993473862820597,0.9849488647327459,0.9930339600824248,0.9993169091838959,0.9993973701145334,0.0004968450340338849,20117,10,234,15313,0.0008309131656555822,0.000842613678464572,4.9684503403388485
phiusiil,iscx_url2016_binary,r00,xgb,0.001,safer_neighbor,0.950896680355072,external_primary,True,41108,32552,8556,0.2078670818332198,0.4993571762505844,0.207922719419909,0.9987143525011688,0.1720943346826979,0.07229698171421428,0.11602330281786047,1.0,0,32552,11,8545,1.0,1.0,10000.0
phiusiil,iscx_url2016_binary,r00,xgb,0.001,selected,0.9502694606781006,source_validation,True,35674,20127,15547,0.9911420081852329,0.9899836335148823,0.9986903280728178,0.9809609570978324,0.990974779191611,0.9993649654468358,0.9994281774418854,0.0009936900680677697,20107,20,296,15251,0.001432139113093784,0.0014436068885975365,9.936900680677697
phiusiil,iscx_url2016_binary,r00,xgb,0.001,selected,0.9502694606781006,source_s3_test,True,35674,20127,15547,0.9931602848012558,0.992226009849356,0.9993473862820597,0.9849488647327459,0.9930339600824248,0.9993169091838959,0.9993973701145334,0.0004968450340338849,20117,10,234,15313,0.0008309131656555822,0.000842613678464572,4.9684503403388485
phiusiil,iscx_url2016_binary,r00,xgb,0.001,selected,0.9502694606781006,external_primary,True,41108,32552,8556,0.2078670818332198,0.4993571762505844,0.207922719419909,0.9987143525011688,0.1720943346826979,0.07229698171421428,0.11602330281786047,1.0,0,32552,11,8545,1.0,1.0,10000.0
phiusiil,iscx_url2016_binary,r00,xgb,0.001,more_permissive_neighbor,0.9491555094718933,source_validation,False,35674,20127,15547,0.991113976565566,0.9899587912631806,0.9986249345206915,0.9809609570978324,0.9909462887560367,0.9993649654468358,0.9994281774418854,0.001043374571471158,20106,21,296,15251,0.0014906822272049613,0.001502136477159864,10.43374571471158
phiusiil,iscx_url2016_binary,r00,xgb,0.001,more_permissive_neighbor,0.9491555094718933,source_s3_test,True,35674,20127,15547,0.9935807590962605,0.9927084180309987,0.9993480245142783,0.9859136810960314,0.9934629530274655,0.9993169091838959,0.9993973701145334,0.0004968450340338849,20117,10,219,15328,0.0008309131656555822,0.000842613678464572,4.9684503403388485
phiusiil,iscx_url2016_binary,r00,xgb,0.001,more_permissive_neighbor,0.9491555094718933,external_primary,True,41108,32552,8556,0.2078670818332198,0.4993571762505844,0.207922719419909,0.9987143525011688,0.1720943346826979,0.07229698171421428,0.11602330281786047,1.0,0,32552,11,8545,1.0,1.0,10000.0
phiusiil,iscx_url2016_binary,r00,xgb,0.01,safer_neighbor,0.6221214532852173,source_validation,True,35674,20127,15547,0.9916465773392387,0.9918798162062619,0.9872196306473258,0.9936965330932013,0.9915128480488082,0.9993649654468358,0.9994281774418854,0.009936900680677697,19927,200,98,15449,0.011154567012271905,0.01116585249731659,99.36900680677697
phiusiil,iscx_url2016_binary,r00,xgb,0.01,safer_neighbor,0.6221214532852173,source_s3_test,True,35674,20127,15547,0.9912541346639009,0.9915320246824381,0.98633722786184,0.9936965330932013,0.9911150107904724,0.9993169091838959,0.9993973701145334,0.010632483728325136,19913,214,98,15449,0.01188913782402603,0.011900436750690338,106.32483728325136
phiusiil,iscx_url2016_binary,r00,xgb,0.01,safer_neighbor,0.6221214532852173,external_primary,True,41108,32552,8556,0.20811034348545296,0.4999415614773259,0.20811540613520813,0.9998831229546518,0.1722610394055937,0.07229698171421428,0.11602330281786047,1.0,0,32552,1,8555,1.0,1.0,10000.0
phiusiil,iscx_url2016_binary,r00,xgb,0.01,selected,0.6199306845664978,source_validation,True,35674,20127,15547,0.9916185457195716,0.9918549739545601,0.9871565495207668,0.9936965330932013,0.9914844285529438,0.9993649654468358,0.9994281774418854,0.009986585184081085,19926,201,98,15449,0.011207082092529868,0.011218368513589174,99.86585184081085
phiusiil,iscx_url2016_binary,r00,xgb,0.01,selected,0.6199306845664978,source_s3_test,True,35674,20127,15547,0.991198071424567,0.9914896584727759,0.9861492308674283,0.993760854184087,0.9910583105256965,0.9993169091838959,0.9993973701145334,0.010781537238535302,19910,217,97,15450,0.012046373093707383,0.012057674989344878,107.81537238535302
phiusiil,iscx_url2016_binary,r00,xgb,0.01,selected,0.6199306845664978,external_primary,True,41108,32552,8556,0.20811034348545296,0.4999415614773259,0.20811540613520813,0.9998831229546518,0.1722610394055937,0.07229698171421428,0.11602330281786047,1.0,0,32552,1,8555,1.0,1.0,10000.0
phiusiil,iscx_url2016_binary,r00,xgb,0.01,more_permissive_neighbor,0.619519829750061,source_validation,False,35674,20127,15547,0.9915905140999047,0.9918301317028584,0.9870934764551785,0.9936965330932013,0.9914560094497866,0.9993649654468358,0.9994281774418854,0.010036269687484474,19925,202,98,15449,0.011259589931342061,0.011270877292309339,100.36269687484474
phiusiil,iscx_url2016_binary,r00,xgb,0.01,more_permissive_neighbor,0.619519829750061,source_s3_test,True,35674,20127,15547,0.991198071424567,0.9914969767665169,0.986087178505329,0.9938251752749727,0.9910584378317314,0.9993169091838959,0.9993973701145334,0.01083122174193869,19909,218,96,15451,0.012098771859656358,0.012110074751415678,108.3122174193869
phiusiil,iscx_url2016_binary,r00,xgb,0.01,more_permissive_neighbor,0.619519829750061,external_primary,True,41108,32552,8556,0.20811034348545296,0.4999415614773259,0.20811540613520813,0.9998831229546518,0.1722610394055937,0.07229698171421428,0.11602330281786047,1.0,0,32552,1,8555,1.0,1.0,10000.0
phiusiil,iscx_url2016_binary,r01,lr,0.001,safer_neighbor,0.9998910028912711,source_validation,True,35675,20127,15548,0.9618780658724597,0.9564034795948224,0.9986644172641642,0.9137509647543093,0.9608056918918103,0.9945907259164148,0.9963223125423459,0.0009440055646643812,20108,19,1341,14207,0.0013733782179399046,0.001384860614589746,9.440055646643811
phiusiil,iscx_url2016_binary,r01,lr,0.001,safer_neighbor,0.9998910028912711,source_s3_test,True,35674,20127,15547,0.9360038123002747,0.926679930866348,0.9989467348781221,0.8540554447803435,0.9335650467268033,0.9935194271889037,0.9956755231209495,0.0006955830476474388,20113,14,2269,13278,0.001075628126320684,0.0010872061326648325,6.955830476474388
phiusiil,iscx_url2016_binary,r01,lr,0.001,safer_neighbor,0.9998910028912711,external_primary,True,41159,32706,8453,0.26609004106027845,0.5361863066652722,0.2179786351379382,0.9945581450372649,0.2508948994022467,0.5530012122598987,0.22442565608499268,0.9221855317067205,2545,30161,46,8407,0.9245871835803535,0.9246094664745507,9221.855317067204
phiusiil,iscx_url2016_binary,r01,lr,0.001,selected,0.9998907453828078,source_validation,True,35675,20127,15548,0.9618500350385424,0.9563786373431207,0.9985942222534617,0.9137509647543093,0.960777246466155,0.9945907259164148,0.9963223125423459,0.0009936900680677697,20107,20,1341,14207,0.001432139113093784,0.0014436068885975365,9.936900680677697
phiusiil,iscx_url2016_binary,r01,lr,0.001,selected,0.9998907453828078,source_s3_test,True,35674,20127,15547,0.9360318439199417,0.9267120914117909,0.9989468141126909,0.8541197658712292,0.9335948869932879,0.9935194271889037,0.9956755231209495,0.0006955830476474388,20113,14,2268,13279,0.001075628126320684,0.0010872061326648325,6.955830476474388
phiusiil,iscx_url2016_binary,r01,lr,0.001,selected,0.9998907453828078,external_primary,True,41159,32706,8453,0.26609004106027845,0.5361863066652722,0.2179786351379382,0.9945581450372649,0.2508948994022467,0.5530012122598987,0.22442565608499268,0.9221855317067205,2545,30161,46,8407,0.9245871835803535,0.9246094664745507,9221.855317067204
phiusiil,iscx_url2016_binary,r01,lr,0.001,more_permissive_neighbor,0.9998907373390261,source_validation,False,35675,20127,15548,0.961822004204625,0.956353795091419,0.9985240371099241,0.9137509647543093,0.9607488015194261,0.9945907259164148,0.9963223125423459,0.001043374571471158,20106,21,1341,14207,0.0014906822272049613,0.001502136477159864,10.43374571471158
phiusiil,iscx_url2016_binary,r01,lr,0.001,more_permissive_neighbor,0.9998907373390261,source_s3_test,True,35674,20127,15547,0.9360318439199417,0.9267120914117909,0.9989468141126909,0.8541197658712292,0.9335948869932879,0.9935194271889037,0.9956755231209495,0.0006955830476474388,20113,14,2268,13279,0.001075628126320684,0.0010872061326648325,6.955830476474388
phiusiil,iscx_url2016_binary,r01,lr,0.001,more_permissive_neighbor,0.9998907373390261,external_primary,True,41159,32706,8453,0.26609004106027845,0.5361863066652722,0.2179786351379382,0.9945581450372649,0.2508948994022467,0.5530012122598987,0.22442565608499268,0.9221855317067205,2545,30161,46,8407,0.9245871835803535,0.9246094664745507,9221.855317067204
phiusiil,iscx_url2016_binary,r01,lr,0.01,safer_neighbor,0.9100741328510737,source_validation,True,35675,20127,15548,0.9852277505255781,0.9845230439142625,0.9869675160474616,0.9790326730126061,0.9849663716579875,0.9945907259164148,0.9963223125423459,0.009986585184081085,19926,201,326,15222,0.011207082092529868,0.011218368513589174,99.86585184081085
phiusiil,iscx_url2016_binary,r01,lr,0.01,safer_neighbor,0.9100741328510737,source_s3_test,True,35674,20127,15547,0.9868531703761844,0.98641695440424,0.9867639462809917,0.9830192320061748,0.9866270327070247,0.9935194271889037,0.9956755231209495,0.01018532319769464,19922,205,264,15283,0.011417070525742699,0.011428360729312501,101.8532319769464
phiusiil,iscx_url2016_binary,r01,lr,0.01,safer_neighbor,0.9100741328510737,external_primary,True,41159,32706,8453,0.25763502514638353,0.531787302452721,0.2163355408388521,0.9970424701289483,0.24010172083624398,0.5530012122598987,0.22442565608499268,0.9334678652235064,2176,30530,25,8428,0.9356988214461072,0.935721255108061,9334.678652235065
phiusiil,iscx_url2016_binary,r01,lr,0.01,selected,0.9096445031809712,source_validation,True,35675,20127,15548,0.9853398738612473,0.9846516778221606,0.9869708951837687,0.9792899408284024,0.9850809276431358,0.9945907259164148,0.9963223125423459,0.009986585184081085,19926,201,322,15226,0.011207082092529868,0.011218368513589174,99.86585184081085
phiusiil,iscx_url2016_binary,r01,lr,0.01,selected,0.9096445031809712,source_s3_test,True,35674,20127,15547,0.9868812019958513,0.986449114949683,0.986764800826393,0.9830835530970605,0.9866556454448445,0.9935194271889037,0.9956755231209495,0.01018532319769464,19922,205,263,15284,0.011417070525742699,0.011428360729312501,101.8532319769464
phiusiil,iscx_url2016_binary,r01,lr,0.01,selected,0.9096445031809712,external_primary,True,41159,32706,8453,0.25763502514638353,0.531787302452721,0.2163355408388521,0.9970424701289483,0.24010172083624398,0.5530012122598987,0.22442565608499268,0.9334678652235064,2176,30530,25,8428,0.9356988214461072,0.935721255108061,9334.678652235065
phiusiil,iscx_url2016_binary,r01,lr,0.01,more_permissive_neighbor,0.9095239018224538,source_validation,False,35675,20127,15548,0.9853118430273301,0.9846268355704589,0.9869069224786103,0.9792899408284024,0.9850525140299767,0.9945907259164148,0.9963223125423459,0.010036269687484474,19925,202,322,15226,0.011259589931342061,0.011270877292309339,100.36269687484474
phiusiil,iscx_url2016_binary,r01,lr,0.01,more_permissive_neighbor,0.9095239018224538,source_s3_test,True,35674,20127,15547,0.9868812019958513,0.986449114949683,0.986764800826393,0.9830835530970605,0.9866556454448445,0.9935194271889037,0.9956755231209495,0.01018532319769464,19922,205,263,15284,0.011417070525742699,0.011428360729312501,101.8532319769464
phiusiil,iscx_url2016_binary,r01,lr,0.01,more_permissive_neighbor,0.9095239018224538,external_primary,True,41159,32706,8453,0.25763502514638353,0.531787302452721,0.2163355408388521,0.9970424701289483,0.24010172083624398,0.5530012122598987,0.22442565608499268,0.9334678652235064,2176,30530,25,8428,0.9356988214461072,0.935721255108061,9334.678652235065
phiusiil,iscx_url2016_binary,r01,rf,0.001,safer_neighbor,0.9755416666666669,source_validation,True,35675,20127,15548,0.9544498948843728,0.9478887994218447,0.9985676430566497,0.8967712889117572,0.9530482131252299,0.9990767303976835,0.998763188844603,0.0009936900680677697,20107,20,1605,13943,0.001432139113093784,0.0014436068885975365,9.936900680677697
phiusiil,iscx_url2016_binary,r01,rf,0.001,safer_neighbor,0.9755416666666669,source_s3_test,True,35674,20127,15547,0.9392274485619779,0.930663807048181,0.9960697070819429,0.8639608927767415,0.9370451023517348,0.9989351674882122,0.9986521694381356,0.0026332786803795897,20074,53,2115,13432,0.003298010406128133,0.0033092792777451303,26.332786803795898
phiusiil,iscx_url2016_binary,r01,rf,0.001,safer_neighbor,0.9755416666666669,external_primary,True,41159,32706,8453,0.20384363079763843,0.4962296494798462,0.20414172385263055,0.9924287235301077,0.16934449948580768,0.4586873226933443,0.19201074342312055,0.9999694245704153,1,32705,64,8389,0.9999931788299591,0.9999984316867191,9999.694245704153
phiusiil,iscx_url2016_binary,r01,rf,0.001,selected,0.9755366322129241,source_validation,True,35675,20127,15548,0.9545059565522074,0.9479531163757937,0.9985678481919084,0.8968999228196552,0.953106936197854,0.9990767303976835,0.998763188844603,0.0009936900680677697,20107,20,1603,13945,0.001432139113093784,0.0014436068885975365,9.936900680677697
phiusiil,iscx_url2016_binary,r01,rf,0.001,selected,0.9755366322129241,source_s3_test,True,35674,20127,15547,0.9392274485619779,0.930663807048181,0.9960697070819429,0.8639608927767415,0.9370451023517348,0.9989351674882122,0.9986521694381356,0.0026332786803795897,20074,53,2115,13432,0.003298010406128133,0.0033092792777451303,26.332786803795898
phiusiil,iscx_url2016_binary,r01,rf,0.001,selected,0.9755366322129241,external_primary,True,41159,32706,8453,0.20384363079763843,0.4962296494798462,0.20414172385263055,0.9924287235301077,0.16934449948580768,0.4586873226933443,0.19201074342312055,0.9999694245704153,1,32705,64,8389,0.9999931788299591,0.9999984316867191,9999.694245704153
phiusiil,iscx_url2016_binary,r01,rf,0.001,more_permissive_neighbor,0.9755078880459314,source_validation,False,35675,20127,15548,0.9543938332165381,0.947853747368987,0.9982819099434462,0.8968999228196552,0.9529932409809876,0.9990767303976835,0.998763188844603,0.0011924280816813235,20103,24,1603,13945,0.0016651459302321247,0.0016765650654835347,11.924280816813235
phiusiil,iscx_url2016_binary,r01,rf,0.001,more_permissive_neighbor,0.9755078880459314,source_s3_test,True,35674,20127,15547,0.9392274485619779,0.930663807048181,0.9960697070819429,0.8639608927767415,0.9370451023517348,0.9989351674882122,0.9986521694381356,0.0026332786803795897,20074,53,2115,13432,0.003298010406128133,0.0033092792777451303,26.332786803795898
phiusiil,iscx_url2016_binary,r01,rf,0.001,more_permissive_neighbor,0.9755078880459314,external_primary,True,41159,32706,8453,0.20384363079763843,0.4962296494798462,0.20414172385263055,0.9924287235301077,0.16934449948580768,0.4586873226933443,0.19201074342312055,0.9999694245704153,1,32705,64,8389,0.9999931788299591,0.9999984316867191,9999.694245704153
phiusiil,iscx_url2016_binary,r01,rf,0.01,safer_neighbor,0.826403122969464,source_validation,True,35675,20127,15548,0.990385423966363,0.9904328874523033,0.987183595001602,0.9908026755852842,0.99022842465867,0.9990767303976835,0.998763188844603,0.009936900680677697,19927,200,143,15405,0.011154567012271905,0.01116585249731659,99.36900680677697
