source_dataset,repetition,model,fpr_budget,holdout_index,threshold_selector,threshold,calibration_n,calibration_n_benign,audit_budget_exceeded,n_samples,n_benign,n_phishing,accuracy,balanced_accuracy,precision,recall,macro_f1,roc_auc,pr_auc,fpr,tn,fp,fn,tp,fpr_wilson_upper_95,fpr_clopper_pearson_upper_95,alerts_per_10000_benign
phiusiil,r00,lr,0.001,5,full_validation,0.9994958121004157,18540,10036,False,17134,10091,7043,0.9678417182210809,0.961076136731211,0.9986175115207373,0.9230441573193241,0.9663728558600959,0.991432366993794,0.9942386411469724,0.00089188385690219,10082,9,542,6501,0.0015323685665578266,0.0015558417073266995,8.9188385690219
phiusiil,r00,lr,0.001,5,calibration_only,0.9995748940923305,18540,10036,False,17134,10091,7043,0.9670829928796545,0.9601532345588413,0.9986147452670463,0.9211983529745847,0.9655680354733206,0.991432366993794,0.9942386411469724,0.00089188385690219,10082,9,555,6488,0.0015323685665578266,0.0015558417073266995,8.9188385690219
phiusiil,r00,lr,0.001,6,full_validation,0.9994958121004157,24638,10002,True,11036,10125,911,0.9632113084450888,0.7831615237630605,0.9773156899810964,0.5675082327113062,0.8491886928611434,0.9922643682833949,0.9601597359339357,0.0011851851851851852,10113,12,394,517,0.0018963631936970767,0.001919547984369395,11.851851851851851
phiusiil,r00,lr,0.001,6,calibration_only,0.999230701106344,24638,10002,True,11036,10125,911,0.9632113084450888,0.7856588472848993,0.9684601113172542,0.5729967069154775,0.8501561439239647,0.9922643682833949,0.9601597359339357,0.0016790123456790125,10108,17,389,522,0.0024944141985113262,0.0025173853357611936,16.790123456790123
phiusiil,r00,lr,0.001,7,full_validation,0.9994958121004157,17585,10026,True,18089,10101,7988,0.9829177953452375,0.9808418015103042,0.9981834695731153,0.9630696044066099,0.9826132602647653,0.996722821585115,0.9978163134748411,0.001386001386001386,10087,14,295,7693,0.0021427783386548816,0.0021659183593027756,13.86001386001386
phiusiil,r00,lr,0.001,7,calibration_only,0.999473270534843,17585,10026,True,18089,10101,7988,0.9829730775609486,0.9809043954011405,0.9981837052413077,0.9631947921882824,0.9826697860860101,0.996722821585115,0.9978163134748411,0.001386001386001386,10087,14,294,7694,0.0021427783386548816,0.0021659183593027756,13.86001386001386
phiusiil,r00,lr,0.001,8,full_validation,0.9994958121004157,12132,9929,False,23542,10198,13344,0.9429954974088862,0.9495996358433942,0.9991681916486441,0.9001798561151079,0.9426512370544551,0.9947809451987342,0.9974886108870394,0.0009805844283192783,10188,10,1332,12012,0.001639574761441736,0.0016627210412730033,9.805844283192783
phiusiil,r00,lr,0.001,8,calibration_only,0.9995914153301215,12132,9929,False,23542,10198,13344,0.940616770028035,0.9475013145004687,0.9991642988467324,0.8959832134292566,0.9402799499488241,0.9947809451987342,0.9974886108870394,0.0009805844283192783,10188,10,1388,11956,0.001639574761441736,0.0016627210412730033,9.805844283192783
phiusiil,r00,lr,0.001,9,full_validation,0.9994958121004157,23617,10110,True,12057,10017,2040,0.9862320643609521,0.9616559202297271,0.9936775553213909,0.9245098039215687,0.9748095127529846,0.995862670714687,0.9932769074971836,0.0011979634621144056,10005,12,154,1886,0.0019168001001179883,0.0019402362278233437,11.979634621144056
phiusiil,r00,lr,0.001,9,calibration_only,0.9993572186933416,23617,10110,True,12057,10017,2040,0.9862320643609521,0.9624366518095708,0.9916054564533053,0.9264705882352942,0.9748506111763066,0.995862670714687,0.9932769074971836,0.0015972846161525407,10001,16,150,1890,0.00240173398312348,0.002424988864327156,15.972846161525407
phiusiil,r00,lr,0.001,10,full_validation,0.9994958121004157,17688,10047,False,17986,10080,7906,0.92933392638719,0.9197271310919173,0.9987971733573898,0.8402479129774855,0.9266685658032461,0.9891622271009762,0.9932022938633133,0.0007936507936507937,10072,8,1263,6643,0.0014079585082118417,0.00143155184902217,7.936507936507937
phiusiil,r00,lr,0.001,10,calibration_only,0.9997785619348241,17688,10047,False,17986,10080,7906,0.9198821305459802,0.9089485231228844,0.999073645206114,0.8184922843410068,0.9165326619583253,0.9891622271009762,0.9932022938633133,0.0005952380952380953,10074,6,1435,6471,0.0011506557682951235,0.00117450038893595,5.9523809523809526
phiusiil,r00,lr,0.001,11,full_validation,0.9994958121004157,21292,9894,True,14382,10233,4149,0.9680851063829787,0.9457602079783983,0.9959677419354839,0.8929862617498192,0.9598514329722794,0.991038214283031,0.9918326265974837,0.001465845793022574,10218,15,444,3705,0.002233430824065983,0.002256228964250348,14.65845793022574
phiusiil,r00,lr,0.001,11,calibration_only,0.999230701106344,21292,9894,True,14382,10233,4149,0.9705882352941176,0.9503135510925161,0.9952153110047847,0.9023861171366594,0.9631226483973873,0.991038214283031,0.9918326265974837,0.001759014951627089,10215,18,405,3744,0.002584596959374,0.0026072933747407776,17.590149516270888
phiusiil,r00,lr,0.001,12,full_validation,0.9994958121004157,16226,10044,True,19448,10083,9365,0.9226655697243933,0.9197542405508916,0.9982253771073647,0.8408969567538708,0.9216686528423952,0.9904166533627803,0.9944143063901889,0.0013884756520876724,10069,14,1490,7875,0.0021466018261258163,0.0021697834070049,13.884756520876724
phiusiil,r00,lr,0.001,12,calibration_only,0.9992509566762274,16226,10044,True,19448,10083,9365,0.9360859728506787,0.9337005100061375,0.9979156449239823,0.8690870261612387,0.9354522569574822,0.9904166533627803,0.9944143063901889,0.0016860061489636022,10066,17,1226,8139,0.00250479940354787,0.0025278668982331456,16.86006148963602
phiusiil,r00,lr,0.001,13,full_validation,0.9994958121004157,15549,10233,False,20125,9894,10231,0.9239751552795031,0.925212269112311,0.9989677715334327,0.8513341804320204,0.9237151139024118,0.9917627387893531,0.9955397081019608,0.0009096422073984233,9885,9,1521,8710,0.0015628670322164744,0.0015868096603829423,9.096422073984233
phiusiil,r00,lr,0.001,13,calibration_only,0.9996537320685251,15549,10233,False,20125,9894,10231,0.9207950310559007,0.9220878493143536,0.9991908449890186,0.8448831981233506,0.9204917237880563,0.9917627387893531,0.9955397081019608,0.0007074994946432181,9887,7,1587,8644,0.0013043310974122605,0.0013284848289009724,7.074994946432181
phiusiil,r00,lr,0.001,14,full_validation,0.9994958121004157,22937,10093,True,12737,10034,2703,0.9419015466750412,0.8647368462580537,0.9939607448414696,0.7306696263411024,0.9033065865000304,0.9841335242638957,0.9821070137386849,0.001195933824995017,10022,12,728,1975,0.0019135540177876863,0.0019369502224403621,11.95933824995017
phiusiil,r00,lr,0.001,14,calibration_only,0.9977490894120236,22937,10093,True,12737,10034,2703,0.9662400879327943,0.9238374764424708,0.9892380542402066,0.8501664816870145,0.9467079675515178,0.9841335242638957,0.9821070137386849,0.002491528802072952,10009,25,405,2298,0.003455061722027905,0.0034780569014357505,24.91528802072952
phiusiil,r00,lr,0.001,15,full_validation,0.9994958121004157,15957,10017,False,19717,10110,9607,0.948673733326571,0.9473559658166333,0.9988392338943702,0.8957010513167482,0.948376946649959,0.9930527134795073,0.9960182706174634,0.0009891196834817012,10100,10,1002,8605,0.001653840091836201,0.0016771888012933496,9.891196834817013
phiusiil,r00,lr,0.001,15,calibration_only,0.9994971187659878,15957,10017,False,19717,10110,9607,0.9485722980169397,0.9472518750494843,0.9988389643562058,0.8954928697824504,0.9482741240096091,0.9930527134795073,0.9960182706174634,0.0009891196834817012,10100,10,1004,8603,0.001653840091836201,0.0016771888012933496,9.891196834817013
phiusiil,r00,lr,0.001,16,full_validation,0.9994958121004157,18992,10153,False,16682,9974,6708,0.9242297086680255,0.905954991026759,0.998717478930011,0.8126118067978533,0.9182378146431358,0.9880231610535635,0.9918688789897001,0.0007018247443352717,9967,7,1257,5451,0.0012938732672001917,0.0013178325305766546,7.018247443352717
phiusiil,r00,lr,0.001,16,calibration_only,0.9997785619348241,18992,10153,False,16682,9974,6708,0.9143987531471046,0.8937063736017761,0.9988662131519275,0.7880143112701252,0.9070792922673656,0.9880231610535635,0.9918688789897001,0.00060156406657309,9968,6,1422,5286,0.0011628799866604952,0.0011869788902697813,6.0156406657309
phiusiil,r00,lr,0.001,17,full_validation,0.9994958121004157,24062,10166,True,11612,9961,1651,0.9625387530141233,0.8710408205569256,0.9911147011308562,0.7431859479103574,0.9140185894573271,0.9772351723508479,0.9710187998055058,0.001104306796506375,9950,11,424,1227,0.0018035892036132382,0.0018272188487832824,11.04306796506375
phiusiil,r00,lr,0.001,17,calibration_only,0.9994887611219678,24062,10166,True,11612,9961,1651,0.9624526352049604,0.870990624793448,0.9903147699757869,0.7431859479103574,0.9138465140799172,0.9772351723508479,0.9710187998055058,0.0012046983234615,9949,12,424,1227,0.001927571406637793,0.001951140014628001,12.046983234614999
phiusiil,r00,lr,0.001,18,full_validation,0.9994958121004157,14018,10098,False,21656,10029,11627,0.9502678241595862,0.9536237188750198,0.9991483724451173,0.9081448352971532,0.9502369974180156,0.994282337649817,0.9970978980987413,0.0008973975471133712,10020,9,1068,10559,0.0015418379160621251,0.0015654568165095902,8.973975471133711
phiusiil,r00,lr,0.001,18,calibration_only,0.9996242787528391,14018,10098,False,21656,10029,11627,0.9483745844107868,0.9518674334153154,0.9992399049881235,0.904532553539176,0.9483474888397809,0.994282337649817,0.9970978980987413,0.0007976867085452188,10021,8,1110,10517,0.001415115503143747,0.001438829316064696,7.976867085452189
phiusiil,r00,lr,0.001,19,full_validation,0.9994958121004157,20202,10033,True,15472,10094,5378,0.9639348500517063,0.9487735332500749,0.9969072164948454,0.8990330978058758,0.9592540888366974,0.989518137171429,0.9917782100287141,0.001486031305726174,10079,15,543,4835,0.0022641719351456178,0.002287286024960513,14.86031305726174
phiusiil,r00,lr,0.001,19,calibration_only,0.9972758825431457,20202,10033,True,15472,10094,5378,0.9741468459152016,0.9640711267230466,0.994241461477363,0.9310152473038305,0.9710532423333983,0.989518137171429,0.9917782100287141,0.0028729938577372696,10065,29,371,5007,0.003892427586120563,0.0039152288076475614,28.729938577372696
phiusiil,r00,lr,0.01,0,full_validation,0.9143669714288533,15957,9865,True,19717,10262,9455,0.984023938733073,0.9839534652186742,0.9844180623277506,0.9822316234796404,0.983995714946541,0.9908438828654355,0.9945380690655983,0.01432469304229195,10115,147,168,9287,0.016386088075891713,0.01640860509415041,143.24693042291952
phiusiil,r00,lr,0.01,0,calibration_only,0.7299000419606029,15957,9865,True,19717,10262,9455,0.9813866206826596,0.9816194601493746,0.9742225005218117,0.9873083024854574,0.9813644551461649,0.9908438828654355,0.9945380690655983,0.024069382186708243,10015,247,120,9335,0.026686247915561352,0.026709224741558197,240.69382186708242
phiusiil,r00,lr,0.01,1,full_validation,0.9143669714288533,14180,9936,True,21494,10191,11303,0.984646878198567,0.9847263459205822,0.9875588731893717,0.9831903034592586,0.9846093054675855,0.991779765915411,0.9956176649634392,0.013737611618094397,10051,140,190,11113,0.01576738507635201,0.015790036887215943,137.37611618094397
phiusiil,r00,lr,0.01,1,calibration_only,0.7646385235433195,14180,9936,True,21494,10191,11303,0.9839955336372941,0.983778815163857,0.9817142857142858,0.9879677961603114,0.9839468223139277,0.991779765915411,0.9956176649634392,0.02041016583259739,9983,208,136,11167,0.02284456699585166,0.022867523508443354,204.10165832597391
phiusiil,r00,lr,0.01,2,full_validation,0.9143669714288533,14332,9833,True,21342,10294,11048,0.9843032518039546,0.9843747955650579,0.9872646229418721,0.9823497465604635,0.9842863955938531,0.990700742486607,0.995056025049472,0.013600155430347776,10154,140,195,10853,0.015609791260726808,0.015632207304263627,136.00155430347775
phiusiil,r00,lr,0.01,2,calibration_only,0.7418867721805515,14332,9833,True,21342,10294,11048,0.9828507168962609,0.9826867432741695,0.979701814262619,0.9873280231716147,0.9828241091793178,0.990700742486607,0.995056025049472,0.021954536623275695,10068,226,140,10908,0.024458773012326726,0.024481572055158347,219.54536623275695
phiusiil,r00,lr,0.01,3,full_validation,0.9143669714288533,18910,9920,True,16764,10207,6557,0.9877117633023145,0.9875638041212451,0.9817933545744196,0.986884245844136,0.9871121344291143,0.9959331169184042,0.9968770755324714,0.01175663760164593,10087,120,86,6471,0.01364544921549835,0.013667987618506893,117.5663760164593
phiusiil,r00,lr,0.01,3,calibration_only,0.8737258242492578,18910,9920,True,16764,10207,6557,0.9871152469577666,0.9874011649566196,0.978566037735849,0.9887143510751868,0.986498840876684,0.9959331169184042,0.9968770755324714,0.013912021161947683,10065,142,74,6483,0.015951840854271246,0.01597446381024605,139.12021161947683
phiusiil,r00,lr,0.01,4,full_validation,0.9143669714288533,12247,10183,False,23427,9944,13483,0.9885602083066547,0.9892696884948353,0.9955005624296963,0.9845731662093006,0.9883153942859598,0.992545207101771,0.9965891122226728,0.006033789219629927,9884,60,208,13275,0.007452425948843272,0.007475438066834681,60.33789219629927
phiusiil,r00,lr,0.01,4,calibration_only,0.9661641625907526,12247,10183,False,23427,9944,13483,0.9867674051308319,0.9879497327733521,0.9968318624123105,0.980123118000445,0.9864973651681302,0.992545207101771,0.9965891122226728,0.004223652453740949,9902,42,268,13215,0.005436551640683617,0.005459600154924756,42.23652453740949
phiusiil,r00,lr,0.01,5,full_validation,0.9143669714288533,18540,10036,True,17134,10091,7043,0.984942220147076,0.9841284858687548,0.9837444745472693,0.9795541672582706,0.9844400774668424,0.991432366993794,0.9942386411469724,0.011297195520761074,9977,114,144,6899,0.013163435066324397,0.013186220158921522,112.97195520761075
phiusiil,r00,lr,0.01,5,calibration_only,0.8768023826802035,18540,10036,True,17134,10091,7043,0.9842418582934516,0.9837054436039114,0.9809686124130095,0.9806900468550334,0.9837261888158058,0.991432366993794,0.9942386411469724,0.013279159647210385,9957,134,136,6907,0.015288220983937124,0.015311081958314127,132.79159647210383
phiusiil,r00,lr,0.01,6,full_validation,0.9143669714288533,24638,10002,True,11036,10125,911,0.9833272924972816,0.9609456979848492,0.8728205128205129,0.9341383095499451,0.9466618980070709,0.9922643682833949,0.9601597359339357,0.012246913580246913,10001,124,60,851,0.014179596356055575,0.01420233868735164,122.46913580246913
phiusiil,r00,lr,0.01,6,calibration_only,0.8507876542250028,24638,10002,True,11036,10125,911,0.9809713664371149,0.9656553238199781,0.8419512195121951,0.9473106476399561,0.9405499216895359,0.9922643682833949,0.9601597359339357,0.016,9963,162,48,863,0.018184197039992078,0.018207096848528625,160.0
phiusiil,r00,lr,0.01,7,full_validation,0.9143669714288533,17585,10026,True,18089,10101,7988,0.9889988390734701,0.9888793875398783,0.9872388339797322,0.9878567851777666,0.9888473822256939,0.996722821585115,0.9978163134748411,0.010098010098010098,9999,102,97,7891,0.011870512074736602,0.011893234072572997,100.98010098010097
phiusiil,r00,lr,0.01,7,calibration_only,0.9143669714288533,17585,10026,True,18089,10101,7988,0.9889988390734701,0.9888793875398783,0.9872388339797322,0.9878567851777666,0.9888473822256939,0.996722821585115,0.9978163134748411,0.010098010098010098,9999,102,97,7891,0.011870512074736602,0.011893234072572997,100.98010098010097
phiusiil,r00,lr,0.01,8,full_validation,0.9143669714288533,12132,9929,True,23542,10198,13344,0.9881063630957437,0.9880172568162375,0.9903167692538658,0.9886840527577938,0.9878931736737439,0.9947809451987342,0.9974886108870394,0.01264953912531869,10069,129,151,13193,0.014603441598618741,0.01462603398869702,126.49539125318691
phiusiil,r00,lr,0.01,8,calibration_only,0.8161241357542403,12132,9929,True,23542,10198,13344,0.9870019539546343,0.9863957211363681,0.9862022673031027,0.9909322541966427,0.9867557178233666,0.9947809451987342,0.9974886108870394,0.01814081192390665,10013,185,121,13223,0.02044589751883908,0.020468729243897033,181.40811923906648
phiusiil,r00,lr,0.01,9,full_validation,0.9143669714288533,23617,10110,False,12057,10017,2040,0.9867297005888696,0.9797170545366993,0.9532304725168756,0.9691176470588235,0.9765542051531356,0.995862670714687,0.9932769074971836,0.009683537985424777,9920,97,63,1977,0.011430548627770752,0.011453451820698622,96.83537985424778
phiusiil,r00,lr,0.01,9,calibration_only,0.9193671302460356,23617,10110,False,12057,10017,2040,0.98664676121755,0.9792767736025227,0.9536455818445195,0.9681372549019608,0.9763939933456589,0.995862670714687,0.9932769074971836,0.009583707696915245,9921,96,65,1975,0.0113225398640363,0.011345440129540094,95.83707696915245
phiusiil,r00,lr,0.01,10,full_validation,0.9143669714288533,17688,10047,False,17986,10080,7906,0.9858223062381852,0.9850460419853919,0.9890067748945417,0.9786238300025297,0.9855954802968084,0.9891622271009762,0.9932022938633133,0.008531746031746031,9994,86,169,7737,0.010175982021916784,0.01019870907095812,85.31746031746032
phiusiil,r00,lr,0.01,10,calibration_only,0.9407052302782318,17688,10047,False,17986,10080,7906,0.9855999110419215,0.9846021105128113,0.9907585675779745,0.9763470781684797,0.9853628396010861,0.9891622271009762,0.9932022938633133,0.007142857142857143,10008,72,187,7719,0.00866092139109603,0.00868362330649782,71.42857142857143
phiusiil,r00,lr,0.01,11,full_validation,0.9143669714288533,21292,9894,True,14382,10233,4149,0.9847031010985955,0.9826587156986255,0.9694145758661887,0.977825982164377,0.9814168170511117,0.991038214283031,0.9918326265974837,0.012508550767125965,10105,128,92,4057,0.01444891355245262,0.014471421987173598,125.08550767125965
phiusiil,r00,lr,0.01,11,calibration_only,0.8414399759541595,21292,9894,True,14382,10233,4149,0.9821304408288138,0.9817106325013307,0.9583137070183703,0.9807182453603278,0.9783846635881273,0.991038214283031,0.9918326265974837,0.017296980357666372,10056,177,80,4069,0.01954805942903069,0.019570772728869205,172.96980357666374
phiusiil,r00,lr,0.01,12,full_validation,0.9143669714288533,16226,10044,False,19448,10083,9365,0.9874537227478404,0.987261712834197,0.9918041626226679,0.982060864922584,0.9874319211138647,0.9904166533627803,0.9944143063901889,0.007537439254190221,10007,76,168,9197,0.009092277914343508,0.009114978488510662,75.37439254190221
phiusiil,r00,lr,0.01,12,calibration_only,0.9484807064826376,16226,10044,False,19448,10083,9365,0.9874537227478404,0.9871970810982142,0.9936140274921529,0.9802455953016551,0.987430048914318,0.9904166533627803,0.9944143063901889,0.005851433105226619,10024,59,185,9180,0.007240201381507155,0.007262890366087863,58.514331052266186
phiusiil,r00,lr,0.01,13,full_validation,0.9143669714288533,15549,10233,False,20125,9894,10231,0.9879751552795031,0.9880416956934395,0.9922144476199862,0.9840680285407096,0.9879732545628365,0.9917627387893531,0.9955397081019608,0.007984637153830604,9815,79,163,10068,0.009596806620271708,0.009619957016614047,79.84637153830604
phiusiil,r00,lr,0.01,13,calibration_only,0.9436885480896433,15549,10233,False,20125,9894,10231,0.9874782608695652,0.9875746247136863,0.9934724557412719,0.9818199589482944,0.9874768048646624,0.9917627387893531,0.9955397081019608,0.0066707095209217705,9828,66,186,10045,0.008158220660491627,0.008181353154473854,66.7070952092177
phiusiil,r00,lr,0.01,14,full_validation,0.9143669714288533,22937,10093,False,12737,10034,2703,0.9842977153175787,0.9747620391814704,0.9675009338812103,0.9581945985941547,0.976436029471891,0.9841335242638957,0.9821070137386849,0.008670520231213872,9947,87,113,2590,0.0103308869568083,0.010353723374771919,86.70520231213872
phiusiil,r00,lr,0.01,14,calibration_only,0.9351411152245642,22937,10093,False,12737,10034,2703,0.983748135353694,0.9719805417776378,0.9712990936555891,0.9515353311135775,0.9755144526829964,0.9841335242638957,0.9821070137386849,0.007574247558301774,9958,76,131,2572,0.009136640866576408,0.009159454979498459,75.74247558301774
phiusiil,r00,lr,0.01,15,full_validation,0.9143669714288533,15957,10017,False,19717,10110,9607,0.9886392453212963,0.9885671118271513,0.9908967249136759,0.9857395649005933,0.988630301614903,0.9930527134795073,0.9960182706174634,0.008605341246290801,10023,87,137,9470,0.010253296721858466,0.010275956835741638,86.05341246290801
phiusiil,r00,lr,0.01,15,calibration_only,0.9332405418136509,15957,10017,False,19717,10110,9607,0.9884363747020338,0.988343393896451,0.9915103238654229,0.9846986572291038,0.988426736440573,0.9930527134795073,0.9960182706174634,0.008011869436201781,10029,81,147,9460,0.009607612899045664,0.00963026014213576,80.1186943620178
phiusiil,r00,lr,0.01,16,full_validation,0.9143669714288533,18992,10153,False,16682,9974,6708,0.9859129600767295,0.9841921285144597,0.9894147890518675,0.975402504472272,0.9853169450413988,0.9880231610535635,0.9918688789897001,0.007018247443352717,9904,70,165,6543,0.008533156369413868,0.008556102781455095,70.18247443352718
phiusiil,r00,lr,0.01,16,calibration_only,0.9475875667866195,18992,10153,False,16682,9974,6708,0.9847740079127203,0.9824586112323765,0.9913215590742996,0.9706320810971973,0.9841116832247241,0.9880231610535635,0.9918688789897001,0.005714858632444355,9917,57,197,6511,0.007097461340612263,0.007120404158321402,57.148586324443556
phiusiil,r00,lr,0.01,17,full_validation,0.9143669714288533,24062,10166,False,11612,9961,1651,0.9832931450223906,0.9639863182948933,0.9450213805742211,0.937007874015748,0.9656332136315529,0.9772351723508479,0.9710187998055058,0.009035237425961249,9871,90,104,1547,0.010733492701207086,0.01075650873292452,90.35237425961249
phiusiil,r00,lr,0.01,17,calibration_only,0.9336896946063759,24062,10166,False,11612,9961,1651,0.9834653806407165,0.9618128508572896,0.9511440940012369,0.931556632344034,0.9658136517228968,0.9772351723508479,0.9710187998055058,0.007930930629454875,9882,79,113,1538,0.00953231318753003,0.009555303945553107,79.30930629454875
phiusiil,r00,lr,0.01,18,full_validation,0.9143669714288533,14018,10098,False,21656,10029,11627,0.9890099741411156,0.9891690720287789,0.992476001037793,0.987012987012987,0.9889545527350003,0.994282337649817,0.9970978980987413,0.008674842955429255,9942,87,151,11476,0.010336032767724245,0.010358880880796825,86.74842955429256
phiusiil,r00,lr,0.01,18,calibration_only,0.9360668540037248,14018,10098,False,21656,10029,11627,0.9884558551902475,0.9887284044928861,0.9934079278341573,0.9850348327169519,0.9884002037518995,0.994282337649817,0.9970978980987413,0.007578023731179579,9953,76,174,11453,0.009141192051598522,0.00916401781396014,75.78023731179579
phiusiil,r00,lr,0.01,19,full_validation,0.9143669714288533,20202,10033,True,15472,10094,5378,0.9830661840744571,0.9810711259125175,0.9767051807677972,0.9745258460394198,0.9813219996608745,0.989518137171429,0.9917782100287141,0.012383594214384784,9969,125,137,5241,0.014329284863088007,0.014352103426135474,123.83594214384783
phiusiil,r00,lr,0.01,19,calibration_only,0.8533419183155602,20202,10033,True,15472,10094,5378,0.9817088934850051,0.9805521478540544,0.9708002217704675,0.9767571587950911,0.9798641996397417,0.989518137171429,0.9917782100287141,0.015652863086982365,9936,158,125,5253,0.01781871959098033,0.017841675210604462,156.52863086982364
phiusiil,r00,rf,0.001,0,full_validation,0.9838077870454245,15957,9865,True,19717,10262,9455,0.9017599026221027,0.8976339626791289,0.9978807947019868,0.7968270756213643,0.8998654593398314,0.9984093894898143,0.9982907429675756,0.0015591502631066068,10246,16,1921,7534,0.002344420906793739,0.0023671169262305287,15.591502631066069
phiusiil,r00,rf,0.001,0,calibration_only,0.9630924020585648,15957,9865,True,19717,10262,9455,0.9690115129076432,0.9679385710462045,0.9933065595716198,0.9417239555790587,0.9688766308083969,0.9984093894898143,0.9982907429675756,0.005846813486649776,10202,60,551,8904,0.007221665945265256,0.007243951196367956,58.46813486649776
phiusiil,r00,rf,0.001,1,full_validation,0.9838077870454245,14180,9936,True,21494,10191,11303,0.8968549362612822,0.9018659423814313,0.9985733099209834,0.8050075201273998,0.896594349305688,0.9985402192449612,0.9986910177028672,0.001275635364537337,10178,13,2204,9099,0.002004375558219078,0.002027356723843922,12.75635364537337
phiusiil,r00,rf,0.001,1,calibration_only,0.9676744705955255,14180,9936,True,21494,10191,11303,0.9508234856238951,0.9529915055250171,0.994975845410628,0.9110855525081837,0.9508207944530553,0.9985402192449612,0.9986910177028672,0.005102541458149348,10139,52,1005,10298,0.006402065280341856,0.006424516799468323,51.02541458149348
phiusiil,r00,rf,0.001,2,full_validation,0.9838077870454245,14332,9833,True,21342,10294,11048,0.8683815949770406,0.8728198793979803,0.9980655301656389,0.7471940622737147,0.8671882721142379,0.9980632932691259,0.9981208443791155,0.0015543034777540316,10278,16,2793,8255,0.002337136456518153,0.0023597614587755078,15.543034777540315
phiusiil,r00,rf,0.001,2,calibration_only,0.9523333790764432,14332,9833,True,21342,10294,11048,0.9613438290694405,0.9624474553837665,0.9937216265816672,0.9312092686459088,0.9613435336385223,0.9980632932691259,0.9981208443791155,0.006314357878375753,10229,65,760,10288,0.007734620290452097,0.007756834785113095,63.143578783757526
