source_dataset,target_dataset,repetition,model,fpr_budget,selected_threshold,allowed_false_positives,selected_threshold_rank_among_unique_scores,first_excluded_benign_rank,first_excluded_benign_score,threshold_margin_to_first_excluded_benign,validation_n_samples,validation_n_benign,validation_n_phishing,validation_fpr,validation_fp,validation_recall,validation_tp,validation_fpr_wilson_upper_95,validation_fpr_clopper_pearson_upper_95,validation_alerts_per_10000_benign,source_test_n_samples,source_test_n_benign,source_test_n_phishing,source_test_fpr,source_test_fp,source_test_recall,source_test_tp,source_test_fpr_wilson_upper_95,source_test_fpr_clopper_pearson_upper_95,source_test_alerts_per_10000_benign,external_n_samples,external_n_benign,external_n_phishing,external_fpr,external_fp,external_recall,external_tp,external_fpr_wilson_upper_95,external_fpr_clopper_pearson_upper_95,external_alerts_per_10000_benign
phiusiil,iscx_url2016_binary,r01,xgb,0.001,0.9268352389335632,20,2892,21,0.9262593984603882,0.0005758404731750488,35675,20127,15548,0.0009936900680677697,20,0.9868150244404424,15343,0.001432139113093784,0.0014436068885975365,9.936900680677697,35674,20127,15547,0.0011924280816813235,24,0.983405158551489,15289,0.0016651459302321247,0.0016765650654835347,11.924280816813235,41159,32706,8453,1.0,32706,0.9986986868567372,8442,0.9999999999999998,1.0,10000.0
phiusiil,iscx_url2016_binary,r01,xgb,0.01,0.6127820014953613,201,3093,202,0.6093948483467102,0.003387153148651123,35675,20127,15548,0.009986585184081085,201,0.9944687419603807,15462,0.011207082092529868,0.011218368513589174,99.86585184081085,35674,20127,15547,0.008794157102399761,177,0.9931819643661156,15441,0.009944588969220404,0.009955854126296034,87.94157102399761,41159,32706,8453,1.0,32706,0.999881698805158,8452,0.9999999999999998,1.0,10000.0
phiusiil,iscx_url2016_binary,r02,lr,0.001,0.9996656865134983,20,4624,21,0.9996642109408683,1.4755726299719996e-06,35674,20127,15547,0.0009936900680677697,20,0.9356145880234129,14546,0.001432139113093784,0.0014436068885975365,9.936900680677697,35674,20127,15547,0.001242112585084712,25,0.8811989451341095,13700,0.001722951750163069,0.0017343607065745006,12.42112585084712,41236,32781,8455,0.9236447942405662,30278,0.9949142519219397,8412,0.9260226005828094,0.9260448528601578,9236.447942405663
phiusiil,iscx_url2016_binary,r02,lr,0.01,0.8741734981528835,201,5394,202,0.8734435176610365,0.0007299804918470265,35674,20127,15547,0.009986585184081085,201,0.9848845436418602,15312,0.011207082092529868,0.011218368513589174,99.86585184081085,35674,20127,15547,0.013166393401897947,265,0.984691580369203,15309,0.014554935614559023,0.014566288361914068,131.66393401897946,41236,32781,8455,0.9339556450382843,30616,0.997397989355411,8433,0.9361763245719041,0.9361987136320304,9339.556450382843
phiusiil,iscx_url2016_binary,r02,rf,0.001,0.9678822844471395,20,1310,20,0.9678769360451307,5.348402008831243e-06,35674,20127,15547,0.0009440055646643812,19,0.9385090371132695,14591,0.0013733782179399046,0.001384860614589746,9.440055646643811,35674,20127,15547,0.003378546231430417,68,0.9378015051135268,14580,0.004121324812486899,0.004132568031346095,33.78546231430417,41236,32781,8455,0.9999694945242671,32780,0.9950325251330574,8413,0.9999931944362545,0.999998435274877,9999.69494524267
phiusiil,iscx_url2016_binary,r02,rf,0.01,0.7987767911510679,201,1955,202,0.7983743127926829,0.00040247835838502777,35674,20127,15547,0.009986585184081085,201,0.9941467807294012,15456,0.011207082092529868,0.011218368513589174,99.86585184081085,35674,20127,15547,0.011029959755552243,222,0.9902875152762591,15396,0.012308303135657252,0.012319610043236218,110.29959755552242,41236,32781,8455,1.0,32781,0.9985807214665878,8443,1.0,1.0,10000.0
phiusiil,iscx_url2016_binary,r02,xgb,0.001,0.9197028875350952,20,2802,21,0.9186331629753113,0.0010697245597839355,35674,20127,15547,0.0009936900680677697,20,0.9892583778220878,15380,0.001432139113093784,0.0014436068885975365,9.936900680677697,35674,20127,15547,0.0020370646395389278,41,0.9852061490962887,15317,0.002630979824828687,0.0026422862914554836,20.37064639538928,41236,32781,8455,1.0,32781,0.9986989946777055,8444,1.0,1.0,10000.0
phiusiil,iscx_url2016_binary,r02,xgb,0.01,0.6304172277450562,201,2991,202,0.6298919916152954,0.0005252361297607422,35674,20127,15547,0.009986585184081085,201,0.9949829549109153,15469,0.011207082092529868,0.011218368513589174,99.86585184081085,35674,20127,15547,0.01048343021811497,211,0.9942111018202868,15457,0.01173184314948789,0.011743139137080845,104.83430218114971,41236,32781,8455,1.0,32781,0.9998817267888823,8454,1.0,1.0,10000.0
phiusiil,iscx_url2016_binary,r03,lr,0.001,0.9998120067642827,20,6005,21,0.999809272501318,2.7342629647097993e-06,35675,20127,15548,0.0009936900680677697,20,0.8711088242860818,13544,0.001432139113093784,0.0014436068885975365,9.936900680677697,35674,20127,15547,0.0007949520544542157,16,0.9275101305718145,14420,0.0011956088525730474,0.0012071432436057557,7.949520544542157,41332,32774,8558,0.928479892597791,30430,0.9956765599439121,8521,0.9307860256126531,0.9308083477672177,9284.79892597791
phiusiil,iscx_url2016_binary,r03,lr,0.01,0.9291283825765254,201,7189,202,0.9289600324235706,0.00016835015295479927,35675,20127,15548,0.009986585184081085,201,0.9846282480061744,15309,0.011207082092529868,0.011218368513589174,99.86585184081085,35674,20127,15547,0.006757092462860834,136,0.977616260371776,15199,0.007775463045804104,0.007786699856949344,67.57092462860834,41332,32774,8558,0.9388539696100567,30770,0.9973124561813508,8535,0.9409948922220632,0.9410173477984726,9388.539696100568
phiusiil,iscx_url2016_binary,r03,rf,0.001,0.983901478334389,20,1132,21,0.9838888888888888,1.2589445500199581e-05,35675,20127,15548,0.0009936900680677697,20,0.8958708515564703,13929,0.001432139113093784,0.0014436068885975365,9.936900680677697,35674,20127,15547,0.0006458985442440503,13,0.8837074676786518,13739,0.001015108523304111,0.001026711956042345,6.458985442440503,41332,32774,8558,0.9999389760175749,32772,0.9855106333255433,8434,0.9999798055385557,0.9999891571060714,9999.389760175749
phiusiil,iscx_url2016_binary,r03,rf,0.01,0.8348334279757016,201,2304,202,0.8337504069419996,0.0010830210337019475,35675,20127,15548,0.009986585184081085,201,0.9882943143812709,15366,0.011207082092529868,0.011218368513589174,99.86585184081085,35674,20127,15547,0.00720425299349133,145,0.9924744323663729,15430,0.00825318910722516,0.008264431004991175,72.0425299349133,41332,32774,8558,1.0,32774,0.9985978032250525,8546,1.0,1.0,10000.0
phiusiil,iscx_url2016_binary,r03,xgb,0.001,0.936134934425354,20,3680,20,0.936007022857666,0.00012791156768798828,35675,20127,15548,0.0009440055646643812,19,0.9827630563416516,15280,0.0013733782179399046,0.001384860614589746,9.440055646643811,35674,20127,15547,0.0007452675510508272,15,0.9860423232778028,15330,0.0011357834600629643,0.0011473385789933191,7.452675510508272,41332,32774,8558,1.0,32774,0.9987146529562982,8547,1.0,1.0,10000.0
phiusiil,iscx_url2016_binary,r03,xgb,0.01,0.5751360058784485,201,3956,202,0.5728827714920044,0.002253234386444092,35675,20127,15548,0.009986585184081085,201,0.9942757910985336,15459,0.011207082092529868,0.011218368513589174,99.86585184081085,35674,20127,15547,0.010880906245342077,219,0.9957548080015437,15481,0.012151164203749886,0.012162468094800588,108.80906245342078,41332,32774,8558,1.0,32774,0.9998831502687544,8557,1.0,1.0,10000.0
phiusiil,iscx_url2016_binary,r04,lr,0.001,0.9993022019747216,20,4804,21,0.9992992974072922,2.9045674294625456e-06,35674,20127,15547,0.0009936900680677697,20,0.9406959542033833,14625,0.001432139113093784,0.0014436068885975365,9.936900680677697,35675,20127,15548,0.001540219605505043,31,0.9078338049909956,14115,0.002066762510131609,0.002078122140789641,15.40219605505043,41209,32745,8464,0.9409986257443884,30813,0.9959829867674859,8430,0.9431042197340984,0.943126721276187,9409.986257443885
phiusiil,iscx_url2016_binary,r04,lr,0.01,0.8652622065257374,201,5531,202,0.863168392489392,0.002093814036345343,35674,20127,15547,0.009986585184081085,201,0.9868784974593169,15343,0.011207082092529868,0.011218368513589174,99.86585184081085,35675,20127,15548,0.01083122174193869,218,0.9854000514535631,15321,0.012098771859656358,0.012110074751415678,108.3122174193869,41209,32745,8464,0.9574286150557337,31351,0.9977551984877127,8445,0.9592262666730234,0.9592489462945335,9574.286150557336
phiusiil,iscx_url2016_binary,r04,rf,0.001,0.975625,20,1138,21,0.9755954700495281,2.9529950471895994e-05,35674,20127,15547,0.0009936900680677697,20,0.8914903196758217,13860,0.001432139113093784,0.0014436068885975365,9.936900680677697,35675,20127,15548,0.0005962140408406618,12,0.9188963210702341,14287,0.0009541839177778229,0.0009658157969375191,5.962140408406618,41209,32745,8464,0.9999694609864102,32744,0.9919659735349716,8396,0.9999931869541548,0.9999984335546125,9999.694609864102
phiusiil,iscx_url2016_binary,r04,rf,0.01,0.7803998283814856,201,2185,200,0.7802945107760868,0.00010531760539878032,35674,20127,15547,0.009887216177274309,199,0.9935678909114298,15447,0.011102044636921595,0.011113329189894416,98.87216177274308,35675,20127,15548,0.01247081035425051,251,0.9908026755852842,15405,0.013824566968539752,0.013835904315361929,124.7081035425051,41209,32745,8464,1.0,32745,0.9987003780718336,8453,1.0,1.0,10000.0
phiusiil,iscx_url2016_binary,r04,xgb,0.001,0.9236022233963013,20,2950,21,0.9233957529067993,0.00020647048950195312,35674,20127,15547,0.0009936900680677697,20,0.9891297356403165,15378,0.001432139113093784,0.0014436068885975365,9.936900680677697,35675,20127,15548,0.0019376956327321509,39,0.9844996140982764,15307,0.002518849590444538,0.0025301646456213473,19.37695632732151,41209,32745,8464,1.0,32745,0.9987003780718336,8453,1.0,1.0,10000.0
phiusiil,iscx_url2016_binary,r04,xgb,0.01,0.5830830335617065,201,3143,196,0.5823501348495483,0.0007328987121582031,35674,20127,15547,0.009688478163660754,195,0.9955618447288866,15478,0.010891881087922722,0.010903161953054961,96.88478163660754,35675,20127,15548,0.010582799224921747,213,0.9944687419603807,15462,0.011836712927395146,0.011848010870993868,105.82799224921746,41209,32745,8464,1.0,32745,0.9998818525519849,8463,1.0,1.0,10000.0
phiusiil,iscx_url2016_binary,r05,lr,0.001,0.9997480304550767,20,4632,21,0.999742399537754,5.6309173226409825e-06,35674,20127,15547,0.0009936900680677697,20,0.9294397632983855,14450,0.001432139113093784,0.0014436068885975365,9.936900680677697,35674,20127,15547,0.0007949520544542157,16,0.8756673313179392,13614,0.0011956088525730474,0.0012071432436057557,7.949520544542157,41352,32889,8463,0.924777281157834,30415,0.9946827366182205,8418,0.9271346837864074,0.9271568789255735,9247.77281157834
phiusiil,iscx_url2016_binary,r05,lr,0.01,0.8763106578977081,201,5475,202,0.8751424345312048,0.0011682233665033515,35674,20127,15547,0.009986585184081085,201,0.9858493600051457,15327,0.011207082092529868,0.011218368513589174,99.86585184081085,35674,20127,15547,0.010880906245342077,219,0.9843056538238889,15303,0.012151164203749886,0.012162468094800588,108.80906245342078,41352,32889,8463,0.9365745385995318,30803,0.9970459647879003,8438,0.9387494017083541,0.9387717511231031,9365.745385995318
phiusiil,iscx_url2016_binary,r05,rf,0.001,0.9832924414856091,20,899,21,0.9832806211546399,1.1820330969247728e-05,35674,20127,15547,0.0009936900680677697,20,0.758731588087734,11796,0.001432139113093784,0.0014436068885975365,9.936900680677697,35674,20127,15547,0.0007949520544542157,16,0.8256898436997492,12837,0.0011956088525730474,0.0012071432436057557,7.949520544542157,41352,32889,8463,0.9951047462677491,32728,0.9844026940801134,8331,0.9956983330271113,0.9957203245260033,9951.047462677492
phiusiil,iscx_url2016_binary,r05,rf,0.01,0.7661270343719967,201,2280,202,0.765787938897919,0.000339095474077733,35674,20127,15547,0.009986585184081085,201,0.9949829549109153,15469,0.011207082092529868,0.011218368513589174,99.86585184081085,35674,20127,15547,0.012520494857653898,252,0.9924744323663729,15430,0.013876769085313467,0.013888107518482268,125.20494857653898,41352,32889,8463,1.0,32889,0.9985820630981921,8451,0.9999999999999998,1.0,10000.0
phiusiil,iscx_url2016_binary,r05,xgb,0.001,0.9046146273612976,20,2836,20,0.9040127992630005,0.0006018280982971191,35674,20127,15547,0.0009440055646643812,19,0.9889367723676593,15375,0.0013733782179399046,0.001384860614589746,9.440055646643811,35674,20127,15547,0.00163958861231182,33,0.9873930661864025,15351,0.00218038011546704,0.002191726775719854,16.3958861231182,41352,32889,8463,1.0,32889,0.9988183859151601,8453,0.9999999999999998,1.0,10000.0
phiusiil,iscx_url2016_binary,r05,xgb,0.01,0.5249492526054382,201,3042,202,0.5236008763313293,0.0013483762741088867,35674,20127,15547,0.009986585184081085,201,0.9953688814562295,15475,0.011207082092529868,0.011218368513589174,99.86585184081085,35674,20127,15547,0.011328066775972574,228,0.9952402392744581,15473,0.012622413306918089,0.012633726328367173,113.28066775972574,41352,32889,8463,1.0,32889,0.999881838591516,8462,0.9999999999999998,1.0,10000.0
phiusiil,iscx_url2016_binary,r06,lr,0.001,0.9996301312805722,20,6265,21,0.9996296577160853,4.7356448695801134e-07,35674,20127,15547,0.0009936900680677697,20,0.8811346240432237,13699,0.001432139113093784,0.0014436068885975365,9.936900680677697,35674,20127,15547,0.0008943210612609927,18,0.9332990287515276,14510,0.0013143827299275795,0.0013258809847501352,8.943210612609928,41919,33363,8556,0.9293229026166712,31005,0.9952080411407199,8515,0.9315961609529051,0.9316181032598454,9293.229026166711
phiusiil,iscx_url2016_binary,r06,lr,0.01,0.9001919652903448,201,7376,202,0.9000290010679239,0.0001629642224209027,35674,20127,15547,0.009986585184081085,201,0.9841126905512317,15300,0.011207082092529868,0.011218368513589174,99.86585184081085,35674,20127,15547,0.00884384160580315,178,0.9805107094616324,15244,0.009997286905981229,0.010008552893891473,88.4384160580315,41919,33363,8556,0.9395438060126488,31346,0.9973118279569892,8533,0.941654590382319,0.9416766615187413,9395.438060126487
phiusiil,iscx_url2016_binary,r06,rf,0.001,0.9855833333333333,20,930,21,0.9855786749482403,4.6583850930037585e-06,35674,20127,15547,0.0009936900680677697,20,0.8677558371389978,13491,0.001432139113093784,0.0014436068885975365,9.936900680677697,35674,20127,15547,0.0003477915238237194,7,0.8574001415064,13330,0.0006413073642902192,0.0006531577334168676,3.477915238237194,41919,33363,8556,0.9999700266762581,33362,0.9867928938756428,8443,0.9999933131562413,0.9999984625706634,9999.700266762582
phiusiil,iscx_url2016_binary,r06,rf,0.01,0.7858070807710178,201,2428,202,0.7851793406465698,0.0006277401244479952,35674,20127,15547,0.009986585184081085,201,0.9908020840033447,15404,0.011207082092529868,0.011218368513589174,99.86585184081085,35674,20127,15547,0.01018532319769464,205,0.9927317167299158,15434,0.011417070525742699,0.011428360729312501,101.8532319769464,41919,33363,8556,1.0,33363,0.9985974754558204,8544,1.0,1.0,10000.0
phiusiil,iscx_url2016_binary,r06,xgb,0.001,0.9205304384231567,20,3513,20,0.9175208806991577,0.0030095577239990234,35674,20127,15547,0.0009440055646643812,19,0.9843699749147745,15304,0.0013733782179399046,0.001384860614589746,9.440055646643811,35674,20127,15547,0.0007452675510508272,15,0.9879076349134881,15359,0.0011357834600629643,0.0011473385789933191,7.452675510508272,41919,33363,8556,1.0,33363,0.9987143525011688,8545,1.0,1.0,10000.0
phiusiil,iscx_url2016_binary,r06,xgb,0.01,0.5110791325569153,201,3789,202,0.509382963180542,0.001696169376373291,35674,20127,15547,0.009986585184081085,201,0.9954975236380009,15477,0.011207082092529868,0.011218368513589174,99.86585184081085,35674,20127,15547,0.011029959755552243,222,0.9955618447288866,15478,0.012308303135657252,0.012319610043236218,110.29959755552242,41919,33363,8556,1.0,33363,1.0,8556,1.0,1.0,10000.0
phiusiil,iscx_url2016_binary,r07,lr,0.001,0.9996728318445892,20,4618,21,0.9996569942473003,1.583759728895906e-05,35675,20127,15548,0.0009936900680677697,20,0.9339464882943144,14521,0.001432139113093784,0.0014436068885975365,9.936900680677697,35674,20127,15547,0.001043374571471158,21,0.8855727793143372,13768,0.0014906822272049613,0.001502136477159864,10.43374571471158,41233,32773,8460,0.9284777103103165,30429,0.9949172576832152,8417,0.9307839111154202,0.9308062339164359,9284.777103103164
phiusiil,iscx_url2016_binary,r07,lr,0.01,0.8970766168470069,201,5395,202,0.8968156194270229,0.0002609974199839771,35675,20127,15548,0.009986585184081085,201,0.9815410342166195,15261,0.011207082092529868,0.011218368513589174,99.86585184081085,35674,20127,15547,0.011179013265762408,225,0.984691580369203,15309,0.012465385801438114,0.01247669575278768,111.79013265762408,41233,32773,8460,0.939767491532664,30799,0.9971631205673759,8436,0.9418931026336456,0.9419155701323744,9397.674915326641
phiusiil,iscx_url2016_binary,r07,rf,0.001,0.9819117647058824,20,969,18,0.9819049255215421,6.839184340301507e-06,35675,20127,15548,0.0008446365578576042,17,0.8621687676871623,13405,0.001255133554005273,0.0012666490726384563,8.446365578576042,35674,20127,15547,0.0022854871565558704,46,0.8788833858622243,13664,0.0029100161578034483,0.002921304415332428,22.854871565558703,41233,32773,8460,0.9998169224666646,32767,0.9893617021276596,8370,0.9999053252143496,0.9999202663805824,9998.169224666646
phiusiil,iscx_url2016_binary,r07,rf,0.01,0.7909647576379867,201,2128,202,0.7906787540820936,0.00028600355589303295,35675,20127,15548,0.009986585184081085,201,0.992667867249807,15434,0.011207082092529868,0.011218368513589174,99.86585184081085,35674,20127,15547,0.013216077905301337,266,0.9914452949122017,15414,0.014607067808672825,0.014618421671151656,132.16077905301336,41233,32773,8460,1.0,32773,0.9985815602836879,8448,1.0,1.0,10000.0
phiusiil,iscx_url2016_binary,r07,xgb,0.001,0.9224066734313965,20,3005,21,0.9205554723739624,0.001851201057434082,35675,20127,15548,0.0009936900680677697,20,0.9888731669668125,15375,0.001432139113093784,0.0014436068885975365,9.936900680677697,35674,20127,15547,0.0011924280816813235,24,0.985141828005403,15316,0.0016651459302321247,0.0016765650654835347,11.924280816813235,41233,32773,8460,1.0,32773,0.9984633569739952,8447,1.0,1.0,10000.0
phiusiil,iscx_url2016_binary,r07,xgb,0.01,0.5790005922317505,201,3219,202,0.5784713625907898,0.0005292296409606934,35675,20127,15548,0.009986585184081085,201,0.9956907640854129,15481,0.011207082092529868,0.011218368513589174,99.86585184081085,35674,20127,15547,0.011973965320216624,241,0.9944683861838297,15461,0.013302253833459964,0.01331358044242652,119.73965320216624,41233,32773,8460,1.0,32773,0.9998817966903073,8459,1.0,1.0,10000.0
phiusiil,iscx_url2016_binary,r08,lr,0.001,0.999832465710409,20,5861,21,0.999832438027728,2.7682680925344982e-08,35675,20127,15548,0.0009936900680677697,20,0.8706586056084383,13537,0.001432139113093784,0.0014436068885975365,9.936900680677697,35674,20127,15547,0.0008446365578576042,17,0.9226217276645012,14344,0.001255133554005273,0.0012666490726384563,8.446365578576042,41850,33231,8619,0.9374078420751708,31151,0.9952430676412577,8578,0.9395580798823232,0.9395802116859173,9374.078420751708
phiusiil,iscx_url2016_binary,r08,lr,0.01,0.9424757440058688,201,7022,202,0.9422736186331889,0.00020212537267982889,35675,20127,15548,0.009986585184081085,201,0.9828273732956008,15281,0.011207082092529868,0.011218368513589174,99.86585184081085,35674,20127,15547,0.007999205047945546,161,0.9767157650993761,15185,0.009100180434201608,0.009111433083973925,79.99205047945546,41850,33231,8619,0.946917035298366,31467,0.9974474997099432,8597,0.9489038651837618,0.9489261093959993,9469.17035298366
phiusiil,iscx_url2016_binary,r08,rf,0.001,0.9862004494003662,20,876,21,0.9861366774251391,6.377197522711153e-05,35675,20127,15548,0.0009936900680677697,20,0.876575765371752,13629,0.001432139113093784,0.0014436068885975365,9.936900680677697,35674,20127,15547,0.00019873801361355392,4,0.8424133273300315,13097,0.00044260248013843,0.0004547298254352576,1.9873801361355392,41850,33231,8619,0.9984351960518792,33179,0.9849170437405732,8489,0.9987535577431996,0.998774030916997,9984.351960518792
phiusiil,iscx_url2016_binary,r08,rf,0.01,0.7931427402040021,201,2258,202,0.7927401933988514,0.0004025468051507275,35675,20127,15548,0.009986585184081085,201,0.9904167738615899,15399,0.011207082092529868,0.011218368513589174,99.86585184081085,35674,20127,15547,0.01048343021811497,211,0.993310606547887,15443,0.01173184314948789,0.011743139137080845,104.83430218114971,41850,33231,8619,1.0,33231,0.9988397725954287,8609,0.9999999999999998,1.0,10000.0
phiusiil,iscx_url2016_binary,r08,xgb,0.001,0.9620738625526428,20,3911,19,0.960793673992157,0.0012801885604858398,35675,20127,15548,0.0008943210612609927,18,0.9815410342166195,15261,0.0013143827299275795,0.0013258809847501352,8.943210612609928,35674,20127,15547,0.0005465295374372733,11,0.9861066443686884,15331,0.0008928053615254173,0.0009044693279802573,5.465295374372733,41850,33231,8619,1.0,33231,0.998259658893143,8604,0.9999999999999998,1.0,10000.0
phiusiil,iscx_url2016_binary,r08,xgb,0.01,0.5804983973503113,201,4208,202,0.5799542665481567,0.000544130802154541,35675,20127,15548,0.009986585184081085,201,0.9940828402366864,15456,0.011207082092529868,0.011218368513589174,99.86585184081085,35674,20127,15547,0.008893526109206538,179,0.9964623400012864,15492,0.010049976173990494,0.010061242998025549,88.93526109206539,41850,33231,8619,1.0,33231,0.9998839772595429,8618,0.9999999999999998,1.0,10000.0
phiusiil,iscx_url2016_binary,r09,lr,0.001,0.9998268692019678,20,5963,21,0.9998262398618879,6.29340079938423e-07,35674,20128,15546,0.0009936406995230524,20,0.8717998198893606,13553,0.0014320679799464107,0.00144353518342094,9.936406995230524,35675,20127,15548,0.0007949520544542157,16,0.9184461023925907,14280,0.0011956088525730474,0.0012071432436057557,7.949520544542157,41501,32938,8563,0.9318416418726091,30693,0.9952119584257854,8522,0.9340904239084528,0.9341126799315601,9318.41641872609
phiusiil,iscx_url2016_binary,r09,lr,0.01,0.9350858608384969,201,7136,202,0.9341807501966893,0.0009051106418075383,35674,20128,15546,0.009986089030206678,201,0.9813456837771775,15256,0.011206525665050978,0.011217811509023125,99.86089030206678,35675,20127,15548,0.006160878422020172,124,0.9739516336506303,15143,0.007136846488905257,0.0071480778561343,61.60878422020172,41501,32938,8563,0.9469305968789847,31190,0.9973140254583674,8540,0.9489258380821629,0.9489482783050937,9469.305968789848
phiusiil,iscx_url2016_binary,r09,rf,0.001,0.9864523809523809,20,810,21,0.9864441716009752,8.20935140566359e-06,35674,20128,15546,0.0009936406995230524,20,0.8285089412067412,12880,0.0014320679799464107,0.00144353518342094,9.936406995230524,35675,20127,15548,0.0002981070204203309,6,0.8431952662721893,13110,0.0005763765808803915,0.0005882981527551164,2.981070204203309,41501,32938,8563,0.9997874795069525,32931,0.9821324302230526,8410,0.9998847646437778,0.99990025347356,9997.874795069525
