scope,source_dataset,target_dataset,repetition,model,feature_set,row_macro_f1,n_rows,n_domains,domain_equal_macro_f1,domain_equal_balanced_accuracy,domain_equal_recall,domain_equal_fpr,weighted_tn,weighted_fp,weighted_fn,weighted_tp
internal,iscx_url2016_binary,iscx_url2016_binary,r01,xgb,f_permutation,0.970452890634594,6798,188,0.9293418659538137,0.9770200830394407,0.9752906976744186,0.021250531595537102,15.659991494471406,0.34000850552859363,4.25,167.74999999999997
internal,iscx_url2016_binary,iscx_url2016_binary,r02,lr,f_all,0.7462547920195509,6798,188,0.7770031921807676,0.9127267800780621,0.8969638242894057,0.07151026413328138,14.855835773867497,1.144164226132502,17.72222222222222,154.27777777777777
internal,iscx_url2016_binary,iscx_url2016_binary,r02,lr,f_single,0.7464331798250945,6798,188,0.7508714137446477,0.9028302887885653,0.8766149870801033,0.07095440950297285,14.864729447952435,1.1352705520475657,21.22222222222222,150.77777777777777
internal,iscx_url2016_binary,iscx_url2016_binary,r02,lr,f_stable,0.7441319671124598,6798,188,0.7225798473392037,0.8903243526740927,0.8523840220295187,0.07173531668133305,14.852234933098673,1.147765066901329,25.38994821092279,146.61005178907723
internal,iscx_url2016_binary,iscx_url2016_binary,r02,lr,f_mi,0.7426761029567112,6798,188,0.8288639568575893,0.9287696238608267,0.9318475452196382,0.07430829749798476,14.811067240032244,1.1889327599677562,11.722222222222221,160.27777777777777
internal,iscx_url2016_binary,iscx_url2016_binary,r02,lr,f_permutation,0.7453112864102267,6798,188,0.7603960600775495,0.9063862123155679,0.8843607662155651,0.07158834158442928,14.854586534649133,1.1454134653508687,19.889948210922785,152.1100517890772
internal,iscx_url2016_binary,iscx_url2016_binary,r02,rf,f_all,0.8458301561749837,6798,188,0.9243803878051834,0.9626697128427895,0.9767441860465116,0.0514047603609326,15.17752383422508,0.8224761657749216,4.0,168.0
internal,iscx_url2016_binary,iscx_url2016_binary,r02,rf,f_single,0.9253189136655455,6798,188,0.895115828613655,0.965893463227206,0.9607558139534884,0.0289688874990763,15.536497800014779,0.4635021999852208,6.75,165.24999999999997
internal,iscx_url2016_binary,iscx_url2016_binary,r02,rf,f_stable,0.8336846775322537,6798,188,0.8906505109514757,0.9529590808058681,0.9622093023255814,0.056291140713845195,15.099341748578476,0.9006582514215231,6.5,165.5
internal,iscx_url2016_binary,iscx_url2016_binary,r02,rf,f_mi,0.822771829810901,6798,188,0.877998597964867,0.9487218811002778,0.9563953488372093,0.05895158663665399,15.056774613813538,0.9432253861864638,7.5,164.49999999999997
internal,iscx_url2016_binary,iscx_url2016_binary,r02,rf,f_permutation,0.7519104107747865,6798,188,0.877570775366221,0.9434107268502193,0.9578488372093024,0.0710273835088638,14.86356186385818,1.1364381361418208,7.25,164.74999999999997
internal,iscx_url2016_binary,iscx_url2016_binary,r02,xgb,f_all,0.7463512016013547,6798,188,0.9575221814495193,0.951621652446574,0.9941860465116279,0.09094274161847989,14.544916134104323,1.4550838658956782,1.0,171.0
internal,iscx_url2016_binary,iscx_url2016_binary,r02,xgb,f_single,0.7700494736217223,6798,188,0.930465237407339,0.9515911759633682,0.9825581395348837,0.07937578760814738,14.729987398269643,1.2700126017303581,3.0,168.99999999999997
internal,iscx_url2016_binary,iscx_url2016_binary,r02,xgb,f_stable,0.7884294561380207,6798,188,0.9090752438873475,0.9484987006375875,0.9731912144702842,0.07619381319510939,14.780898988878251,1.2191010111217502,4.611111111111111,167.38888888888889
internal,iscx_url2016_binary,iscx_url2016_binary,r02,xgb,f_mi,0.7771631264682606,6798,188,0.9214063476640704,0.9491542785403844,0.9790051679586563,0.0806966108778876,14.7088542259538,1.2911457740462016,3.611111111111111,168.38888888888886
internal,iscx_url2016_binary,iscx_url2016_binary,r02,xgb,f_permutation,0.7463998863268484,6798,188,0.9134279931764329,0.9435404430084863,0.9767441860465116,0.08966330002953907,14.565387199527375,1.434612800472625,4.0,167.99999999999997
internal,iscx_url2016_binary,iscx_url2016_binary,r03,lr,f_all,0.9882972728228163,6879,190,0.7118168075193072,0.9461312072000135,0.8924938958815085,0.00023148148148148144,8.997916666666669,0.0020833333333333333,19.45860484544695,161.54139515455304
internal,iscx_url2016_binary,iscx_url2016_binary,r03,lr,f_single,0.83718388858503,6879,190,0.81531913232555,0.9267403235550785,0.958224290006785,0.10474364289662798,8.057307213930347,0.9426927860696517,7.561403508771931,173.43859649122808
internal,iscx_url2016_binary,iscx_url2016_binary,r03,lr,f_stable,0.8365145497853801,6879,190,0.8010345371552124,0.9238500595589144,0.952699428128332,0.10499930901050303,8.055006218905472,0.9449937810945273,8.561403508771932,172.43859649122808
internal,iscx_url2016_binary,iscx_url2016_binary,r03,lr,f_mi,0.9898319783906937,6879,190,0.6865302839421363,0.9366614634494486,0.8737375205970728,0.0004145936981757878,8.996268656716417,0.0037313432835820895,22.85350877192982,158.14649122807015
internal,iscx_url2016_binary,iscx_url2016_binary,r03,lr,f_permutation,0.8364089166279413,6879,190,0.7758117958890695,0.9194721930274639,0.9416012406707376,0.10265685461580981,8.076088308457713,0.9239116915422885,10.570175438596493,170.4298245614035
internal,iscx_url2016_binary,iscx_url2016_binary,r03,rf,f_all,0.9995716479380692,6879,190,0.9472222222222222,0.994475138121547,0.988950276243094,0.0,9.0,0.0,2.0,179.0
internal,iscx_url2016_binary,iscx_url2016_binary,r03,rf,f_single,0.998928338982753,6879,190,0.9035043169121382,0.988950276243094,0.9779005524861878,0.0,9.0,0.0,4.0,176.99999999999997
internal,iscx_url2016_binary,iscx_url2016_binary,r03,rf,f_stable,0.997854067345662,6879,190,0.8541360117714798,0.9813535911602209,0.962707182320442,0.0,9.0,0.0,6.75,174.24999999999997
internal,iscx_url2016_binary,iscx_url2016_binary,r03,rf,f_mi,0.9902598312836831,6879,190,0.829372916656931,0.9768612473759318,0.9537224947518637,0.0,9.0,0.0,8.376228449912661,172.62377155008733
internal,iscx_url2016_binary,iscx_url2016_binary,r03,rf,f_permutation,0.9995716479380692,6879,190,0.9472222222222222,0.994475138121547,0.988950276243094,0.0,9.0,0.0,2.0,179.0
internal,iscx_url2016_binary,iscx_url2016_binary,r03,xgb,f_all,0.9995716479380692,6879,190,0.9657999657999659,0.9965469613259669,0.9930939226519337,0.0,9.0,0.0,1.25,179.75
internal,iscx_url2016_binary,iscx_url2016_binary,r03,xgb,f_single,0.9995716479380692,6879,190,0.9472222222222222,0.994475138121547,0.988950276243094,0.0,9.0,0.0,2.0,179.0
internal,iscx_url2016_binary,iscx_url2016_binary,r03,xgb,f_stable,0.9995716479380692,6879,190,0.9472222222222222,0.994475138121547,0.988950276243094,0.0,9.0,0.0,2.0,179.0
internal,iscx_url2016_binary,iscx_url2016_binary,r03,xgb,f_mi,0.9956976337798855,6879,190,0.8447466209724954,0.979710325537601,0.9594206510752018,0.0,9.0,0.0,7.344862155388471,173.65513784461152
internal,iscx_url2016_binary,iscx_url2016_binary,r03,xgb,f_permutation,0.9993573158505307,6879,190,0.9243931555909272,0.9917127071823204,0.9834254143646409,0.0,9.0,0.0,3.0,178.0
internal,iscx_url2016_binary,iscx_url2016_binary,r04,lr,f_all,0.7472357751770031,6798,188,0.7870455762585743,0.9163443511374937,0.9041989664082687,0.07151026413328138,14.855835773867499,1.144164226132502,16.477777777777778,155.52222222222224
internal,iscx_url2016_binary,iscx_url2016_binary,r04,lr,f_single,0.7440134017571974,6798,188,0.7427231689048075,0.899258371111961,0.8699612403100775,0.07144449808615543,14.856888030621512,1.1431119693784866,22.366666666666667,149.63333333333333
internal,iscx_url2016_binary,iscx_url2016_binary,r04,lr,f_stable,0.7425138245227603,6798,188,0.7110166204483246,0.8851053059596009,0.8415374677002584,0.07132685578105652,14.858770307503095,1.1412296924969043,27.255555555555553,144.74444444444444
internal,iscx_url2016_binary,iscx_url2016_binary,r04,lr,f_mi,0.7412293164778803,6798,188,0.7582794174762086,0.9047575940928532,0.8830749354005167,0.07355974721481051,14.823044044563034,1.1769559554369682,20.11111111111111,151.88888888888889
internal,iscx_url2016_binary,iscx_url2016_binary,r04,lr,f_permutation,0.7446432504401552,6798,188,0.7523952114510928,0.9030785077654937,0.8780361757105942,0.07187916017960694,14.84993343712629,1.150066562873711,20.977777777777778,151.0222222222222
internal,iscx_url2016_binary,iscx_url2016_binary,r04,rf,f_all,0.8691775001998443,6798,188,0.902157599837277,0.9607497778128085,0.9660852713178294,0.044585715692212494,15.2866285489246,0.7133714510753999,5.833333333333334,166.16666666666666
internal,iscx_url2016_binary,iscx_url2016_binary,r04,rf,f_single,0.7954262791557413,6798,188,0.8777379579028057,0.9452227962177955,0.9573643410852712,0.06691874864968007,14.92930002160512,1.0706999783948814,7.333333333333333,164.66666666666663
internal,iscx_url2016_binary,iscx_url2016_binary,r04,rf,f_stable,0.7502840860428015,6798,188,0.8781805899045225,0.9399619584023057,0.9593023255813954,0.079378408776784,14.729945459571455,1.270054540428544,7.0,164.99999999999997
internal,iscx_url2016_binary,iscx_url2016_binary,r04,rf,f_mi,0.9111402545486147,6798,188,0.8536786955068586,0.9531441483553911,0.9399224806201549,0.03363418390937283,15.461853057450037,0.5381469425499654,10.333333333333332,161.66666666666663
internal,iscx_url2016_binary,iscx_url2016_binary,r04,rf,f_permutation,0.9870747255462076,6798,188,0.9163561400908979,0.9764516859029209,0.9689922480620154,0.01608887625617372,15.74257797990122,0.2574220200987795,5.333333333333334,166.66666666666666
internal,iscx_url2016_binary,iscx_url2016_binary,r04,xgb,f_all,0.7595047663892975,6798,188,0.9460581984472385,0.9558281650664925,0.9883720930232558,0.07671576289027085,14.772547793755667,1.2274522062443336,2.0,170.0
internal,iscx_url2016_binary,iscx_url2016_binary,r04,xgb,f_single,0.826733697225497,6798,188,0.9437549422879722,0.9634086372100785,0.9854651162790697,0.05864784185891275,15.061634530257397,0.938365469742604,2.5,169.49999999999997
internal,iscx_url2016_binary,iscx_url2016_binary,r04,xgb,f_stable,0.8946046956465219,6798,188,0.9199037692334517,0.9653518942058876,0.9738372093023255,0.04313342089055033,15.309865265751197,0.6901347342488053,4.5,167.5
internal,iscx_url2016_binary,iscx_url2016_binary,r04,xgb,f_mi,0.7499266477990274,6798,188,0.88278393109715,0.938952351167242,0.9622093023255814,0.08430459999109755,14.65112640014244,1.3488735998575607,6.5,165.5
internal,iscx_url2016_binary,iscx_url2016_binary,r04,xgb,f_permutation,0.7514533289459252,6798,188,0.9439307659517826,0.9521875978963293,0.9883720930232558,0.08399689723059715,14.656049644310446,1.3439503556895545,2.0,170.0
internal,iscx_url2016_binary,iscx_url2016_binary,r05,lr,f_all,0.9867571783273805,6879,190,0.6751415842068433,0.9320846644241889,0.8644008103298594,0.00023148148148148152,8.997916666666665,0.0020833333333333333,24.54345333029544,156.45654666970455
internal,iscx_url2016_binary,iscx_url2016_binary,r05,lr,f_single,0.9891802740305187,6879,190,0.7051933325254651,0.9437409635391425,0.8878291493005073,0.00034722222222222224,8.996875,0.003125,20.302923976608188,160.69707602339182
internal,iscx_url2016_binary,iscx_url2016_binary,r05,lr,f_stable,0.9891749045868317,6879,190,0.7015441517036656,0.9424660821405879,0.8851636457626572,0.00023148148148148152,8.997916666666665,0.0020833333333333333,20.785380116959065,160.2146198830409
internal,iscx_url2016_binary,iscx_url2016_binary,r05,lr,f_mi,0.9907065497338945,6879,190,0.7331585039771158,0.9530607720339854,0.9065361377661464,0.0004145936981757878,8.996268656716417,0.0037313432835820895,16.916959064327486,164.0830409356725
internal,iscx_url2016_binary,iscx_url2016_binary,r05,lr,f_permutation,0.982942852792577,6879,190,0.6817191448683853,0.9338210329768559,0.8701883622500081,0.002546296296296296,8.977083333333333,0.022916666666666665,23.495906432748537,157.50409356725146
internal,iscx_url2016_binary,iscx_url2016_binary,r05,rf,f_all,0.996777170504687,6879,190,0.8908447669887889,0.9871546961325967,0.9743093922651933,0.0,9.0,0.0,4.6499999999999995,176.35
internal,iscx_url2016_binary,iscx_url2016_binary,r05,rf,f_single,0.9963456734261433,6879,190,0.863909123591897,0.982991318074191,0.9659826361483821,0.0,9.0,0.0,6.1571428571428575,174.84285714285716
internal,iscx_url2016_binary,iscx_url2016_binary,r05,rf,f_stable,0.9959137530234323,6879,190,0.8508205926865999,0.9807813733228098,0.9615627466456196,0.0,9.0,0.0,6.957142857142856,174.04285714285714
internal,iscx_url2016_binary,iscx_url2016_binary,r05,rf,f_mi,0.9885054108309816,6879,190,0.8155440545300257,0.974116586460291,0.9482331729205821,0.0,9.0,0.0,9.36979570137465,171.63020429862536
internal,iscx_url2016_binary,iscx_url2016_binary,r05,rf,f_permutation,0.9965614748218881,6879,190,0.8726220836048841,0.9843922651933701,0.9687845303867403,0.0,9.0,0.0,5.65,175.35
internal,iscx_url2016_binary,iscx_url2016_binary,r05,xgb,f_all,0.9969927605924422,6879,190,0.8972518327790456,0.9880755064456722,0.9761510128913444,0.0,9.0,0.0,4.316666666666666,176.68333333333334
internal,iscx_url2016_binary,iscx_url2016_binary,r05,xgb,f_single,0.9969927605924422,6879,190,0.8972518327790456,0.9880755064456722,0.9761510128913444,0.0,9.0,0.0,4.316666666666666,176.68333333333334
internal,iscx_url2016_binary,iscx_url2016_binary,r05,xgb,f_stable,0.9969927605924422,6879,190,0.8972518327790456,0.9880755064456722,0.9761510128913444,0.0,9.0,0.0,4.316666666666666,176.68333333333334
internal,iscx_url2016_binary,iscx_url2016_binary,r05,xgb,f_mi,0.989383498597232,6879,190,0.8332805662733336,0.9776048714620974,0.9552097429241948,0.0,9.0,0.0,8.107036530720741,172.89296346927924
internal,iscx_url2016_binary,iscx_url2016_binary,r05,xgb,f_permutation,0.9935305814746098,6879,190,0.8750162565440526,0.9847678588737037,0.9695357177474072,0.0,9.0,0.0,5.514035087719298,175.48596491228068
internal,iscx_url2016_binary,iscx_url2016_binary,r06,lr,f_all,0.749617732703356,6798,188,0.8655305113043559,0.9293992250753835,0.9554263565891473,0.09662790643838029,14.453953496985916,1.5460465030140846,7.666666666666666,164.33333333333331
internal,iscx_url2016_binary,iscx_url2016_binary,r06,lr,f_single,0.7475478980684325,6798,188,0.7909629028788091,0.9176402331151436,0.9069767441860465,0.0716962779557591,14.852859552707855,1.1471404472921456,16.0,155.99999999999997
internal,iscx_url2016_binary,iscx_url2016_binary,r06,lr,f_stable,0.7467057528607206,6798,188,0.7595864194288368,0.9060744882061429,0.8837209302325582,0.0715719538202722,14.854848738875644,1.1451512611243553,19.999999999999996,151.99999999999997
internal,iscx_url2016_binary,iscx_url2016_binary,r06,lr,f_mi,0.7448658585661306,6798,188,0.8296409939935571,0.9293692183834221,0.932170542635659,0.07343210586881474,14.825086306098964,1.1749136939010358,11.666666666666666,160.33333333333334
internal,iscx_url2016_binary,iscx_url2016_binary,r06,lr,f_permutation,0.7480322465350859,6798,188,0.8154098857596578,0.9153457596274788,0.9273255813953488,0.09663406214039129,14.453855005753738,1.5461449942462604,12.5,159.49999999999997
internal,iscx_url2016_binary,iscx_url2016_binary,r06,rf,f_all,0.9637035283341996,6798,188,0.9621819509925633,0.9842084184395369,0.9883720930232558,0.019955256144182087,15.680715901693087,0.3192840983069134,1.9999999999999998,169.99999999999997
internal,iscx_url2016_binary,iscx_url2016_binary,r06,rf,f_single,0.9296909840548614,6798,188,0.9632465071957463,0.9861325468319349,0.9883720930232558,0.01610699935938609,15.742288010249823,0.25771198975017745,1.9999999999999998,169.99999999999997
internal,iscx_url2016_binary,iscx_url2016_binary,r06,rf,f_stable,0.936001483696112,6798,188,0.9619231762636187,0.9837416599326632,0.9883720930232558,0.020888773157929395,15.665779629473128,0.33422037052687026,1.9999999999999998,169.99999999999997
internal,iscx_url2016_binary,iscx_url2016_binary,r06,rf,f_mi,0.8954649275829263,6798,188,0.949876755155964,0.9742146827197622,0.9854651162790697,0.03703575083954534,15.407427986567274,0.5925720134327255,2.5,169.49999999999997
internal,iscx_url2016_binary,iscx_url2016_binary,r06,rf,f_permutation,0.9810843395694642,6798,188,0.9739506231641466,0.9800643043031096,0.9941860465116279,0.03405743790540868,15.455080993513462,0.5449190064865389,1.0,171.0
internal,iscx_url2016_binary,iscx_url2016_binary,r06,xgb,f_all,0.9193247247266613,6798,188,0.9546424746204968,0.9627643939830411,0.9903100775193799,0.0647812895532977,14.963499367147238,1.0365006328527633,1.6666666666666665,170.33333333333334
internal,iscx_url2016_binary,iscx_url2016_binary,r06,xgb,f_single,0.9900177593067963,6798,188,0.9633612799937559,0.9863403739077687,0.9883720930232558,0.01569134520771835,15.748938476676507,0.2510615233234936,1.9999999999999998,169.99999999999997
internal,iscx_url2016_binary,iscx_url2016_binary,r06,xgb,f_stable,0.9965766949621444,6798,188,0.965246409048788,0.9897645758719764,0.9883720930232558,0.008842941279302897,15.858512939531153,0.14148706046884632,1.9999999999999998,169.99999999999997
internal,iscx_url2016_binary,iscx_url2016_binary,r06,xgb,f_mi,0.7969227663496518,6798,188,0.9514626314248273,0.9572823000944961,0.9903100775193799,0.07574547733038783,14.788072362713795,1.2119276372862053,1.6666666666666665,170.33333333333334
internal,iscx_url2016_binary,iscx_url2016_binary,r06,xgb,f_permutation,0.760760268163166,6798,188,0.9527039971894634,0.9356325849288055,0.996124031007752,0.12485886115014097,14.002258221597744,1.9977417784022555,0.6666666666666666,171.33333333333331
internal,iscx_url2016_binary,iscx_url2016_binary,r07,lr,f_all,0.7460584221734987,6798,188,0.786745166706553,0.9162382234150869,0.9039867109634552,0.07151026413328138,14.855835773867497,1.144164226132502,16.51428571428571,155.48571428571427
internal,iscx_url2016_binary,iscx_url2016_binary,r07,lr,f_single,0.7446616742122334,6798,188,0.7889157821426263,0.8894953199947185,0.9176356589147288,0.1386450189252916,13.781679697195337,2.218320302804666,14.166666666666664,157.83333333333331
internal,iscx_url2016_binary,iscx_url2016_binary,r07,lr,f_stable,0.743307178500012,6798,188,0.7122898729569738,0.8609971109299019,0.8565891472868218,0.13459492542701773,13.846481193167715,2.1535188068322837,24.666666666666664,147.33333333333331
internal,iscx_url2016_binary,iscx_url2016_binary,r07,lr,f_mi,0.7431025711835584,6798,188,0.8441014876814399,0.9027245374538253,0.9517441860465116,0.14629511113886112,13.659278221778223,2.340721778221778,8.299999999999999,163.7
internal,iscx_url2016_binary,iscx_url2016_binary,r07,lr,f_permutation,0.715183309943269,6798,188,0.7392608647648,0.8728405053248123,0.8799393969255025,0.1342583862758781,13.851865819585951,2.1481341804140497,20.65042372881356,151.34957627118644
internal,iscx_url2016_binary,iscx_url2016_binary,r07,rf,f_all,0.9864675618619345,6798,188,0.9558756554153911,0.9850018084814451,0.9854651162790697,0.015461499316179513,15.752616010941129,0.2473839890588722,2.5,169.5
internal,iscx_url2016_binary,iscx_url2016_binary,r07,rf,f_single,0.791108654645762,6798,188,0.9227057239654008,0.9277428154354348,0.9854651162790697,0.12997948540820006,13.9203282334688,2.079671766531201,2.5,169.5
internal,iscx_url2016_binary,iscx_url2016_binary,r07,rf,f_stable,0.7676544225762636,6798,188,0.9330787374889061,0.9524174326613675,0.9835271317829457,0.07869226646021094,14.740923736636626,1.259076263363375,2.833333333333333,169.16666666666666
internal,iscx_url2016_binary,iscx_url2016_binary,r07,rf,f_mi,0.8419598336207382,6798,188,0.9306390789181618,0.9628769931231401,0.9796511627906976,0.05389717654441737,15.137645175289322,0.8623548247106779,3.5,168.49999999999997
internal,iscx_url2016_binary,iscx_url2016_binary,r07,rf,f_permutation,0.9461762526007483,6798,188,0.9296054719377973,0.9683593185479713,0.9777131782945736,0.04099454119863106,15.344087340821904,0.6559126591780969,3.833333333333333,168.16666666666666
internal,iscx_url2016_binary,iscx_url2016_binary,r07,xgb,f_all,0.7997005664153702,6798,188,0.9412112543474807,0.9589774447092763,0.9854651162790697,0.06751022686051714,14.919836370231726,1.0801636297682742,2.5,169.5
internal,iscx_url2016_binary,iscx_url2016_binary,r07,xgb,f_single,0.9603461514340743,6798,188,0.9256672667946626,0.9541630232375967,0.9796511627906976,0.07132511631550419,14.858798138951933,1.141201861048067,3.5,168.49999999999997
internal,iscx_url2016_binary,iscx_url2016_binary,r07,xgb,f_stable,0.9463899319359527,6798,188,0.9202278325663071,0.9447749097070199,0.9796511627906976,0.09010134337665769,14.558378505973478,1.441621494026523,3.5,168.49999999999997
internal,iscx_url2016_binary,iscx_url2016_binary,r07,xgb,f_mi,0.7253129290248869,6798,188,0.9149837510294505,0.9152108039249196,0.9854651162790697,0.15504350842923065,13.519303865132311,2.4806961348676904,2.5,169.5
internal,iscx_url2016_binary,iscx_url2016_binary,r07,xgb,f_permutation,0.8405551385836059,6798,188,0.9151198536653611,0.936094438942966,0.9796511627906976,0.10746228490476564,14.28060344152375,1.7193965584762503,3.5,168.49999999999997
internal,iscx_url2016_binary,iscx_url2016_binary,r08,lr,f_all,0.9865434408163554,6879,190,0.7366664267587582,0.9541690931298193,0.908685408481861,0.00034722222222222224,8.996875,0.003125,16.52794106478317,164.47205893521684
