source_dataset,target_dataset,repetition,model,feature_set,n_samples,source_threshold,source_threshold_macro_f1,oracle_target_threshold,oracle_target_macro_f1,threshold_regret,brier_score,log_loss,ece_15
iscx_url2016_binary,phiusiil,r05,rf,f_single,234478,0.69,0.2925434017825355,1.0000000000000002,0.3649334539486157,0.07239005216608019,0.5796552137044702,19.84895100717875,0.5832241226149926
iscx_url2016_binary,phiusiil,r05,rf,f_stable,234478,0.71,0.29275892127321373,1.0000000000000002,0.3649334539486157,0.07217453267540197,0.579564732668508,19.68517323339321,0.5828409159782586
iscx_url2016_binary,phiusiil,r05,rf,f_mi,234478,0.77,0.29037881286940836,1.0000000000000002,0.3649334539486157,0.07455464107920734,0.5801544678233205,19.801661111156637,0.5837046919125949
iscx_url2016_binary,phiusiil,r05,rf,f_permutation,234478,0.59,0.2949789977238764,1.0000000000000002,0.3649334539486157,0.06995445622473928,0.5782989347228529,19.189082343583777,0.5807183224359868
iscx_url2016_binary,phiusiil,r05,xgb,f_all,234478,0.76,0.29484754346342035,0.9998782873153687,0.5893330763712138,0.29448553290779345,0.579058898123061,5.117320241009433,0.5800101591534457
iscx_url2016_binary,phiusiil,r05,xgb,f_single,234478,0.63,0.295707467402764,0.9998656511306763,0.4659232750485557,0.1702158076457917,0.5784200898708878,5.276526735058451,0.5792506740224589
iscx_url2016_binary,phiusiil,r05,xgb,f_stable,234478,0.6,0.2957772705430082,0.9999399185180664,0.47547484454638705,0.17969757400337888,0.5785674244889694,5.35096884780877,0.5793837229679677
iscx_url2016_binary,phiusiil,r05,xgb,f_mi,234478,0.93,0.29209914560879147,0.9999734163284302,0.4092852177340004,0.11718607212520893,0.5806526638416578,5.91932681159649,0.5820599249653262
iscx_url2016_binary,phiusiil,r05,xgb,f_permutation,234478,0.72,0.29507437738254144,0.9998642206192017,0.6186372493216463,0.3235628719391049,0.5784373632811607,4.9414085171617925,0.5796721611114538
iscx_url2016_binary,phiusiil,r06,lr,f_all,233448,0.67,0.28849131855993065,0.999970018863678,0.5376309503170936,0.24913963175716297,0.5845510301887145,5.048165970569004,0.5892883225973155
iscx_url2016_binary,phiusiil,r06,lr,f_single,233448,0.65,0.2870336436267683,0.9999643136075992,0.531859114492172,0.24482547086540374,0.5888861538947994,5.033809590359809,0.5943207513769713
iscx_url2016_binary,phiusiil,r06,lr,f_stable,233448,0.76,0.28243369101812604,0.9999818327840491,0.5053447931396761,0.22291110212155002,0.5896089404940797,5.28754166262768,0.5965837263731841
iscx_url2016_binary,phiusiil,r06,lr,f_mi,233448,0.54,0.2891655045156418,0.9999370372185615,0.5858952516020776,0.29672974708643574,0.5873709058976686,5.121026069628911,0.5930310464389629
iscx_url2016_binary,phiusiil,r06,lr,f_permutation,233448,0.63,0.2862358056172149,0.9998417619151868,0.5413116016347667,0.25507579601755176,0.588442012587788,4.373575411157247,0.5955048823916608
iscx_url2016_binary,phiusiil,r06,rf,f_all,233448,0.5,0.2946806774990785,1.0000000000000002,0.36595262733339307,0.07127194983431456,0.5813415574720046,19.626354374121348,0.5845613220372822
iscx_url2016_binary,phiusiil,r06,rf,f_single,233448,0.56,0.2928968005161337,1.0000000000000002,0.36595262733339307,0.07305582681725936,0.5818116658674969,18.808734281183767,0.5848626619968806
iscx_url2016_binary,phiusiil,r06,rf,f_stable,233448,0.69,0.2914932942429733,1.0000000000000002,0.36595262733339307,0.07445933309041974,0.5812879533814435,19.036062436728113,0.5842985745077564
iscx_url2016_binary,phiusiil,r06,rf,f_mi,233448,0.59,0.2921893049782152,1.0000000000000002,0.36595262733339307,0.07376332235517785,0.5825041373335911,19.47093860736999,0.5854298275123333
iscx_url2016_binary,phiusiil,r06,rf,f_permutation,233448,0.49,0.2945463995721007,1.0000000000000002,0.36595262733339307,0.07140622776129235,0.5811564959637412,19.00947214868965,0.5835690611555949
iscx_url2016_binary,phiusiil,r06,xgb,f_all,233448,0.5,0.2947403401709918,0.9999939203262329,0.5140639189850074,0.21932357881401554,0.5812026240159772,6.930560955976198,0.5820211493053884
iscx_url2016_binary,phiusiil,r06,xgb,f_single,233448,0.67,0.2946487112008146,0.999996542930603,0.5221529974645682,0.22750428626375363,0.5809010881934704,6.925056205112437,0.5815798836020726
iscx_url2016_binary,phiusiil,r06,xgb,f_stable,233448,0.5,0.2946082163965336,0.9998968839645386,0.5271386920535265,0.23253047565699286,0.581249357734013,5.155745510162604,0.5820422204548494
iscx_url2016_binary,phiusiil,r06,xgb,f_mi,233448,0.39,0.29343611814805737,0.9999136924743652,0.42785305991396816,0.1344169417659108,0.5837086239896139,5.3523471335988555,0.5846853608772971
iscx_url2016_binary,phiusiil,r06,xgb,f_permutation,233448,0.5,0.2947616458220047,0.9999922513961792,0.554344336582322,0.25958269076031726,0.5812675046040809,6.45321567509871,0.582351725008932
iscx_url2016_binary,phiusiil,r07,lr,f_all,233297,0.68,0.28847601398964895,0.9999779462814331,0.5394019447008329,0.25092593071118396,0.5847883216925616,5.044750804734596,0.589395668961245
iscx_url2016_binary,phiusiil,r07,lr,f_single,233297,0.85,0.28594427661521604,0.9999924562063788,0.5168342062621288,0.2308899296469128,0.5829130057285346,5.829290606268197,0.5867254063816153
iscx_url2016_binary,phiusiil,r07,lr,f_stable,233297,0.88,0.282858152867221,0.9999908438184534,0.5185274960820867,0.2356693432148657,0.5836666229052829,5.613428974500541,0.5885056530359134
iscx_url2016_binary,phiusiil,r07,lr,f_mi,233297,0.44,0.2902692934848743,0.9999372877329774,0.5849130385243273,0.294643745039453,0.5876704616131625,5.118461904555089,0.5932036919550191
iscx_url2016_binary,phiusiil,r07,lr,f_permutation,233297,0.91,0.2833206770450719,0.9999805502993123,0.6238039655662431,0.34048328852117116,0.5829170568773328,5.54807634588435,0.5871148174656708
iscx_url2016_binary,phiusiil,r07,rf,f_all,233297,0.5,0.2943245785705427,1.0000000000000002,0.3661027725548588,0.07177819398431606,0.5818807420252455,19.751572280428444,0.5854616940380045
iscx_url2016_binary,phiusiil,r07,rf,f_single,233297,0.45,0.29371571464900276,1.0000000000000002,0.3661027725548588,0.07238705790585603,0.5821807917263448,18.966516315495074,0.5853630493914049
iscx_url2016_binary,phiusiil,r07,rf,f_stable,233297,0.59,0.2929815469750555,0.999740299376446,0.4530296696072048,0.1600481226321493,0.5813682378370394,14.806279056129538,0.5842403994253199
iscx_url2016_binary,phiusiil,r07,rf,f_mi,233297,0.59,0.2921878745035694,1.0000000000000002,0.3661027725548588,0.07391489805128937,0.5817450622161152,19.00032232817495,0.5852020005168974
iscx_url2016_binary,phiusiil,r07,rf,f_permutation,233297,0.54,0.29423278214413207,1.0000000000000002,0.3661027725548588,0.07186999041072673,0.5806551856763243,18.45586117083804,0.5835315815460694
iscx_url2016_binary,phiusiil,r07,xgb,f_all,233297,0.5,0.2944952990948981,0.9999955892562866,0.4424842976183918,0.14798899852349373,0.5818284005140565,6.994792038311413,0.5826307981937974
iscx_url2016_binary,phiusiil,r07,xgb,f_single,233297,0.38,0.2945614310941242,0.9998524188995361,0.49264083004339265,0.19807939894926846,0.5817674339312605,5.020816647073844,0.5824522266202217
iscx_url2016_binary,phiusiil,r07,xgb,f_stable,233297,0.5,0.2947554889163641,0.9999934434890747,0.5331582954862267,0.23840280656986262,0.5813255834654821,6.911587245229411,0.5819422534964133
iscx_url2016_binary,phiusiil,r07,xgb,f_mi,233297,0.32,0.29349755007358863,0.9999969005584717,0.4303397393779027,0.13684218930431408,0.583910825049005,7.154182276132855,0.5848133622846255
iscx_url2016_binary,phiusiil,r07,xgb,f_permutation,233297,0.48,0.2945635641780033,0.999991774559021,0.5862478146433259,0.2916842504653226,0.5817616297929592,6.575087459885837,0.5824572401483393
iscx_url2016_binary,phiusiil,r08,lr,f_all,234378,0.87,0.28607228810731494,0.9999974370002747,0.5125058639010849,0.22643357579376994,0.5828319977361839,6.4814060866361105,0.586522909680023
iscx_url2016_binary,phiusiil,r08,lr,f_single,234378,0.79,0.2859271659326011,0.9999911728422319,0.5217140529425366,0.2357868870099355,0.5871459767849567,6.366852581099317,0.5913039094632035
iscx_url2016_binary,phiusiil,r08,lr,f_stable,234378,0.42,0.29108908495328434,0.9999938966979821,0.5081774363855673,0.217088351432283,0.5873398038575376,6.274758724589629,0.5918685787879191
iscx_url2016_binary,phiusiil,r08,lr,f_mi,234378,0.46,0.29108908495328434,0.9999410760197278,0.5824013231579459,0.29131223820466157,0.585329742162469,5.128935383344504,0.5910075172532319
iscx_url2016_binary,phiusiil,r08,lr,f_permutation,234378,0.78,0.2847170301687349,0.9999936050421414,0.5271072446567887,0.2423902144880538,0.5858434074439076,5.585092655825612,0.5916634572454033
iscx_url2016_binary,phiusiil,r08,rf,f_all,234378,0.62,0.2940889459132226,1.0000000000000002,0.3650306000536415,0.07094165414041892,0.5791881457783863,19.54570039803138,0.5832885914129577
iscx_url2016_binary,phiusiil,r08,rf,f_single,234378,0.69,0.2926316933161907,1.0000000000000002,0.3650306000536415,0.07239890673745081,0.5788796150557157,18.895078594480474,0.5822792168245642
iscx_url2016_binary,phiusiil,r08,rf,f_stable,234378,0.78,0.2916589852002067,1.0000000000000002,0.3650306000536415,0.0733716148534348,0.5798112523203635,19.866506925339543,0.5829138533464564
iscx_url2016_binary,phiusiil,r08,rf,f_mi,234378,0.82,0.2895720360945831,1.0000000000000002,0.3650306000536415,0.07545856395905842,0.580487036004266,19.870156705706613,0.5838936097314267
iscx_url2016_binary,phiusiil,r08,rf,f_permutation,234378,0.61,0.29415059734799776,0.9991666666666668,0.507347288068219,0.2131966907202213,0.5781234360798686,12.448195018635444,0.5812278044824897
iscx_url2016_binary,phiusiil,r08,xgb,f_all,234378,0.72,0.2948619977977412,0.9999215602874756,0.42559726824669897,0.13073527044895777,0.5791551136723995,5.388493241440605,0.5801740046310568
iscx_url2016_binary,phiusiil,r08,xgb,f_single,234378,0.6,0.29562700790690827,0.9999369382858276,0.494307932433081,0.19868092452617275,0.5788060566162184,5.458973827806765,0.5797544018580729
iscx_url2016_binary,phiusiil,r08,xgb,f_stable,234378,0.63,0.2956164235353517,0.9999269247055054,0.503885778360777,0.20826935482542525,0.5787587882601269,5.344103681268121,0.579655809630484
iscx_url2016_binary,phiusiil,r08,xgb,f_mi,234378,0.95,0.2918280648533669,0.9999052286148071,0.44255496350886003,0.15072689865549316,0.5816700733199925,5.292543668256404,0.582740654932073
iscx_url2016_binary,phiusiil,r08,xgb,f_permutation,234378,0.71,0.2954279684836752,0.9999009370803833,0.5924937060931613,0.2970657376094861,0.5783551378295939,5.087675132846493,0.5793997432179391
iscx_url2016_binary,phiusiil,r09,lr,f_all,234325,0.77,0.2888589894538485,0.999996542930603,0.5087451659477249,0.21988617649387637,0.5834261474011173,6.471449583828613,0.5871373823247518
iscx_url2016_binary,phiusiil,r09,lr,f_single,234325,0.52,0.2901350508030948,0.9999948648824191,0.5021002626742871,0.21196521187119227,0.5869016586394765,6.294363126937486,0.591443861429817
iscx_url2016_binary,phiusiil,r09,lr,f_stable,234325,0.54,0.28972622670562703,0.9999932059158382,0.5055066064505386,0.21578037974491154,0.5875188089177499,6.19159682722315,0.5919920129489732
iscx_url2016_binary,phiusiil,r09,lr,f_mi,234325,0.46,0.29062716641388686,0.9999363055043073,0.582480752565414,0.2918535861515271,0.586005038098622,5.127304972591489,0.5916748267355905
iscx_url2016_binary,phiusiil,r09,lr,f_permutation,234325,0.32,0.29241287743914196,0.9999949222484955,0.5193778265373097,0.22696494909816772,0.5863915198478072,6.184396985798192,0.5908251743851609
iscx_url2016_binary,phiusiil,r09,rf,f_all,234325,0.57,0.2947710883985217,1.0000000000000002,0.3650847411702546,0.0703136527717329,0.5793003031662152,18.790657520358707,0.5833934734897881
iscx_url2016_binary,phiusiil,r09,rf,f_single,234325,0.73,0.291399419995343,1.0000000000000002,0.3650847411702546,0.07368532117491156,0.580238860664594,19.860948188728614,0.5839476558110721
